N	2gram	Bakhtin_sl	Problema
392	мира в	2	5
393	человека в	5	5
394	слова как	8	5
395	одним из	5	5
396	в пределах	27	5
397	и общества	2	5
398	они не	3	5
399	которая не	3	5
400	языке и	3	5
401	в каждом	5	5
402	как его	5	5
403	собственном смысле	2	5
404	или к	3	5
405	этих случаях	2	5
406	очень трудно	2	4
407	от него	5	4
408	в духе	3	4
409	на всю	3	4
410	должен быть	3	4
411	себе как	2	4
412	следовательно и	4	4
413	а как	3	4
414	эти категории	2	4
415	у них	2	4
416	самого предмета	3	4
417	отличие от	13	4
418	в эту	3	4
419	и само	2	4
420	единый и	5	4
421	переходит в	3	4
422	и она	2	4
423	не выходит	3	4
424	себя и	2	4
425	действительность но	2	4
426	требует от	2	4
427	смысла и	6	4
428	человеческой речи	2	4
429	и часто	7	4
430	конечно и	3	4
431	вместе со	2	4
432	со своим	13	4
433	свой смысл	2	4
434	самого же	2	4
435	можно говорить	2	4
436	новое время	2	4
437	которые являются	2	4
438	которых мы	3	4
439	его именно	2	4
440	именно к	3	4
441	той же	3	4
442	момент в	2	4
443	тем и	3	4
444	время и	3	4
445	и почти	3	4
446	здесь уже	2	4
447	на котором	3	4
448	xix века	2	4
449	в контексте	5	4
450	дело с	4	4
451	но мы	2	4
452	одного из	2	4
453	говорит и	2	4
454	и те	3	4
455	и др	17	4
456	в разных	3	4
457	в сущности	18	4
458	войти в	2	4
459	мы сказали	6	4
460	бы только	2	4
461	например в	6	4
462	это возможно	2	4
463	если она	2	4
464	но эти	3	4
465	в смысловом	2	4
466	из него	4	4
467	к ним	2	4
468	другом случае	3	4
469	нашего сознания	2	4
470	мы увидим	2	4
471	и самое	3	4
472	человек и	13	4
473	смысл и	3	4
474	в свою	4	4
475	при всем	3	4
476	с которым	4	4
477	чем он	2	4
478	еще раз	3	3
479	речь о	2	3
480	том же	4	3
481	язык и	17	3
482	от других	2	3
483	языка как	10	3
484	самый язык	2	3
485	ничего нового	2	3
486	в более	2	3
487	и непосредственно	6	3
488	возможно и	3	3
489	в отличие	12	3
490	нуждается в	3	3
491	к проблеме	3	3
492	в первом	3	3
493	должна быть	3	3
494	выходит за	3	3
495	и другим	4	3
496	когда она	2	3
497	до последнего	2	3
498	самый этот	2	3
499	известном смысле	2	3
500	в чисто	4	3
501	борьбы с	3	3
502	этого предмета	2	3
503	остановимся на	2	3
504	он может	3	3
505	столь же	2	3
506	в последние	2	3
507	в мировой	2	3
508	связанные с	7	3
509	зрения на	9	3
510	друг другу	2	3
511	них не	2	3
512	и других	5	3
513	с помощью	5	3
514	чем в	3	3
515	в понимании	3	3
516	в одной	2	3
517	эти элементы	2	3
518	слово и	5	3
519	оно было	4	3
520	следовательно в	3	3
521	в атмосфере	2	3
522	в романе	64	3
523	образом в	4	3
524	предмета в	2	3
525	как предмет	4	3
526	нем и	5	3
527	при всех	2	3
528	всем этим	2	3
529	борьбу с	2	3
530	изображения и	2	3
531	язык как	5	3
532	не столько	4	3
533	науки о	2	3
534	и свои	2	3
535	с ними	8	3
536	мы видим	2	3
537	эти слова	4	3
538	конечно в	2	3
539	к предмету	4	3
540	непосредственно без	2	3
541	формы и	3	3
542	и свой	2	3
543	нас здесь	2	3
544	связан с	2	3
545	в самых	2	3
546	при его	2	3
547	это отношение	2	3
548	на нем	2	3
549	на этом	4	3
550	в процессе	14	3
551	может не	9	3
552	языка в	21	3
553	место в	2	3
554	а следовательно	2	3
555	жизни но	2	3
556	в системе	2	3
557	в плане	11	2
558	вносит в	3	2
559	могут не	2	2
560	евгении онегине	3	2
561	например и	2	2
562	к такому	2	2
563	ни были	3	2
564	слов в	2	2
565	и эти	2	2
566	этих категорий	3	2
567	просто не	2	2
568	язык не	5	2
569	в один	2	2
570	и исторически	3	2
571	они были	3	2
572	все категории	2	2
573	мы наблюдаем	2	2
574	точка зрения	10	2
575	ту же	5	2
576	на которые	3	2
577	в узком	13	2
578	между этими	3	2
579	на возможность	2	2
580	несколько слов	2	2
581	у тургенева	7	2
582	моменты в	2	2
583	исторического развития	2	2
584	прямо и	4	2
585	в романах	3	2
586	и эта	2	2
587	языка а	7	2
588	областях жизни	3	2
589	этого типа	2	2
590	на каждом	2	2
591	в новых	2	2
592	языка с	2	2
593	как у	2	2
594	за его	2	2
595	и со	2	2
596	том и	2	2
597	и кроме	2	2
598	не видят	2	2
599	точке зрения	2	2
600	правда не	3	2
601	вступает в	2	2
602	на почве	6	2
603	где нет	2	2
604	образом на	2	2
605	роль в	4	2
606	точности и	2	2
607	на фоне	11	2
608	сам в	2	2
609	и остается	3	2
610	понимать и	2	2
611	не предмет	2	2
612	его же	4	2
613	остается в	5	2
614	по отношению	2	2
615	свою очередь	3	2
616	на один	2	2
617	слово в	18	2
618	нашей темы	3	2
619	иметь место	2	2
620	а на	3	2
621	на все	3	2
622	героя в	2	2
623	в свое	3	2
624	т п	49	2
625	стремится к	2	2
626	может стать	3	2
627	для понимания	3	2
628	узком смысле	13	2
629	сливается с	6	2
630	они могут	7	2
631	их взаимное	2	2
632	в едином	2	2
633	всем его	2	2
634	все его	4	2
635	притом в	3	2
636	которые были	2	2
637	сознание и	4	2
638	с одним	3	2
639	большинстве случаев	11	2
640	в состав	3	2
641	на них	2	2
642	однако этот	2	2
643	нового не	2	2
644	уже сказали	3	2
645	свое произведение	2	2
646	всегда в	3	2
647	известной степени	6	2
648	других случаях	2	2
649	на язык	2	2
650	даже как	2	2
651	произведения как	3	2
652	и между	2	2
653	подход к	2	2
654	конца и	3	2
655	словом и	9	2
656	имеет дело	4	2
657	в прошлом	2	2
658	и там	6	2
659	xx века	2	2
660	единство и	4	2
661	речь но	3	2
662	и всякое	2	2
663	в драме	2	2
664	речи в	5	2
665	но повторяем	2	2
666	возможны и	2	2
667	героев и	2	2
668	не приходится	2	2
669	действующих лиц	2	2
670	отношению к	2	2
671	работы и	2	2
672	наших дней	2	2
673	лишь как	3	2
674	не с	5	2
675	этого общего	2	2
676	не должно	3	2
677	к новому	3	2
678	они в	2	2
679	человек в	6	2
680	судьбы и	2	2
681	слова в	19	2
682	как с	2	2
683	в большей	3	2
684	именно эта	2	2
685	произведения и	2	2
686	есть от	2	2
687	автора в	2	2
688	не из	2	2
689	произведения в	2	2
690	основная особенность	2	2
691	бы ни	3	2
692	но их	2	2
693	своим предметом	3	2
694	широком смысле	3	2
695	все свои	2	2
696	подчеркнуть что	2	2
