N	2gram	Losev_Vesc	Komedia
336	мы видели	3	3
337	могла бы	3	3
338	если она	11	3
339	ли это	9	3
340	затем и	2	3
341	ее на	2	3
342	и эта	4	3
343	бы к	2	3
344	и уже	2	3
345	друг с	2	3
346	мы находим	5	3
347	стало быть	3	3
348	же она	2	3
349	как о	5	3
350	совершенно не	11	3
351	не мешает	4	3
352	чем не	2	3
353	было и	2	3
354	жизнь и	2	3
355	и более	4	3
356	не с	8	3
357	отношения к	3	3
358	из наиболее	2	3
359	более или	4	3
360	в самой	3	3
361	если это	4	3
362	если он	3	3
363	по себе	22	3
364	находится в	4	3
365	относится к	6	3
366	является не	2	3
367	и есть	40	3
368	во всем	2	3
369	не к	3	3
370	один и	2	3
371	о которой	3	3
372	этих двух	2	3
373	однако не	4	3
374	образом и	4	2
375	находим в	2	2
376	еще и	11	2
377	в каком	6	2
378	в свой	2	2
379	как ее	2	2
380	перед нами	3	2
381	она должна	4	2
382	к одному	3	2
383	тем самым	2	2
384	очевидно что	2	2
385	обе они	2	2
386	с которой	3	2
387	как можно	5	2
388	как же	6	2
389	и следовательно	20	2
390	на три	2	2
391	человека и	3	2
392	а потом	3	2
393	что вы	4	2
394	не как	2	2
395	что здесь	2	2
396	и формы	2	2
397	остановиться на	3	2
398	никак не	7	2
399	слово в	2	2
400	бы его	2	2
401	об отношении	4	2
402	в свое	2	2
403	к ее	3	2
404	это только	2	2
405	за ними	2	2
406	у них	2	2
407	нас не	2	2
408	е и	2	2
409	мере в	2	2
410	того что	16	2
411	со всей	2	2
412	и дает	2	2
413	что все	2	2
414	но еще	3	2
415	судить о	4	2
416	она была	2	2
417	гораздо более	2	2
418	или его	2	2
419	была бы	3	2
420	ту же	2	2
421	во втором	2	2
422	нам не	2	2
423	этой точки	3	2
424	и та	2	2
425	этого человека	2	2
426	реальной жизни	2	2
427	и сама	4	2
428	совсем не	2	2
429	здесь не	2	2
430	себя от	2	2
431	мы видим	5	2
432	здравом уме	2	2
433	и до	6	2
434	все эти	5	2
435	чтобы они	2	2
436	себя и	8	2
437	и может	3	2
438	ее не	6	2
439	должна быть	8	2
440	повседневной жизни	2	2
441	что эти	2	2
442	и можно	2	2
443	бы и	9	2
444	еще один	2	2
445	в здравом	2	2
446	вообще говоря	2	2
447	первом случае	2	2
448	в с	2	2
449	то в	4	2
450	быть не	5	2
451	с другими	8	2
452	но это	14	2
453	в собственном	3	2
454	не все	3	2
455	и так	2	2
456	только с	3	2
457	с ней	2	2
458	о котором	2	2
459	дело не	4	2
460	между прочим	4	2
461	то чтобы	3	2
462	и достаточно	5	2
463	с ее	10	2
464	как не	2	2
465	я и	8	2
466	слова и	7	2
467	превращается в	3	2
468	жизни в	3	2
469	в философии	8	2
470	себе не	3	2
471	и со	2	2
472	понимать как	2	2
473	начиная от	2	2
474	но они	2	2
475	отношении к	4	2
476	как только	6	2
477	она и	2	2
478	это однако	3	2
479	для него	8	2
480	почти все	2	2
481	что только	4	2
482	подходим к	2	2
483	же теперь	2	2
484	в жизни	5	2
485	это уже	2	2
486	знает что	2	2
487	этот вопрос	6	2
488	подобно тому	5	2
489	то мы	3	2
490	от всех	5	2
491	не будет	13	2
492	об их	3	2
493	не вполне	2	2
494	хотя это	2	2
495	в смысле	22	2
496	эти две	6	2
497	же когда	2	2
498	вещей и	12	2
499	что между	2	2
500	этом смысле	2	2
501	в настоящем	5	2
502	и она	3	2
503	как она	5	2
504	тому как	5	2
505	она могла	2	2
506	не знаем	2	2
507	сводится к	4	2
508	к другому	3	2
509	говорит о	3	2
510	которым они	2	2
511	бы ни	3	2
512	мы уже	3	2
513	есть для	2	2
514	основе своей	2	2
515	и только	11	2
516	же и	2	2
517	это имя	6	2
518	если же	5	2
519	и всякий	3	2
520	без всякого	7	2
