N	2gram	Tiupa_Teor	Literetu
276	во всей	3	4
277	хотя и	4	4
278	бы то	2	4
279	самим собою	2	4
280	мышления и	3	4
281	одной из	2	4
282	нас самих	2	4
283	жизни на	2	4
284	воспринимающее сознание	3	4
285	за пределы	2	4
286	сводится к	12	4
287	от имени	2	4
288	во второй	7	4
289	художественного целого	4	4
290	и вот	3	4
291	художественного мира	4	4
292	художественное произведение	3	4
293	для того	5	4
294	никем не	2	4
295	ни к	3	4
296	в пределах	5	4
297	можно сказать	5	4
298	приводит к	6	4
299	на этом	2	4
300	в сторону	3	4
301	не вполне	2	4
302	жизни а	2	4
303	перед ним	2	4
304	вовсе не	3	4
305	и что	4	4
306	работа с	3	4
307	то ни	2	4
308	и читателем	2	4
309	таким образом	3	4
310	силу своей	4	4
311	отношения к	4	4
312	художественного сознания	5	4
313	при котором	2	4
314	героя как	2	4
315	окружающей его	2	3
316	коммуникативных стратегий	3	3
317	и потому	3	3
318	творческого акта	4	3
319	так же	2	3
320	но как	2	3
321	с чем	2	3
322	о чем	3	3
323	по себе	2	3
324	одну из	2	3
325	адресата а	2	3
326	я на	3	3
327	в отношении	4	3
328	искусства как	2	3
329	общения людей	3	3
330	художественную реальность	2	3
331	отношение к	7	3
332	и а	4	3
333	области искусства	3	3
334	из тех	2	3
335	пен пан	2	3
336	в первом	2	3
337	в ходе	5	3
338	факторов художественного	4	3
339	своей жизни	2	3
340	системе ценностей	3	3
341	и иных	2	3
342	а на	3	3
343	без остатка	3	3
344	а с	3	3
345	и о	5	3
346	в душе	9	3
347	как уже	2	3
348	духовной культуры	2	3
349	той или	3	3
350	направленной на	3	3
351	времени в	2	3
352	являет собой	3	3
353	эстетического адресата	2	3
354	однако если	3	3
355	речь идет	2	3
356	классического реализма	3	3
357	того чтобы	5	3
358	числе и	2	3
359	художественная деятельность	2	3
360	все эти	3	3
361	в знаковом	3	3
362	равной степени	3	3
363	не на	4	3
364	свою очередь	3	3
365	сути своей	2	3
366	духовного общения	3	3
367	по большей	2	3
368	на языке	3	3
369	который в	2	3
370	ее в	2	3
371	человеческого я	3	3
372	если в	2	3
373	другого я	2	3
374	ту или	2	3
375	деятельность мыслится	2	3
376	текста как	4	3
377	в первой	6	3
378	дело в	2	3
379	с их	2	3
380	о своем	2	3
381	художественного произведения	5	3
382	не сводится	9	3
383	если бы	3	3
384	совокупность факторов	2	3
385	эстетических отношений	4	3
386	превращается в	2	3
387	однако с	2	3
388	большей части	2	3
389	героя и	6	3
390	по слову	2	3
391	в этих	4	3
392	вследствие этого	2	3
393	и состоит	2	3
394	а для	2	3
395	отношении к	4	3
396	не могло	2	3
397	в какой	2	3
398	субъект художественной	3	3
399	художественного впечатления	6	3
400	творческий акт	2	3
401	восходит к	2	3
402	с.с аверинцева	2	3
403	и является	2	3
404	всей своей	2	3
405	в роли	3	3
406	в чем	2	3
407	что такое	2	3
408	искусства в	5	3
409	или иную	2	3
410	из которых	2	3
411	в итоге	3	3
412	со своей	4	3
413	знаковом материале	3	3
414	и рецептивного	2	3
415	и того	4	3
416	мы в	2	3
417	здесь не	2	3
418	говорить о	4	3
419	отношение автор	3	3
420	не просто	2	3
421	мира и	4	3
422	определяющим отношением	3	3
423	отношением художественности	2	2
424	чтобы не	2	2
425	перед нами	3	2
426	императиву мастерства	2	2
427	могло быть	2	2
428	а и	5	2
429	для меня	2	2
430	человека и	2	2
431	с легкой	2	2
432	и притом	3	2
433	внутреннего я	6	2
434	этой системе	2	2
435	писал бахтин	2	2
436	восприниматься как	2	2
437	креативного и	2	2
438	должен быть	2	2
439	в прозе	2	2
440	во мне	2	2
441	роль в	3	2
442	воздействия на	2	2
443	в присутствии	2	2
444	это и	2	2
445	и автора	3	2
446	мире и	2	2
447	самом начале	2	2
448	была бы	3	2
449	легкой руки	2	2
450	к собственной	2	2
451	на вопрос	2	2
452	что может	2	2
453	к его	3	2
454	существования в	2	2
455	эстетической природы	2	2
456	для понимания	2	2
457	собственно говоря	2	2
458	классицизма в	2	2
459	тому что	2	2
460	к нему	2	2
461	а.н веселовского	2	2
462	чем и	2	2
463	авторский текст	2	2
464	для читателя	4	2
465	а только	4	2
466	это тоже	2	2
467	со временем	2	2
468	все прочие	3	2
469	чужого я	2	2
470	художественности состоит	3	2
471	своей внутренней	2	2
472	картина мира	6	2
473	в общественном	2	2
474	с позиций	4	2
475	ключ к	2	2
476	ценностный центр	2	2
477	личного самоопределения	2	2
478	войне и	2	2
479	о жизни	2	2
480	его я	2	2
481	произведении искусства	2	2
482	в сочетании	2	2
483	виду не	3	2
484	воспринимающего сознания	5	2
485	в строке	3	2
486	на воспринимающее	2	2
487	на второй	2	2
488	и некоторые	2	2
489	с ними	2	2
490	между двумя	3	2
491	и весьма	2	2
492	внутреннюю свободу	2	2
493	начинает восприниматься	2	2
494	общественном сознании	2	2
495	о ней	3	2
496	и по	3	2
497	несет в	3	2
498	дело не	2	2
499	что они	2	2
500	и ее	4	2
501	способ существования	2	2
502	такой деятельности	3	2
503	коммуникативной стратегии	2	2
504	может и	2	2
505	эстетической реальности	2	2
506	во внешнем	2	2
507	полагал что	2	2
508	здесь мы	2	2
509	одно и	2	2
510	сказать что	4	2
511	новой парадигмы	3	2
512	герой не	3	2
513	не от	2	2
514	значительной степени	2	2
515	оттесняет на	2	2
516	а напротив	2	2
517	с другими	6	2
518	из этих	3	2
519	тем более	2	2
520	автора как	2	2
521	случае это	2	2
522	и наоборот	2	2
523	для такого	2	2
524	но напротив	2	2
525	я есть	5	2
526	о литературе	3	2
527	в значительной	2	2
528	сам же	2	2
529	иначе говоря	5	2
530	адресата в	2	2
531	могут служить	2	2
532	искусства это	3	2
533	лирическая героиня	5	2
534	в контексте	3	2
535	внутреннее я	2	2
536	в миропорядке	8	2
537	в финале	3	2
538	в акте	3	2
539	есть в	3	2
540	своем составе	3	2
541	текст как	3	2
542	от всех	2	2
543	к более	2	2
544	литературы как	3	2
545	сочетании с	2	2
546	как эстетической	4	2
547	слова в	4	2
548	оно не	2	2
549	или иных	3	2
550	в большинстве	2	2
551	согласно характеристике	2	2
552	на почве	5	2
553	всякий раз	2	2
554	автором и	2	2
555	только не	3	2
556	мог бы	3	2
557	вопрос что	2	2
558	в той	2	2
559	тех или	3	2
560	субъект и	2	2
561	для искусства	2	2
562	и который	2	2
563	языка в	4	2
564	деятельностью направленной	2	2
565	данный момент	2	2
566	может оказаться	2	2
567	в таком	3	2
568	нового времени	3	2
569	жизни но	2	2
570	лирическую героиню	2	2
571	и внешней	3	2
572	ни был	2	2
573	внутреннего мира	2	2
574	в дискурсе	2	2
575	текста в	3	2
576	как система	2	2
577	имеем дело	2	2
578	мы имеем	7	2
579	жизни однако	3	2
580	на основе	2	2
581	но он	4	2
