N	2gram	Bakhtin_Pr	Myshleni
380	отношений и	2	8
381	все равно	3	8
382	что я	2	8
383	остается в	2	8
384	образом в	2	8
385	только то	3	8
386	отношении к	3	8
387	лучшем случае	3	7
388	здесь в	3	7
389	должна быть	4	7
390	с ними	3	7
391	переходит к	2	7
392	именно потому	3	7
393	он говорит	3	7
394	же в	3	7
395	это в	3	7
396	всех этих	3	7
397	и особенно	2	7
398	же по	3	7
399	его и	4	7
400	он сам	9	7
401	в таком	2	7
402	и сам	5	7
403	в жизни	7	7
404	сознания и	9	7
405	на него	4	7
406	за ним	2	7
407	сознания в	2	7
408	но они	4	7
409	ничем не	2	7
410	его с	2	7
411	мы остановимся	3	7
412	и понимания	3	6
413	в каждом	11	6
414	наконец в	2	6
415	только один	2	6
416	это было	3	6
417	для его	4	6
418	как таковой	2	6
419	роль в	2	6
420	как например	2	6
421	на ее	2	6
422	типа и	3	6
423	бы и	6	6
424	или даже	2	6
425	потому и	2	6
426	точек зрения	5	6
427	нашему мнению	3	6
428	уже не	14	6
429	перед ним	2	6
430	как его	2	6
431	лежат в	2	6
432	его на	2	6
433	как к	3	6
434	всего в	2	6
435	из которого	2	6
436	совершенно так	2	6
437	ни на	2	6
438	другом в	2	6
439	в условиях	4	6
440	том и	2	6
441	и о	5	6
442	раз и	4	6
443	по нашему	5	6
444	одна из	4	6
445	что может	2	6
446	нет и	4	6
447	что было	4	6
448	и другими	6	6
449	он как	4	6
450	в словах	2	6
451	оно может	2	6
452	в лучшем	3	6
453	от него	3	5
454	в полном	2	5
455	из тех	3	5
456	это как	2	5
457	слова но	2	5
458	бы он	3	5
459	все они	4	5
460	всей его	2	5
461	как у	4	5
462	свою мысль	2	5
463	же что	5	5
464	не дает	4	5
465	есть только	5	5
466	не потому	4	5
467	на ряд	2	5
468	в контексте	2	5
469	только с	2	5
470	все его	4	5
471	для них	3	5
472	себя в	5	5
473	к ним	3	5
474	в противоположность	3	5
475	менее всего	4	5
476	бы к	2	5
477	котором мы	2	5
478	сами по	4	5
479	заметить что	2	5
480	другими словами	2	5
481	нигде не	6	5
482	конце концов	7	5
483	быть в	2	5
484	более того	5	5
485	видим что	2	5
486	а потому	4	5
487	был бы	6	5
488	им в	4	5
489	которые он	3	5
490	из всего	2	5
491	есть нечто	2	5
492	плана в	2	5
493	ни один	5	5
494	говорит об	2	5
495	под этим	2	5
496	на протяжении	3	5
497	лежащие в	2	5
498	на первом	2	5
499	в форме	8	5
500	кроме того	3	5
501	однако не	2	5
502	все те	2	5
503	и вот	4	4
504	к более	2	4
505	на пути	2	4
506	он еще	2	4
507	а как	8	4
508	и другом	2	4
509	эти же	2	4
510	от других	2	4
511	только при	3	4
512	однако в	2	4
513	как слово	4	4
514	со всем	2	4
515	в дальнейшем	2	4
516	рядом с	16	4
517	которую он	2	4
518	или не	2	4
519	так сказать	8	4
520	исходит из	3	4
521	линии развития	2	4
522	целом ряде	3	4
523	поэтому не	2	4
524	к той	2	4
525	этой формы	2	4
526	зрения на	12	4
527	вступает в	5	4
528	мысль как	2	4
529	в каждой	3	4
530	его не	2	4
531	предисловии к	2	4
532	мне кажется	2	4
533	из его	4	4
534	бы то	3	4
535	есть то	4	4
536	но эти	2	4
537	и самое	4	4
538	но ведь	4	4
539	ни было	4	4
540	про себя	3	4
541	ту сторону	2	4
542	говорит сам	2	4
543	или к	2	4
544	всеми своими	2	4
545	а именно	4	4
546	не из	3	4
547	процесса и	2	4
548	ни одного	4	4
549	себя и	4	4
550	входят в	3	4
551	что значит	2	4
552	в чисто	2	4
553	и эта	3	4
554	превращается в	4	4
555	все три	6	4
556	и со	3	4
557	или как	5	4
558	то он	3	4
559	есть и	2	4
560	и могут	2	4
561	как будто	4	4
562	и становится	2	4
563	во все	5	4
564	вот что	2	4
565	за счет	2	4
566	тем как	4	4
567	была бы	5	4
568	с которой	4	4
569	здесь не	2	4
570	жизни и	21	4
571	также не	2	4
572	самое слово	2	4
573	как их	3	4
574	и одновременно	5	4
575	нет надобности	2	4
576	здесь и	2	4
577	не было	5	4
578	конечно не	7	4
579	чем же	2	4
580	не оставляет	4	4
581	это делает	2	3
582	а и	2	3
583	не входит	3	3
584	его собственную	2	3
585	в новую	3	3
586	следовательно и	2	3
587	как же	5	3
588	же мы	2	3
589	нами особенности	2	3
590	является одним	2	3
591	о мире	6	3
592	материал и	2	3
593	не слово	2	3
594	бы быть	3	3
595	единство сознания	2	3
596	она является	2	3
597	к нам	2	3
598	эта форма	4	3
599	находиться в	2	3
600	в настоящем	4	3
601	по ту	2	3
602	благодаря чему	2	3
603	именно на	2	3
604	дальнейшее развитие	2	3
605	ее как	3	3
606	этой работы	2	3
607	образом все	2	3
608	должна была	4	3
609	дело идет	12	3
610	сливается с	6	3
611	о двух	2	3
612	себя как	5	3
613	одной плоскости	7	3
614	всем этим	2	3
615	они могут	2	3
616	же это	2	3
617	и еще	2	3
618	на это	2	3
619	эта новая	3	3
620	он и	9	3
621	отдельной мысли	2	3
622	в книге	4	3
623	как можно	3	3
624	и внутренне	3	3
625	ни были	2	3
626	одном из	3	3
627	условия для	2	3
628	не так	3	3
629	зрения и	2	3
630	по природе	4	3
631	и само	2	3
632	новой формы	3	3
633	понимания и	2	3
634	ли он	2	3
635	именно к	2	3
636	ним и	4	3
637	месте и	2	3
638	и единство	2	3
639	что из	3	3
640	далеко не	3	3
641	и благодаря	2	3
642	имеем в	2	3
643	от них	3	3
644	в плоскости	5	3
645	если же	3	3
646	прямо не	2	3
647	этой новой	2	3
648	для меня	2	3
649	ведь это	3	3
650	о нем	16	3
651	друга и	2	3
652	нам кажется	4	3
653	да и	3	3
654	конечно в	2	3
655	для понимания	5	3
656	то ни	3	3
657	я это	2	3
658	и оно	2	3
659	бы не	3	3
660	он ни	2	3
661	и пр	3	3
662	но именно	5	3
663	своей книге	2	3
664	по своим	4	3
665	в большинстве	3	3
666	стало быть	2	3
667	так чтобы	3	3
668	же время	10	3
669	мира и	8	3
670	как ее	2	2
671	о человеке	2	2
672	в построении	5	2
673	которой можно	2	2
674	эта особенность	4	2
675	своей жизни	2	2
676	большинстве случаев	3	2
677	но здесь	2	2
678	точками зрения	4	2
679	никак нельзя	2	2
680	вступают в	3	2
681	ни одна	2	2
682	переходит в	2	2
683	и самого	4	2
684	проникнуть в	2	2
685	а есть	3	2
686	них в	2	2
687	позволяет ему	2	2
688	для самого	2	2
689	о своем	2	2
690	в высшем	2	2
691	нам важно	3	2
692	но у	5	2
693	он стремится	4	2
694	именно этот	2	2
695	последнее слово	10	2
696	можно говорить	2	2
697	и навсегда	2	2
698	стороны его	3	2
699	и взаимодействие	2	2
700	протяжении всего	2	2
701	эту особенность	3	2
702	в художественной	4	2
703	ему не	2	2
704	слова а	3	2
705	приводит его	3	2
706	в плоскость	3	2
707	воздерживается от	2	2
708	относится и	2	2
709	в другое	3	2
710	более что	2	2
711	свою внутреннюю	2	2
712	не давая	2	2
713	сознание и	7	2
714	их основе	2	2
715	как вы	4	2
716	мы сказали	2	2
717	мир в	4	2
718	войти в	2	2
719	все то	5	2
720	действительности то	2	2
721	подход к	2	2
722	него в	2	2
723	результате такого	2	2
724	вследствие этого	2	2
725	лишь как	6	2
726	в мире	10	2
727	автора и	7	2
728	от первого	2	2
729	не хочу	2	2
730	их и	3	2
731	перестает быть	4	2
732	у самого	3	2
733	точкой зрения	3	2
734	во времени	4	2
735	этот принцип	3	2
736	подходит к	5	2
737	заставляет его	2	2
738	все еще	2	2
739	для своего	2	2
740	только у	4	2
741	смысле как	2	2
742	самого автора	7	2
743	и идеи	6	2
744	и вне	2	2
745	тем или	2	2
746	хотел бы	2	2
747	не способно	2	2
748	существует только	2	2
749	какой бы	2	2
750	его личности	4	2
751	его как	6	2
752	время не	3	2
753	с самим	3	2
754	его сознании	2	2
755	лишь на	3	2
756	как не	9	2
757	основная ошибка	2	2
758	сказать по	2	2
759	из одного	4	2
760	не способны	3	2
761	выходит за	2	2
762	сам автор	4	2
763	здесь нет	3	2
764	чтобы быть	2	2
765	не об	6	2
766	не совсем	2	2
767	другом случае	2	2
768	и через	2	2
769	не раз	3	2
770	к себе	2	2
771	не во	3	2
772	в единстве	7	2
773	идет не	6	2
774	строится на	2	2
775	только она	2	2
776	этой особенности	2	2
777	они и	3	2
778	и свою	2	2
779	на себя	3	2
780	и вызывает	2	2
781	функция этого	2	2
782	сколько в	2	2
783	тотчас же	3	2
784	совершенно иное	2	2
785	не исчерпывается	3	2
786	внешнего мира	3	2
787	вывод из	2	2
788	и уже	3	2
789	самостоятельных и	2	2
790	в драме	5	2
791	не служит	2	2
792	личности в	7	2
793	как целое	2	2
794	нее в	2	2
795	живым существом	2	2
796	время и	2	2
797	жизни а	2	2
798	же и	2	2
799	себя на	2	2
800	они ни	2	2
801	говорили в	2	2
802	этой действительности	2	2
