N	3gram	Bakhtin_Pr	Problemy
352	характера типа и	2	2
353	в плоскости сосуществования	2	2
354	таким образом все	2	2
355	почвы и земли	2	2
356	от характера типа	2	2
357	достоевского но все	2	2
358	и не входит	2	2
359	как в музыке	2	2
360	множественность равноправных сознаний	2	2
361	человека и его	2	2
362	протяжении всего романа	2	2
363	а не о	2	2
364	перед нами в	3	2
365	может быть осмысленно	2	2
366	утверждение чужого сознания	2	2
367	типа и темперамента	2	2
368	звенья единого диалектического	2	2
369	на материале произведений	2	2
370	определение романа достоевского	2	2
371	в этой форме	2	2
372	самом построении романа	2	2
373	в нем и	2	2
374	героя и здесь	2	2
375	его художественного видения	3	2
376	своим убеждениям и	2	2
377	входит в замысел	3	2
378	так как не	2	2
379	в результате такого	2	2
380	пределы одного сознания	3	2
381	человека но не	2	2
382	здесь конечно не	3	2
383	художественного задания достоевского	2	2
384	авторской точки зрения	4	2
385	той же основной	2	2
386	превращается в единство	2	2
387	для того чтобы	3	2
388	хоть и предположить	2	2
389	потому что у	3	2
390	одно сознание и	2	2
391	принцип мировоззрения достоевского	2	2
392	в одном из	3	2
393	жизнь идеи в	2	2
394	лишь там где	2	2
395	а не во	2	2
396	значит конечно что	3	2
397	достоевского не в	2	2
398	в мировоззрении достоевского	2	2
399	мы можем сказать	2	2
400	достоевского вовсе не	2	2
401	материал его самосознания	2	2
402	в пространстве а	2	2
403	не выдуман герой	2	2
404	отпечаток его личного	2	2
405	идеологии достоевского не	2	2
406	утверждение гроссмана что	2	2
407	недопустимо сводить к	2	2
408	этого мира в	2	2
409	является лишь одним	2	2
410	не значит конечно	3	2
411	же основной особенности	2	2
412	разрезе данного мгновения	2	2
413	мир достоевского глубоко	2	2
414	в дантовском мире	2	2
415	постановке идеи в	2	2
416	рядом с его	2	2
417	и в сущности	2	2
418	самого начала все	2	2
419	становится живым существом	2	2
420	в целом ряде	2	2
421	только в этой	2	2
422	на мир и	3	2
423	входит в его	2	2
424	все эти определения	2	2
