N	2gram	Vygotskiy_	Myslijsy
105	на то	25	16
106	и на	7	16
107	и по	2	15
108	в нас	7	15
109	т д	6	15
110	в этих	3	15
111	с одной	7	15
112	думать что	3	15
113	и тем	4	15
114	что он	23	15
115	прежде всего	2	15
116	только как	2	15
117	в свою	6	15
118	уже не	2	15
119	мы должны	3	14
120	свою очередь	3	14
121	в действительности	3	14
122	и без	2	14
123	связи с	2	14
124	в истории	3	14
125	там где	7	14
126	так сказать	6	14
127	на деле	4	14
128	столь же	5	14
129	в котором	7	14
130	все же	10	14
131	сам по	2	14
132	когда мы	5	14
133	во всех	4	14
134	смысле этого	5	13
135	что все	10	13
136	и все	14	13
137	те же	2	13
138	зависит от	2	13
139	не следует	3	13
140	т п	7	13
141	том смысле	2	13
142	и может	5	13
143	например в	5	13
144	из них	10	13
145	и его	8	13
146	как на	9	13
147	никогда не	9	12
148	от него	2	12
149	и вместе	3	12
150	одно из	4	12
151	что же	3	12
152	что на	4	12
153	не то	7	12
154	все это	12	12
155	как мы	12	12
156	есть в	3	12
157	тем более	2	12
158	сих пор	6	12
159	что такое	2	12
160	поэтического произведения	2	12
161	в чем	3	12
162	относится к	2	12
163	другой стороны	5	12
164	всяком случае	6	12
165	до сих	7	12
166	в силу	2	11
167	той же	6	11
168	того чтобы	21	11
169	в первом	3	11
170	только на	3	11
171	только для	3	11
172	которые мы	2	11
173	что для	6	11
174	все что	2	11
175	и если	13	11
176	из себя	3	11
177	и их	2	11
178	его в	5	11
179	указывает на	8	11
180	мы видели	7	11
181	к нему	2	11
182	же в	2	11
183	к ней	3	11
184	сами по	3	11
185	и это	13	11
186	и только	8	11
187	быть не	2	11
188	и следовательно	2	10
189	одной стороны	6	10
190	представить себе	2	10
191	том как	5	10
192	бы быть	2	10
193	что только	3	10
194	и для	4	10
195	мысль что	4	10
196	согласно с	2	10
197	хотя бы	3	10
198	если же	3	10
199	такой степени	3	10
200	тем и	2	10
201	слово в	2	10
202	одной и	4	10
203	тому что	10	10
204	тех пор	2	10
205	мы видим	15	10
206	и мы	19	10
207	не от	2	10
208	в словах	2	10
209	бы в	3	10
210	и другое	6	10
211	он не	11	10
212	если мы	19	10
213	и с	4	10
214	то время	4	10
215	что как	4	10
216	и есть	3	10
217	что при	5	10
218	в нее	3	9
219	и других	5	9
220	нам кажется	2	9
221	могли бы	6	9
222	не будет	2	9
223	поэзии и	3	9
224	это было	4	9
225	и даже	4	9
226	на него	3	9
227	и о	6	9
228	далеко не	3	9
229	с точки	11	9
230	самом деле	33	9
231	один из	7	9
232	в целом	8	9
233	во время	4	9
234	можно сказать	2	9
235	что она	34	9
236	до тех	2	9
237	одного и	2	9
238	на самом	3	8
239	то мы	2	8
240	при помощи	7	8
241	что даже	2	8
242	так например	5	8
243	такое же	3	8
244	тот же	5	8
245	одно и	4	8
246	что они	9	8
247	с и	6	8
248	и более	4	8
249	но все	2	8
250	в самой	9	8
251	их в	4	8
252	именно в	3	8
253	в которых	9	8
254	только не	3	8
255	внимание на	4	8
256	во всем	2	8
257	до такой	3	8
258	одним словом	2	8
259	вслед за	4	8
260	была бы	5	8
261	и той	4	8
262	на все	2	8
263	не так	4	8
264	которые не	2	8
265	по его	3	8
266	художественное произведение	2	8
267	что по	3	8
268	мы в	4	8
269	говорить о	3	8
270	или в	6	8
271	но мы	4	7
272	не имеют	4	7
273	на основании	2	7
274	самого начала	10	7
275	в искусстве	2	7
276	в эту	2	7
277	она не	10	7
278	с самого	10	7
279	связь с	5	7
280	и та	3	7
281	и во	3	7
282	из одного	3	7
283	место в	6	7
284	только один	2	7
285	развития и	2	7
286	или не	3	7
287	все эти	7	7
288	когда я	3	7
289	находятся в	2	7
290	с этой	5	7
291	что у	7	7
292	в своих	6	7
293	но что	3	7
294	как она	8	7
295	не знаем	2	7
296	из него	4	7
297	не более	3	7
298	его к	2	7
299	но как	3	7
300	образом мы	4	7
301	что именно	3	7
302	могла бы	6	7
303	в данном	5	7
304	бы и	2	7
305	на это	6	7
306	к этому	5	7
307	о котором	5	7
308	которое мы	4	7
309	не с	2	7
310	в жизни	6	7
311	несмотря на	7	7
312	с но	5	7
313	но если	6	6
314	слов в	2	6
315	в виду	6	6
316	как он	2	6
317	в один	4	6
318	что ни	3	6
319	увидим что	11	6
320	на его	2	6
321	могло бы	4	6
322	указывают на	2	6
323	в ее	9	6
324	в своей	6	6
325	должна быть	5	6
326	в этой	20	6
327	никак не	12	6
328	в мире	3	6
329	при таком	4	6
330	художественного произведения	2	6
331	в речи	3	6
332	у нас	4	6
333	с таким	4	6
334	главным образом	6	6
335	или если	2	6
336	друг другу	2	6
337	заставляет нас	2	6
338	образом и	3	6
339	все более	4	6
340	оно есть	2	6
341	и к	5	6
342	для всех	2	6
343	к которому	3	6
344	в их	3	6
345	в виде	5	6
346	между двумя	3	6
347	это будет	3	6
348	что с	4	6
349	и до	4	6
350	в сущности	16	6
351	показывает что	4	6
352	к ним	3	6
353	об этом	4	6
354	что его	3	6
355	же самое	14	6
356	заключается в	13	6
357	жизни и	6	6
358	и уже	5	6
359	ничего общего	3	6
360	у него	6	6
361	мы уже	12	6
362	но он	5	6
363	о человеке	2	5
364	для нее	2	5
365	бы для	2	5
366	всех остальных	2	5
367	были бы	5	5
368	от своего	2	5
369	оба эти	4	5
370	а b	4	5
371	как же	2	5
372	а с	4	5
373	можно было	7	5
374	на которую	2	5
375	общего с	2	5
376	они не	2	5
377	состоит в	4	5
378	ее не	3	5
379	это можно	2	5
380	если в	2	5
381	одна из	6	5
382	как не	3	5
383	b с	4	5
384	с другим	2	5
385	но только	10	5
386	отношение к	2	5
387	вытекает из	2	5
388	том чтобы	2	5
389	формы в	2	5
390	этот вопрос	5	5
391	о которых	10	5
392	полагает что	5	5
393	на нас	5	5
394	даже в	2	5
395	перед нами	12	5
396	слова а	2	5
397	что до	2	5
398	когда в	4	5
399	что эти	5	5
400	слов и	2	5
401	все то	15	5
402	но при	2	5
403	мы имеем	2	5
404	а к	2	5
405	к другой	2	5
406	по мнению	2	5
407	том случае	4	5
408	или от	2	5
409	одним из	2	5
410	не по	3	5
411	в течение	5	5
412	смотреть как	2	5
413	в какой	8	5
414	и значение	4	5
415	время как	6	5
416	на этот	2	5
417	и здесь	9	5
418	в той	8	5
419	можно назвать	2	5
420	образом что	2	5
421	конечно не	6	5
422	не к	5	5
423	данном случае	5	4
424	его мнению	2	4
425	вывести из	2	4
426	в другом	6	4
427	не могла	2	4
428	ее с	5	4
429	к своему	2	4
430	и чем	3	4
431	в такой	5	4
432	том виде	2	4
433	приблизительно так	2	4
434	от этого	4	4
435	но так	2	4
436	на который	2	4
437	как именно	2	4
438	человеке и	2	4
439	не один	2	4
440	был бы	4	4
441	том и	3	4
442	кажется что	2	4
443	что чем	3	4
444	что так	2	4
445	но совершенно	4	4
446	иначе как	3	4
447	свою мысль	2	4
448	не иначе	2	4
449	та же	6	4
450	все они	3	4
451	более чем	2	4
452	себе что	2	4
453	отказаться от	2	4
454	я говорю	4	4
455	бы совершенно	6	4
456	не мог	4	4
457	эти слова	5	4
458	видели что	2	4
459	он может	2	4
460	ни в	6	4
461	еще более	2	4
462	и затем	3	4
463	из этого	10	4
464	только после	4	4
465	но с	2	4
466	чтобы не	2	4
467	он должен	2	4
468	ничего не	4	4
469	но эта	3	4
470	в наше	2	4
471	по своему	6	4
472	одна и	2	4
473	говорит он	3	4
474	он в	3	4
475	и другая	2	4
476	в обширном	2	4
477	нам не	2	4
478	одного из	2	4
479	этой точки	2	4
480	это есть	3	4
481	человеком и	3	4
482	имеет место	2	4
483	с его	2	4
484	имеет в	2	4
485	и между	4	4
486	более и	4	4
487	только то	3	4
488	из нее	3	4
489	такой же	2	4
490	что касается	2	4
491	к которым	7	4
492	и так	4	4
493	он говорит	9	4
494	из двух	4	4
495	перейти к	3	4
496	на этом	6	4
497	в некоторых	2	4
498	к тем	3	4
499	только одно	3	4
500	мы могли	5	4
501	отношения к	3	4
502	к этим	2	3
503	она может	4	3
504	нисколько не	3	3
505	и ее	4	3
506	он видит	2	3
507	и поэтому	3	3
508	что здесь	2	3
509	должен быть	4	3
510	и прежде	2	3
511	доказать что	2	3
512	и другом	2	3
513	и всегда	2	3
514	это только	4	3
515	же мы	2	3
516	тем в	3	3
517	мы знаем	3	3
518	здесь мы	6	3
519	что этот	5	3
520	к самому	4	3
521	мы хотим	4	3
522	им так	2	3
523	она и	2	3
524	же самым	2	3
525	которой мы	4	3
526	для этого	9	3
527	в нашей	2	3
528	время в	5	3
529	бы это	5	3
530	кроме того	2	3
531	таком виде	2	3
532	и наконец	2	3
533	или как	2	3
534	следовало бы	2	3
535	от одной	2	3
536	по которым	2	3
537	что всякое	2	3
538	на свою	2	3
539	есть именно	2	3
540	есть как	2	3
541	у меня	2	3
542	что за	4	3
543	которую мы	5	3
544	что эта	8	3
545	как будто	13	3
546	именно на	3	3
547	чем сильнее	4	3
548	мы будем	4	3
549	ясно что	11	3
550	к первой	2	3
551	в одной	2	3
552	та и	2	3
553	идет от	2	3
554	можно убедиться	2	3
555	которых мы	6	3
556	из всего	3	3
557	после этого	5	3
558	ничем не	3	3
559	как это	13	3
560	утверждает что	3	3
561	частный случай	3	3
562	как нельзя	3	3
563	который мы	4	3
564	дело с	5	3
565	к этой	3	3
566	в общем	4	3
567	что прежде	2	3
568	значит что	2	3
569	и совершенно	9	3
570	совсем не	3	3
571	здесь не	3	3
572	и когда	8	3
573	и я	3	3
574	это значит	4	3
575	человек и	2	3
576	в двух	11	3
577	признать что	2	3
578	с которыми	2	3
579	с здесь	2	3
580	это в	3	3
581	на словах	3	3
582	в результате	3	3
583	случае если	4	3
584	наше время	2	3
585	мы увидим	14	3
586	в первый	2	3
587	должен был	4	3
588	и которые	3	3
589	ее в	7	3
590	время с	2	3
591	пор пока	2	3
592	или иначе	2	3
593	это то	4	3
594	с которым	2	3
595	так то	2	3
596	чтобы показать	2	3
597	можем сказать	2	3
598	бы что	2	3
599	что сам	2	3
600	однако не	3	3
601	если так	2	3
602	он все	4	2
603	еще и	2	2
604	наших глазах	2	2
605	что тогда	2	2
606	на той	2	2
607	в полном	4	2
608	еще раз	3	2
609	самое что	2	2
610	без всяких	3	2
611	не находим	2	2
612	нас на	2	2
613	по словам	2	2
614	роль в	2	2
615	и эти	2	2
616	уже с	2	2
617	факт что	3	2
618	ни одно	2	2
619	которое он	2	2
620	что самое	2	2
621	на ее	2	2
622	наша мысль	2	2
623	вытекающее из	2	2
624	следует что	2	2
625	тому чтобы	4	2
626	с такой	7	2
627	по одному	2	2
628	совершенно верно	3	2
629	первый раз	3	2
630	принадлежит к	3	2
631	мы получим	4	2
632	соединяются в	2	2
633	на их	3	2
634	не могли	5	2
635	по выражению	2	2
636	лежит в	4	2
637	указать на	3	2
638	и эта	3	2
639	в первой	2	2
640	переходит к	2	2
641	целый ряд	6	2
642	что когда	2	2
643	заключенное в	2	2
644	каждого из	4	2
645	и почему	2	2
646	и формы	2	2
647	вовсе нет	2	2
648	говорит нам	2	2
649	уже из	6	2
650	должны были	2	2
651	как у	2	2
652	ни по	2	2
653	с с	2	2
654	нами в	3	2
655	есть по	2	2
656	действие и	2	2
657	тому же	2	2
658	говорит не	2	2
659	этот закон	2	2
660	когда он	8	2
661	ко второй	2	2
662	имеем в	3	2
663	если он	5	2
664	двух противоположных	6	2
665	со своей	3	2
666	она могла	2	2
667	действительность и	4	2
668	животных и	3	2
669	имеет дело	2	2
670	люди не	2	2
671	поэзии в	2	2
672	нам что	2	2
673	и заставляет	3	2
674	каждый из	3	2
675	ясно и	3	2
676	в глаза	3	2
677	едва ли	4	2
678	той степени	2	2
679	а на	2	2
680	это и	4	2
681	мы старались	2	2
682	на две	3	2
683	в обратном	3	2
684	и такие	2	2
685	мы на	2	2
686	о нем	2	2
687	бы на	2	2
688	можем не	2	2
689	может служить	8	2
690	и было	2	2
691	и там	2	2
692	бы она	2	2
693	для чего	2	2
694	и говорит	4	2
695	перейти от	2	2
696	с теми	4	2
697	же как	3	2
698	о его	2	2
699	старались показать	2	2
700	я не	9	2
701	от той	2	2
702	под этим	2	2
703	он как	2	2
704	что поэт	4	2
705	с этими	2	2
706	чувства которые	2	2
707	показать что	13	2
708	ее на	2	2
709	и еще	2	2
710	одной только	2	2
711	всех этих	2	2
712	если она	2	2
713	дело не	3	2
714	с ее	5	2
715	совершенно справедливо	2	2
716	словами и	2	2
717	как я	2	2
718	развивается в	2	2
719	отличается от	2	2
720	его словам	3	2
721	на те	2	2
722	слова как	3	2
723	где он	3	2
724	видит в	3	2
725	обратимся к	3	2
726	переход к	2	2
727	эту мысль	2	2
728	почему он	4	2
729	уже здесь	2	2
730	знаем что	4	2
731	как с	2	2
732	к его	2	2
733	я думаю	2	2
734	к чему	6	2
735	из которых	6	2
736	именно из	2	2
737	всякий раз	6	2
738	со стихиями	2	2
739	не могу	3	2
740	что одна	2	2
741	в прямом	2	2
742	но когда	2	2
743	о ее	5	2
744	форма и	2	2
745	бы назвать	2	2
746	по своим	2	2
747	до самого	2	2
