N	2gram	Propp_Isto	Problema
110	и есть	2	22
111	только на	2	22
112	значит что	3	22
113	что и	13	22
114	можно ли	2	22
115	и от	5	22
116	другими словами	3	22
117	всех этих	6	22
118	тоже не	3	22
119	мы должны	7	21
120	и ее	6	21
121	а также	2	21
122	в самом	2	21
123	и только	4	21
124	но как	4	20
125	для того	2	20
126	именно в	2	20
127	о чем	2	20
128	можно было	3	20
129	или в	11	20
130	тем что	11	20
131	но если	2	19
132	если бы	3	19
133	кроме того	6	19
134	это значит	3	19
135	то это	7	19
136	если не	4	19
137	он не	8	19
138	с ним	9	19
139	уже в	4	19
140	есть знак	2	19
141	в них	4	19
142	как в	17	19
143	жизни и	3	19
144	того же	3	18
145	не будет	6	18
146	в ее	3	18
147	в этих	16	18
148	не было	3	18
149	в ней	4	18
150	что здесь	10	17
151	мы уже	10	17
152	и здесь	13	17
153	без всякого	2	17
154	что они	5	17
155	во всех	8	17
156	к тому	4	16
157	но все	5	16
158	в одно	2	16
159	далеко не	3	16
160	как это	6	16
161	точно так	2	16
162	что она	6	16
163	самое время	2	16
164	он и	3	16
165	в чем	5	15
166	и более	2	15
167	в частности	3	15
168	у него	16	15
169	что не	3	15
170	с этим	3	15
171	и сам	3	15
172	не так	4	14
173	говорит о	2	14
174	в дальнейшем	3	14
175	что иное	2	14
176	сих пор	5	14
177	этом случае	4	14
178	в котором	3	14
179	нас не	2	14
180	только о	2	14
181	до сих	4	14
182	в целях	2	13
183	в других	6	13
184	или даже	3	13
185	из этого	2	13
186	в их	4	13
187	тому что	2	13
188	мы имеем	27	13
189	в области	3	13
190	из них	2	13
191	так или	2	12
192	что этот	4	12
193	не будем	2	12
194	в которой	2	12
195	на первый	6	12
196	в другом	2	12
197	с одной	12	12
198	в целом	2	12
199	что это	6	12
200	в начале	2	12
201	в литературе	2	12
202	на земле	6	12
203	время как	4	12
204	или иначе	2	12
205	то время	4	12
206	оказывается что	3	11
207	вообще не	4	11
208	тот же	2	11
209	в таких	3	11
210	не могут	3	11
211	одной стороны	12	11
212	и у	3	11
213	по этому	3	11
214	и другое	4	11
215	к нему	8	11
216	что его	2	11
217	не имеют	3	10
218	все еще	2	10
219	один из	7	10
220	однако в	2	10
221	все время	2	10
222	отличается от	4	10
223	быть только	2	10
224	ни с	2	10
225	очень много	2	10
226	что у	6	10
227	в одном	2	10
228	или менее	3	10
229	он в	4	10
230	представление о	9	10
231	относится к	2	10
232	на том	10	10
233	более или	3	10
234	из которых	3	10
235	но он	4	10
236	вопрос о	6	9
237	тогда когда	3	9
238	а его	3	9
239	здесь мы	11	9
240	совсем другое	2	9
241	которые в	3	9
242	она не	3	9
243	между прочим	3	9
244	в тех	8	9
245	и до	2	9
246	миф о	2	9
247	имеется в	4	9
248	и наконец	6	9
249	то он	2	9
250	не вполне	5	9
251	с собой	7	9
252	их в	3	9
253	но эта	2	9
254	в которых	2	9
255	того как	5	9
256	что если	2	9
257	с ней	4	9
258	на небо	10	9
259	и другие	10	9
260	в жизни	2	9
261	а потом	4	8
262	здесь тоже	2	8
263	как он	11	8
264	мы здесь	3	8
265	от этого	2	8
266	а если	3	8
267	на его	6	8
268	и по	7	8
269	никто не	2	8
270	если в	3	8
271	не все	4	8
272	и нет	3	8
273	с этой	7	8
274	в силу	2	8
275	себе и	3	8
276	еще в	3	8
277	том как	3	8
278	вплоть до	2	8
279	здесь нет	4	8
280	из этих	6	8
281	и больше	3	8
282	почти всегда	6	8
283	он был	2	8
284	заметим что	2	8
285	и он	8	8
286	которые не	2	8
287	и при	2	8
288	но для	3	8
289	во всем	2	8
290	конечно не	2	8
291	как только	5	8
292	что при	3	8
293	за это	2	7
294	друг друга	2	7
295	а с	3	7
296	одной из	4	7
297	на землю	4	7
298	но вот	2	7
299	в основе	2	7
300	же не	2	7
301	его как	2	7
302	и так	2	7
303	оно не	2	7
304	все в	2	7
305	даже в	2	7
306	в это	3	7
307	но что	2	7
308	себе в	3	7
309	мира и	2	7
310	к другому	2	7
311	же как	6	7
312	хотели бы	2	7
313	на тот	2	7
314	это в	3	7
315	на этот	4	7
316	ее в	3	7
317	не можем	3	7
318	большей частью	2	7
319	первый взгляд	5	6
320	именно он	2	6
321	в зависимости	3	6
322	на него	3	6
323	когда он	5	6
324	имеем в	8	6
325	этот вопрос	3	6
326	если он	5	6
327	которую мы	2	6
328	и делает	2	6
329	именно на	2	6
330	что именно	2	6
331	не знает	2	6
332	но с	2	6
333	в действительности	2	6
334	самого себя	2	6
335	что под	2	6
336	есть и	6	6
337	не всегда	6	6
338	после этого	8	6
339	видно что	7	6
340	в отдельности	3	6
341	по существу	5	6
342	пор мы	3	6
343	стороны и	4	6
344	могут быть	3	6
345	же мы	6	6
346	в мифе	4	6
347	во время	7	6
348	с его	4	6
349	под этим	2	6
350	но она	2	6
351	независимо от	3	6
352	к другой	2	6
353	дело не	5	6
354	к ней	3	6
355	в него	4	6
356	мы еще	2	6
357	зависимости от	4	6
358	к своему	4	6
359	можно найти	3	6
360	и после	2	6
361	как на	3	6
362	отношения к	2	6
363	но оно	3	6
364	в первую	8	5
365	его на	2	5
366	одна из	7	5
367	отношение к	6	5
368	но по	2	5
369	солнца и	4	5
370	знает что	2	5
371	что ни	2	5
372	нами в	2	5
373	в ряд	3	5
374	нам кажется	5	5
375	тот кто	5	5
376	к самому	2	5
377	об этой	2	5
378	ли он	5	5
379	у того	2	5
380	и тот	3	5
381	то чтобы	2	5
382	нет ни	2	5
383	себе не	2	5
384	из земли	3	5
385	от его	2	5
386	из самых	2	5
387	том чтобы	3	5
388	все что	4	5
389	образом и	3	5
390	которой он	3	5
391	сводится к	3	5
392	в каких	2	5
393	и хотя	3	5
394	доходит до	3	5
395	от того	4	5
396	ничем не	2	5
397	во многих	2	5
398	его не	4	5
399	мы видели	17	5
400	утверждать что	3	5
401	он говорит	4	5
402	на себя	3	5
403	здесь необходимо	2	5
404	там где	7	5
405	когда в	3	5
406	и когда	2	5
407	здесь и	3	5
408	не знал	2	5
409	к этому	5	5
410	огонь и	3	5
411	больше чем	2	5
412	в свете	4	5
413	они не	4	5
414	по его	2	5
415	как его	2	5
416	по содержанию	2	5
417	этих случаях	18	5
418	от него	6	4
419	для нее	2	4
420	должны были	4	4
421	наряду с	2	4
422	должен быть	2	4
423	а как	2	4
424	нас к	5	4
425	у них	3	4
426	так например	5	4
427	в эту	3	4
428	это обстоятельство	2	4
429	теперь уже	2	4
430	она и	3	4
431	и она	3	4
432	то не	5	4
433	под влиянием	2	4
434	и они	2	4
435	мы хотели	2	4
436	в одну	3	4
437	кажется что	7	4
438	дает нам	3	4
439	за ним	3	4
440	и часто	2	4
441	меня в	2	4
442	в брак	4	4
443	вместе со	2	4
444	со своим	4	4
445	не стоит	2	4
446	с целью	2	4
447	если это	2	4
448	выше в	4	4
449	им в	2	4
450	он будет	2	4
451	этом мы	2	4
452	от нее	2	4
453	только после	3	4
454	она в	4	4
455	этот миф	2	4
456	начиная с	2	4
457	я могу	2	4
458	что из	4	4
459	нет в	2	4
460	здесь уже	2	4
461	этот мотив	8	4
462	что вы	2	4
463	на котором	3	4
464	дело с	2	4
465	к этой	2	4
466	но мы	3	4
467	этой точки	3	4
468	и вместе	3	4
469	и те	2	4
470	и др	4	4
471	например в	6	4
472	что эти	4	4
473	по всему	3	4
474	очень часто	3	4
475	он как	3	4
476	но эти	3	4
477	из него	3	4
478	к ним	3	4
479	мы увидим	6	4
480	они все	2	4
481	этот образ	2	4
482	начиная от	2	4
483	бы что	2	4
484	и пр	2	4
485	но они	4	4
486	в русской	8	4
487	больше и	3	4
488	что во	2	4
489	все дело	2	3
490	ее и	2	3
491	о ней	2	3
492	огромное количество	2	3
493	не содержит	2	3
494	от своего	2	3
495	они должны	3	3
496	которой они	2	3
497	рассказ о	2	3
498	для этой	2	3
499	но так	4	3
500	в более	3	3
501	в свои	3	3
502	тех случаях	7	3
503	такое положение	2	3
504	этом же	2	3
505	однако все	2	3
506	в образе	4	3
507	видит в	3	3
508	должна быть	3	3
509	когда она	2	3
510	его с	2	3
511	если я	2	3
512	о смерти	5	3
513	превращается в	10	3
514	борьбе с	2	3
515	после того	6	3
516	случаях когда	7	3
517	но тем	2	3
518	думать что	3	3
519	и соответствующие	2	3
520	он может	4	3
521	был в	2	3
522	связанные с	3	3
523	только там	2	3
524	представляет собой	8	3
525	совершенно ясно	8	3
526	свое место	2	3
527	находится в	2	3
528	видим и	4	3
529	земли и	3	3
530	и других	2	3
531	бы с	2	3
532	в очень	3	3
533	оно есть	2	3
534	его к	2	3
535	в одной	3	3
536	вот в	2	3
537	но есть	5	3
538	что между	4	3
539	если они	4	3
540	или когда	3	3
541	со стороны	3	3
542	здесь совершенно	2	3
543	и такие	3	3
544	с неба	2	3
545	только он	2	3
546	от них	2	3
547	говорилось выше	3	3
548	происходит в	3	3
549	выше мы	4	3
550	или это	2	3
551	не столько	4	3
552	на другой	2	3
553	есть еще	4	3
554	но тут	2	3
555	всех других	2	3
556	и свои	2	3
557	с ними	2	3
558	мы видим	14	3
559	уже видели	3	3
560	не будут	2	3
561	на небе	7	3
562	миф и	2	3
563	и действительно	4	3
564	т е	34	3
565	но при	2	3
566	представлений о	4	3
567	от которого	2	3
568	должен был	2	3
569	другой и	2	3
570	где он	3	3
571	формы и	2	3
572	это конечно	2	3
573	связан с	5	3
574	нами как	2	3
575	знаем что	5	3
576	там же	3	3
577	и миф	2	3
578	в середине	2	3
579	есть та	2	3
580	стоит на	3	2
581	становится ясным	2	2
582	приходит к	4	2
583	в состоянии	4	2
584	и начал	2	2
585	и эти	5	2
586	же можно	4	2
587	доказывает что	5	2
588	что за	3	2
589	на друга	2	2
590	чтобы все	2	2
591	такое же	3	2
592	в один	2	2
593	такой же	3	2
594	и исторически	2	2
595	стороны он	3	2
596	и говорит	5	2
597	ту же	3	2
598	своего рода	7	2
599	не говорится	3	2
600	именно что	2	2
601	также как	2	2
602	и под	3	2
603	не имел	2	2
604	этим не	2	2
605	сам он	3	2
606	и эта	5	2
607	а я	2	2
608	в материалах	2	2
609	известно что	3	2
610	это происходит	4	2
611	и вот	2	2
612	как у	2	2
613	еще нет	4	2
614	не видят	2	2
615	видели что	4	2
616	от всех	2	2
617	д в	3	2
618	за собой	2	2
619	от солнца	3	2
620	только одна	2	2
621	в греции	4	2
622	за него	4	2
623	вступает в	4	2
624	а по	2	2
625	со своей	2	2
626	здесь кроется	2	2
627	же что	2	2
628	эта связь	7	2
629	он на	3	2
630	при переходе	3	2
631	этого вопроса	2	2
632	мы пока	2	2
633	вслед за	2	2
634	их на	2	2
635	по отношению	3	2
636	этим самым	3	2
637	духа в	2	2
638	мы рассматривали	2	2
639	а на	2	2
640	о связи	2	2
641	не сказано	2	2
642	в другое	2	2
643	героя в	3	2
644	в свое	3	2
645	здесь можно	6	2
646	право на	5	2
647	ни за	2	2
648	не находит	2	2
649	на свое	2	2
650	дает ему	2	2
651	все его	3	2
652	а после	2	2
653	в картине	2	2
654	представление об	6	2
655	ее на	5	2
656	и некоторые	2	2
657	не представляет	5	2
658	силу и	3	2
659	обращается к	4	2
660	воплощена в	2	2
661	ее как	2	2
662	идти дальше	3	2
663	то ли	2	2
664	небо и	5	2
665	и там	6	2
666	например на	2	2
667	при изучении	2	2
668	с одного	4	2
669	отношению к	3	2
670	его за	2	2
671	друг на	2	2
672	участие в	2	2
673	не с	2	2
674	что по	2	2
675	не случайно	3	2
676	здесь еще	3	2
677	что я	2	2
678	должны быть	4	2
679	и стал	4	2
680	все больше	2	2
681	этого не	2	2
682	то самое	2	2
683	землю и	2	2
684	него и	5	2
685	солнце и	3	2
686	всего является	2	2
687	в которое	3	2
