N	2gram	Tiupa_Disk	Problema
101	никогда не	3	22
102	и есть	2	22
103	только на	2	22
104	что и	5	22
105	и от	2	22
106	есть в	3	22
107	и к	4	22
108	и ее	5	21
109	и без	2	21
110	а также	15	21
111	для себя	6	21
112	разного рода	2	21
113	в самом	4	21
114	говорить о	3	21
115	и потому	3	20
116	но как	2	20
117	именно в	5	20
118	о чем	4	20
119	или в	2	20
120	тем что	4	20
121	как нечто	2	19
122	того или	3	19
123	он не	4	19
124	уже в	2	19
125	самом деле	2	19
126	в них	6	19
127	как в	16	19
128	жизни и	2	19
129	того же	5	18
130	в ее	4	18
131	в этих	4	18
132	не было	9	18
133	в ней	2	18
134	ни о	2	17
135	но уже	3	17
136	в языке	2	17
137	пока еще	7	17
138	это и	2	17
139	во всех	6	17
140	к тому	6	16
141	но все	2	16
142	в одно	2	16
143	далеко не	10	16
144	как это	2	16
145	будто бы	3	16
146	в чем	2	15
147	здесь в	4	15
148	в частности	18	15
149	что не	4	15
150	с этим	3	15
151	в той	2	15
152	и сам	2	15
153	за пределы	2	14
154	нас в	2	14
155	этом случае	3	14
156	в котором	7	14
157	этого термина	2	14
158	только о	2	14
159	дело в	3	13
160	или даже	2	13
161	в их	5	13
162	мы имеем	4	13
163	в области	3	13
164	или иного	2	13
165	сами по	2	13
166	из них	6	13
167	не говоря	2	12
168	в басне	2	12
169	в которой	2	12
170	в другом	5	12
171	с одной	12	12
172	в целом	5	12
173	в начале	2	12
174	в литературе	2	12
175	он сам	2	12
176	не о	2	11
177	и во	2	11
178	в истории	5	11
179	не могут	2	11
180	одной стороны	12	11
181	жизни в	4	11
182	заключается в	3	11
183	свидетельствует о	2	11
184	не имеют	2	10
185	не то	2	10
186	один из	3	10
187	однако в	3	10
188	быть и	2	10
189	отличается от	3	10
190	слова и	2	10
191	в одном	5	10
192	или менее	2	10
193	внимание на	5	10
194	только то	2	10
195	на том	2	10
196	более или	2	10
197	в году	3	10
198	однако это	3	10
199	вопрос о	2	9
200	человеческой жизни	2	9
201	же касается	4	9
202	языка и	3	9
203	то с	2	9
204	в тех	2	9
205	и до	2	9
206	и наконец	2	9
207	в своих	6	9
208	их в	2	9
209	известного рода	5	9
210	в которых	5	9
211	что даже	2	9
212	говоря уже	2	9
213	это было	2	9
214	с ней	3	9
215	о котором	2	9
216	не нужно	2	9
217	обратить внимание	2	9
218	в жизни	2	9
219	а потом	2	8
220	между собой	2	8
221	в г	2	8
222	на его	4	8
223	и по	2	8
224	для него	9	8
225	если в	2	8
226	с этой	2	8
227	в силу	5	8
228	входит в	2	8
229	еще в	6	8
230	является не	2	8
231	в период	2	8
232	поскольку в	2	8
233	к его	5	8
234	для всех	2	8
235	вплоть до	2	8
236	тот или	2	8
237	из этих	3	8
238	с самого	2	8
239	и он	2	8
240	с ее	3	8
241	но для	2	8
242	во всем	2	8
243	что на	3	7
244	друг друга	2	7
245	времени и	5	7
246	самого начала	2	7
247	а с	8	7
248	одной из	4	7
249	в основе	11	7
250	в эпоху	5	7
251	до нас	2	7
252	однако и	2	7
253	его как	3	7
254	в значительной	3	7
255	чем не	3	7
256	с понятием	2	7
257	в какой	2	7
258	оно не	2	7
259	в случае	2	7
260	не на	3	7
261	в науке	2	7
262	жизни а	2	7
263	мира и	3	7
264	уже о	2	7
265	к другому	3	7
266	по преимуществу	2	7
267	что касается	2	7
268	это в	4	7
269	мы все	2	7
270	не обязательно	4	7
271	тому же	5	7
272	не как	5	6
273	с той	3	6
274	просто как	2	6
275	или не	2	6
276	но отнюдь	2	6
277	на него	2	6
278	по своей	15	6
279	ни к	11	6
280	когда он	3	6
281	и того	6	6
282	не знает	4	6
283	в античной	2	6
284	до конца	2	6
285	чтобы не	2	6
286	в действительности	3	6
287	не всегда	2	6
288	не столь	2	6
289	стороны и	3	6
290	могут быть	5	6
291	и может	3	6
292	под названием	2	6
293	бы быть	3	6
294	с его	9	6
295	но она	3	6
296	одновременно и	3	6
297	необходимо чтобы	2	6
298	дело не	3	6
299	этом отношении	4	6
300	нового времени	2	6
301	к своему	2	6
302	не к	3	6
303	отношения к	2	6
304	в первую	3	5
305	отношение к	6	5
306	и прежде	2	5
307	стороны это	2	5
308	что ни	3	5
309	имеет свою	3	5
310	своей собственной	3	5
311	не требует	3	5
312	но зато	2	5
313	одно и	2	5
314	то чтобы	2	5
315	лишь в	4	5
316	сказать и	2	5
317	себе не	4	5
318	или на	3	5
319	том чтобы	2	5
320	для обозначения	4	5
321	тому как	5	5
322	сводится к	7	5
323	между тем	5	5
324	или из	2	5
325	текста и	2	5
326	которая и	2	5
327	о нем	3	5
328	том числе	3	5
329	на себя	2	5
330	и весьма	2	5
331	что с	2	5
332	первую очередь	3	5
333	по мысли	9	5
334	требует для	2	5
335	к этому	4	5
336	хотя в	3	5
337	в противоположность	6	5
338	должно быть	2	5
339	себя в	8	5
340	мира в	6	5
341	человека в	6	5
342	одним из	2	5
343	в пределах	4	5
344	они не	2	5
345	подобно тому	4	5
346	поэтому в	2	5
347	в разные	2	5
348	в каждом	2	5
349	как его	2	5
350	к другим	3	4
351	этого понятия	2	4
352	это понятие	3	4
353	отличие от	13	4
354	одно из	4	4
355	так например	2	4
356	для своего	3	4
357	и само	2	4
358	во втором	5	4
359	числе и	3	4
360	себя и	2	4
361	требует от	2	4
362	однако для	2	4
363	всей его	2	4
364	можно говорить	2	4
365	о них	2	4
366	я в	2	4
367	той же	2	4
368	момент в	3	4
369	время и	2	4
370	особого рода	3	4
371	он всегда	2	4
372	или о	2	4
373	в контексте	3	4
374	дело с	2	4
375	одного из	5	4
376	говорит и	2	4
377	и др	3	4
378	можно назвать	2	4
379	в сущности	3	4
380	например в	4	4
381	с их	3	4
382	к ним	3	4
383	себя самого	2	4
384	в свою	3	4
385	но они	3	4
386	в русской	4	4
387	ему в	3	4
388	чем он	2	4
389	имеем дело	3	4
390	о ней	2	3
391	котором он	2	3
392	одного и	5	3
393	в каждой	3	3
394	может и	4	3
395	рассказ о	3	3
396	времени в	3	3
397	которая в	3	3
398	в отличие	13	3
399	произведение в	2	3
400	имея в	3	3
401	того и	2	3
402	в первом	4	3
403	должна быть	2	3
404	его с	2	3
405	указать на	3	3
406	мысль о	3	3
407	и возможность	2	3
408	столь же	6	3
409	и другой	2	3
410	человеческого сознания	3	3
411	зрения на	3	3
412	представляет собой	24	3
413	заметить что	2	3
414	и должно	2	3
415	однако уже	2	3
416	в одной	4	3
417	каждый из	2	3
418	проявляется в	2	3
419	как показывает	2	3
420	со стороны	17	3
421	и требует	2	3
422	о любви	2	3
423	в голову	2	3
424	на ее	2	3
425	не столько	3	3
426	к той	4	3
427	сознания с	2	3
428	что будет	2	3
429	таковы например	2	3
430	и состоит	2	3
431	но при	3	3
432	а к	3	3
433	который не	2	3
434	не обладает	2	3
435	мысли и	2	3
436	русской литературе	2	3
437	и строго	2	3
438	всей своей	2	3
439	уже как	2	3
440	речь идет	2	3
441	истории в	2	3
442	там же	3	3
443	на этом	3	3
444	в процессе	6	3
445	настоящего времени	2	3
446	возможно только	2	3
447	к их	2	3
448	которое было	2	3
449	я и	3	3
450	место в	2	3
451	жизни но	2	3
452	ни для	4	3
453	или письма	2	2
454	я с	2	2
455	между которыми	2	2
456	представляет себе	2	2
457	к такому	2	2
458	по словам	4	2
459	в момент	2	2
460	то она	2	2
461	они были	2	2
462	мысли о	2	2
463	точка зрения	3	2
464	к своим	3	2
465	однако на	2	2
466	своего рода	15	2
467	и другого	2	2
468	но обязательно	2	2
469	значение так	2	2
470	которая может	2	2
471	здесь также	2	2
472	бы это	2	2
473	языка с	2	2
474	за его	2	2
475	происходит только	2	2
476	в рассказе	6	2
477	одновременно с	2	2
478	точке зрения	2	2
479	частности в	2	2
480	строго говоря	3	2
481	происходит от	2	2
482	жизни как	2	2
483	а по	2	2
484	на почве	3	2
485	со своей	2	2
486	роль в	10	2
487	ближе к	2	2
488	данного термина	2	2
489	перед лицом	2	2
490	на рубеже	2	2
491	текст и	2	2
492	здесь это	2	2
493	понятие о	3	2
494	мог быть	3	2
495	по отношению	13	2
496	что представляет	2	2
497	свою очередь	3	2
498	ли не	3	2
499	как весьма	2	2
500	героя в	6	2
501	в свое	3	2
502	переходе от	2	2
503	стремится к	3	2
504	для понимания	2	2
505	чем и	2	2
506	в едином	2	2
507	они и	3	2
508	основе своей	4	2
509	чего не	3	2
510	большинстве случаев	2	2
511	на сцене	2	2
512	она сама	2	2
513	в значении	2	2
514	известной степени	3	2
515	для данного	3	2
516	произведения как	2	2
517	можно усмотреть	2	2
518	то ли	2	2
519	подход к	4	2
520	из жизни	3	2
521	но также	2	2
522	в данной	3	2
523	и всякое	2	2
524	из двух	5	2
525	речи в	2	2
526	не приходится	2	2
527	отношению к	13	2
528	наших дней	2	2
529	рассматривать как	2	2
530	не с	4	2
531	говорили о	2	2
532	не случайно	2	2
533	не должно	2	2
534	зависит от	2	2
535	слова в	2	2
536	жизни не	2	2
537	должны быть	3	2
538	возможна только	2	2
539	автора в	2	2
540	совпадает с	4	2
541	при встрече	2	2
542	от мифа	3	2
543	человек не	2	2
544	в меру	2	2
545	имеет своим	2	2
