N	2gram	Vygotskiy_	StatiiOP
175	данном случае	5	7
176	том как	2	7
177	о чем	8	7
178	уже в	3	7
179	что здесь	2	7
180	нельзя не	2	7
181	факт что	2	7
182	раньше чем	2	7
183	в виде	2	7
184	одной из	4	7
185	что все	6	7
186	гораздо более	4	7
187	того же	7	7
188	точка зрения	2	7
189	во втором	5	7
190	что этот	6	7
191	этому поводу	3	7
192	как это	7	7
193	в ее	7	7
194	с самого	13	7
195	и то	10	7
196	с которыми	3	7
197	то в	4	7
198	отличается от	6	7
199	мы находим	3	7
200	лишь в	3	7
201	еще не	5	7
202	отношению к	9	7
203	на этот	2	7
204	что для	3	7
205	по себе	5	7
206	из этого	4	7
207	то время	8	7
208	этой области	2	7
209	но с	4	7
210	представление о	8	7
211	не мог	2	7
212	даже в	2	6
213	о которых	3	6
214	идет о	3	6
215	случае в	4	6
216	в себе	14	6
217	в одной	6	6
218	по отношению	10	6
219	должно было	2	6
220	в новом	2	6
221	из которых	3	6
222	том смысле	2	6
223	по существу	2	6
224	к нему	5	6
225	и все	5	6
226	что на	5	6
227	в известном	2	6
228	на его	3	6
229	языка и	6	6
230	и во	5	6
231	в значении	2	6
232	же как	14	6
233	и вообще	3	6
234	одно из	6	6
235	что с	7	6
236	мы не	10	6
237	и здесь	5	6
238	отношения между	8	6
239	время как	7	6
240	этот вопрос	2	6
241	этом смысле	2	6
242	этих двух	4	6
243	только не	14	6
244	тем же	8	6
245	его в	7	5
246	нас к	10	5
247	но если	5	5
248	для себя	24	5
249	оба эти	10	5
250	это и	7	5
251	том же	7	5
252	точку зрения	4	5
253	и потому	3	5
254	одного из	2	5
255	одной стороны	7	5
256	что не	2	5
257	отношении к	4	5
258	один из	3	5
259	можно ли	2	5
260	при этом	4	5
261	в сущности	16	5
262	до того	2	5
263	никто не	2	5
264	что эти	3	5
265	в двух	2	5
266	хотя и	4	5
267	тот факт	2	5
268	самого начала	13	5
269	что ему	3	5
270	к ней	2	5
271	целый ряд	6	5
272	как говорит	6	5
273	не по	7	5
274	не могло	3	5
275	с одной	7	5
276	нет и	4	5
277	вообще не	6	5
278	ее в	11	5
279	раз в	4	5
280	поэтому в	2	5
281	столь же	2	5
282	оно не	3	5
283	конечно не	2	5
284	является не	4	5
285	и только	7	5
286	о которой	2	5
287	в слове	11	5
288	в пользу	6	5
289	без всякого	2	5
290	находим в	2	4
291	этого вопроса	3	4
292	очевидно что	6	4
293	в каждой	4	4
294	не могут	9	4
295	от его	2	4
296	одна из	2	4
297	в период	2	4
298	на этом	4	4
299	что оно	9	4
300	по своей	12	4
301	казалось бы	4	4
302	которыми он	2	4
303	еще в	3	4
304	в развитии	27	4
305	не знает	3	4
306	всего в	2	4
307	смысле этого	4	4
308	в такой	6	4
309	которые в	5	4
310	но как	3	4
311	мере в	2	4
312	только с	2	4
313	они не	2	4
314	состоит в	3	4
315	и без	2	4
316	что его	2	4
317	естественно что	3	4
318	в процессе	12	4
319	поэзии и	2	4
320	мы видим	10	4
321	и тогда	3	4
322	что было	2	4
323	это есть	6	4
324	в первом	6	4
325	этого термина	2	4
326	случае не	2	4
327	этого слова	5	4
328	должны быть	5	4
329	как мы	24	4
330	именно поэтому	3	4
331	очень часто	2	4
332	показывает что	6	4
333	относится к	5	4
334	если в	6	4
335	для этого	4	4
336	не могли	5	4
337	за пределы	2	4
338	что по	2	4
339	есть в	5	4
340	в чисто	2	4
341	и он	4	4
342	в значительной	3	4
343	в центре	2	4
344	могли быть	2	4
345	в свете	9	4
346	никаких сомнений	2	4
347	только что	7	4
348	известно что	3	4
349	что как	2	4
350	из двух	3	4
351	и их	7	4
352	в наших	8	4
353	тому же	2	4
354	как известно	6	4
355	и речи	19	4
356	все что	7	4
357	связанные с	3	4
358	для его	2	4
359	но для	2	4
360	а по	4	4
361	совпадает с	5	4
362	не для	2	4
363	языка в	2	4
364	в смысле	9	4
365	или в	2	4
366	в таком	2	4
367	в основе	5	4
368	связана с	4	4
369	чем в	5	4
370	все более	2	3
371	перед нами	3	3
372	в первую	3	3
373	в плане	3	3
374	или иной	2	3
375	из того	7	3
376	той мере	2	3
377	отношений между	11	3
378	и наконец	4	3
379	вопроса о	2	3
380	в других	2	3
381	связанных с	2	3
382	с той	3	3
383	от того	6	3
384	как к	4	3
385	всю свою	2	3
386	тогда когда	12	3
387	и других	5	3
388	но именно	3	3
389	на основании	2	3
390	его от	2	3
391	движения в	3	3
392	на котором	4	3
393	себе в	5	3
394	образом в	5	3
395	лучшем случае	3	3
396	она не	7	3
397	к этой	2	3
398	на том	2	3
399	и как	7	3
400	не могла	2	3
401	находит свое	3	3
402	языка но	2	3
403	нельзя сказать	2	3
404	совсем не	2	3
405	что оба	2	3
406	а затем	2	3
407	но эта	2	3
408	представляют собой	2	3
409	себя и	2	3
410	первую очередь	3	3
411	и ее	3	3
412	этом случае	15	3
413	сомнений в	2	3
414	том числе	2	3
415	к его	3	3
416	бы в	7	3
417	известном смысле	2	3
418	все время	3	3
419	то и	5	3
420	в сознании	11	3
421	но эти	2	3
422	и до	3	3
423	в нашей	4	3
424	гораздо больше	3	3
425	от этого	3	3
426	только потому	3	3
427	при таком	2	3
428	этом и	2	3
429	не раз	2	3
430	смысле что	3	3
431	и которые	3	3
432	чем у	3	3
433	слова с	5	3
434	меньшей мере	3	3
435	свое выражение	8	3
436	наконец в	3	3
437	во всей	3	3
438	со всеми	2	3
439	является в	7	3
440	их в	2	3
441	слова в	7	3
442	когда он	2	3
443	в свою	3	3
444	но на	3	3
445	представляет собой	23	3
446	но что	2	3
447	в лучшем	3	3
448	бы все	2	3
449	от нее	3	3
450	это же	2	3
451	отношения к	5	3
452	что при	4	3
453	одним и	2	3
454	на основе	5	3
455	тем и	2	3
456	с помощью	18	3
457	в системе	3	3
458	наших глазах	4	2
459	что является	2	2
460	тем самым	14	2
461	я могу	2	2
462	из всех	5	2
463	его к	2	2
464	для всех	2	2
465	нуждается в	5	2
466	его отношение	2	2
467	равной мере	2	2
468	есть только	3	2
469	является как	2	2
470	что их	2	2
471	всем его	2	2
472	а это	2	2
473	едва ли	5	2
474	ли не	3	2
475	они говорят	2	2
476	и вместе	2	2
477	выражение в	6	2
478	отношений к	2	2
479	ведь это	2	2
480	сомнения в	2	2
481	были бы	5	2
482	в силе	2	2
483	этой работы	3	2
484	на всем	5	2
485	свою очередь	3	2
486	у них	2	2
487	и при	2	2
488	в момент	4	2
489	показать что	8	2
490	отличие от	4	2
491	всякий раз	3	2
492	мы знаем	5	2
493	нужно было	4	2
494	этой мысли	2	2
495	по своему	11	2
496	мы видели	10	2
497	к изучению	4	2
498	значение для	2	2
499	нам в	2	2
500	на этой	7	2
501	в работах	2	2
502	и она	2	2
503	но только	5	2
504	а только	2	2
505	что можно	2	2
506	ту же	4	2
507	на первом	2	2
508	к слову	14	2
509	он с	2	2
510	между собой	15	2
511	из которого	3	2
512	которой он	2	2
513	точно так	3	2
514	в разных	6	2
515	как слово	2	2
516	по тем	3	2
517	вот почему	3	2
518	но вместе	2	2
519	в зависимости	6	2
520	то как	3	2
521	числе и	2	2
522	с теми	2	2
523	и всей	3	2
524	той или	2	2
525	одновременно и	3	2
526	и может	2	2
527	что если	2	2
528	если попытаться	3	2
529	которая является	3	2
530	в одну	2	2
531	и от	6	2
532	невозможно было	2	2
533	никак не	5	2
534	только по	5	2
535	значение этого	2	2
536	речи а	5	2
537	когда мы	2	2
538	но то	2	2
539	была в	2	2
540	его с	3	2
541	время в	3	2
542	не до	2	2
543	в равной	2	2
544	мере не	2	2
545	только к	4	2
546	с ней	3	2
547	но совершенно	2	2
548	и которое	3	2
549	с ее	2	2
550	чтобы сделать	2	2
551	не обнаруживает	3	2
552	дело с	3	2
553	за ним	3	2
554	как правило	2	2
555	втором случае	5	2
556	мы снова	3	2
557	зависимости от	6	2
558	и той	5	2
559	в середине	2	2
560	языка на	2	2
561	с не	2	2
562	как по	5	2
563	по мере	10	2
564	слова как	5	2
565	язык в	2	2
566	что то	4	2
567	никем не	2	2
568	в м	2	2
569	это положение	4	2
570	не означает	4	2
571	только одно	2	2
572	в пределах	3	2
573	и из	2	2
574	в отличие	4	2
575	остановиться на	4	2
576	что есть	2	2
577	в ином	3	2
578	она является	2	2
579	значение в	3	2
580	языка с	2	2
581	каждой из	5	2
582	не умеет	2	2
583	слова он	2	2
584	хотя это	2	2
585	и другой	3	2
586	входит в	3	2
587	к другу	4	2
588	мы встречаем	2	2
589	мог бы	6	2
590	как она	6	2
591	вещи на	2	2
592	связь между	10	2
593	в случае	5	2
594	мы в	3	2
595	с их	2	2
596	сам по	2	2
597	только о	3	2
598	речи на	2	2
599	но этот	2	2
600	же самое	12	2
601	в живом	3	2
602	последнее время	5	2
603	по своим	2	2
604	не оставляет	2	2
605	мы и	5	2
606	имеем дело	2	2
