N	2gram	Vygotskiy_	RusskieA
218	по своему	14	4
219	к ней	2	4
220	и здесь	5	4
221	не просто	3	4
222	та же	3	4
223	приводит нас	6	4
224	что иное	2	4
225	такой же	4	4
226	в отличие	8	4
227	но все	4	4
228	переход от	5	4
229	что у	3	4
230	для объяснения	2	4
231	именно в	6	4
232	в котором	3	4
233	в своих	3	4
234	как они	5	4
235	этот вопрос	5	4
236	уже в	10	4
237	в ней	3	4
238	всяком случае	10	4
239	то время	5	4
240	во всем	7	4
241	тем и	5	4
242	на этой	7	4
243	на основе	29	4
244	никогда не	11	3
245	всех этих	2	3
246	в изучении	2	3
247	его к	6	3
248	и поэтому	4	3
249	каждый из	2	3
250	в форме	2	3
251	с той	3	3
252	не во	2	3
253	есть и	2	3
254	в виду	4	3
255	на все	2	3
256	к выводу	2	3
257	как он	8	3
258	раньше чем	3	3
259	или менее	5	3
260	представления о	2	3
261	и другое	7	3
262	мы знаем	10	3
263	когда они	2	3
264	что все	2	3
265	относятся к	4	3
266	и это	7	3
267	более или	3	3
268	на другой	2	3
269	точки зрения	27	3
270	связь с	4	3
271	где они	2	3
272	какой степени	5	3
273	и те	3	3
274	такое же	2	3
275	же не	3	3
276	в области	9	3
277	в какой	5	3
278	что с	8	3
279	и во	4	3
280	в своей	9	3
281	свою очередь	3	3
282	в другое	2	3
283	место в	3	3
284	и другими	2	3
285	хотя и	2	3
286	именно с	2	3
287	увидим что	5	3
288	имеет место	4	3
289	и то	9	3
290	на которых	3	3
291	выводу что	4	3
292	независимо от	5	3
293	с другими	3	3
294	по отношению	4	3
295	в которой	4	3
296	которые не	5	3
297	от этого	6	3
298	на него	2	3
299	в эту	3	3
300	на каждом	4	3
301	если бы	12	3
302	известно что	2	3
303	на первый	5	3
304	нами выше	3	3
305	отношению к	3	3
306	сих пор	3	3
307	с одной	8	3
308	на этот	5	3
309	на то	7	3
310	все что	4	3
311	слова в	8	3
312	когда он	5	3
313	на которой	2	3
314	с таким	4	3
315	из которых	6	3
316	так чтобы	2	3
317	находится в	4	3
318	с точки	11	3
319	здесь не	2	3
320	и его	5	3
321	сходство с	4	3
322	же и	2	3
323	как на	2	3
324	что именно	3	3
325	тому же	6	3
326	из основных	3	3
327	до сих	3	3
328	в область	2	2
329	всем этом	2	2
330	к этим	2	2
331	только у	2	2
332	могло бы	4	2
333	не имеют	2	2
334	в себе	9	2
335	собой и	2	2
336	перед нами	15	2
337	в развитии	46	2
338	не как	3	2
339	в силу	9	2
340	остановиться на	3	2
341	одним из	6	2
342	и тем	8	2
343	а как	2	2
344	между ними	6	2
345	так называемая	4	2
346	в частности	4	2
347	на основании	11	2
348	самом деле	4	2
349	на место	2	2
350	тем как	4	2
351	в один	4	2
352	в него	4	2
353	но так	2	2
354	что каждый	2	2
355	они не	4	2
356	с другом	10	2
357	это называется	2	2
358	в другую	3	2
359	мы наблюдаем	3	2
360	ту же	2	2
361	не дает	2	2
362	одной стороны	8	2
363	в приведенных	2	2
364	остаются на	2	2
365	он так	2	2
366	отличаются от	5	2
367	составные части	3	2
368	с нею	2	2
369	здесь в	2	2
370	между двумя	3	2
371	когда в	3	2
372	мы видим	13	2
373	и когда	3	2
374	в дальнейшем	3	2
375	что эти	4	2
376	можно сказать	2	2
377	значение в	5	2
378	который в	4	2
379	для обозначения	4	2
380	для него	6	2
381	с его	3	2
382	некоторое время	2	2
383	сказать что	10	2
384	собой не	2	2
385	который по	2	2
386	на которые	3	2
387	он не	6	2
388	что если	3	2
389	когда мы	2	2
390	другой стороны	5	2
391	значит что	6	2
392	как оно	5	2
393	в начале	5	2
394	тем более	2	2
395	цель как	2	2
396	мы указывали	3	2
397	в каждом	2	2
398	должно быть	3	2
399	особенно в	2	2
400	в новое	2	2
401	формами мышления	2	2
402	с развитием	5	2
403	из нее	2	2
404	от другого	2	2
405	этом и	2	2
406	и даже	4	2
407	мы можем	13	2
408	друг с	10	2
409	в игре	2	2
410	целый ряд	4	2
411	общего с	3	2
412	этом отношении	9	2
413	и которые	5	2
414	не является	13	2
415	с этой	6	2
416	как у	2	2
417	от одного	2	2
418	с и	2	2
419	не означает	2	2
420	нас в	4	2
421	из ряда	3	2
422	как известно	7	2
423	не встречаются	2	2
424	в жизни	3	2
425	вытекает из	2	2
426	но тем	2	2
427	что такие	2	2
428	можно считать	3	2
429	и является	2	2
430	значение как	3	2
431	в чем	2	2
432	не связаны	2	2
433	если это	2	2
434	из одной	2	2
435	в ряде	4	2
436	оно не	3	2
437	быть не	2	2
438	в другой	2	2
439	это так	2	2
440	основана на	2	2
441	но на	3	2
442	они представляют	2	2
443	приводят нас	3	2
444	в одних	2	2
445	но что	3	2
446	встречаются в	3	2
447	по себе	11	2
448	в человеческом	2	2
449	это значение	2	2
450	в стороне	2	2
451	также не	2	2
452	к другому	2	2
453	от нее	4	2
454	значения и	6	2
455	что эта	2	2
456	и особенно	4	2
457	у него	3	2
458	в нашем	2	2
459	что при	3	2
460	моментов в	3	2
461	однако не	3	2
462	значение слова	7	2
