N	2gram	Vinokur_Ku	Morfolog
200	что эти	4	3
201	в этой	8	3
202	приходим к	2	3
203	с его	4	3
204	их как	2	2
205	следует еще	3	2
206	данном случае	2	2
207	и когда	2	2
208	в каком	6	2
209	или иные	2	2
210	в каких	2	2
211	как например	3	2
212	в данном	8	2
213	в наши	2	2
214	действия и	2	2
215	из этих	5	2
216	том как	3	2
217	одной стороны	2	2
218	таких случаях	3	2
219	дело не	4	2
220	бы в	8	2
221	ответ на	2	2
222	иное как	3	2
223	о характере	2	2
224	не что	2	2
225	к себе	4	2
226	в другом	2	2
227	и даже	5	2
228	или менее	3	2
229	как такового	2	2
230	случае если	3	2
231	что она	5	2
232	образом если	2	2
233	роль в	6	2
234	в числе	2	2
235	после чего	2	2
236	что именно	2	2
237	нельзя было	2	2
238	превращается в	4	2
239	д и	3	2
240	этом отношении	8	2
241	не на	4	2
242	в частности	6	2
243	иных случаях	3	2
244	только для	3	2
245	одним из	2	2
246	этого не	5	2
247	между собою	3	2
248	это положение	2	2
249	что иное	2	2
250	в чем	2	2
251	не знает	4	2
252	с одной	3	2
253	а потому	6	2
254	должна быть	6	2
255	в свое	4	2
256	но вот	3	2
257	а с	3	2
258	и более	3	2
259	не с	4	2
260	увидим что	2	2
261	на этот	4	2
262	с тем	5	2
263	наука о	3	2
264	не так	2	2
265	к вопросу	4	2
266	не имеет	6	2
267	но так	2	2
268	вообще не	2	2
269	вопросу о	4	2
270	более или	3	2
271	мы получаем	2	2
272	с большой	2	2
273	могли бы	4	2
274	но с	2	2
275	в своих	2	2
276	здесь только	2	2
277	ту же	6	2
278	тех случаях	2	2
279	оно не	5	2
280	в которых	8	2
281	это так	2	2
282	а а	4	2
283	как таковой	2	2
284	однако в	2	2
285	но здесь	2	2
286	для нас	6	2
287	очень много	3	2
288	что мы	6	2
289	что же	11	2
290	точно так	4	2
291	что этот	2	2
292	всяком случае	8	2
293	как они	2	2
294	должны быть	4	2
295	вряд ли	5	2
296	когда в	4	2
297	тогда как	2	2
298	все это	10	2
299	лишь с	3	2
300	поставить вопрос	2	2
301	у него	3	2
302	как будто	2	2
303	так называемых	3	2
304	случаях когда	2	2
305	например в	5	2
306	можно сказать	6	2
307	но оно	2	2
308	в совершенно	2	2
309	как то	2	2
310	для него	2	2
311	в одном	4	2
312	во избежание	2	2
313	во всяком	8	2
314	без всякого	2	2
315	тем же	2	2
316	того как	6	2
317	чем в	3	2
