N	2gram	Losev_Dial	Morfolog
149	может существовать	4	3
150	не значит	5	3
151	состоит из	2	3
152	это и	12	3
153	на первый	4	3
154	есть нечто	26	3
155	кроме того	8	3
156	же она	3	3
157	и тем	3	3
158	та же	5	3
159	он должен	3	3
160	же можно	2	3
161	из двух	4	3
162	имеется в	5	3
163	не в	11	3
164	для того	4	3
165	и при	4	3
166	с этой	7	3
167	у нас	7	3
168	в один	2	3
169	того что	22	3
170	как таковых	2	3
171	ее в	3	3
172	к нему	4	3
173	это уже	2	3
174	они не	3	3
175	на то	5	3
176	а то	2	3
177	ни в	20	3
178	что такое	25	3
179	если это	2	3
180	на нем	3	3
181	по воздуху	2	3
182	но для	3	3
183	не существует	10	3
184	к чему	2	3
185	и вне	3	3
186	можно назвать	3	3
187	и что	21	3
188	то время	6	3
189	и тогда	6	3
190	и по	2	3
191	же в	2	3
192	и его	8	3
193	или на	2	3
194	только в	10	3
195	в сущности	10	3
196	и есть	24	3
197	и только	6	3
198	все еще	2	3
199	в этой	3	3
200	бы то	3	3
201	с его	7	3
202	как особого	2	2
203	данном случае	3	2
204	и когда	4	2
205	в каком	9	2
206	не от	2	2
207	себя в	3	2
208	в каких	2	2
209	как например	2	2
210	в данном	6	2
211	или другими	2	2
212	из этих	5	2
213	том как	2	2
214	от него	2	2
215	одной стороны	3	2
216	дело не	2	2
217	или нет	8	2
218	бы в	5	2
219	если она	4	2
220	иное как	6	2
221	о характере	2	2
222	не что	6	2
223	и даже	21	2
224	сразу же	2	2
225	что она	13	2
226	что именно	10	2
227	превращается в	6	2
228	д и	8	2
229	этом отношении	2	2
230	не на	7	2
231	в частности	3	2
232	этого не	2	2
233	ничем не	7	2
234	вот как	2	2
235	с логической	2	2
236	между собою	3	2
237	ни к	3	2
238	что иное	6	2
239	в чем	11	2
240	не знает	4	2
241	вот мы	2	2
242	с одной	4	2
243	должна быть	11	2
244	но вот	3	2
245	одной из	3	2
246	с тем	4	2
247	не имеет	18	2
248	но так	2	2
249	вообще не	3	2
250	она не	10	2
251	д в	2	2
252	живое существо	2	2
253	он может	2	2
254	или по	4	2
255	их в	2	2
256	в своих	3	2
257	оно не	7	2
258	быть и	7	2
259	но они	3	2
260	же они	2	2
261	исходит от	2	2
262	это так	2	2
263	как таковой	6	2
264	вопрос в	2	2
265	если он	2	2
266	как таковая	5	2
267	для нас	2	2
268	очень много	3	2
269	что мы	10	2
270	что же	12	2
271	или вообще	3	2
272	точно так	3	2
273	что этот	3	2
274	в одной	4	2
275	всяком случае	3	2
276	может не	4	2
277	и больше	5	2
278	должны быть	7	2
279	к другому	2	2
280	то как	5	2
281	что эта	2	2
282	себя и	3	2
283	исходят из	2	2
284	все это	13	2
285	она в	3	2
286	в основе	6	2
287	у него	2	2
288	как будто	3	2
289	например в	3	2
290	можно сказать	5	2
291	но оно	2	2
292	для него	4	2
293	в одном	3	2
294	во всяком	5	2
295	без всякого	2	2
296	от отца	5	2
297	по своему	2	2
298	того как	2	2
299	чем в	2	2
