N	2gram	Losev_Prob	Tvorches
214	в античной	3	3
215	не есть	3	3
216	для человека	2	3
217	его к	2	3
218	на самом	2	3
219	вплоть до	2	3
220	в другом	6	3
221	отношение к	3	3
222	едва ли	13	3
223	для себя	6	3
224	таком случае	2	3
225	в виду	3	3
226	и тем	4	3
227	в области	3	3
228	действительности и	4	3
229	с полным	2	3
230	людей и	13	3
231	в искусстве	2	3
232	мы находим	9	3
233	любви к	2	3
234	о котором	4	3
235	к тому	7	3
236	гораздо более	5	3
237	свидетельствует о	4	3
238	в ней	4	3
239	на себя	2	3
240	другой стороны	8	3
241	что оно	2	3
242	всяком случае	6	3
243	не то	4	3
244	по этому	5	3
245	а н	3	3
246	точно так	4	3
247	совсем не	4	3
248	и до	2	3
249	воли и	2	3
250	можно сказать	10	3
251	как мы	5	3
252	да и	5	3
253	сказать что	13	3
254	если в	2	3
255	в мир	3	3
256	то в	4	3
257	на миг	2	3
258	его с	2	3
259	время в	2	3
260	из этих	2	3
261	в начале	6	3
262	это в	2	3
263	и тогда	4	3
264	больше чем	2	3
265	не все	3	3
266	его как	2	3
267	более всего	2	3
268	к ней	2	3
269	в этот	4	3
270	ни на	2	3
271	только что	2	3
272	кроме того	5	3
273	был бы	2	3
274	не является	2	3
275	только для	5	3
276	ее в	2	3
277	для того	4	3
278	и их	7	3
279	дает ему	2	3
280	у нас	17	3
281	то у	2	3
282	со всеми	5	3
283	человека но	2	3
284	к людям	5	3
285	в жизни	4	3
286	тут и	4	3
287	нет и	3	3
288	но уже	3	3
289	что для	2	3
290	петербург достоевского	3	3
291	и если	2	3
292	и к	9	3
293	он и	5	3
294	по себе	5	3
295	несмотря на	7	3
296	жизни и	7	3
297	и что	9	3
298	во всяком	7	3
299	нет ни	4	3
300	или в	7	3
301	и только	4	3
302	тому же	5	3
303	в одном	6	3
304	он все	3	2
305	данном случае	5	2
306	как был	2	2
307	которого он	2	2
308	в отношении	8	2
309	и притом	8	2
310	в таких	2	2
311	во все	3	2
312	в силах	3	2
313	не могут	3	2
314	представляет собою	3	2
315	но как	3	2
316	о чем	2	2
317	в тех	2	2
318	к античной	2	2
319	вслед за	2	2
320	и поэтому	2	2
321	свободы и	4	2
322	и добра	2	2
323	нас и	4	2
324	но даже	6	2
325	очень важно	2	2
326	в силу	6	2
327	по своей	3	2
328	уже по	2	2
329	который является	2	2
330	должен быть	2	2
331	в стихотворении	28	2
332	начала и	2	2
333	от матери	2	2
334	а как	2	2
335	свою очередь	2	2
336	в одно	6	2
337	всякого рода	2	2
338	нас не	3	2
339	здесь нет	4	2
340	знает что	3	2
341	и очень	3	2
342	с тем	7	2
343	нем и	2	2
344	тому что	2	2
345	не мешает	2	2
346	ли в	2	2
347	он в	5	2
348	тоже не	2	2
349	того же	7	2
350	была бы	3	2
351	жизнь в	3	2
352	которые были	2	2
353	и без	5	2
354	между прочим	2	2
355	настоящее время	7	2
356	в художественном	2	2
357	он с	2	2
358	в известном	2	2
359	а скорее	2	2
360	нуждается в	2	2
361	или вернее	4	2
362	для их	2	2
363	не будет	4	2
364	для них	3	2
365	у меня	2	2
366	с такой	2	2
367	людей в	6	2
368	ли он	2	2
369	того чтобы	3	2
370	прогресса и	2	2
371	это время	3	2
372	было бы	12	2
373	же в	4	2
374	связи с	11	2
375	а может	3	2
376	верит в	4	2
377	в связи	11	2
378	он был	5	2
379	в качестве	9	2
380	первом плане	3	2
381	эту тему	2	2
382	здесь мы	2	2
383	по поводу	2	2
384	не столь	3	2
385	и вообще	11	2
386	всех этих	3	2
387	не могли	2	2
388	он как	2	2
389	в эпоху	5	2
390	в данном	6	2
391	в нашей	3	2
392	вот что	4	2
393	и нет	4	2
394	во всех	2	2
395	о своем	2	2
396	тем не	8	2
397	в глаза	3	2
398	цивилизации в	2	2
399	сам же	4	2
400	даже если	2	2
401	эта идея	2	2
402	мира в	3	2
403	в новых	2	2
404	должен был	2	2
405	как о	6	2
406	где он	2	2
407	в результате	11	2
408	и о	9	2
409	указывает на	4	2
410	ни к	2	2
411	в целях	3	2
412	жизнь и	6	2
413	с одной	5	2
414	которого не	2	2
415	то он	2	2
416	по словам	2	2
417	страдания и	4	2
418	очень много	3	2
419	не имеет	3	2
420	и является	6	2
421	за что	5	2
422	ни в	17	2
423	все что	2	2
424	я в	4	2
425	к его	5	2
426	но для	2	2
427	с которым	2	2
428	на первом	3	2
429	мог бы	2	2
430	внимание на	4	2
431	зла и	3	2
432	от жизни	2	2
433	из этого	6	2
434	и уже	2	2
435	конце концов	7	2
436	что во	2	2
437	или даже	4	2
438	том числе	2	2
439	не просто	12	2
440	и делает	2	2
441	человек и	2	2
442	же и	2	2
443	за то	4	2
444	не к	3	2
445	меня в	4	2
446	сам в	2	2
447	на краю	4	2
448	как раз	7	2
449	и всякий	2	2
450	мы уже	2	2
451	ясно что	11	2
