N	2gram	Tiupa_Anal	Problemy
291	совпадает с	6	4
292	то в	2	4
293	то и	2	4
294	в литературе	4	4
295	в словах	2	4
296	особенно в	9	4
297	всех этих	2	4
298	появляется в	2	4
299	в которой	3	4
300	с ее	2	4
301	своего собственного	2	4
302	бы не	3	4
303	этом отношении	5	4
304	с этой	2	4
305	времени и	7	4
306	вследствие этого	5	4
307	в рассказе	2	4
308	сами по	3	4
309	речи и	2	4
310	то он	3	4
311	вообще не	2	4
312	также и	3	4
313	романа в	4	4
314	все что	3	4
315	установкой на	3	4
316	и если	2	4
317	не есть	8	4
318	героя к	2	4
319	со своим	4	4
320	если не	2	4
321	еще в	4	4
322	личности в	4	4
323	бы ни	2	4
324	данном случае	3	3
325	или даже	3	3
326	во времени	6	3
327	вступает в	4	3
328	о чем	3	3
329	к другим	2	3
330	которые в	3	3
331	на которой	2	3
332	по своей	6	3
333	том или	4	3
334	в диалог	2	3
335	что даже	2	3
336	же нам	2	3
337	своего рода	12	3
338	могли бы	2	3
339	может служить	3	3
340	героя как	2	3
341	его можно	2	3
342	что на	3	3
343	теми же	2	3
344	и та	2	3
345	между собой	2	3
346	всего в	3	3
347	или меньшей	4	3
348	нуждается в	9	3
349	что из	2	3
350	того чтобы	3	3
351	а затем	3	3
352	между двумя	7	3
353	и по	2	3
354	можно сказать	6	3
355	этом случае	4	3
356	ее в	2	3
357	одной из	2	3
358	того или	3	3
359	в сознании	6	3
360	в данном	6	3
361	какой бы	2	3
362	из этих	2	3
363	говорить о	3	3
364	по преимуществу	4	3
365	и больше	2	3
366	один голос	2	3
367	за собою	3	3
368	который не	2	3
369	все они	2	3
370	не является	3	3
371	и есть	3	3
372	себе не	2	3
373	том и	2	3
374	не с	8	3
375	есть в	4	3
376	оно может	3	3
377	человек в	3	3
378	в устах	2	3
379	большей или	4	3
380	и одновременно	4	3
381	внешнего мира	2	3
382	только не	6	3
383	сводится к	6	3
384	говорит о	5	3
385	высказывания и	3	3
386	в один	4	3
387	и особенно	4	3
388	в таком	5	3
389	будто бы	4	3
390	однако не	4	3
391	и сами	2	3
392	мира не	2	2
393	она может	3	2
394	одну из	2	2
395	в ответ	2	2
396	утрачивает свою	2	2
397	же его	4	2
398	этой точки	2	2
399	я его	2	2
400	одного и	2	2
401	к этому	2	2
402	не был	2	2
403	должен быть	6	2
404	и эти	2	2
405	не всегда	4	2
406	от своего	3	2
407	ни одно	2	2
408	тогда когда	3	2
409	или напротив	3	2
410	мире и	2	2
411	может и	2	2
412	внутреннего и	2	2
413	себе в	2	2
414	одно из	2	2
415	не так	3	2
416	в поэзии	2	2
417	в контексте	5	2
418	ведь ты	2	2
419	уж так	4	2
420	по природе	4	2
421	своей собственной	2	2
422	которая в	3	2
423	ответ на	3	2
424	для чего	2	2
425	не позволяет	2	2
426	из возможных	2	2
427	отнюдь не	22	2
428	произведения в	14	2
429	в аспекте	4	2
430	обращает на	3	2
431	случае не	2	2
432	этих случаях	2	2
433	в противоположность	4	2
434	и внешнего	2	2
435	к его	3	2
436	в рамках	5	2
437	или не	2	2
438	независимо от	2	2
439	не знаю	2	2
440	не все	3	2
441	бы быть	3	2
442	во второй	3	2
443	художественного произведения	6	2
444	одному из	2	2
445	речи в	3	2
446	стало быть	2	2
447	зависимость от	2	2
448	обращаясь к	2	2
449	что как	3	2
450	или точнее	2	2
451	в качестве	38	2
452	для того	4	2
453	а именно	3	2
454	не столько	5	2
455	в центре	3	2
456	с одной	7	2
457	и романа	2	2
458	в какой	3	2
459	один в	2	2
460	и является	4	2
461	не случайно	11	2
462	за пределами	3	2
463	подхода к	3	2
464	прежде чем	2	2
465	не к	3	2
466	в нашем	3	2
467	отношения человека	2	2
468	столь же	7	2
469	доминанта в	2	2
470	найти себя	2	2
471	главного героя	3	2
472	ты не	2	2
473	роль в	3	2
474	него на	4	2
475	в категориях	2	2
476	и того	5	2
477	служит для	2	2
478	из этого	2	2
479	но к	3	2
480	могут оказаться	2	2
481	иного рода	4	2
482	не следует	6	2
483	же самое	3	2
484	быть не	3	2
485	произведения как	8	2
486	данного произведения	3	2
487	собой не	2	2
488	собой в	2	2
489	что касается	4	2
