N	2gram	Voloshinov	Narrotol
114	между двумя	4	6
115	что и	5	6
116	например в	2	6
117	сказать что	7	6
118	то в	3	6
119	из этих	3	6
120	здесь не	2	6
121	в результате	9	6
122	с одной	2	6
123	в нашем	4	6
124	на то	4	6
125	слова в	8	6
126	к его	4	6
127	таким образом	29	6
128	в слове	13	6
129	от его	2	5
130	на самом	10	5
131	в другом	5	5
132	точку зрения	4	5
133	к нему	5	5
134	высказывания в	8	5
135	место в	5	5
136	точка зрения	8	5
137	мира и	2	5
138	между собой	3	5
139	не столько	5	5
140	было бы	8	5
141	мы не	6	5
142	свою очередь	5	5
143	и здесь	9	5
144	и то	4	5
145	и от	6	5
146	что это	3	5
147	с ними	5	5
148	так сказать	19	5
149	в начале	7	5
150	тем более	3	5
151	бы и	2	5
152	себя в	2	5
153	с ее	2	5
154	и даже	4	5
155	только что	2	5
156	для того	8	5
157	в пределах	7	5
158	в какой	5	5
159	его жизни	2	5
160	за пределами	2	5
161	именно в	6	5
162	в своих	2	5
163	в русской	3	5
164	но для	4	5
165	еще в	2	5
166	из них	3	5
167	в одном	2	5
168	не было	6	5
169	и того	11	5
170	бытия в	9	4
171	чужого слова	8	4
172	ситуации и	3	4
173	и ее	4	4
174	эти два	2	4
175	но именно	4	4
176	в виду	2	4
177	как он	3	4
178	в области	3	4
179	только на	7	4
180	друг друга	10	4
181	в душе	3	4
182	тому что	6	4
183	она не	2	4
184	не будет	7	4
185	не все	3	4
186	не на	2	4
187	в первом	3	4
188	как мы	26	4
189	в основе	10	4
190	быть и	9	4
191	хотя бы	8	4
192	могла бы	2	4
193	к этому	10	4
194	это было	2	4
195	и как	8	4
196	не имеет	6	4
197	человека в	3	4
198	но они	2	4
199	не могло	3	4
200	не с	2	4
201	он является	4	4
202	ли не	2	4
203	внутренней речи	13	4
204	для себя	4	4
205	зависит от	2	4
206	и с	4	4
207	не существует	6	4
208	по себе	5	4
209	мог бы	2	4
210	всяком случае	4	4
211	к жизни	2	4
212	во всяком	8	4
213	или даже	2	4
214	нового времени	2	4
215	не к	3	4
216	вместе с	2	4
217	еще и	2	3
218	до конца	6	3
219	ни о	2	3
220	и потому	7	3
221	так же	10	3
222	но как	3	3
223	и сама	2	3
224	об одном	2	3
225	как к	2	3
226	должен быть	2	3
227	с этой	2	3
228	для других	5	3
229	а как	7	3
230	и иных	3	3
231	связано с	3	3
232	и вот	2	3
233	в романе	2	3
234	его не	2	3
235	не знает	4	3
236	здесь мы	7	3
237	одной из	5	3
238	и это	6	3
239	между ними	6	3
240	же не	2	3
241	что не	4	3
242	же как	2	3
243	все эти	8	3
244	той же	5	3
245	и самого	3	3
246	связи с	22	3
247	и тогда	2	3
248	в связи	12	3
249	во время	2	3
250	или иного	2	3
251	в зависимости	2	3
252	в направлении	11	3
253	первом случае	3	3
254	того или	2	3
255	можно было	2	3
256	в первой	2	3
257	в которой	4	3
258	по мере	6	3
259	себя с	2	3
260	зависимости от	4	3
261	лишь в	17	3
262	бы не	2	3
263	и лишь	3	3
264	от их	2	3
265	в этих	2	3
266	сих пор	10	3
267	на этот	3	3
268	входит в	5	3
269	быть не	2	3
270	приводит к	3	3
271	могли бы	2	3
272	он и	2	3
273	как она	2	3
274	в следующей	3	3
275	с точки	31	3
276	и что	2	3
277	говорить о	2	3
278	что было	2	3
279	не просто	2	3
280	и только	2	3
281	как на	2	3
282	не следует	2	3
283	же самое	9	3
284	жизни но	2	3
285	тем же	4	3
286	до сих	10	3
287	в каком	6	2
288	к одному	5	2
289	в действительности	3	2
290	она может	3	2
291	для которого	2	2
292	или менее	3	2
293	глава первая	3	2
294	является в	5	2
295	внутреннюю жизнь	2	2
296	оно и	2	2
297	в их	5	2
298	так называемая	4	2
299	от своего	2	2
300	высказывания как	7	2
301	говорящего и	4	2
302	к своему	2	2
303	так что	2	2
304	быть в	2	2
305	они и	3	2
306	в контексте	12	2
307	только с	3	2
308	для одного	2	2
309	более или	3	2
310	в бытии	3	2
311	в более	3	2
312	те же	5	2
313	где они	2	2
314	могут быть	4	2
315	внутренний мир	5	2
316	язык как	13	2
317	мы его	2	2
318	в процессе	31	2
319	этом последнем	2	2
320	все остальное	2	2
321	что же	5	2
322	с языком	2	2
323	в единство	4	2
324	для них	2	2
325	можно назвать	2	2
326	и во	2	2
327	они все	2	2
328	все те	4	2
329	в сущности	17	2
330	содержания сознания	2	2
331	принадлежит к	2	2
332	в двух	4	2
333	и иные	2	2
334	вовсе не	15	2
335	во внешнем	2	2
336	одно и	3	2
337	глава вторая	2	2
338	и вообще	3	2
339	но все	4	2
340	данного высказывания	6	2
341	какой бы	4	2
342	глава третья	2	2
343	другой стороны	7	2
344	к двум	2	2
345	по аналогии	2	2
346	сознания и	6	2
347	должно быть	4	2
348	его как	2	2
349	бы в	4	2
350	бы на	2	2
351	ориентировано на	2	2
352	не утрачивая	3	2
353	в данной	5	2
354	мы можем	6	2
355	границы между	2	2
356	переход от	4	2
357	целый ряд	3	2
358	на первый	2	2
359	как если	6	2
360	слова и	8	2
361	превращается в	2	2
362	все это	4	2
363	тем что	3	2
364	не есть	6	2
365	лишь с	6	2
366	или точнее	2	2
367	как о	2	2
368	одного и	9	2
369	и есть	3	2
370	одним из	4	2
371	опирается на	2	2
372	его и	3	2
373	себе и	2	2
374	во всех	13	2
375	должна быть	6	2
376	и более	6	2
377	первой главы	2	2
378	на нее	2	2
379	с установкой	2	2
380	и является	4	2
381	но уже	2	2
382	он может	3	2
383	установкой на	4	2
384	того же	11	2
385	или иначе	3	2
386	вступает в	2	2
387	из которых	2	2
388	таком случае	5	2
389	иное как	2	2
390	к другому	7	2
391	значения и	4	2
392	из него	4	2
393	это и	3	2
394	если же	2	2
395	один и	3	2
396	однако не	3	2
397	в системе	3	2
398	с помощью	11	2
399	ясно что	6	2
