N	2gram	Losev_Dial	DiskursI
154	говорить о	13	5
155	в ней	4	5
156	тем что	5	5
157	становления и	3	5
158	не о	6	4
159	не могут	6	4
160	из того	2	4
161	для меня	2	4
162	однако это	2	4
163	и прежде	6	4
164	и тем	3	4
165	может и	3	4
166	того или	6	4
167	по своему	2	4
168	как это	8	4
169	и это	12	4
170	только на	8	4
171	его на	3	4
172	чего не	7	4
173	что не	8	4
174	можно назвать	3	4
175	и во	3	4
176	того и	2	4
177	что они	2	4
178	в первом	2	4
179	должны быть	7	4
180	во всяком	5	4
181	особого рода	3	4
182	или иного	3	4
183	мы имеем	3	4
184	в результате	7	4
185	по преимуществу	2	4
186	отличается от	9	4
187	тем не	10	4
188	я не	11	4
189	связи с	3	4
190	тот или	2	4
191	или на	2	4
192	есть в	4	4
193	в жизни	4	4
194	в самом	9	4
195	не есть	95	4
196	и к	5	4
197	зависит от	4	4
198	по себе	31	4
199	к другому	2	4
200	говорит о	5	4
201	точка зрения	5	4
202	или в	4	4
203	и само	3	4
204	и есть	24	4
205	с ним	3	4
206	еще и	2	3
207	вопрос о	9	3
208	и притом	10	3
209	в жертву	2	3
210	понятие о	2	3
211	вплоть до	2	3
212	виду что	2	3
213	это и	12	3
214	это понятие	3	3
215	но оно	2	3
216	на основании	3	3
217	событий а	2	3
218	как на	6	3
219	мере в	3	3
220	но как	3	3
221	о котором	4	3
222	но так	2	3
223	бытия в	2	3
224	она не	10	3
225	они не	3	3
226	об этом	8	3
227	заметить что	2	3
228	уже о	7	3
229	что на	3	3
230	на себя	3	3
231	не говоря	6	3
232	и он	3	3
233	в сферу	4	3
234	в мифе	18	3
235	для этого	3	3
236	все эти	4	3
237	о ней	3	3
238	было бы	13	3
239	мы не	11	3
240	говоря уже	6	3
241	дело не	2	3
242	более не	2	3
243	должна быть	11	3
244	и всякое	2	3
245	как мы	4	3
246	да и	4	3
247	одно и	6	3
248	содержит в	2	3
249	и от	4	3
250	или не	10	3
251	не будучи	2	3
252	тут же	3	3
253	с этим	4	3
254	бы быть	2	3
255	его как	6	3
256	с их	4	3
257	хотя бы	9	3
258	который не	2	3
259	и по	2	3
260	бы это	3	3
261	не просто	20	3
262	как не	4	3
263	на первый	4	3
264	и наконец	2	3
265	при всем	5	3
266	заключается в	3	3
267	отношения к	4	3
268	не имеет	18	3
269	их в	2	3
270	когда он	3	3
271	к чему	2	3
272	личности в	9	3
273	всяком случае	3	3
274	жизни и	8	3
275	то ни	4	3
276	место в	2	3
277	о себе	2	3
278	и что	21	3
279	однако не	2	3
280	имеем дело	2	3
281	и без	4	3
282	вместе с	3	3
283	я с	2	2
284	от его	2	2
285	чтобы не	4	2
286	ни о	8	2
287	именно о	3	2
288	от всего	6	2
289	мифа и	9	2
290	не имеют	2	2
291	неотделим от	4	2
292	мифом и	3	2
293	оба они	2	2
294	как к	2	2
295	едва ли	2	2
296	также не	3	2
297	друг друга	3	2
298	охватывает все	2	2
299	есть не	11	2
300	сами по	3	2
301	ни чисто	4	2
302	быть и	7	2
303	бы его	2	2
304	он всегда	3	2
305	в науке	3	2
306	от своего	2	2
307	и вне	3	2
308	и при	4	2
309	самом деле	7	2
310	одной и	4	2
311	просто как	3	2
312	в чем	11	2
313	его не	3	2
314	всего в	2	2
315	что даже	2	2
316	по существу	2	2
317	в него	2	2
318	и тех	2	2
319	мифа как	2	2
320	не приходится	2	2
321	к нему	4	2
322	а только	2	2
323	или по	4	2
324	мифа не	2	2
325	это тоже	2	2
326	жизнь в	2	2
327	разного рода	2	2
328	не имея	2	2
329	так в	2	2
330	возможно только	7	2
331	не то	3	2
332	в особом	2	2
333	тем или	3	2
334	иметь в	3	2
335	что с	2	2
336	в собственном	3	2
337	себя и	3	2
338	как нечто	2	2
339	все это	13	2
340	жизнь личности	3	2
341	и они	3	2
342	же как	4	2
343	вовсе не	18	2
344	бы то	3	2
345	но зато	2	2
346	представление о	3	2
347	и вообще	7	2
348	в разные	2	2
349	не от	2	2
350	тех же	2	2
351	утверждать что	6	2
352	только то	2	2
353	же это	4	2
354	тем более	5	2
355	бытия и	5	2
356	должно быть	7	2
357	что она	13	2
358	это было	5	2
359	не нужно	2	2
360	мы можем	3	2
361	целый ряд	3	2
362	себя самого	4	2
363	если бы	10	2
364	и той	4	2
365	и делает	2	2
366	сознания в	2	2
367	для того	4	2
368	с этой	7	2
369	понимать как	4	2
370	нас в	3	2
371	у него	2	2
372	ни с	4	2
373	всей его	2	2
374	не должно	2	2
375	ее в	3	2
376	на то	5	2
377	ни один	2	2
378	возможна только	2	2
379	и с	10	2
380	но для	3	2
381	личности и	15	2
382	но на	2	2
383	как все	3	2
384	из которых	4	2
385	может не	4	2
386	тем кто	2	2
387	как таковая	5	2
388	в некоторых	3	2
389	что было	2	2
390	по его	2	2
391	он есть	7	2
392	только о	4	2
393	и только	6	2
394	из ее	3	2
395	одних и	2	2
396	во всем	5	2
397	а как	2	2
398	как с	2	2
