N	2gram	Bakhtin_Pr	Myslijsy
456	быть в	2	3
457	же мы	2	3
458	отличие от	3	3
459	идеи и	2	3
460	здесь мы	3	3
461	и человек	2	3
462	идеи в	12	3
463	она и	3	3
464	для них	3	3
465	а может	3	3
466	как объект	4	3
467	входят в	3	3
468	что значит	2	3
469	для этого	4	3
470	человека а	2	3
471	которая не	2	3
472	кроме того	3	3
473	и наконец	5	3
474	или как	5	3
475	себе и	3	3
476	его жизни	2	3
477	у меня	4	3
478	не совсем	2	3
479	как будто	4	3
480	именно на	2	3
481	в себя	3	3
482	находиться в	2	3
483	которые в	2	3
484	а что	2	3
485	в одной	9	3
486	но для	2	3
487	из всего	2	3
488	ничем не	2	3
489	как это	2	3
490	со всех	2	3
491	который мы	2	3
492	него самого	3	3
493	с которой	4	3
494	образ а	2	3
495	сливается с	6	3
496	с одним	2	3
497	большинстве случаев	3	3
498	здесь не	2	3
499	человек и	2	3
500	с которыми	2	3
501	в пространстве	3	3
502	это в	3	3
503	поэтического творчества	2	3
504	в результате	6	3
505	котором мы	2	3
506	ее в	2	3
507	лежащие в	2	3
508	в большинстве	3	3
509	их и	3	3
510	себе все	2	3
511	на мир	10	3
512	он сам	9	3
513	можем сказать	2	3
514	в форме	8	3
515	они ни	2	3
516	не значит	4	3
517	однако не	2	3
518	он все	2	2
519	только отдельные	2	2
520	ее и	2	2
521	во времени	4	2
522	что дело	2	2
523	в полном	2	2
524	еще раз	3	2
525	во все	5	2
526	к более	2	2
527	роль в	2	2
528	на пути	2	2
529	человека по	2	2
530	людей и	2	2
531	на ее	2	2
532	степени как	2	2
533	к человеку	3	2
534	и сила	2	2
535	значение для	2	2
536	образом уже	2	2
537	для своего	2	2
538	все остальное	2	2
539	тоже не	2	2
540	смысле как	2	2
541	ни одна	2	2
542	времени в	2	2
543	в единство	8	2
544	переходит в	2	2
545	и самого	4	2
546	а есть	3	2
547	на языке	2	2
548	который в	2	2
549	художественный образ	2	2
550	не могли	3	2
551	бы он	3	2
552	какой бы	2	2
553	по выражению	2	2
554	лежит в	3	2
555	и эта	3	2
556	в первой	3	2
557	с их	9	2
558	время не	3	2
559	самосознания и	2	2
560	этот мир	3	2
561	оно ни	2	2
562	переходит к	2	2
563	нет ни	5	2
564	сознания в	2	2
565	как у	4	2
566	нему как	2	2
567	глубины души	2	2
568	нами в	5	2
569	образ в	2	2
570	непосредственно в	2	2
571	можно говорить	2	2
572	им в	4	2
573	есть если	2	2
574	имеем в	2	2
575	и могут	2	2
576	его слово	2	2
577	может понять	2	2
578	раз и	4	2
579	друг к	4	2
580	не об	6	2
581	входящих в	2	2
582	с образом	3	2
583	в сфере	4	2
584	ему не	2	2
585	бы их	5	2
586	эта особенность	4	2
587	человека но	2	2
588	что из	3	2
589	для других	2	2
590	это и	10	2
591	не видим	2	2
592	существует только	2	2
593	друга и	2	2
594	себе самом	9	2
595	о нем	16	2
596	сознания не	3	2
597	но конечно	3	2
598	только с	2	2
599	стороны его	3	2
600	она так	2	2
601	для их	2	2
602	же как	5	2
603	них в	2	2
604	из его	4	2
605	я не	7	2
606	мира но	2	2
607	не исчерпывается	3	2
608	под этим	2	2
609	он как	4	2
610	и нет	2	2
611	они могут	2	2
612	же это	2	2
613	и еще	2	2
614	в противоположность	3	2
615	всех этих	3	2
616	себя в	5	2
617	друг в	3	2
618	с ее	5	2
619	совершенно справедливо	2	2
620	вне его	2	2
621	отличается от	3	2
622	ни его	2	2
623	человека из	4	2
624	и сам	5	2
625	его и	4	2
626	как одно	3	2
627	бы уже	2	2
628	переходим к	2	2
629	нет и	4	2
630	его сознании	2	2
631	точек зрения	5	2
632	оно может	2	2
633	к другу	4	2
634	в устах	2	2
635	из которых	3	2
636	личной жизни	2	2
637	или точнее	2	2
638	зависимости от	5	2
639	лишь один	2	2
640	что имеет	2	2
641	себе еще	2	2
642	как его	2	2
643	по своим	4	2
