N	2gram	Tiupa_Lite	Psycholo
295	что ему	4	5
296	человека и	2	5
297	евгения онегина	2	5
298	и всегда	2	5
299	том же	3	5
300	в каждой	2	5
301	в душе	3	5
302	для читателя	2	5
303	а затем	3	5
304	если в	2	5
305	то в	3	5
306	искусства от	2	5
307	а я	2	5
308	и является	2	5
309	все они	2	5
310	но даже	2	5
311	не мог	3	5
312	не знает	3	5
313	искусство не	2	5
314	целом ряде	2	5
315	по выражению	2	5
316	эти слова	2	5
317	себя в	7	5
318	дело не	2	5
319	в словах	2	5
320	человека в	5	5
321	произведения с	2	5
322	и сам	6	5
323	а то	2	5
324	в творчестве	2	5
325	однако не	2	5
326	быть не	2	5
327	и за	2	5
328	вплоть до	4	4
329	в поэме	5	4
330	также и	3	4
331	от своего	3	4
332	одном из	3	4
333	к своему	2	4
334	но по	2	4
335	не по	2	4
336	для своего	2	4
337	однако в	7	4
338	в глазах	4	4
339	аналогии с	3	4
340	всю жизнь	2	4
341	могут служить	2	4
342	мы с	3	4
343	который в	2	4
344	не с	2	4
345	не на	2	4
346	если оно	2	4
347	этой цели	2	4
348	все еще	2	4
349	с собой	4	4
350	и того	2	4
351	за то	2	4
352	по отношению	6	4
353	на один	2	4
354	ли не	7	4
355	и каждый	2	4
356	не остается	2	4
357	эстетический объект	3	4
358	без остатка	3	4
359	из нас	2	4
360	бы на	2	4
361	художественного впечатления	2	4
362	на два	2	4
363	себя как	2	4
364	не для	2	4
365	несет в	2	4
366	в связи	4	4
367	произведения как	2	4
368	одной из	2	4
369	в противоположность	2	4
370	и татьяны	2	4
371	отношении к	2	4
372	в пределах	4	4
373	при всем	4	4
374	в мире	9	4
375	перед ним	2	4
376	же время	12	4
377	ничего общего	2	4
378	свое собственное	3	4
379	в слове	3	4
380	от имени	2	3
381	с чем	3	3
382	одним из	8	3
383	ни было	2	3
384	для себя	6	3
385	воздействия на	2	3
386	из тех	2	3
387	общего с	3	3
388	следующим образом	2	3
389	не бывает	2	3
390	от тех	2	3
391	в сознание	3	3
392	и состоит	2	3
393	имел в	2	3
394	как нам	2	3
395	а также	5	3
396	по аналогии	3	3
397	однако и	2	3
398	и нет	4	3
399	на читателя	2	3
400	которая не	2	3
401	к себе	3	3
402	по которым	2	3
403	превращается в	2	3
404	речь в	2	3
405	то он	3	3
406	на почве	2	3
407	при рассмотрении	2	3
408	поскольку он	2	3
409	отношения между	3	3
410	еще в	7	3
411	со своей	3	3
412	не более	2	3
413	о которой	2	3
414	но с	3	3
415	этом как	3	3
416	и прежде	4	3
417	русской поэзии	5	3
418	своего героя	2	3
419	такого рода	18	3
420	героя в	2	3
421	быть это	4	3
422	искусства то	2	3
423	могло быть	2	3
424	нет ничего	2	3
425	быть может	2	3
426	и др	4	3
427	тем более	2	3
428	и я	7	3
429	этом случае	2	3
430	обращается к	5	3
431	здесь как	2	3
432	он сам	2	3
433	мышления и	3	3
434	а к	2	3
435	как я	3	3
436	эстетическое переживание	2	3
437	него в	2	3
438	от самого	2	3
439	в уме	4	3
440	не столько	8	3
441	под именем	2	3
442	отношению к	4	3
443	не могло	3	3
444	но уже	2	3
445	или иначе	9	3
446	к своей	2	3
447	он и	5	3
448	стихах и	2	3
449	имеем дело	2	3
450	же и	3	3
451	на основе	2	3
452	для этой	2	2
453	не станем	2	2
454	жизни в	5	2
455	на свою	3	2
456	себе как	2	2
457	в стихотворении	17	2
458	не надо	2	2
459	это как	3	2
460	всего в	4	2
461	как уже	3	2
462	а если	2	2
463	которая в	3	2
464	во втором	3	2
465	произведение в	2	2
466	для них	2	2
467	в образах	2	2
468	и художественного	2	2
469	то с	2	2
470	эстетического объекта	7	2
471	во многих	3	2
472	литературного произведения	4	2
473	тех же	3	2
474	читателя в	2	2
475	реакция на	2	2
476	ту или	2	2
477	время не	2	2
478	в любом	2	2
479	автора в	2	2
480	легко и	2	2
481	от сознания	2	2
482	по крайней	2	2
483	в сферу	2	2
484	есть лишь	2	2
485	или иных	2	2
486	за собой	2	2
487	потребности в	2	2
488	жизни как	3	2
489	нового человека	2	2
490	он на	2	2
491	и жизни	4	2
492	сознания к	3	2
493	самому себе	2	2
494	чтобы не	2	2
495	или иной	3	2
496	бы я	2	2
497	крайней мере	2	2
498	при взгляде	2	2
499	не раз	2	2
500	по своей	3	2
501	который бы	2	2
502	и т.д	8	2
503	нет в	2	2
504	со своим	2	2
505	в лирике	3	2
506	нам представляется	3	2
507	к смерти	2	2
508	при всех	2	2
509	ко всему	4	2
510	даже и	2	2
511	наконец в	2	2
512	тех или	2	2
513	в россии	2	2
514	в начале	4	2
515	на свете	2	2
516	из своих	2	2
517	и одновременно	2	2
518	не обладает	2	2
519	о себе	7	2
520	ничего кроме	2	2
521	поскольку речь	2	2
522	а для	3	2
523	ведет к	5	2
524	русской литературе	7	2
525	не поддается	2	2
526	в литературе	2	2
527	так называемый	3	2
528	их не	2	2
529	жизни не	2	2
530	в сфере	7	2
531	того кто	2	2
532	это надо	2	2
533	будь то	2	2
534	с миром	5	2
535	отдельной личности	3	2
536	от жизни	2	2
537	более чем	4	2
538	друг друга	5	2
539	так или	8	2
540	вокруг себя	2	2
541	которого является	2	2
542	и вновь	2	2
543	не оставляет	3	2
