N	2gram	Trubetskoy	FransuaR
227	с другом	14	5
228	церкви и	9	5
229	с нею	3	5
230	должно быть	3	5
231	и этот	3	5
232	ко всем	3	5
233	всяком случае	6	5
234	он сам	3	5
235	и только	5	5
236	а следовательно	3	5
237	но даже	2	5
238	себя и	5	5
239	во многих	2	5
240	видеть в	2	5
241	то в	3	5
242	всем этим	2	5
243	больше чем	2	5
244	не к	2	5
245	на то	5	5
246	он должен	5	4
247	в мировоззрении	2	4
248	когда они	4	4
249	но если	3	4
250	что только	2	4
251	на которой	2	4
252	которой он	4	4
253	так часто	2	4
254	друг другу	2	4
255	говоря о	2	4
256	к этой	4	4
257	это есть	2	4
258	на это	2	4
259	если же	2	4
260	и сейчас	3	4
261	но для	2	4
262	о которых	3	4
263	не так	2	4
264	самим собой	12	4
265	быть и	2	4
266	этот вопрос	2	4
267	на такой	2	4
268	если в	6	4
269	и тем	2	4
270	в борьбе	2	4
271	там и	2	4
272	бы ни	2	4
273	у других	2	4
274	знаем что	3	4
275	по себе	2	4
276	культуре и	2	4
277	принадлежат к	2	4
278	это только	2	3
279	друг от	2	3
280	она не	2	3
281	не о	2	3
282	ни к	7	3
283	от друга	2	3
284	указывает на	2	3
285	собой и	3	3
286	европейской культуры	2	3
287	со стороны	4	3
288	тому что	2	3
289	бы то	4	3
290	для нее	2	3
291	в силу	2	3
292	между собой	5	3
293	а с	2	3
294	участие в	2	3
295	а потому	5	3
296	не будет	7	3
297	то ни	4	3
298	от этой	2	3
299	том чтобы	3	3
300	является не	2	3
301	ясно что	2	3
302	остается в	2	3
303	весьма часто	2	3
304	что с	2	3
305	касается до	2	3
306	признать что	6	3
307	на совершенно	2	3
308	то это	3	3
309	и тогда	2	3
310	не есть	3	3
311	приводит к	4	3
312	в лучшем	3	3
313	так чтобы	3	3
314	себя на	2	3
315	говорили в	2	3
316	однако они	2	2
317	мы должны	7	2
318	бы его	2	2
319	сил и	3	2
320	с самим	2	2
321	всех народов	2	2
322	от нас	2	2
323	время когда	2	2
324	от своей	2	2
325	для народа	2	2
326	жизни своего	2	2
327	понять что	2	2
328	в меру	2	2
329	к той	2	2
330	этого вида	2	2
331	что такое	2	2
332	если не	2	2
333	же дело	2	2
334	ибо в	3	2
335	может только	3	2
336	этого не	2	2
337	речь идет	2	2
338	чудесным образом	4	2
339	можно ли	3	2
340	во главе	2	2
341	одному из	2	2
342	взгляде на	2	2
343	общественной жизни	2	2
344	работа по	2	2
345	всех людей	2	2
346	смотреть на	4	2
347	не должен	2	2
348	некоторых из	2	2
349	чтобы в	2	2
350	любовь к	2	2
351	к которой	6	2
352	только к	3	2
353	отличается от	2	2
354	же образом	2	2
355	пути к	2	2
356	том и	2	2
357	на почве	2	2
358	ни от	2	2
359	они принадлежат	2	2
360	быть самим	4	2
361	при котором	3	2
362	другом случае	2	2
363	мира от	3	2
364	вся она	2	2
365	в вопросах	3	2
366	что может	3	2
367	не можем	2	2
368	что оно	3	2
369	и вместе	2	2
370	культуры с	2	2
371	этом случае	3	2
372	этой роли	2	2
373	отправной точкой	2	2
374	разных сторон	2	2
375	и является	2	2
376	лишь к	4	2
377	культурной жизни	2	2
