N	2gram	Tiupa_Hudo	Formalny
222	в нашем	2	5
223	чтобы не	2	4
224	и притом	3	4
225	или даже	3	4
226	а на	5	4
227	одним из	2	4
228	он должен	3	4
229	в романе	3	4
230	на котором	2	4
231	идет о	2	4
232	произведение искусства	12	4
233	между двумя	2	4
234	что каждый	2	4
235	соединении с	2	4
236	того же	3	4
237	не будет	3	4
238	или в	2	4
239	во всей	3	4
240	имеет место	3	4
241	одна из	2	4
242	могла бы	2	4
243	тем не	3	4
244	сама по	2	4
245	превращается в	2	4
246	тот или	3	4
247	в таком	3	4
248	и другие	2	4
249	и о	4	4
250	отношении к	3	4
251	подобно тому	3	4
252	слова как	5	4
253	что такое	2	4
254	или иначе	5	4
255	роман и	2	4
256	значения и	2	4
257	об искусстве	2	4
258	совпадает с	2	4
259	к другому	2	4
260	в художественной	3	4
261	или иной	9	3
262	в каком	2	3
263	противном случае	2	3
264	внутренней речи	14	3
265	с художественной	3	3
266	воздействия на	2	3
267	не всегда	2	3
268	в году	2	3
269	вступает в	2	3
270	вследствие этого	2	3
271	но как	2	3
272	так или	4	3
273	связей с	2	3
274	речи и	4	3
275	состоит в	20	3
276	этого термина	2	3
277	числе и	2	3
278	к своему	2	3
279	в качестве	31	3
280	как совокупность	3	3
281	тем более	2	3
282	не сводится	9	3
283	том числе	3	3
284	мира в	2	3
285	художественного целого	3	3
286	бы не	2	3
287	сознания в	4	3
288	в чем	2	3
289	в форме	4	3
290	в контексте	3	3
291	не с	2	3
292	вытекает из	2	3
293	в одном	3	3
294	а именно	3	3
295	и прежде	3	3
296	со своей	4	3
297	в системе	3	3
298	с их	2	3
299	в противном	2	3
300	и особенно	2	3
301	не просто	2	3
302	как система	2	3
303	художественного творчества	6	3
304	но он	3	3
305	во времени	4	2
306	о чем	3	2
307	человека и	2	2
308	ними и	2	2
309	всех без	3	2
310	искусства как	3	2
311	в другом	4	2
312	к более	2	2
313	автора с	2	2
314	не могли	2	2
315	его организации	3	2
316	не знает	4	2
317	а с	2	2
318	как художественное	2	2
319	на языке	3	2
320	в точке	3	2
321	высказывания в	5	2
322	мира и	2	2
323	с читателем	2	2
324	мы имеем	6	2
325	этой точки	2	2
326	однако в	4	2
327	в силу	4	2
328	тем или	2	2
329	с ними	2	2
330	при всем	2	2
331	заключается в	2	2
332	и некоторые	2	2
333	никто не	3	2
334	который в	2	2
335	жизни а	2	2
336	в структуре	3	2
337	во внешнем	2	2
338	художественная реальность	2	2
339	но она	2	2
340	особого рода	8	2
341	мышления и	2	2
342	одно и	3	2
343	ту или	2	2
344	что она	2	2
345	в душе	9	2
346	себя в	8	2
347	дело не	2	2
348	художественное целое	2	2
349	той или	5	2
350	языка на	2	2
351	форм высказывания	2	2
352	совершенно иной	2	2
353	героя и	5	2
354	времени и	2	2
355	даль и	2	2
356	а для	2	2
357	но только	2	2
358	ни к	2	2
359	было и	2	2
360	взаимодействия людей	2	2
361	ни для	2	2
362	далеко не	4	2
363	всей его	2	2
364	автора и	3	2
365	в принципе	8	2
366	жизни но	2	2
367	или иных	2	2
368	строго говоря	2	2
369	облекается в	2	2
370	на наших	2	2
371	имеем в	3	2
372	таком случае	2	2
373	этих двух	2	2
374	несмотря на	2	2
375	тех или	2	2
376	для искусства	2	2
377	и того	3	2
378	чем это	2	2
379	данный момент	2	2
380	события в	2	2
381	внутреннего мира	2	2
