N	2gram	Voloshinov	StatiiOP
339	тогда когда	2	3
340	он должен	2	3
341	быть это	2	3
342	но именно	2	3
343	к своему	2	3
344	а вовсе	3	3
345	без труда	2	3
346	на основании	5	3
347	ведь и	3	3
348	образом в	2	3
349	для своего	2	3
350	к этим	2	3
351	она не	6	3
352	к этой	2	3
353	это уже	3	3
354	заметить что	2	3
355	и как	3	3
356	только при	2	3
357	в голову	4	3
358	не то	2	3
359	на них	2	3
360	смысле слова	4	3
361	совсем не	6	3
362	себя и	4	3
363	и ее	7	3
364	бы то	3	3
365	них и	2	3
366	к его	3	3
367	бы в	2	3
368	все время	4	3
369	в сознании	3	3
370	но эти	2	3
371	и до	5	3
372	в нашей	2	3
373	от этого	2	3
374	однако и	2	3
375	также в	2	3
376	и уже	2	3
377	борьбы с	4	3
378	он хотел	3	3
379	что значит	2	3
380	если и	2	3
381	меньшей мере	2	3
382	свое выражение	2	3
383	во всей	3	3
384	со всеми	5	3
385	если это	3	3
386	их в	3	3
387	я и	7	3
388	когда он	3	3
389	в свою	6	3
390	по меньшей	2	3
391	представляет собой	2	3
392	он и	2	3
393	то или	2	3
394	или иное	2	3
395	то ни	4	3
396	как его	2	3
397	отношения к	2	3
398	не к	2	3
399	что при	2	3
400	не дает	4	3
401	на основе	3	3
402	с помощью	20	3
403	с чувством	2	2
404	в таких	4	2
405	нигде не	4	2
406	таким путем	5	2
407	ни о	6	2
408	для самого	2	2
409	никаких оснований	2	2
410	его к	4	2
411	для всех	3	2
412	нуждается в	3	2
413	его отношение	2	2
414	есть только	3	2
415	в связь	2	2
416	является его	2	2
417	едва ли	4	2
418	и таким	3	2
419	пишет он	2	2
420	выражение в	4	2
421	на всем	3	2
422	свою очередь	4	2
423	и при	3	2
424	в момент	2	2
425	не больше	3	2
426	и ни	3	2
427	отличие от	2	2
428	мы знаем	11	2
429	по своему	4	2
430	мы видели	12	2
431	для понимания	2	2
432	и этот	2	2
433	значение для	2	2
434	и оно	4	2
435	нам в	3	2
436	то она	2	2
437	на этой	3	2
438	и она	3	2
439	а только	4	2
440	жизнь в	2	2
441	все его	3	2
442	нет это	2	2
443	какой степени	3	2
444	от других	2	2
445	цели и	2	2
446	между собой	4	2
447	из которого	4	2
448	ведь если	2	2
449	которой он	3	2
450	для них	3	2
451	любви в	2	2
452	и этим	3	2
453	но вместе	2	2
454	в зависимости	4	2
455	и всей	2	2
456	и может	4	2
457	о каком	2	2
458	и они	2	2
459	тот же	10	2
460	в одну	2	2
461	и от	3	2
462	явление в	3	2
463	укладывается в	3	2
464	когда мы	2	2
465	бы он	3	2
466	тех же	5	2
467	исключительно в	2	2
468	его с	2	2
469	всю жизнь	2	2
470	время в	2	2
471	так сказать	7	2
472	из этой	2	2
473	это вовсе	4	2
474	по преимуществу	2	2
475	приходится сказать	2	2
476	с ее	4	2
477	фактов и	2	2
478	объясняется и	2	2
479	зависимости от	4	2
480	и тех	3	2
481	и той	3	2
482	таком виде	2	2
483	превращается в	2	2
484	и вот	8	2
485	жизни в	3	2
486	выйти за	3	2
487	как по	2	2
488	ни было	2	2
489	между собою	2	2
490	отказаться от	2	2
491	чем не	5	2
492	чаще всего	3	2
493	по их	2	2
494	работы и	2	2
495	в пределах	6	2
496	но вовсе	3	2
497	в отличие	2	2
498	в свой	3	2
499	но нет	2	2
500	значение в	3	2
501	далеко не	5	2
502	всей его	2	2
503	ни один	3	2
504	входит в	2	2
505	на которой	2	2
506	зрения на	6	2
507	воспоминания о	2	2
508	те же	9	2
509	это прежде	2	2
510	доказать что	2	2
511	мог бы	2	2
512	роль в	7	2
513	протяжении всей	6	2
514	и теперь	2	2
515	как не	3	2
516	в поле	2	2
517	мы в	3	2
518	с их	5	2
519	сам по	4	2
520	только о	2	2
521	же самое	2	2
522	жизни но	2	2
523	чем же	6	2
524	не укладывается	2	2
525	быть и	7	2
526	связанное с	3	2
527	на все	3	2
528	мы и	4	2
