N	2gram	Vygotskiy_	Komedia
429	будто бы	3	3
430	то обстоятельство	2	3
431	если он	2	3
432	по себе	13	3
433	находится в	2	3
434	относится к	2	3
435	в таком	4	3
436	и есть	7	3
437	как на	15	3
438	не найдем	2	3
439	во всем	3	3
440	в нашем	3	3
441	этих двух	8	3
442	до самого	2	3
443	от друга	2	3
444	образом и	3	2
445	его мнению	4	2
446	в каком	7	2
447	перед нами	5	2
448	отношения между	3	2
449	те же	3	2
450	каким образом	2	2
451	очевидно что	3	2
452	с которой	2	2
453	не для	4	2
454	и следовательно	3	2
455	ни одна	2	2
456	еще раз	2	2
457	своего героя	3	2
458	не как	3	2
459	в конечном	2	2
460	что здесь	3	2
461	которых мы	5	2
462	в монологе	2	2
463	никак не	10	2
464	всех остальных	2	2
465	бы его	3	2
466	не могли	4	2
467	пьесы в	2	2
468	это только	5	2
469	от себя	2	2
470	во времени	2	2
471	и при	3	2
472	это как	2	2
473	дает нам	2	2
474	они должны	2	2
475	нас не	2	2
476	что даже	3	2
477	и очень	5	2
478	того что	12	2
479	со всей	4	2
480	на которых	2	2
481	и дает	3	2
482	о нем	3	2
483	в душе	2	2
484	что все	12	2
485	бы по	3	2
486	но еще	3	2
487	могло быть	2	2
488	мы узнаем	2	2
489	здесь же	2	2
490	в ту	2	2
491	гораздо более	3	2
492	стиха и	2	2
493	была бы	4	2
494	предположить что	2	2
495	зависимости от	9	2
496	ту же	3	2
497	нам не	2	2
498	в стихе	4	2
499	что тот	2	2
500	чувства в	3	2
501	в уста	3	2
502	этой точки	3	2
503	и та	5	2
504	не имеющего	2	2
505	в известном	2	2
506	в основу	6	2
507	в состав	3	2
508	совсем не	3	2
509	и под	3	2
510	с такой	5	2
511	содержания и	4	2
512	мы видим	13	2
513	в зависимости	7	2
514	и до	4	2
515	все эти	5	2
516	и дальше	3	2
517	себя и	3	2
518	и может	3	2
519	в центре	2	2
520	но его	2	2
521	под влиянием	3	2
522	из четырех	2	2
523	ее не	2	2
524	в положении	2	2
525	должна быть	2	2
526	что эти	4	2
527	этом случае	2	2
528	рядом с	6	2
529	изображения характера	2	2
530	и можно	2	2
531	дают нам	2	2
532	чем это	4	2
533	именно поэтому	2	2
534	еще один	2	2
535	нет в	2	2
536	быть не	2	2
537	как например	2	2
538	к которой	4	2
539	и два	2	2
540	так мы	4	2
541	из этой	2	2
542	при таком	4	2
543	но это	2	2
544	в собственном	2	2
545	не все	3	2
546	в противоположность	3	2
547	и так	4	2
548	только с	3	2
549	о котором	9	2
550	чтобы сделать	2	2
551	в действие	2	2
552	сказал что	2	2
553	всех трех	3	2
554	слова и	2	2
555	превращается в	2	2
556	это делает	3	2
557	сцены в	2	2
558	себе не	2	2
559	с двумя	3	2
560	но они	2	2
561	речь в	2	2
562	как только	5	2
563	формы и	4	2
564	для него	5	2
565	почти все	3	2
566	в жизни	2	2
567	чтобы понять	3	2
568	знает что	2	2
569	чем больше	3	2
570	в самых	4	2
571	и является	2	2
572	этот вопрос	6	2
573	то мы	2	2
574	ее в	2	2
575	не будет	3	2
576	стороны он	4	2
577	эти две	4	2
578	указывает что	7	2
579	что между	2	2
580	этом смысле	4	2
581	к самому	3	2
582	ко всем	2	2
583	как она	9	2
584	в лучшем	3	2
585	тому как	3	2
586	образом для	2	2
587	к жизни	2	2
588	свое мнение	2	2
589	в стороне	2	2
590	сводится к	7	2
591	к другому	2	2
592	говорит о	5	2
593	и жизнь	2	2
594	на примере	7	2
595	мы уже	7	2
596	в пьесе	3	2
597	на первый	2	2
598	и только	5	2
599	умер и	2	2
600	в форме	2	2
601	именно на	6	2
602	первый план	3	2
603	если же	3	2
604	событий в	2	2
605	рассказывает о	2	2
606	без всякого	3	2
