N	2gram	Vinokur_Vv	StatiiOP
246	том отношении	3	6
247	обратить внимание	2	6
248	этом смысле	11	6
249	этих двух	2	6
250	говорить о	5	6
251	свое время	3	5
252	в очень	3	5
253	его в	6	5
254	этого рода	9	5
255	но если	6	5
256	и далее	2	5
257	что именно	2	5
258	в свое	3	5
259	том же	2	5
260	как он	6	5
261	и потому	2	5
262	из истории	2	5
263	в основу	2	5
264	она была	2	5
265	одной стороны	4	5
266	что не	5	5
267	отношении к	2	5
268	же касается	2	5
269	один из	6	5
270	при этом	3	5
271	в тех	2	5
272	в сущности	3	5
273	до того	2	5
274	должна быть	2	5
275	из таких	2	5
276	хотя и	5	5
277	начале xix	2	5
278	то это	3	5
279	другом месте	2	5
280	не как	3	5
281	как будто	3	5
282	с одной	4	5
283	после того	2	5
284	на протяжении	2	5
285	на нее	3	5
286	том чтобы	6	5
287	ни с	2	5
288	вообще не	3	5
289	на тему	2	5
290	уже не	6	5
291	о которой	2	5
292	в слове	3	5
293	в каждой	2	4
294	не могут	6	4
295	одна из	3	4
296	в форме	2	4
297	на этом	3	4
298	нисколько не	3	4
299	что оно	2	4
300	по языку	5	4
301	казалось бы	2	4
302	смысле этого	9	4
303	но как	2	4
304	мере в	6	4
305	только с	4	4
306	так или	4	4
307	состоит в	2	4
308	культуры в	5	4
309	которые были	2	4
310	и без	2	4
311	а потому	5	4
312	отношении что	3	4
313	и те	2	4
314	в прямом	4	4
315	и тогда	3	4
316	в связи	2	4
317	е в	4	4
318	это есть	2	4
319	в первом	5	4
320	в применении	7	4
321	этого термина	3	4
322	случае не	2	4
323	этого слова	2	4
324	как мы	11	4
325	литературы и	2	4
326	да и	4	4
327	для этого	3	4
328	не могли	2	4
329	научной работы	3	4
330	в чисто	4	4
331	же это	2	4
332	бы и	3	4
333	которые не	2	4
334	в обоих	2	4
335	в значительной	3	4
336	в центре	4	4
337	тем или	2	4
338	только что	4	4
339	из двух	4	4
340	как о	4	4
341	и другие	2	4
342	а именно	6	4
343	и так	2	4
344	могло бы	2	4
345	в ряде	2	4
346	языка не	2	4
347	или иным	2	4
348	не существует	2	4
349	здесь нет	4	4
350	языка в	5	4
351	во внимание	3	4
352	уже после	3	4
353	на рубеже	2	4
354	или иначе	4	4
355	для которых	3	4
356	применении к	6	4
357	и именно	13	4
358	связана с	4	4
359	и творчества	2	4
360	будто бы	2	4
361	чем в	3	4
362	все более	4	3
363	или иной	3	3
364	виде в	2	3
365	е не	2	3
366	о них	2	3
367	из того	2	3
368	той мере	6	3
369	по истории	2	3
370	отношений между	3	3
371	при всей	2	3
372	котором он	2	3
373	от того	3	3
374	или же	3	3
375	тогда когда	4	3
376	и других	3	3
377	так называемая	2	3
378	к своему	2	3
379	что нет	2	3
380	задний план	2	3
381	быть в	5	3
382	на основании	5	3
383	на котором	2	3
384	о котором	8	3
385	это уже	2	3
386	на том	3	3
387	может служить	3	3
388	и как	9	3
389	даже и	4	3
390	xviii в	6	3
391	не говоря	2	3
392	смысле слова	7	3
393	языка но	2	3
394	есть еще	3	3
395	совсем не	3	3
396	здесь не	3	3
397	к историческим	2	3
398	а затем	2	3
399	представляют собой	9	3
400	говоря уже	2	3
401	прямом смысле	4	3
402	и ее	4	3
403	этом случае	6	3
404	сомнений в	2	3
405	принять во	2	3
406	них и	2	3
407	это еще	2	3
408	работа над	2	3
409	в содержании	2	3
410	бы в	2	3
411	до нас	3	3
412	известном смысле	3	3
413	все время	2	3
414	любовь к	4	3
415	и до	2	3
416	от этого	5	3
417	искусства и	2	3
418	к истории	6	3
419	смотреть на	5	3
420	и уже	3	3
421	при жизни	2	3
422	меньшей мере	2	3
423	свое выражение	3	3
424	работы в	3	3
425	можно считать	2	3
426	если это	2	3
427	внимания к	2	3
428	в свою	2	3
429	произведения и	2	3
430	которой в	2	3
431	по меньшей	2	3
432	представляет собой	14	3
433	но что	3	3
434	он и	2	3
435	так чтобы	3	3
436	к числу	2	3
437	отчет в	3	3
438	не к	2	3
439	с помощью	2	3
440	в таких	2	2
441	это делает	2	2
442	таким путем	2	2
443	с полной	2	2
444	его к	2	2
445	нуждается в	3	2
446	например что	3	2
447	есть только	2	2
448	это однако	2	2
449	или нет	2	2
450	доказывать что	2	2
451	же только	3	2
452	что собственно	3	2
453	а во-вторых	2	2
454	о языке	6	2
455	выражение в	2	2
456	критики и	2	2
457	ответа на	3	2
458	этой работы	3	2
459	от себя	3	2
460	истории литературы	3	2
461	свою очередь	2	2
462	у них	2	2
463	и при	2	2
464	в интересах	4	2
465	отличие от	4	2
466	одно дело	2	2
467	с русской	3	2
468	по своему	5	2
469	мы видели	3	2
470	и совершенно	2	2
471	то она	2	2
472	на этой	3	2
473	в работах	2	2
474	дело что	2	2
475	а только	8	2
476	не место	2	2
477	на такие	2	2
478	а если	2	2
479	что можно	2	2
480	времени в	3	2
481	история литературы	3	2
482	однако с	2	2
483	видеть что	6	2
484	от других	2	2
485	еще при	2	2
486	видит в	4	2
487	по содержанию	3	2
488	точно так	2	2
489	для них	2	2
490	что история	6	2
491	в разных	7	2
492	большей части	2	2
493	по тем	2	2
494	вот почему	3	2
495	но вместе	2	2
496	в зависимости	3	2
497	тогда как	2	2
498	рукописи и	2	2
499	с теми	2	2
500	и теми	3	2
501	как нечто	8	2
502	той или	3	2
503	одновременно и	3	2
504	эти науки	4	2
505	воззрением на	2	2
506	хотя в	2	2
507	что если	2	2
508	в число	2	2
509	но уже	2	2
510	но зато	2	2
511	какой бы	2	2
512	только по	3	2
513	не признать	4	2
514	когда мы	2	2
515	истории и	4	2
516	одно целое	2	2
517	время в	2	2
518	не до	2	2
519	чтобы понять	4	2
520	с ней	2	2
521	этой почве	2	2
522	дело с	9	2
523	сам же	2	2
524	зависимости от	3	2
525	и той	3	2
526	языка на	2	2
527	вообще в	2	2
528	так называемой	3	2
529	и вот	3	2
530	по мере	4	2
531	слова как	2	2
532	язык в	3	2
533	второй половины	3	2
534	чаще всего	2	2
535	в известной	3	2
536	по их	2	2
537	и из	2	2
538	в отличие	4	2
539	ко времени	2	2
540	с историей	3	2
541	значение в	2	2
542	язык и	3	2
543	целом ряде	2	2
544	чтобы можно	2	2
545	языка с	2	2
546	каждой из	6	2
547	за собой	3	2
548	входит в	3	2
549	соответствии с	2	2
550	литературы в	3	2
551	а между	2	2
552	мог бы	2	2
553	как она	4	2
554	сказалось в	2	2
555	связь между	5	2
556	с их	5	2
557	сам по	2	2
558	которая существует	2	2
559	литературе не	2	2
560	только о	2	2
561	именно на	2	2
562	же самое	3	2
563	иной раз	2	2
564	чем же	3	2
565	собой в	2	2
566	быть и	2	2
