N	2gram	Bakhtin_Fr	Istorich
280	кажется что	2	8
281	для этого	2	8
282	вообще не	3	8
283	именно в	5	8
284	тому как	2	8
285	именно на	3	8
286	не дает	2	8
287	мы будем	2	8
288	смерть и	2	8
289	образом и	2	8
290	здесь же	4	8
291	на своем	2	8
292	из его	2	8
293	с представлением	3	8
294	в жизни	4	8
295	подобно тому	2	8
296	большинстве случаев	6	8
297	же самое	3	8
298	но она	5	8
299	это явление	2	8
300	ту же	3	8
301	тут же	2	8
302	та же	2	8
303	в целях	2	8
304	от того	3	8
305	он был	8	8
306	и эта	2	8
307	и сам	2	8
308	можно сказать	4	8
309	независимо от	3	8
310	с другими	3	8
311	она и	2	8
312	на нем	2	8
313	конечно не	5	8
314	на самом	8	7
315	в конце	12	7
316	состоит из	2	7
317	и о	8	7
318	с самого	3	7
319	большую роль	2	7
320	того чтобы	9	7
321	этот момент	3	7
322	если в	3	7
323	как у	2	7
324	еще в	3	7
325	вплоть до	2	7
326	но эта	3	7
327	в начале	2	7
328	где он	2	7
329	по всему	2	7
330	того же	6	7
331	если мы	3	7
332	как на	6	7
333	между тем	3	7
334	и при	2	7
335	всякого рода	3	7
336	в фольклоре	3	7
337	в эту	2	7
338	свою жену	2	7
339	уже и	3	7
340	то он	2	7
341	думать что	2	7
342	им в	3	7
343	в области	2	7
344	самом деле	6	7
345	образом в	4	7
346	не столько	5	7
347	на них	2	7
348	здесь и	12	7
349	об этой	4	7
350	для него	4	7
351	в большинстве	6	7
352	для того	8	6
353	отличие от	3	6
354	вступают в	2	6
355	почти не	2	6
356	она дает	2	6
357	он стал	2	6
358	доходит до	2	6
359	и за	2	6
360	характерно что	4	6
361	в другое	3	6
362	часто в	4	6
363	между ними	4	6
364	этой связи	3	6
365	но дело	2	6
366	что все	4	6
367	с миром	10	6
368	формы и	2	6
369	от его	4	6
370	на эту	3	6
371	самого начала	3	6
372	той же	6	6
373	заметить что	2	6
374	то в	3	6
375	его как	4	6
376	также и	11	6
377	он дает	2	6
378	они и	3	6
379	только о	2	6
380	тому же	5	6
381	это конечно	4	6
382	что по	3	6
383	не случайно	3	6
384	же и	2	6
385	никак не	3	5
386	это было	4	5
387	только для	4	5
388	соответствии с	2	5
389	что образ	4	5
390	животных и	3	5
391	это время	2	5
392	оттого что	2	5
393	в одно	2	5
394	по своему	5	5
395	том числе	6	5
396	мира и	10	5
397	для них	2	5
398	ее как	2	5
399	другом месте	3	5
400	это в	3	5
401	бы в	5	5
402	к концу	2	5
403	с ее	7	5
404	части тела	5	5
405	здесь он	2	5
406	несмотря на	3	5
407	о природе	2	5
408	не хочет	3	5
409	в виду	2	5
410	в один	2	5
411	они были	2	5
412	этом он	2	5
413	не могло	3	5
414	переходит в	3	5
415	в сторону	2	5
416	во все	2	5
417	подобного рода	2	5
418	на все	4	5
419	ней и	2	5
420	да и	2	5
421	в лице	2	5
422	но этот	5	5
423	в таком	2	5
424	нами в	2	5
425	обратимся к	2	5
426	в отличие	3	5
427	по тому	2	4
428	женщин и	3	4
429	связанное с	2	4
430	здесь как	4	4
431	нисколько не	4	4
432	и во	4	4
433	и вообще	3	4
434	все время	3	4
435	тем более	3	4
436	все они	7	4
437	из тела	2	4
438	ни с	2	4
439	себя и	2	4
440	во второй	3	4
441	на столе	3	4
442	правда в	3	4
443	в разных	2	4
444	тела и	14	4
445	и больше	2	4
446	особенно в	4	4
447	в результате	5	4
448	нельзя было	2	4
449	для этой	2	4
450	он по	2	4
451	в ту	3	4
452	если же	2	4
453	но его	3	4
454	как раз	5	4
455	хотя он	2	4
456	и этот	2	4
457	это место	3	4
458	в литературе	4	4
459	все три	2	4
460	нас в	4	4
461	в городе	3	4
462	здесь только	5	4
463	и сейчас	2	4
464	с точки	5	4
465	еще и	6	4
466	и целый	2	4
467	их с	4	4
468	один раз	2	4
469	с которой	2	4
470	когда в	2	4
471	человеком и	2	4
472	под названием	3	4
473	дело в	5	4
474	есть в	5	4
475	человека с	5	4
476	в самом	7	4
477	но на	3	4
478	и поэтому	2	3
479	точку зрения	3	3
480	своей жизни	2	3
481	на свет	3	3
482	уже говорили	7	3
483	которая в	2	3
484	со всем	2	3
485	на языке	3	3
486	утверждают что	3	3
487	бы он	2	3
488	так сказать	2	3
489	и та	2	3
490	нет ни	2	3
491	когда они	2	3
492	здесь перед	3	3
493	к одной	2	3
494	стороны в	3	3
495	в эти	2	3
496	этой же	2	3
497	чтобы не	2	3
498	народа в	2	3
499	здесь все	4	3
500	казалось бы	2	3
501	формы эти	2	3
502	два раза	2	3
503	говорит и	2	3
504	мы находим	5	3
505	что даже	2	3
506	все то	6	3
507	что такие	2	3
508	ряд других	2	3
509	к самым	2	3
510	как они	4	3
511	в несколько	2	3
512	там на	2	3
513	всего сказанного	2	3
514	средние века	2	3
515	поэтому в	4	3
516	роль играют	2	3
517	он начинает	2	3
518	как его	2	3
519	и смертью	2	3
520	в системе	2	3
521	переходит на	2	3
522	все те	2	3
523	начиная с	2	3
524	как к	2	3
525	играют в	4	3
526	нам в	2	3
527	выражения как	2	3
528	отметить что	3	3
529	гл iv	3	3
530	у народа	2	3
531	между человеком	2	3
532	принимает форму	2	3
533	от всех	6	3
534	для всех	4	3
535	роль и	2	3
536	в эпоху	17	3
537	тем как	2	3
538	где они	3	3
539	тогда и	2	3
540	это своего	2	3
541	и до	3	3
542	больше чем	2	3
543	бы не	2	3
544	говорили что	2	3
545	этот образ	5	3
546	в средние	2	3
547	но их	2	3
548	момент в	2	3
549	которые были	2	3
550	женщины в	3	2
551	как ее	2	2
552	образов и	8	2
553	для всего	3	2
554	в каждом	3	2
555	от мира	2	2
556	числе и	3	2
557	его так	2	2
558	значение и	3	2
559	хлеб и	3	2
560	почти все	6	2
561	же этот	2	2
562	самом же	4	2
563	и пить	3	2
564	и связанные	2	2
565	лишь в	3	2
566	напоминает нам	2	2
567	и наиболее	2	2
568	можно говорить	2	2
569	для выражения	2	2
570	дает право	2	2
571	и другими	2	2
572	напомним что	3	2
573	первый план	3	2
574	дело здесь	3	2
575	в нашем	3	2
576	женщины и	4	2
577	был в	3	2
578	с помощью	6	2
579	здесь с	2	2
580	эти явления	2	2
581	этого рода	3	2
582	и питье	4	2
583	этих форм	3	2
584	гл viii	2	2
585	старого и	3	2
586	одновременно и	4	2
587	в основу	2	2
588	при дворе	2	2
589	и самый	3	2
590	в сущности	13	2
591	у этого	2	2
592	мира а	2	2
593	идет не	2	2
594	от земли	2	2
595	все остальные	3	2
596	это очень	2	2
597	вводит в	2	2
598	что человек	2	2
599	со всей	2	2
600	жизнь и	5	2
601	характерно для	3	2
602	чтобы его	2	2
603	перестает быть	3	2
604	на время	5	2
605	что дело	3	2
606	о своей	2	2
607	др в	2	2
608	и прежде	4	2
609	века и	2	2
610	ссылается на	2	2
611	именно это	2	2
612	он это	2	2
613	из самых	3	2
614	несколько слов	2	2
615	оно также	2	2
616	в приведенном	3	2
617	меньшей степени	2	2
618	характер и	2	2
619	а за	2	2
620	пути к	2	2
621	жизни они	2	2
622	в самой	8	2
623	из-за этого	2	2
624	в ряде	4	2
625	и другим	2	2
626	и страшное	2	2
627	выйти из	3	2
628	у всех	2	2
629	и жизни	2	2
630	у вас	2	2
631	и земли	2	2
632	здесь имеются	2	2
633	за счет	2	2
634	духа в	2	2
635	есть нечто	2	2
636	между этими	3	2
637	оно было	2	2
638	не остается	4	2
639	и вся	2	2
640	он хочет	3	2
641	особенности в	2	2
642	она говорит	2	2
643	он его	3	2
644	их было	2	2
645	место в	3	2
646	жизни на	2	2
647	этот процесс	3	2
648	с полной	3	2
649	форм в	3	2
650	традиции в	2	2
651	нет и	4	2
652	всей своей	2	2
653	него не	2	2
654	далее есть	2	2
655	же деле	4	2
656	говорить о	5	2
657	образа и	2	2
658	он съел	2	2
659	чем же	5	2
660	он знает	2	2
661	ночь с	2	2
662	в большей	2	2
663	утверждение что	2	2
664	подчеркнуть что	5	2
665	растет за	2	2
