N	2gram	Vygotskiy_	Morfolog
207	что эти	3	3
208	в этой	7	3
209	их как	2	2
210	в одну	2	2
211	данном случае	5	2
212	в каком	2	2
213	нашей работы	3	2
214	идет по	3	2
215	в данном	7	2
216	действия и	4	2
217	из этих	6	2
218	том как	2	2
219	одной стороны	7	2
220	к другой	6	2
221	не исключает	2	2
222	бы в	7	2
223	во второй	5	2
224	у нее	5	2
225	ответ на	3	2
226	это делается	3	2
227	в другом	3	2
228	и даже	3	2
229	как такового	2	2
230	является в	7	2
231	что она	8	2
232	к другу	4	2
233	в середине	2	2
234	нельзя было	2	2
235	при различных	2	2
236	за другим	2	2
237	этом отношении	7	2
238	в частности	4	2
239	одним из	3	2
240	на друга	2	2
241	вывод что	2	2
242	его и	2	2
243	это положение	4	2
244	не означает	4	2
245	на вопрос	6	2
246	в чем	5	2
247	не знает	3	2
248	с одной	7	2
249	друг на	2	2
250	а другой	2	2
251	а с	3	2
252	и более	2	2
253	совершается в	5	2
254	не с	3	2
255	одной из	4	2
256	не по	7	2
257	на этот	2	2
258	с тем	8	2
259	в самых	2	2
260	не имеет	6	2
261	но так	2	2
262	вообще не	6	2
263	она не	7	2
264	другу и	2	2
265	их в	2	2
266	могли бы	10	2
267	но с	4	2
268	один раз	4	2
269	в своих	2	2
270	ту же	4	2
271	перейти к	6	2
272	оно не	3	2
273	в другую	3	2
274	в которых	3	2
275	с другими	5	2
276	для нас	4	2
277	что мы	14	2
278	что же	3	2
279	точно так	3	2
280	что этот	6	2
281	в одной	6	2
282	как они	2	2
283	сразу и	3	2
284	друг к	3	2
285	и больше	2	2
286	должны быть	5	2
287	иначе чем	3	2
288	к другому	5	2
289	то как	3	2
290	что эта	7	2
291	себя и	2	2
292	все это	5	2
293	к целому	2	2
294	она в	2	2
295	в основе	5	2
296	у него	2	2
297	например в	5	2
298	можно сказать	9	2
299	в совершенно	3	2
300	момент в	3	2
301	это мы	6	2
302	для него	6	2
303	в одном	4	2
304	во всяком	2	2
305	без всякого	2	2
306	чем это	5	2
307	по своему	11	2
308	тем же	8	2
309	тем и	2	2
310	того как	6	2
311	чем в	5	2
