N	2gram	Bakhtin_Pr	formyVre
159	здесь и	2	8
160	себе самому	3	8
161	во всяком	5	8
162	здесь мы	3	8
163	время как	2	8
164	но эти	2	8
165	в результате	6	8
166	в этот	2	8
167	и по	4	8
168	если бы	12	8
169	героя и	11	8
170	в этих	5	8
171	отношению к	17	8
172	в жизни	7	8
173	в мире	10	8
174	рядом с	16	8
175	и к	5	8
176	в виду	2	8
177	во времени	4	7
178	в процессе	4	7
179	в себе	9	7
180	не как	15	7
181	за счет	2	7
182	для других	2	7
183	отличие от	3	7
184	не знает	5	7
185	того что	4	7
186	в той	9	7
187	место в	2	7
188	было бы	10	7
189	себя и	4	7
190	мир в	4	7
191	например в	5	7
192	к этому	6	7
193	из этих	2	7
194	и он	3	7
195	в которой	6	7
196	этого мира	6	7
197	поэтому и	3	7
198	с ее	5	7
199	этом отношении	7	7
200	героев и	7	7
201	ее в	2	7
202	к ним	3	7
203	в отличие	3	7
204	то время	3	7
205	в романах	15	7
206	в форме	8	7
207	в себя	3	7
208	но он	3	7
209	все они	4	6
210	лежат в	2	6
211	в отношении	3	6
212	не могут	6	6
213	и ее	5	6
214	есть и	2	6
215	есть не	3	6
216	но эта	4	6
217	а как	8	6
218	с самим	3	6
219	друг от	2	6
220	своей жизни	2	6
221	самой жизни	2	6
222	роман в	2	6
223	более того	5	6
224	ни одного	4	6
225	мы видим	5	6
226	характерно что	2	6
227	во всей	2	6
228	входят в	3	6
229	сказать что	9	6
230	в начале	3	6
231	за пределы	10	6
232	мы не	3	6
233	мы можем	3	6
234	и самое	4	6
235	в сущности	11	6
236	не является	2	6
237	только для	2	6
238	в разрезе	5	6
239	нет и	4	6
240	автора и	7	6
241	о том	5	6
242	именно в	8	6
243	все что	6	6
244	имеем в	2	6
245	время и	2	6
246	в которых	2	6
247	от друга	2	6
248	что было	4	6
249	романа как	3	6
250	в таком	2	6
251	слова и	2	6
252	в совершенно	2	6
253	не оставляет	4	6
254	во все	5	5
255	следовательно и	2	5
256	как человек	2	5
257	и через	2	5
258	произведения и	2	5
259	был бы	6	5
260	так что	3	5
261	ничем не	2	5
262	например у	2	5
263	одно из	2	5
264	от этого	2	5
265	сочетается с	6	5
266	в едином	6	5
267	они не	5	5
268	с другими	11	5
269	но здесь	2	5
270	что все	5	5
271	там где	12	5
272	с ними	3	5
273	той или	3	5
274	не на	6	5
275	что они	3	5
276	в этой	5	5
277	отсюда и	2	5
278	и от	3	5
279	хотя бы	5	5
280	бы он	3	5
281	мы имеем	2	5
282	в своей	17	5
283	по преимуществу	3	5
284	протяжении всего	2	5
285	об этом	4	5
286	тем что	5	5
287	всем этим	2	5
288	или как	5	5
289	но они	4	5
290	быть только	3	5
291	самим собою	3	5
292	конечно и	5	5
293	не имеет	2	5
294	далеко не	3	5
295	да и	3	5
296	он может	4	5
297	человек в	2	5
298	в смысле	4	5
299	романа но	3	5
300	но на	2	5
301	романа и	5	5
302	ни были	2	5
303	и уже	3	5
304	точка зрения	14	5
305	или в	2	5
306	и только	2	5
307	нового времени	4	5
308	как его	2	5
309	той же	7	5
310	мы и	2	5
311	даже в	7	4
312	перед нами	8	4
313	его но	2	4
314	мы должны	6	4
315	его на	2	4
316	от него	3	4
317	в одной	9	4
318	по себе	13	4
319	видения и	10	4
320	европейского романа	4	4
321	по отношению	17	4
322	его целом	8	4
323	друг друга	10	4
324	раскрытия и	2	4
325	и т.д	2	4
326	проявляется в	2	4
327	у толстого	3	4
328	что он	16	4
329	и о	5	4
330	как он	5	4
331	как у	4	4
332	людей и	2	4
333	в один	2	4
334	дело идет	12	4
335	сливается с	6	4
336	в чем	2	4
337	становится здесь	2	4
338	что не	6	4
339	другой стороны	3	4
340	и вне	2	4
341	на его	7	4
342	всего романа	3	4
343	у достоевского	35	4
344	для них	3	4
345	войти в	2	4
346	мы сказали	2	4
347	и со	3	4
348	не становится	5	4
349	в данном	3	4
350	тем более	2	4
351	борьба с	2	4
352	и смерти	7	4
353	пределах отдельных	2	4
354	только что	3	4
355	и вот	4	4
356	у нас	2	4
357	все равно	3	4
358	вследствие этого	2	4
359	себе и	3	4
360	лишь как	6	4
361	же и	2	4
362	и более	2	4
363	где она	2	4
364	всей его	2	4
365	мир и	6	4
366	в своих	5	4
367	их и	3	4
368	как она	2	4
369	несмотря на	7	4
370	всяком случае	3	4
371	же что	5	4
372	раз и	4	4
373	это и	10	4
374	друг другу	3	4
375	переходим к	2	4
376	в нашем	3	4
377	и становится	2	4
378	все в	7	4
379	чем в	3	4
380	нет ни	5	3
381	вопрос о	4	3
382	как можно	3	3
383	все стороны	2	3
384	которые в	2	3
385	его к	4	3
386	вступает в	5	3
387	есть только	5	3
388	человека но	2	3
389	наконец в	2	3
390	в произведениях	5	3
391	подхода к	2	3
392	точку зрения	9	3
393	как это	2	3
394	то они	2	3
395	углом зрения	2	3
396	самого начала	4	3
397	здесь конечно	3	3
398	значение для	2	3
399	по сравнению	2	3
400	но конечно	3	3
401	тому что	3	3
402	она не	9	3
403	в чисто	2	3
404	жизнь в	2	3
405	вступают в	3	3
406	человек из	5	3
407	не входит	3	3
408	и идеи	6	3
409	но это	7	3
410	не столько	3	3
411	они уже	4	3
412	же как	5	3
413	в зависимости	5	3
414	на материале	6	3
415	конечно в	2	3
416	с самого	3	3
417	не сливается	2	3
418	вот почему	3	3
419	одна из	4	3
420	все то	5	3
421	с которыми	2	3
422	не могли	3	3
423	он как	4	3
424	бы в	7	3
425	все время	4	3
426	характер не	2	3
427	и еще	2	3
428	бы и	6	3
429	менее всего	4	3
430	время не	3	3
431	это было	3	3
432	и здесь	5	3
433	к другу	4	3
434	зависимости от	5	3
435	нам важно	3	3
436	бы не	3	3
437	он ни	2	3
438	совершенно не	2	3
439	как на	4	3
440	его и	4	3
441	но только	3	3
442	нем в	2	3
443	сами по	4	3
444	можно говорить	2	3
445	можно сказать	3	3
446	говорили в	2	3
447	ни один	5	3
448	в творчестве	6	3
449	на почве	5	3
450	подходе к	2	3
451	выражение в	6	3
452	если не	2	3
453	жизни а	2	3
454	что мы	2	3
455	произведения в	2	3
456	момент его	3	3
457	находится в	2	3
458	друг к	4	3
459	к другому	2	3
460	этот большой	2	3
461	и есть	6	3
462	в плоскости	5	3
463	сравнению с	2	3
464	ни был	2	3
465	дано в	3	3
466	однако не	2	3
467	не о	3	2
468	данном случае	3	2
469	в каком	2	2
470	или даже	2	2
471	нигде не	6	2
472	ее и	2	2
473	в плане	5	2
474	идет о	5	2
475	или наконец	4	2
476	на себя	3	2
477	внутреннего человека	2	2
478	человек и	2	2
479	в полном	2	2
480	в человеке	15	2
481	иной степени	2	2
482	с идеей	4	2
483	в духе	3	2
484	в каждом	11	2
485	и притом	3	2
486	этих условиях	2	2
487	у шекспира	2	2
488	к более	2	2
489	вера в	2	2
490	лишь один	2	2
491	и оценки	2	2
492	ведь это	3	2
493	и изображающего	2	2
494	в прошлое	2	2
495	рядом в	2	2
496	эта особенность	4	2
497	одном из	3	2
498	каждом из	2	2
499	героя в	9	2
500	существует только	2	2
501	самом деле	9	2
502	слова но	2	2
503	друга и	2	2
504	характерно для	2	2
505	же мы	2	2
506	его не	2	2
507	от других	2	2
508	в искусстве	2	2
509	более что	2	2
510	образом в	2	2
511	со всех	2	2
512	от них	3	2
513	здесь то	2	2
514	для своего	2	2
515	в зоне	2	2
516	к нему	13	2
517	а только	3	2
518	они и	3	2
519	была бы	5	2
520	месте и	2	2
521	его жизнь	2	2
522	него самого	3	2
523	романа с	2	2
524	их жизни	2	2
525	с которой	4	2
526	для создания	3	2
527	отношении к	3	2
528	но как	4	2
529	вне их	2	2
530	на ее	2	2
531	как таковые	2	2
532	себя как	5	2
533	по этому	2	2
534	действие романа	2	2
535	в уста	3	2
536	переходит в	2	2
537	отметить что	2	2
538	нового типа	2	2
539	и пр	3	2
540	на котором	3	2
541	из одного	4	2
542	сам он	5	2
543	этого слова	3	2
544	только один	2	2
545	правда в	2	2
546	совершенно так	2	2
547	разрезе одного	2	2
548	в мир	4	2
549	с их	9	2
550	мы видели	3	2
551	или не	2	2
552	начале романа	2	2
553	самое слово	2	2
554	и нет	2	2
555	одном времени	2	2
556	перестает быть	4	2
557	то и	2	2
558	его с	2	2
559	то он	3	2
560	лежит в	3	2
561	и эта	3	2
562	его мире	3	2
563	его как	6	2
564	себя в	5	2
565	словом и	2	2
566	для такого	2	2
567	отличается от	3	2
568	со всем	2	2
569	как их	3	2
570	и изображения	7	2
571	себя самого	5	2
572	романа не	4	2
573	достоевского в	21	2
574	другом в	2	2
575	себя на	2	2
576	остается вне	2	2
577	особый тип	2	2
578	для нас	3	2
579	нами в	5	2
580	смысл и	2	2
581	этот мир	3	2
582	вне его	2	2
583	должна быть	4	2
584	непосредственно в	2	2
585	романов и	5	2
586	он у	2	2
587	про себя	3	2
588	за пределами	2	2
589	что у	5	2
590	эта форма	4	2
591	со своими	6	2
592	героев в	4	2
593	этот вопрос	3	2
594	зрения на	12	2
595	но для	2	2
596	него нет	3	2
597	не становятся	2	2
598	в большом	3	2
599	как таковой	2	2
600	и этим	2	2
601	лишь на	3	2
602	тогда когда	2	2
603	дана как	2	2
604	разобранные нами	2	2
605	рядом и	2	2
606	он видел	2	2
607	весь этот	2	2
608	и всех	2	2
609	по природе	4	2
610	на мир	10	2
611	со всею	3	2
612	я не	7	2
613	по ту	2	2
614	он сам	9	2
615	в чужом	2	2
616	говорить о	3	2
617	не совсем	2	2
618	высшей степени	2	2
619	и особенно	2	2
620	является не	3	2
621	как только	2	2
622	мы остановимся	3	2
623	и сам	5	2
624	тяготеет к	2	2
625	если же	3	2
626	них не	2	2
627	природе своей	3	2
628	в другое	3	2
629	что имеет	2	2
630	подчеркнуть что	4	2
