N	2gram	Propp_Isto	Problemy
129	же не	2	8
130	нам кажется	5	8
131	с ними	2	8
132	и до	2	8
133	должна быть	3	8
134	из его	2	8
135	и от	5	8
136	что это	6	8
137	все время	2	8
138	и он	8	8
139	мы увидим	6	8
140	о том	15	8
141	и у	3	8
142	и так	2	8
143	из них	2	8
144	вопрос о	6	7
145	его к	2	7
146	от него	6	7
147	в этих	16	7
148	но эта	2	7
149	в их	4	7
150	в виде	5	7
151	к своему	4	7
152	и др	4	7
153	он в	4	7
154	все его	3	7
155	к самому	2	7
156	только на	2	7
157	мира и	2	7
158	что они	5	7
159	и ее	6	7
160	например в	6	7
161	тот же	2	7
162	сказать что	5	7
163	кажется что	7	7
164	ее как	2	7
165	в жизни	2	7
166	его с	2	7
167	что она	6	7
168	отличается от	4	7
169	т д	25	7
170	такой же	3	7
171	во всех	8	7
172	на этот	4	7
173	не было	3	7
174	как его	2	7
175	героя но	3	6
176	как он	11	6
177	на вопрос	5	6
178	знает что	2	6
179	а с	3	6
180	по существу	5	6
181	не менее	5	6
182	но эти	3	6
183	и этим	7	6
184	на его	6	6
185	героя а	3	6
186	во время	7	6
187	и здесь	13	6
188	одна из	7	6
189	и нет	3	6
190	с этим	3	6
191	в начале	2	6
192	можно было	3	6
193	этого мира	2	6
194	за ним	3	6
195	во всем	2	6
196	зависимости от	4	6
197	кроме того	6	6
198	превращается в	10	6
199	и вот	2	6
200	но для	3	6
201	друг друга	2	6
202	и пр	2	6
203	и только	4	6
204	в этой	2	6
205	на то	5	6
206	он может	4	6
207	этот вопрос	3	6
208	в другой	3	6
209	в которых	2	6
210	жизни и	3	6
211	конечно не	2	6
212	в основе	2	6
213	как на	3	6
214	отношения к	2	6
215	но с	2	6
216	знаю что	3	6
217	и то	3	5
218	есть и	6	5
219	он как	3	5
220	ту сторону	2	5
221	здесь мы	11	5
222	с тем	8	5
223	но так	4	5
224	тому что	2	5
225	они не	4	5
226	того же	3	5
227	на себя	3	5
228	в чем	5	5
229	однако в	2	5
230	но здесь	5	5
231	один из	7	5
232	лежит в	2	5
233	в зависимости	3	5
234	мы не	10	5
235	в ее	3	5
236	те же	2	5
237	но при	2	5
238	его как	2	5
239	по своим	3	5
240	та же	5	5
241	где он	3	5
242	именно в	2	5
243	когда он	5	5
244	это он	2	5
245	не могу	2	5
246	же что	2	5
247	с собой	7	5
248	в ней	4	5
249	вместе с	17	5
250	бы с	2	4
251	тем не	4	4
252	нет ни	2	4
253	стороны и	4	4
254	от того	4	4
255	под влиянием	2	4
256	в одно	2	4
257	это как	2	4
258	из которых	3	4
259	или менее	3	4
260	мы видели	17	4
261	от них	2	4
262	в эту	3	4
263	более или	3	4
264	тоже не	3	4
265	и говорит	5	4
266	то это	7	4
267	на котором	3	4
268	находится в	2	4
269	связи с	3	4
270	он был	2	4
271	не знал	2	4
272	нет в	2	4
273	герой не	4	4
274	время как	4	4
275	то и	6	4
276	в литературе	2	4
277	это в	3	4
278	него и	5	4
279	всех этих	6	4
280	в которой	2	4
281	к концу	3	4
282	его за	2	4
283	в свете	4	4
284	что если	2	4
285	об этом	7	4
286	с этой	7	4
287	нами в	2	4
288	друг на	2	4
289	то он	2	4
290	вообще не	4	4
291	что такое	2	4
292	все что	4	4
293	образом и	3	4
294	и если	4	4
295	оно не	2	4
296	со своим	4	4
297	если не	4	4
298	еще в	3	4
299	все в	2	4
300	и действительно	4	4
301	на друга	2	4
302	таким же	2	4
303	здесь нет	4	4
304	за собой	2	4
305	данном случае	7	3
306	там в	3	3
307	или даже	3	3
308	только у	2	3
309	вступает в	4	3
310	о чем	2	3
311	ни одной	2	3
312	которые в	3	3
313	даже там	2	3
314	что вы	2	3
315	этого не	2	3
316	в основном	2	3
317	а его	3	3
318	мы знаем	4	3
319	увидим что	2	3
320	согласиться с	2	3
321	совсем другое	2	3
322	в руках	2	3
323	своего рода	7	3
324	он говорит	4	3
325	что этот	4	3
326	него самого	2	3
327	так в	10	3
328	меня и	2	3
329	здесь же	3	3
330	с героем	3	3
331	что из	4	3
332	и герой	4	3
333	между двумя	2	3
334	и по	7	3
335	е в	2	3
336	можно сказать	3	3
337	этом случае	4	3
338	должны быть	4	3
339	приходит в	2	3
340	еще один	3	3
341	обращается к	4	3
342	в других	6	3
343	героя его	2	3
344	ее в	3	3
345	того как	5	3
346	мы видим	14	3
347	очень часто	3	3
348	одной из	4	3
349	в данном	8	3
350	из этих	6	3
351	то время	4	3
352	и больше	3	3
353	кто бы	2	3
354	но конечно	2	3
355	и соответствующие	2	3
356	и при	2	3
357	она в	4	3
358	мы здесь	3	3
359	и есть	2	3
360	у нас	4	3
361	себе не	2	3
362	что его	2	3
363	по всему	3	3
364	но они	4	3
365	мы можем	11	3
366	не с	2	3
367	связан с	5	3
368	эта форма	4	3
369	или наоборот	2	3
370	оно может	3	3
371	им в	2	3
372	которых он	2	3
373	все еще	2	3
374	но что	2	3
375	которой он	3	3
376	сводится к	3	3
377	говорит о	2	3
378	в один	2	3
379	и делает	2	3
380	именно на	2	3
381	в различных	3	3
382	и эта	5	3
383	ту же	3	3
384	без всякого	2	3
385	ее он	2	3
386	в книге	5	2
387	также не	3	2
388	чтобы все	2	2
389	его на	2	2
390	самого себя	2	2
391	в ответ	3	2
392	этой точки	3	2
393	вот в	2	2
394	я его	3	2
395	но она	2	2
396	случаев в	3	2
397	к этому	5	2
398	должны были	4	2
399	он дает	3	2
400	но есть	5	2
401	видеть в	3	2
402	должен быть	2	2
403	и эти	5	2
404	и других	2	2
405	не всегда	6	2
406	в другое	2	2
407	от своего	2	2
408	тогда когда	3	2
409	для героя	3	2
410	по которому	2	2
411	в образе	4	2
412	себе в	3	2
413	в особенности	2	2
414	не так	4	2
415	эти три	3	2
416	от этого	2	2
417	другой и	2	2
418	на том	10	2
419	я знаю	2	2
420	и там	6	2
421	характер в	2	2
422	же мы	6	2
423	ответ на	6	2
424	такое же	3	2
425	это место	2	2
426	отметить что	2	2
427	же как	6	2
428	когда она	2	2
429	почти всегда	6	2
430	сохраняется и	2	2
431	этих случаях	18	2
432	собственно не	3	2
433	можно найти	3	2
434	на ней	5	2
435	к которой	2	2
436	независимо от	3	2
437	ибо он	2	2
438	ее на	5	2
439	не знаю	3	2
440	не все	4	2
441	с ней	4	2
442	если я	2	2
443	что здесь	10	2
444	известно что	3	2
445	что герой	15	2
446	героем и	2	2
447	в качестве	5	2
448	для того	2	2
449	он узнает	2	2
450	ее с	2	2
451	и другие	10	2
452	а именно	12	2
453	для нас	8	2
454	не столько	4	2
455	всех его	2	2
456	к ней	3	2
457	она и	3	2
458	не могло	2	2
459	с одной	12	2
460	после того	6	2
461	на западе	2	2
462	но тем	2	2
463	не имеет	6	2
464	не случайно	3	2
465	от всех	2	2
466	и они	2	2
467	ничем не	2	2
468	только он	2	2
469	мы наблюдали	2	2
470	и она	3	2
471	приносит с	3	2
472	перед ним	2	2
473	здесь и	3	2
474	от нее	2	2
475	из этого	2	2
476	этого он	2	2
477	из него	3	2
478	но оно	3	2
479	меня в	2	2
480	в главе	2	2
481	и становится	4	2
482	здесь еще	3	2
483	отсюда же	4	2
