N	2gram	Voloshinov	Vladivir
138	здесь не	2	10
139	это не	5	9
140	но как	3	9
141	мы знаем	7	9
142	смысле слова	4	9
143	а только	2	9
144	в целом	2	9
145	в начале	7	9
146	с этим	6	9
147	с другой	6	9
148	не будет	7	9
149	именно в	6	9
150	этом смысле	2	9
151	из этого	2	9
152	же время	7	9
153	отношения к	2	9
154	не столько	5	8
155	xix века	4	8
156	в чем	2	8
157	себя в	2	8
158	как бы	31	8
159	тот же	4	8
160	из этих	3	8
161	и он	4	8
162	должно быть	4	8
163	тем что	3	8
164	с этой	2	8
165	в этих	2	8
166	как в	5	8
167	и для	15	8
168	со стороны	2	8
169	конечно не	9	8
170	в смысле	11	8
171	и особенно	2	8
172	в каком	6	7
173	к его	4	7
174	другими словами	4	7
175	как он	3	7
176	и ни	2	7
177	не имеет	6	7
178	к этой	2	7
179	себе и	2	7
180	того чтобы	9	7
181	здесь мы	7	7
182	но вот	2	7
183	бы и	2	7
184	мы видели	5	7
185	за пределы	8	7
186	если бы	12	7
187	и вот	2	7
188	ничего общего	5	7
189	или как	3	7
190	но если	2	7
191	но все	4	7
192	в одном	2	7
193	на первый	2	7
194	в таком	8	7
195	и есть	3	7
196	себе отчет	2	7
197	первый план	2	7
198	в нашем	4	7
199	его в	7	6
200	те же	5	6
201	в настоящее	6	6
202	в отличие	7	6
203	от того	4	6
204	и всегда	2	6
205	к своему	2	6
206	в виду	2	6
207	само по	2	6
208	отличие от	7	6
209	тому что	6	6
210	так или	2	6
211	настоящее время	6	6
212	здесь в	5	6
213	то как	2	6
214	другой стороны	7	6
215	тем более	3	6
216	мысли и	7	6
217	для того	8	6
218	же и	3	6
219	мы не	6	6
220	не с	2	6
221	в жизни	2	6
222	или иначе	3	6
223	если мы	17	6
224	той же	5	6
225	главным образом	2	6
226	и речи	4	6
227	вопрос о	6	5
228	друг друга	10	5
229	и прежде	4	5
230	на все	2	5
231	и тем	4	5
232	в их	5	5
233	в частности	2	5
234	быть в	2	5
235	она не	2	5
236	с самого	9	5
237	можно только	2	5
238	только при	4	5
239	место в	5	5
240	и до	4	5
241	то ни	12	5
242	во время	2	5
243	в области	3	5
244	сводится к	5	5
245	ее в	2	5
246	бы то	11	5
247	нет ничего	4	5
248	во всех	13	5
249	по преимуществу	5	5
250	жизни в	5	5
251	в философии	2	5
252	которой мы	2	5
253	и так	2	5
254	но уже	2	5
255	далеко не	5	5
256	него не	2	5
257	в свою	6	5
258	из них	3	5
259	отчет в	2	5
260	и только	2	5
261	как на	2	5
262	не к	3	5
263	на самом	10	4
264	всех этих	2	4
265	не могут	4	4
266	но для	4	4
267	в науке	6	4
268	не будем	4	4
269	в духе	2	4
270	ясно что	6	4
271	иное как	2	4
272	не что	2	4
273	как к	2	4
274	то мы	4	4
275	это и	3	4
276	и других	3	4
277	совершенно не	6	4
278	у них	2	4
279	оно должно	2	4
280	одной из	5	4
281	бы на	2	4
282	только с	3	4
283	мог бы	2	4
284	в более	3	4
285	одной стороны	2	4
286	ведь если	5	4
287	и во	2	4
288	себя и	2	4
289	в сущности	17	4
290	и эта	5	4
291	независимо от	3	4
292	не все	3	4
293	не так	2	4
294	мы можем	6	4
295	только что	2	4
296	мы увидим	3	4
297	лишь в	17	4
298	ни к	3	4
299	этом отношении	4	4
300	не на	2	4
301	и всего	2	4
302	если оно	2	4
303	и другие	2	4
304	с одной	2	4
305	и более	6	4
306	нет и	4	4
307	поскольку он	2	4
308	же самое	9	4
309	является как	3	4
310	вполне понятно	6	4
311	как с	2	4
312	так сказать	19	3
313	следовательно и	4	3
314	ни о	2	3
315	к этим	3	3
316	не имеют	5	3
317	от него	4	3
318	и ее	4	3
319	это будет	2	3
320	вот в	2	3
321	не как	5	3
322	в другом	5	3
323	него как	2	3
324	свою очередь	5	3
325	и нельзя	2	3
326	он ни	2	3
327	между ними	6	3
328	от своего	2	3
329	и при	3	3
330	мы здесь	2	3
331	и вся	2	3
332	точка зрения	8	3
333	самом деле	18	3
334	здесь нет	2	3
335	его не	2	3
336	этому нужно	3	3
337	так например	2	3
338	для понимания	4	3
339	общего с	3	3
340	его к	4	3
341	нужно прибавить	3	3
342	тех пор	2	3
343	связи со	2	3
344	пока не	2	3
345	что не	4	3
346	не могла	2	3
347	является для	3	3
348	здесь же	2	3
349	для них	2	3
350	и др	3	3
351	в разных	2	3
352	же как	2	3
353	самого начала	9	3
354	и самого	3	3
355	и этот	2	3
356	нет ни	2	3
357	мы сказали	4	3
358	том числе	3	3
359	одно и	3	3
360	бы он	3	3
361	с ними	5	3
362	в литературе	2	3
363	с их	2	3
364	самом же	5	3
365	бы в	4	3
366	является не	9	3
367	конечно с	2	3
368	это делает	2	3
369	как о	2	3
370	одним из	4	3
371	в тот	2	3
372	отношении к	8	3
373	не могло	3	3
374	влияние на	3	3
375	что такое	3	3
376	на почве	14	3
377	в какой	5	3
378	и относительно	3	3
379	не существует	6	3
380	и действительно	4	3
381	же деле	5	3
382	к жизни	2	3
383	это является	2	3
384	от нее	2	3
385	это же	2	3
386	по всем	2	3
387	один и	3	3
388	быть и	9	3
389	человека в	3	2
390	к одному	5	2
391	в действительности	3	2
392	нет никакой	3	2
393	бытия в	9	2
394	мы пока	2	2
395	и сама	2	2
396	не является	11	2
397	для всего	3	2
398	одна из	6	2
399	ни было	15	2
400	к более	2	2
401	или же	2	2
402	но к	2	2
403	уже с	2	2
404	почти не	2	2
405	но именно	4	2
406	которое он	2	2
407	но по	2	2
408	в атмосфере	2	2
409	же мы	2	2
410	если он	2	2
411	стремится к	2	2
412	почве философии	2	2
413	подойти к	3	2
414	и ту	3	2
415	прибавить еще	2	2
416	чтобы понять	3	2
417	стороны и	2	2
418	нее и	2	2
419	говорить об	2	2
420	без всякой	2	2
421	не приходится	3	2
422	на этой	6	2
423	для всех	2	2
424	они не	2	2
425	рядом с	7	2
426	в бытии	3	2
427	и философии	2	2
428	мира и	2	2
429	одного из	3	2
430	ответ на	3	2
431	и те	7	2
432	же не	2	2
433	и которую	2	2
434	в ее	9	2
435	ведь в	2	2
436	в собственном	2	2
437	той или	5	2
438	имеет значение	3	2
439	должна быть	6	2
440	известной степени	2	2
441	например в	2	2
442	этого слова	7	2
443	в двух	4	2
444	этом случае	3	2
445	в основе	10	2
446	почти все	2	2
447	этот момент	2	2
448	нашей работы	5	2
449	она является	4	2
450	с другими	6	2
451	подход к	3	2
452	в первой	2	2
453	его как	2	2
454	менее всего	5	2
455	в душе	3	2
456	с ее	2	2
457	от этого	3	2
458	и тот	4	2
459	до тех	2	2
460	бы это	2	2
461	еще только	2	2
462	именно здесь	4	2
463	и их	2	2
464	его и	3	2
465	сих пор	10	2
466	во всей	2	2
467	и пр	31	2
468	имеет свою	4	2
469	никто из	2	2
470	и является	4	2
471	точке зрения	2	2
472	речи в	4	2
473	язык и	2	2
474	является в	5	2
475	поэтому в	2	2
476	из которых	2	2
477	о философии	2	2
478	в русской	3	2
479	уже знаем	2	2
480	же они	2	2
481	должны быть	4	2
482	которые он	2	2
483	выражение в	8	2
484	может осуществиться	2	2
485	тогда когда	2	2
486	таком случае	5	2
487	настоящего времени	7	2
488	значение не	3	2
489	в той	6	2
490	далеко за	2	2
491	можно назвать	2	2
492	и того	11	2
493	распадается на	2	2
494	есть прежде	2	2
495	что во	2	2
496	говорить о	2	2
497	им как	2	2
498	в высшей	5	2
499	жизни но	2	2
500	эта проблема	3	2
501	пор пока	2	2
502	в работе	3	2
503	относится к	4	2
504	все в	2	2
505	но более	2	2
506	это вполне	2	2
507	а следовательно	2	2
508	до сих	10	2
