N	2gram	Vygotskiy_	Narrotol
195	мы узнаем	2	4
196	на том	3	4
197	все его	2	4
198	что на	2	4
199	не будет	2	4
200	представить себе	3	4
201	когда в	3	4
202	и когда	3	4
203	и по	5	4
204	не на	2	4
205	что они	23	4
206	который в	4	4
207	как мы	14	4
208	в основе	32	4
209	от этих	2	4
210	хотя бы	2	4
211	к этому	5	4
212	существенную роль	2	4
213	к ней	2	4
214	и как	11	4
215	которая не	5	4
216	не имеет	3	4
217	со всеми	9	4
218	но они	4	4
219	внутренней речи	19	4
220	для себя	2	4
221	в сфере	3	4
222	оно не	3	4
223	и с	5	4
224	для нас	6	4
225	по себе	11	4
226	мог бы	5	4
227	всяком случае	10	4
228	по своей	12	4
229	которой он	2	4
230	к жизни	2	4
231	во всяком	10	4
232	или даже	2	4
233	в себя	3	4
234	в обоих	2	4
235	вместе с	18	4
236	еще и	2	3
237	до конца	2	3
238	ситуации в	2	3
239	и потому	2	3
240	не подлежит	2	3
241	идет о	2	3
242	так же	26	3
243	но как	4	3
244	каждый из	2	3
245	а потом	2	3
246	с таким	4	3
247	которых он	2	3
248	со словами	2	3
249	в следующем	4	3
250	с этой	6	3
251	для других	2	3
252	а как	2	3
253	как известно	7	3
254	в виде	4	3
255	на друга	3	3
256	связано с	2	3
257	а с	4	3
258	здесь мы	4	3
259	одно из	2	3
260	как уже	8	3
261	в него	4	3
262	и это	7	3
263	между ними	6	3
264	видит в	2	3
265	же не	3	3
266	точно так	4	3
267	не бывает	2	3
268	же как	10	3
269	все эти	9	3
270	той же	8	3
271	связи с	14	3
272	и тогда	2	3
273	в связи	9	3
274	во время	3	3
275	заключает в	3	3
276	для обозначения	4	3
277	речь идет	4	3
278	особенно в	2	3
279	или иного	2	3
280	в зависимости	6	3
281	все время	6	3
282	того или	2	3
283	характер и	2	3
284	но это	7	3
285	можно было	10	3
286	бы быть	2	3
287	на одном	2	3
288	только к	2	3
289	что она	7	3
290	в которой	4	3
291	этот раз	2	3
292	зависимости от	7	3
293	должен был	2	3
294	в этих	4	3
295	все равно	4	3
296	сих пор	3	3
297	друг на	3	3
298	часто не	3	3
299	не встречается	2	3
300	нет оснований	3	3
301	в роли	4	3
302	не происходит	2	3
303	на этот	5	3
304	входит в	7	3
305	ключ к	5	3
306	быть не	2	3
307	приводит к	5	3
308	могли бы	16	3
309	всякий раз	2	3
310	что мы	18	3
311	только не	2	3
312	как она	4	3
313	с точки	11	3
314	и что	15	3
315	не просто	3	3
316	и только	4	3
317	как на	2	3
318	что именно	3	3
319	же самое	9	3
320	наряду с	3	3
321	тем же	8	3
322	до сих	3	3
323	бы с	3	2
324	в каком	3	2
325	это означает	3	2
326	к одному	10	2
327	друга как	2	2
328	в действительности	3	2
329	значении слова	3	2
330	в которых	3	2
331	случае в	2	2
332	идет по	2	2
333	выступает в	3	2
334	с той	3	2
335	всеми своими	2	2
336	или менее	5	2
337	также не	2	2
338	является в	4	2
339	говоря о	2	2
340	что с	8	2
341	как показывает	4	2
342	в их	12	2
343	так называемая	4	2
344	возникает в	2	2
345	так что	3	2
346	на две	2	2
347	представления о	2	2
348	на основании	11	2
349	только потому	2	2
350	указывает на	3	2
351	они могут	3	2
352	более или	3	2
353	те же	6	2
354	где они	2	2
355	говорит об	2	2
356	могут быть	9	2
357	быть может	2	2
358	мы его	2	2
359	в процессе	33	2
360	тому или	4	2
361	с нею	2	2
362	можно ли	2	2
363	для них	3	2
364	и другого	2	2
365	и во	4	2
366	по выражению	5	2
367	повествование о	2	2
368	в сущности	3	2
369	от тех	2	2
370	могут служить	2	2
371	вовсе не	5	2
372	одно и	7	2
373	если в	3	2
374	и мы	2	2
375	но все	4	2
376	другой стороны	5	2
377	нас в	4	2
378	должно быть	3	2
379	бы в	5	2
380	который не	3	2
381	также в	2	2
382	мы можем	13	2
383	переход от	5	2
384	целый ряд	4	2
385	которые могут	3	2
386	и одновременно	3	2
387	на первый	5	2
388	как если	2	2
389	слова и	8	2
390	все это	8	2
391	тем что	12	2
392	та же	3	2
393	не есть	5	2
394	одного и	5	2
395	что одно	2	2
396	одним из	6	2
397	что иное	2	2
398	опирается на	3	2
399	в течение	2	2
400	себе и	2	2
401	как говорит	7	2
402	во всех	3	2
403	от второго	2	2
404	и более	4	2
405	сами по	4	2
406	иначе как	2	2
407	и является	2	2
408	в образовании	9	2
409	без которого	2	2
410	когда он	5	2
411	того же	12	2
412	или иначе	2	2
413	в ряде	4	2
414	отношения между	6	2
415	зрения на	2	2
416	вступает в	3	2
417	а по	3	2
418	к которому	6	2
419	с которым	2	2
420	из которых	6	2
421	том смысле	3	2
422	в настоящем	2	2
423	иное как	2	2
424	и внутренней	4	2
425	в других	2	2
426	к другому	2	2
427	значения и	6	2
428	или иному	4	2
429	таким же	4	2
430	один и	6	2
431	однако не	3	2
432	мы будем	4	2
433	мы и	4	2
434	не можем	4	2
435	с помощью	64	2
436	ясно что	4	2
