N	2gram	Trubetskoy	Analitik
252	культуры в	3	2
253	по этому	2	2
254	с нею	3	2
255	что с	2	2
256	по существу	5	2
257	этой роли	2	2
258	что это	3	2
259	если они	2	2
260	совершенно очевидно	2	2
261	во многих	2	2
262	там и	2	2
263	церкви и	9	2
264	время в	2	2
265	на это	2	2
266	зависимость от	2	2
267	мы можем	2	2
268	и вот	2	2
269	в течение	2	2
270	сих пор	5	2
271	но если	3	2
272	том и	2	2
273	будучи по	2	2
274	друг с	14	2
275	культуры и	2	2
276	их в	2	2
277	а между	5	2
278	зависит от	2	2
279	однако они	2	2
280	этот вопрос	2	2
281	ко всем	3	2
282	не можем	2	2
283	борьбе с	3	2
284	которой он	4	2
285	может не	3	2
286	не просто	2	2
287	и только	5	2
288	в противоречие	2	2
289	до сих	5	2
