N	2gram	Vygotskiy_	KulturaY
205	заключается в	12	8
206	но все	3	8
207	отнюдь не	2	8
208	в свою	4	7
209	идет о	5	7
210	в процессе	19	7
211	казалось бы	8	7
212	как он	7	7
213	свою очередь	3	7
214	и потому	3	7
215	смысле этого	6	7
216	бы сказать	3	7
217	а с	8	7
218	как например	2	7
219	к вопросу	4	7
220	она не	3	7
221	на том	2	7
222	одной стороны	15	7
223	нисколько не	2	7
224	когда мы	2	7
225	как о	2	7
226	в истории	7	7
227	а именно	2	7
228	и более	6	7
229	в самой	4	7
230	на этот	7	7
231	столь же	8	7
232	в котором	6	7
233	когда он	5	7
234	с ним	3	7
235	в одном	5	7
236	в слове	2	7
237	учение о	4	7
238	даже в	4	6
239	перед нами	7	6
240	данном случае	5	6
241	его к	3	6
242	в себе	8	6
243	нуждается в	2	6
244	вообще и	2	6
245	на этом	3	6
246	были бы	2	6
247	отличие от	3	6
248	мы знаем	3	6
249	которые в	2	6
250	от этого	4	6
251	на этой	2	6
252	этой точки	2	6
253	в отличие	3	6
254	мы называем	3	6
255	что оно	6	6
256	не столько	4	6
257	в ее	3	6
258	должны быть	2	6
259	когда в	2	6
260	что с	6	6
261	той или	3	6
262	первую очередь	3	6
263	что эти	3	6
264	на язык	2	6
265	по поводу	5	6
266	что если	3	6
267	только то	2	6
268	то это	2	6
269	же это	2	6
270	за пределы	4	6
271	мы не	13	6
272	что как	4	6
273	или в	2	6
274	только для	6	6
275	же время	2	6
276	не с	2	6
277	только что	7	6
278	приводит к	8	6
279	могли бы	10	6
280	если не	3	6
281	главным образом	2	6
282	что именно	3	6
283	в сфере	4	6
284	на основе	7	6
285	никогда не	8	5
286	в конечном	4	5
287	в отношении	14	5
288	к его	3	5
289	и к	9	5
290	мы должны	11	5
291	все те	2	5
292	речи как	11	5
293	к себе	2	5
294	в другом	7	5
295	в конце	2	5
296	но если	3	5
297	не надо	2	5
298	и при	2	5
299	в современной	3	5
300	так что	2	5
301	на которых	4	5
302	вопросу о	2	5
303	учения о	8	5
304	что можно	4	5
305	на вопрос	6	5
306	не то	3	5
307	смысле слова	6	5
308	в двух	3	5
309	и от	4	5
310	из того	7	5
311	вопросом о	3	5
312	уже выше	2	5
313	и еще	2	5
314	всех этих	2	5
315	речи но	5	5
316	и даже	5	5
317	могло бы	2	5
318	переход от	5	5
319	превращается в	3	5
320	у него	2	5
321	нас в	2	5
322	на протяжении	3	5
323	то он	3	5
324	и является	2	5
325	о котором	3	5
326	есть не	3	5
327	но что	3	5
328	и их	5	5
329	только не	2	5
330	на примере	3	5
331	точка зрения	3	5
332	и только	2	5
333	но с	3	5
334	мы находим	7	5
335	связь между	10	5
336	о которых	4	4
337	в наши	2	4
338	остается в	2	4
339	о чем	2	4
340	обе эти	4	4
341	которых мы	2	4
342	к которому	4	4
343	как проблема	2	4
344	в виде	3	4
345	точку зрения	8	4
346	связано с	3	4
347	всего в	3	4
348	в такой	4	4
349	увидим что	2	4
350	одно из	3	4
351	и все	7	4
352	к этой	4	4
353	себе и	3	4
354	одного из	4	4
355	между ними	2	4
356	в известном	4	4
357	точно так	2	4
358	речи с	5	4
359	же как	8	4
360	вот почему	5	4
361	что даже	2	4
362	речи к	7	4
363	почти всегда	2	4
364	на все	5	4
365	иначе говоря	4	4
366	это есть	2	4
367	как известно	8	4
368	так называемых	2	4
369	представление о	7	4
370	могла бы	2	4
371	мне кажется	2	4
372	по сравнению	10	4
373	поэтому что	5	4
374	конечном счете	4	4
375	который не	2	4
376	и по	3	4
377	из области	2	4
378	мы можем	11	4
379	мы увидим	3	4
380	как они	2	4
381	но ведь	2	4
382	такой же	3	4
383	на деле	5	4
384	отношения к	3	4
385	не к	3	4
386	что для	8	4
387	постановка вопроса	2	4
388	в смысле	2	4
389	связанные с	2	4
390	отношения между	3	4
391	и это	3	4
392	но на	4	4
393	как таковой	2	4
394	из которых	6	4
395	из них	4	4
396	в стороне	2	4
397	сам по	3	4
398	как только	3	4
399	последнее время	3	4
400	мы и	3	4
401	указание на	4	4
402	еще один	2	3
403	но мы	4	3
404	и следовательно	3	3
405	действия и	4	3
406	на эту	2	3
407	общения и	3	3
408	и идеи	2	3
409	речи эта	3	3
410	что здесь	2	3
411	с той	3	3
412	наряду с	3	3
413	от речи	5	3
414	значении слова	2	3
415	который в	7	3
416	не хочет	2	3
417	и эти	2	3
418	и мы	3	3
419	вместо того	3	3
420	ответа на	3	3
421	роли в	2	3
422	том же	4	3
423	такое изучение	2	3
424	с таким	8	3
425	и со	2	3
426	убедиться в	5	3
427	показать что	7	3
428	на место	2	3
429	все время	8	3
430	от них	2	3
431	который мы	3	3
432	в свете	5	3
433	значение для	3	3
434	на него	3	3
435	к ним	2	3
436	тому чтобы	2	3
437	в более	3	3
438	предположить что	2	3
439	легко убедиться	2	3
440	тех случаях	2	3
441	как именно	2	3
442	потребность в	5	3
443	к слову	6	3
444	естественно что	2	3
445	более того	2	3
446	а скорее	2	3
447	представить себе	5	3
448	в начале	2	3
449	в собственном	8	3
450	под влиянием	3	3
451	и я	2	3
452	со всем	2	3
453	значение в	4	3
454	признать что	3	3
455	вопрос об	8	3
456	под этим	2	3
457	также не	2	3
458	показывает что	4	3
459	известном смысле	3	3
460	которую можно	3	3
461	говорит что	9	3
462	для данного	2	3
463	то время	5	3
464	которое мы	6	3
465	мысли и	7	3
466	фактов и	5	3
467	можно считать	2	3
468	по мере	5	3
469	речи мы	5	3
470	сама по	3	3
471	чтобы с	2	3
472	в других	2	3
473	что его	6	3
474	но даже	2	3
475	не могло	5	3
476	только с	2	3
477	для него	5	3
478	именно потому	2	3
479	что у	3	3
480	что речь	2	3
481	если это	2	3
482	он в	6	3
483	какой мере	2	3
484	что сам	2	3
485	за собой	4	3
486	все что	4	3
487	собственном смысле	8	3
488	в наших	4	3
489	заметить что	3	3
490	в следующем	4	3
491	не понимают	2	3
492	научного знания	2	3
493	же что	2	3
494	с их	2	3
495	составные элементы	2	3
496	факты и	2	3
497	или даже	2	3
498	и делает	2	3
499	таким же	4	3
500	на точку	2	3
501	мы могли	11	3
502	целом и	6	3
503	значение слова	5	3
504	мы будем	2	3
505	без всякого	2	3
506	этой книге	2	3
507	не выполняет	4	2
508	в ходе	9	2
509	все более	4	2
510	начиная с	2	2
511	во все	3	2
512	из всех	3	2
513	показывают что	3	2
514	о природе	5	2
515	не станем	7	2
516	и должны	2	2
517	книги в	3	2
518	понятие о	2	2
519	в одной	3	2
520	он приходит	2	2
521	для всего	3	2
522	приходит к	4	2
523	который по	2	2
524	в состоянии	2	2
525	вот что	2	2
526	для которого	3	2
527	она должна	4	2
528	и той	2	2
529	еще на	4	2
530	что между	4	2
531	того в	2	2
532	чтобы выяснить	2	2
533	есть нечто	2	2
534	об отношении	15	2
535	он должен	4	2
536	нас к	10	2
537	это понятие	2	2
538	точно и	2	2
539	отношение между	5	2
540	одном из	3	2
541	это как	2	2
542	друг от	4	2
543	к своему	2	2
544	ничем не	3	2
545	но сам	2	2
546	и составляет	3	2
547	одной и	2	2
548	речи это	2	2
549	свою мысль	2	2
550	нами в	3	2
551	одной из	4	2
552	и др	5	2
553	что самое	2	2
554	с которыми	2	2
555	речь не	3	2
556	и речь	5	2
557	говорит он	27	2
558	указывает на	4	2
559	быть с	3	2
560	он говорит	2	2
561	это положение	5	2
562	что этот	2	2
563	том числе	3	2
564	которая в	2	2
565	как впрочем	2	2
566	ответ на	4	2
567	и те	2	2
568	когда она	2	2
569	от мысли	4	2
570	к сожалению	2	2
571	относительно того	4	2
572	по этому	4	2
573	и говорит	2	2
574	слова так	2	2
575	жизни и	2	2
576	с такой	4	2
577	находится в	2	2
578	и до	5	2
579	потому и	2	2
580	проблема и	2	2
581	и самый	2	2
582	которой мы	3	2
583	в применении	2	2
584	сейчас не	3	2
585	только из	2	2
586	слова на	2	2
587	ее в	3	2
588	вслед за	3	2
589	отношений между	4	2
590	лишь после	3	2
591	речи так	4	2
592	как такового	2	2
593	далее что	2	2
594	с другими	5	2
595	лежит в	3	2
596	другом месте	6	2
597	в словах	3	2
598	сознания и	4	2
599	дело в	3	2
600	рассматриваться как	3	2
601	силу этого	4	2
602	бы к	3	2
603	которые не	4	2
604	в теории	10	2
605	и слово	2	2
606	речи является	6	2
607	это указание	2	2
608	но звук	2	2
609	для дальнейшего	2	2
610	в объяснении	3	2
611	между словом	2	2
612	сказал бы	2	2
613	и понимания	2	2
614	легко видеть	2	2
615	и мысли	2	2
616	между отдельными	3	2
617	по его	2	2
618	не является	16	2
619	понятно что	2	2
620	нами выше	2	2
621	отношении между	2	2
622	в известной	2	2
623	что сама	2	2
624	бы что	4	2
625	и значение	2	2
626	в научной	2	2
627	что только	2	2
628	он является	3	2
629	мысль и	5	2
630	время как	4	2
631	едва ли	5	2
632	связан с	5	2
633	в жизни	2	2
634	нами как	2	2
635	формы с	2	2
636	в самых	4	2
637	по пути	2	2
638	за то	2	2
639	поэтому в	3	2
640	как увидим	2	2
641	когда говорят	2	2
642	этом в	2	2
643	зависит от	2	2
644	чтобы быть	2	2
645	от друга	4	2
646	и вообще	2	2
647	этому же	2	2
648	на которой	4	2
649	а следовательно	2	2
650	речь и	7	2
651	того кто	2	2
652	а вместе	2	2
653	вопрос в	2	2
654	всякий раз	2	2
655	увидим ниже	2	2
656	не можем	3	2
657	тому как	3	2
658	почти исключительно	2	2
659	и теперь	2	2
660	как таковая	2	2
661	речи что	2	2
662	чтобы показать	3	2
663	что эта	7	2
664	чем это	3	2
665	является не	2	2
666	что говоря	3	2
667	друг другу	4	2
668	само слово	2	2
669	сравнению с	9	2
670	во всем	4	2
671	из основных	3	2
672	в себя	2	2
673	один и	2	2
674	в совершенно	5	2
675	чем же	2	2
676	в пользу	6	2
677	связана с	4	2
678	и остается	3	2
679	тем и	3	2
