N	2gram	Tiupa_Narr	Istorich
237	его как	2	6
238	даже не	3	6
239	не на	2	6
240	сводится к	3	6
241	они и	2	6
242	мог бы	3	6
243	только о	2	6
244	тому же	5	6
245	что по	2	6
246	не случайно	2	6
247	оно может	2	6
248	отношения к	2	6
249	в область	2	5
250	от героя	2	5
251	такого рода	7	5
252	его по	2	5
253	героя с	2	5
254	бы быть	3	5
255	или иное	2	5
256	по своей	3	5
257	том числе	6	5
258	мира и	2	5
259	хотя в	2	5
260	с ее	3	5
261	несмотря на	2	5
262	она может	2	5
263	не могло	2	5
264	героя из	2	5
265	отличается от	4	5
266	оно не	2	5
267	или иначе	3	5
268	вокруг него	2	5
269	да и	4	5
270	к другой	2	5
271	в таком	2	5
272	обратимся к	3	5
273	в отличие	5	5
274	нарушение запрета	2	4
275	время в	2	4
276	тем более	2	4
277	он уже	2	4
278	столь же	3	4
279	себя и	2	4
280	во второй	2	4
281	каждый из	2	4
282	каждый год	2	4
283	во всей	2	4
284	не от	2	4
285	особенно в	3	4
286	в результате	2	4
287	что касается	2	4
288	сами по	2	4
289	не существует	3	4
290	как раз	2	4
291	он сам	2	4
292	так или	2	4
293	который в	2	4
294	в литературе	2	4
295	идет по	2	4
296	происходит и	2	4
297	и сейчас	2	4
298	отнюдь не	5	4
299	с точки	2	4
300	матери и	4	4
301	есть в	2	4
302	они в	2	4
303	что именно	2	4
304	которого он	2	3
305	точку зрения	4	3
306	точка зрения	6	3
307	которая в	2	3
308	речь идет	4	3
309	при всей	4	3
310	переход от	4	3
311	в самую	2	3
312	и после	2	3
313	страны мертвых	2	3
314	то они	2	3
315	говорит и	2	3
316	бы то	3	3
317	все то	2	3
318	нет у	2	3
319	в противоположность	2	3
320	они все	2	3
321	ни было	3	3
322	к самому	2	3
323	к другому	2	3
324	из двух	3	3
325	все те	4	3
326	как к	2	3
327	в тексте	16	3
328	исходя из	2	3
329	то ни	3	3
330	по всей	2	3
331	в обоих	2	3
332	от всех	2	3
333	совершенно очевидно	2	3
334	это все	2	3
335	один человек	2	3
336	жизнью и	2	3
337	и до	2	3
338	не обязательно	3	3
339	бы не	2	3
340	как кажется	2	3
341	вследствие чего	2	3
342	имеем дело	2	3
343	не о	3	2
344	в полном	2	2
345	наконец в	2	2
346	свою очередь	3	2
347	а во	3	2
348	обращает на	3	2
349	числе и	4	2
350	все было	3	2
351	прошлого и	2	2
352	с человеком	2	2
353	событий в	2	2
354	чтобы стать	2	2
355	со словами	2	2
356	в прошлом	3	2
357	выступает в	2	2
358	в сущности	3	2
359	то или	3	2
360	при всем	2	2
361	в мире	9	2
362	в конечном	3	2
363	ей не	2	2
364	своей матери	2	2
365	о своей	2	2
366	со смертью	2	2
367	таком случае	2	2
368	приобщение к	2	2
369	то она	2	2
370	именно это	2	2
371	этот способ	2	2
372	всех его	2	2
373	пока еще	4	2
374	сюжета в	2	2
375	в рамках	12	2
376	того или	2	2
377	на свой	2	2
378	которых и	2	2
379	двух циклов	2	2
380	тогда в	2	2
381	другой день	2	2
382	от одного	2	2
383	нет и	2	2
384	всей своей	2	2
385	говорить о	2	2
