N	2gram	Potebnia_M	Psycholo
298	и следовательно	4	9
299	которое мы	5	9
300	на основании	3	9
301	и по	8	9
302	под влиянием	10	9
303	внимание на	3	9
304	на него	6	9
305	мысль о	8	9
306	но все	4	9
307	мысль что	6	9
308	не есть	13	9
309	должен быть	2	9
310	во внимание	4	9
311	если же	5	9
312	мы будем	3	9
313	заставляет нас	2	9
314	в действительности	6	9
315	но что	2	9
316	в чем	6	9
317	с в	5	9
318	ответ на	2	9
319	так сказать	5	9
320	по этому	2	9
321	точно так	18	9
322	что даже	2	9
323	образом что	2	9
324	которые не	5	9
325	с ее	2	9
326	кажется нам	3	9
327	в самых	2	9
328	по его	7	9
329	в нее	4	8
330	смысле этого	3	8
331	из того	3	8
332	такое же	3	8
333	из которого	3	8
334	что же	3	8
335	и во	6	8
336	которой мы	3	8
337	в такой	2	8
338	стороны и	3	8
339	себе и	2	8
340	и более	3	8
341	имеет дело	2	8
342	в сознании	8	8
343	тем же	4	8
344	в собственном	4	8
345	он может	2	8
346	том как	6	8
347	образом мы	3	8
348	место в	3	8
349	во время	5	8
350	чтобы показать	2	8
351	относится к	5	8
352	только то	3	8
353	к нему	2	8
354	и вообще	5	8
355	этом смысле	4	8
356	его мнению	4	7
357	она есть	3	7
358	различие между	2	7
359	в полном	2	7
360	он видит	2	7
361	не как	4	7
362	себе не	3	7
363	свою очередь	8	7
364	от себя	2	7
365	видит в	2	7
366	одно из	5	7
367	от этого	2	7
368	они не	5	7
369	для всех	6	7
370	только при	3	7
371	если это	2	7
372	должны быть	11	7
373	ее с	2	7
374	связи с	6	7
375	только один	3	7
376	дело в	3	7
377	себя и	3	7
378	за ним	2	7
379	нас в	2	7
380	которые мы	7	7
381	что такое	3	7
382	есть как	2	7
383	все что	5	7
384	же в	7	7
385	в нашем	2	7
386	а как	3	7
387	во все	2	7
388	с так	3	7
389	и при	6	7
390	а на	2	7
391	есть нечто	7	7
392	на другой	2	7
393	когда в	3	7
394	имеет место	4	7
395	но при	3	7
396	к ним	3	7
397	мысли и	9	7
398	времени и	3	7
399	в течение	2	7
400	к этой	3	7
401	на том	2	7
402	слова в	7	7
403	не существует	2	7
404	чувство и	8	7
405	в каждом	6	7
406	взгляд на	2	7
407	находятся в	3	6
408	к этим	2	6
409	нисколько не	2	6
410	для нее	4	6
411	то мы	4	6
412	каким образом	3	6
413	еще более	2	6
414	которое он	2	6
415	а только	8	6
416	и без	4	6
417	а потому	14	6
418	не могла	2	6
419	в обществе	3	6
420	за пределы	4	6
421	на две	2	6
422	звуков в	3	6
423	слова и	7	6
424	его с	3	6
425	не все	3	6
426	тем не	11	6
427	иное как	2	6
428	как не	4	6
429	что как	4	6
430	что иное	2	6
431	из него	3	6
432	в себя	2	6
433	на нее	2	6
434	иначе как	2	6
435	нашего организма	5	6
436	рядом с	3	6
437	оно не	4	6
438	или менее	6	6
439	что за	3	6
440	только после	2	6
441	не дает	2	6
442	таким путем	4	6
443	нуждается в	2	6
444	не потому	2	6
445	не что	2	6
446	или же	7	6
447	после этого	2	6
448	ничем не	2	6
449	тех пор	2	6
450	так в	4	6
451	и вместе	5	6
452	о его	2	6
453	образом в	5	6
454	чувства которые	2	6
455	то и	15	6
456	независимо от	15	6
457	всех этих	2	6
458	к ней	3	6
459	из нее	2	6
460	сама по	4	6
461	никто не	3	6
462	и которые	3	6
463	одного и	6	6
464	нами в	2	6
465	что касается	2	6
466	бы что	2	6
467	что есть	3	6
468	более или	6	6
469	что я	2	6
470	уже не	4	6
471	что чувство	4	6
472	внутренняя форма	2	6
473	заметить что	7	6
474	только как	5	6
475	жизни но	2	6
476	одного из	3	5
477	все более	3	5
478	к одному	3	5
479	что ему	2	5
480	что дело	2	5
481	не имеют	7	5
482	человека и	2	5
483	мысли в	11	5
484	столько же	4	5
485	и всегда	3	5
486	между ними	2	5
487	том же	3	5
488	в один	2	5
489	на вопрос	3	5
490	в душе	28	5
491	в других	6	5
492	связь с	2	5
493	в известном	2	5
494	то чего	2	5
495	значение и	4	5
496	если в	3	5
497	то в	6	5
498	все они	3	5
499	только для	7	5
500	но даже	2	5
501	указывают на	3	5
502	не мог	3	5
503	и наоборот	10	5
504	видели что	2	5
505	смотрит на	3	5
506	в другой	4	5
507	слов и	5	5
508	том смысле	7	5
509	таком случае	4	5
510	или что	3	5
511	сходство с	2	5
512	не следует	6	5
513	бы то	2	5
514	такой степени	2	5
515	к таким	2	5
516	чем в	2	5
517	его к	3	5
518	отдельных лиц	4	5
519	с если	3	5
520	к которому	5	5
521	или не	3	5
522	тем как	3	5
523	его не	3	5
524	который мы	2	5
525	нам не	2	5
526	это будет	5	5
527	мы находим	3	5
528	зависит от	6	5
529	человеком и	4	5
530	хотя и	6	5
531	но она	3	5
532	в словах	6	5
533	человека в	3	5
534	его словам	2	5
535	только о	2	5
536	она может	3	5
537	оно может	2	5
538	в смысле	4	5
539	мы легко	2	5
540	в эту	2	5
541	не понимает	2	5
542	и тогда	2	5
543	ни одна	2	5
544	отношения к	2	5
545	быть не	7	5
546	собственном смысле	2	5
547	чувства в	5	4
548	чувство не	3	4
549	бы для	2	4
550	к другим	3	4
551	должны были	2	4
552	уже с	2	4
553	от своего	2	4
554	одном из	3	4
555	к другому	2	4
556	приблизительно так	3	4
557	не по	4	4
558	однако в	4	4
559	в глазах	4	4
560	в истории	8	4
561	из одного	3	4
562	в первом	5	4
563	в применении	3	4
564	не имеем	3	4
565	не с	2	4
566	дает нам	2	4
567	удовольствие от	2	4
568	никакой возможности	2	4
569	применении к	3	4
570	в языке	36	4
571	не на	3	4
572	этой цели	3	4
573	или как	2	4
574	после того	3	4
575	остановимся на	3	4
576	в обратном	2	4
577	что без	2	4
578	что речь	2	4
579	более и	2	4
580	из себя	6	4
581	мы говорим	3	4
582	если не	5	4
583	из всего	2	4
584	находится в	2	4
585	и того	6	4
586	разница между	5	4
587	чем сильнее	2	4
588	ясно и	2	4
589	одним словом	5	4
590	чувства не	2	4
591	по отношению	15	4
592	то все	6	4
593	говоря о	3	4
594	что до	2	4
595	его от	2	4
596	может стать	3	4
597	только потому	4	4
598	не знаем	2	4
599	не имея	2	4
600	здесь не	2	4
601	не для	2	4
602	с ними	2	4
603	в связи	2	4
604	в стороне	5	4
605	все остальные	9	4
606	до такой	2	4
607	с которыми	3	4
608	как например	4	4
609	человека не	2	4
610	как во	2	4
611	в противоположность	2	4
612	не кажется	2	4
613	такого же	2	4
614	его действие	3	4
615	вытекает из	3	4
616	где он	2	4
617	от одного	2	4
618	это что	2	4
619	в мире	3	4
620	стало быть	6	4
621	а между	5	4
622	перейти к	3	4
623	мог бы	5	4
624	тем в	2	4
625	в некоторых	4	4
626	же время	4	4
627	ничего общего	3	4
628	в слове	21	4
629	душевной жизни	15	3
630	чувством и	2	3
631	его на	3	3
632	одним из	2	3
633	эти звуки	2	3
634	ни было	4	3
635	нас на	2	3
636	для себя	4	3
637	вообще и	2	3
638	согласно с	6	3
639	доказать что	2	3
640	к известным	2	3
641	на чувство	2	3
642	друг от	3	3
643	от нас	3	3
644	общего с	3	3
645	которые должны	2	3
646	слова а	3	3
647	зрения и	7	3
648	не заключает	3	3
649	в более	4	3
650	стремление к	3	3
651	не из	3	3
652	что можно	3	3
653	как именно	3	3
654	мы называем	4	3
655	человеке и	2	3
656	же не	2	3
657	всем этом	2	3
658	не была	2	3
659	этом не	2	3
660	не иначе	4	3
661	из виду	2	3
662	в сознание	2	3
663	уже и	2	3
664	на другом	2	3
665	на их	2	3
666	самое понятие	2	3
667	и должно	2	3
668	что так	2	3
669	нам и	2	3
670	бы быть	7	3
671	в теории	2	3
672	по которым	2	3
673	превращается в	2	3
674	обнаруживается в	2	3
675	быть только	7	3
676	то он	2	3
677	от друга	3	3
678	зависят от	2	3
679	в строении	3	3
680	из самого	3	3
681	выражается в	2	3
682	животных и	2	3
683	не более	4	3
684	теории и	2	3
685	о которой	2	3
686	но с	3	3
687	на что	3	3
688	все в	2	3
689	бы с	2	3
690	которое может	2	3
691	для меня	4	3
692	понятие о	2	3
693	с что	2	3
694	заключить что	3	3
695	вопроса о	2	3
696	несомненно что	2	3
697	обратить внимание	2	3
698	слово в	2	3
699	известным образом	2	3
700	и проч	11	3
701	удовольствия и	8	3
702	удовольствие и	3	3
703	в разных	2	3
704	что нет	2	3
705	искусства то	2	3
706	ко всем	4	3
707	с а	4	3
708	речи и	11	3
709	и другая	2	3
710	нет ничего	2	3
711	быть может	6	3
712	чего не	3	3
713	и чувства	3	3
714	тем более	2	3
715	связь между	2	3
716	всякое произведение	2	3
717	на язык	7	3
718	внутреннюю форму	3	3
719	с другими	3	3
720	души и	9	3
721	же с	8	3
722	хотя в	3	3
723	думаем что	2	3
724	бы ни	8	3
725	что человек	6	3
726	в таких	2	3
727	на которую	3	3
728	смысле что	2	3
729	которые могут	5	3
730	в движение	2	3
731	и самое	3	3
732	не столько	3	3
733	каждый раз	5	3
734	отношению к	13	3
735	не могло	3	3
736	но уже	2	3
737	явлений и	3	3
738	время с	2	3
739	о чувстве	2	3
740	внимание что	2	3
741	там же	9	3
742	души в	2	3
743	их и	2	3
744	то на	4	3
745	то ни	3	3
746	есть для	2	3
747	переходим к	2	3
748	что сам	3	3
749	с другим	3	2
750	для человека	3	2
751	вывести из	3	2
752	и слова	2	2
753	или нет	3	2
754	что бы	2	2
755	и кто	2	2
756	чувства а	3	2
757	следовательно и	2	2
758	к ее	2	2
759	и другом	2	2
760	доказывает что	3	2
761	что нельзя	2	2
762	относятся к	2	2
763	и такое	2	2
764	ли в	2	2
765	мысли о	6	2
766	во втором	6	2
767	по законам	3	2
768	только тем	2	2
769	слова то	2	2
770	есть необходимое	2	2
771	для них	2	2
772	показать в	2	2
773	от нашего	3	2
774	души а	3	2
775	переходит в	2	2
776	но вместе	4	2
777	что многие	2	2
778	ни малейшего	3	2
779	не один	2	2
780	до того	2	2
781	вместе и	14	2
782	не заметно	3	2
783	как для	2	2
784	вбирает в	2	2
785	развития и	3	2
786	соединяются в	2	2
787	впечатления от	2	2
788	и понятия	2	2
789	во многих	5	2
790	ни по	2	2
791	психологическая теория	2	2
792	народной жизни	2	2
793	слова есть	6	2
794	другим и	3	2
795	бы при	3	2
796	но во	3	2
797	таком виде	2	2
798	д и	2	2
799	боль и	3	2
800	как при	2	2
801	что такая	2	2
802	между собою	10	2
803	представлений в	3	2
804	с нами	2	2
805	же мало	2	2
806	по крайней	6	2
807	о происхождении	8	2
808	эти последние	3	2
809	точке зрения	4	2
810	человеческой природы	4	2
811	с понятием	2	2
812	есть уже	4	2
813	действие на	2	2
814	другой не	2	2
815	звук и	4	2
816	разница в	2	2
817	на такой	2	2
818	она могла	2	2
819	выйти из	2	2
820	же что	2	2
821	или если	3	2
822	мы думаем	3	2
823	многих случаях	2	2
824	друг другу	4	2
825	та что	2	2
826	для всякого	3	2
827	указание на	2	2
828	она еще	2	2
829	встречаем и	2	2
830	чтобы не	3	2
831	нужные для	2	2
832	к первой	2	2
833	для самого	5	2
834	бы они	2	2
835	мысли но	2	2
836	когда же	2	2
837	имеет для	2	2
838	служит только	2	2
839	крайней мере	6	2
840	вытекают из	3	2
841	при исследовании	2	2
842	обратном отношении	2	2
843	по своей	2	2
844	что из	2	2
845	понятия и	3	2
846	давно уже	2	2
847	для других	2	2
848	не от	4	2
849	мы постараемся	2	2
850	не всегда	2	2
851	мысли а	2	2
852	нашей души	2	2
853	нужно было	3	2
854	внешняя форма	3	2
855	это последнее	6	2
856	как предмет	3	2
857	от нее	6	2
858	на такие	2	2
859	в обширном	2	2
860	даже и	4	2
861	только от	2	2
862	без него	2	2
863	речь и	2	2
864	xviii в	2	2
865	тела и	2	2
866	между этими	2	2
867	это чувство	2	2
868	на которое	2	2
869	необходимые для	2	2
870	с каким	2	2
871	что вообще	2	2
872	приводит в	5	2
873	себе представить	8	2
874	с общим	3	2
875	одном и	3	2
876	природы но	3	2
877	что само	4	2
878	от них	2	2
879	как оно	2	2
880	в начале	2	2
881	из своих	2	2
882	говоря что	2	2
883	остается только	6	2
884	все его	2	2
885	ничего кроме	2	2
886	он есть	3	2
887	действует на	3	2
888	на те	2	2
889	его мысль	2	2
890	будет совершенно	2	2
891	мысли об	2	2
892	ни для	2	2
893	про себя	2	2
894	случаи когда	2	2
895	их не	2	2
896	язык и	6	2
897	к новому	2	2
898	они ни	2	2
899	время и	2	2
900	того кто	2	2
901	есть всегда	2	2
902	допустим что	2	2
903	друг друга	6	2
904	в разные	2	2
905	человек не	2	2
906	в отдельном	2	2
907	если будем	2	2
908	таким же	3	2
909	чтобы убедиться	2	2
910	из основных	2	2
911	и сами	3	2
