N	2gram	Bakhtin_Fr	formyVre
116	мира и	4	11
117	со смертью	3	10
118	влияние на	2	10
119	здесь не	5	10
120	в ее	5	10
121	тот же	4	10
122	кроме того	5	10
123	и другие	4	10
124	сих пор	6	10
125	также и	6	10
126	входит в	2	10
127	уже не	2	10
128	в большинстве	3	10
129	уже говорили	5	10
130	на основе	3	10
131	до сих	6	10
132	этот ряд	2	9
133	и других	7	9
134	в других	4	9
135	и следовательно	3	9
136	жизнь и	2	9
137	том что	6	9
138	и даже	7	9
139	мира в	2	9
140	и это	5	9
141	с другой	8	9
142	на протяжении	7	9
143	для него	7	9
144	но все	5	9
145	их в	7	9
146	здесь нет	2	9
147	отношения к	2	9
148	до конца	10	8
149	это не	5	8
150	или иной	2	8
151	и прежде	4	8
152	и потому	6	8
153	в произведении	3	8
154	отношение к	11	8
155	все его	2	8
156	том числе	4	8
157	в целом	3	8
158	и т.п	17	8
159	большинстве случаев	3	8
160	один из	9	8
161	что и	3	8
162	здесь и	6	8
163	во всяком	2	8
164	здесь мы	3	8
165	и то	2	8
166	а также	6	8
167	характер и	3	8
168	но эти	4	8
169	в этот	2	8
170	и по	4	8
171	если бы	3	8
172	мы еще	8	8
173	в этих	8	8
174	со всеми	5	8
175	здесь они	2	8
176	отношению к	2	8
177	с одной	5	8
178	в мире	6	8
179	значение в	4	8
180	связанные с	4	8
181	рядом с	5	8
182	и к	4	8
183	в виду	8	8
184	в себе	5	7
185	время это	5	7
186	этого романа	2	7
187	за счет	3	7
188	четвертой книги	2	7
189	том же	4	7
190	отличие от	3	7
191	того что	3	7
192	в той	7	7
193	было бы	4	7
194	романе рабле	24	7
195	например в	2	7
196	романа рабле	13	7
197	к этому	6	7
198	из этих	2	7
199	и он	2	7
200	этот процесс	4	7
201	в которой	6	7
202	поэтому и	4	7
203	этом отношении	4	7
204	в отличие	3	7
205	еще более	5	7
206	в форме	3	7
207	в себя	2	7
208	в последующие	4	7
209	но он	9	7
210	все они	5	6
211	в отношении	3	6
212	еще вернемся	5	6
213	и ее	3	6
214	есть и	4	6
215	своей жизни	3	6
216	самой жизни	2	6
217	одной из	3	6
218	одной стороны	4	6
219	xviii века	6	6
220	в основу	2	6
221	уже сказали	2	6
222	мы видим	9	6
223	характерно что	2	6
224	в качестве	2	6
225	во всей	3	6
226	сказать что	3	6
227	рабле и	21	6
228	до нас	8	6
229	в начале	5	6
230	особенно в	6	6
231	мы не	3	6
232	мы находим	3	6
233	и самое	3	6
234	в сущности	15	6
235	только для	6	6
236	еды питья	2	6
237	смысле слова	5	6
238	о том	5	6
239	именно в	5	6
240	все что	4	6
241	имеем в	2	6
242	в эпоху	18	6
243	поэтому все	2	6
244	что было	3	6
245	в таком	2	6
246	в различных	2	6
247	слова и	3	6
248	с помощью	5	6
249	во все	3	5
250	вернемся к	8	5
251	следовательно и	2	5
252	стороны и	2	5
253	как человек	2	5
254	о чем	3	5
255	и вообще	3	5
256	по своей	4	5
257	понятно что	3	5
258	эти образы	3	5
259	только на	4	5
260	эти моменты	4	5
261	xix века	5	5
262	одно из	3	5
263	от этого	2	5
264	сочетается с	3	5
265	рабле не	16	5
266	они не	4	5
267	но здесь	3	5
268	что все	2	5
269	там где	6	5
270	не были	3	5
271	с ними	4	5
272	при изображении	2	5
273	той или	2	5
274	не на	2	5
275	что они	3	5
276	всего этого	2	5
277	в этой	15	5
278	и они	5	5
279	и от	4	5
280	числе и	3	5
281	хотя бы	2	5
282	почти вовсе	5	5
283	мы имеем	2	5
284	в своей	11	5
285	по преимуществу	3	5
286	в это	2	5
287	протяжении всего	2	5
288	об этом	3	5
289	со смехом	4	5
290	тем что	6	5
291	эпохи возрождения	4	5
292	всем этим	3	5
293	но они	4	5
294	почти все	2	5
295	конечно и	3	5
296	далеко не	3	5
297	да и	2	5
298	мы встречаем	6	5
299	места в	2	5
300	здесь дается	3	5
301	характер носит	2	5
302	общества и	2	5
303	или в	3	5
304	нового времени	2	5
305	как его	2	5
306	той же	9	5
307	вполне понятно	4	5
308	даже в	4	4
309	наконец и	2	4
310	перед нами	4	4
311	питья и	3	4
312	так в	4	4
313	в xviii	12	4
314	его на	2	4
315	в одной	3	4
316	по отношению	3	4
317	его целом	3	4
318	на вертеле	2	4
319	в другом	3	4
320	не был	4	4
321	друг друга	2	4
322	уже указывали	2	4
323	и при	2	4
324	весь мир	4	4
325	что он	7	4
326	и о	5	4
327	как он	4	4
328	iii гл	4	4
329	за ними	2	4
330	мы здесь	2	4
331	xviii веке	11	4
332	в один	2	4
333	века и	5	4
334	даны в	2	4
335	они были	4	4
336	в историческом	2	4
337	большую роль	3	4
338	в чем	3	4
339	другой стороны	5	4
340	рабле вовсе	2	4
341	на его	4	4
342	всего романа	2	4
343	а затем	2	4
344	связаны с	6	4
345	он был	5	4
346	мы сказали	2	4
347	из самых	2	4
348	принадлежит к	2	4
349	и со	2	4
350	в корне	3	4
351	быть и	2	4
352	в xvii	7	4
353	в данном	5	4
354	включает в	2	4
355	неразрывно связаны	2	4
356	и смерти	3	4
357	и образ	2	4
358	в последнем	2	4
359	и вот	4	4
360	эпизоде с	2	4
361	у нас	4	4
362	вследствие этого	2	4
363	существенное значение	2	4
364	по всему	2	4
365	же и	4	4
366	и более	2	4
367	связан с	6	4
368	средние века	2	4
369	раз в	4	4
370	прежде чем	2	4
371	мир и	2	4
372	для рабле	7	4
373	в своих	7	4
374	жизни как	2	4
375	всего необходимо	3	4
376	момент в	2	4
377	как она	2	4
378	равно как	2	4
379	всяком случае	2	4
380	раз и	2	4
381	к жизни	2	4
382	кн iii	4	4
383	это и	4	4
384	гаргантюа и	5	4
385	во всем	4	4
386	в нашем	5	4
387	все в	2	4
388	жизни с	2	4
389	на площади	9	4
390	чем в	2	4
391	еще и	6	3
392	таковы основные	2	3
393	которые в	2	3
394	его к	3	3
395	образов и	2	3
396	очень важный	2	3
397	вплоть до	5	3
398	на рабле	4	3
399	что здесь	2	3
400	наконец в	3	3
401	времени с	2	3
402	в произведениях	2	3
403	узком смысле	2	3
404	рабле мы	8	3
405	всякого рода	2	3
406	смех в	2	3
407	все элементы	2	3
408	и дает	2	3
409	и шире	4	3
410	по сравнению	2	3
411	но конечно	5	3
412	но оно	2	3
413	это уже	2	3
414	рабле все	4	3
415	культуры в	3	3
416	жизнь в	3	3
417	в более	4	3
418	что на	2	3
419	не входит	2	3
420	но это	5	3
421	во франции	5	3
422	смысле но	2	3
423	в образах	8	3
424	на землю	2	3
425	из всех	4	3
426	и самый	2	3
427	как нечто	3	3
428	на этом	3	3
429	вернемся в	2	3
430	под влиянием	2	3
431	смеха и	10	3
432	пор еще	2	3
433	пародия на	3	3
434	и так	5	3
435	здесь только	3	3
436	них и	2	3
437	очень часто	2	3
438	одна из	3	3
439	и детей	2	3
440	все то	2	3
441	брат жан	10	3
442	все время	3	3
443	с этими	2	3
444	и еще	3	3
445	дело в	4	3
446	менее всего	2	3
447	это было	2	3
448	в прошлом	2	3
449	в значительной	3	3
450	в таких	3	3
451	и здесь	5	3
452	мы увидим	3	3
453	в первый	2	3
454	и весь	2	3
455	вовсе нет	2	3
456	с рождением	3	3
457	в заключение	4	3
458	в гротескном	3	3
459	и несколько	2	3
460	как на	3	3
461	точном смысле	2	3
462	этот образ	11	3
463	свое значение	2	3
464	в течение	3	3
465	но только	2	3
466	нас в	2	3
467	по своему	3	3
468	правда не	4	3
469	можно сказать	2	3
470	xvii века	4	3
471	основе этого	3	3
472	и вещей	2	3
473	в творчестве	5	3
474	в свою	3	3
475	связь с	6	3
476	выражение в	2	3
477	главным образом	3	3
478	и возрождения	2	3
479	раблезианский смех	2	3
480	смех и	4	3
481	гл xvii	3	3
482	и есть	5	3
483	сравнению с	2	3
484	не к	2	3
485	в слове	2	3
486	мы говорили	2	3
487	характер это	2	3
488	тем же	2	3
489	играют в	2	2
490	данном случае	3	2
491	начиная с	3	2
492	в плане	3	2
493	и рождение	2	2
494	случае в	2	2
495	и веселый	2	2
496	каждый из	2	2
497	в духе	11	2
498	он так	2	2
499	нельзя забывать	3	2
500	свою очередь	2	2
501	и стиль	2	2
502	к третьей	5	2
503	в наших	2	2
504	ведь это	3	2
505	своем романе	3	2
506	были в	2	2
507	после этого	2	2
508	одном из	2	2
509	одном месте	2	2
510	они должны	2	2
511	самом деле	5	2
512	конечно эти	2	2
513	весь роман	3	2
514	характерно для	2	2
515	и очень	2	2
516	при описании	2	2
517	образом в	3	2
518	xvii веке	8	2
519	и историческое	2	2
520	от них	2	2
521	этого целого	2	2
522	особое значение	2	2
523	в моче	2	2
524	к нему	4	2
525	они и	4	2
526	лежит на	2	2
527	до наших	5	2
528	в узком	3	2
529	вообще в	2	2
530	но как	5	2
531	видит в	3	2
532	с нею	2	2
533	на них	3	2
534	гл xv	2	2
535	раблезианского смеха	9	2
536	считая женщин	2	2
537	громадную роль	2	2
538	отметить что	2	2
539	о его	2	2
540	средневековья и	4	2
541	связь между	3	2
542	что уже	2	2
543	было в	2	2
544	на котором	2	2
545	до того	2	2
546	всех своих	2	2
547	этого смеха	5	2
548	рабле но	8	2
549	сам он	3	2
550	этого слова	3	2
551	должны быть	2	2
552	много в	2	2
553	этот момент	2	2
554	еще довольно	2	2
555	образов рабле	6	2
556	поэтому они	2	2
557	с их	5	2
558	мы видели	6	2
559	тут же	3	2
560	имеет в	2	2
561	перестает быть	2	2
562	то в	2	2
563	этой же	2	2
564	но дело	4	2
565	хотя в	2	2
566	нельзя понять	2	2
567	себя в	2	2
568	всех сторон	2	2
569	о котором	2	2
570	и стиля	3	2
571	что должно	2	2
572	со всем	2	2
573	также в	2	2
574	и тот	4	2
575	в париже	5	2
576	в тоне	2	2
577	образов в	4	2
578	женщин и	2	2
579	и выражений	3	2
580	как они	2	2
581	эпизод с	3	2
582	в xix	3	2
583	и всего	2	2
584	как по	2	2
585	для своей	2	2
586	где он	2	2
587	смысл и	2	2
588	этот мир	2	2
589	неотделимы от	2	2
590	бытовой и	2	2
591	он изображает	2	2
592	культуры и	7	2
593	для нового	2	2
594	ни для	4	2
595	специфический характер	2	2
596	литературу и	2	2
597	что у	2	2
598	со своими	2	2
599	веке в	3	2
600	если кто	3	2
601	и глубоко	2	2
602	в мировой	4	2
603	образом и	2	2
604	там же	2	2
605	еще в	4	2
606	не боится	2	2
607	он становится	2	2
608	мировой литературе	4	2
609	влияния на	2	2
610	весь этот	5	2
611	на мир	2	2
612	кто хотел	2	2
613	со всею	5	2
614	эти элементы	2	2
615	эпохи и	3	2
616	него и	3	2
617	и образов	4	2
618	и сама	2	2
619	и особенно	2	2
620	рабле на	5	2
621	в языке	2	2
622	мы остановимся	3	2
623	и сам	5	2
624	смеха в	4	2
625	и после	2	2
626	них не	2	2
627	не считая	2	2
628	представление о	2	2
629	основе своей	2	2
630	самый момент	2	2
631	рабле дает	6	2
