N	2gram	Vinokur_Ku	Problema
118	и на	8	25
119	мы можем	2	25
120	всяком случае	8	25
121	на самом	3	24
122	тем более	2	24
123	не имеет	6	24
124	с тем	5	24
125	в нашем	8	24
126	а только	10	23
127	только и	3	23
128	мы находим	2	23
129	на то	6	23
130	есть не	2	23
131	при этом	6	23
132	конце концов	3	23
133	в качестве	12	23
134	то и	4	23
135	никогда не	2	22
136	и если	4	22
137	и является	4	22
138	и есть	3	22
139	что и	5	22
140	можно ли	6	22
141	и от	2	22
142	всех этих	4	22
143	есть в	6	22
144	мы должны	2	21
145	и без	2	21
146	а также	3	21
147	в самом	20	21
148	говорить о	5	21
149	и только	2	21
150	и потому	6	20
151	как о	2	20
152	но как	2	20
153	для того	23	20
154	именно в	7	20
155	о чем	2	20
156	можно было	14	20
157	несмотря на	6	20
158	или в	5	20
159	тем что	9	20
160	в отношении	2	19
161	в каком	6	19
162	но если	2	19
163	того или	6	19
164	если бы	21	19
165	кроме того	2	19
166	но только	5	19
167	то это	3	19
168	если не	4	19
169	он не	4	19
170	с ним	5	19
171	уже в	5	19
172	самом деле	17	19
173	в них	10	19
174	это есть	2	19
175	как в	6	19
176	этом смысле	8	19
177	того же	6	18
178	того чтобы	25	18
179	в ее	2	18
180	в этих	5	18
181	не было	6	18
182	в ней	6	18
183	гораздо более	6	17
184	значение и	2	17
185	и здесь	8	17
186	но уже	6	17
187	в языке	16	17
188	без всякого	2	17
189	это и	6	17
190	что они	5	17
191	совершенно не	4	17
192	но даже	3	16
193	к тому	8	16
194	но все	5	16
195	же в	5	16
196	и вовсе	7	16
197	между собою	3	16
198	в одно	2	16
199	далеко не	2	16
200	для этого	6	16
201	как это	6	16
202	точно так	4	16
203	что она	5	16
204	будто бы	3	16
205	в чем	2	15
206	общего с	2	15
207	и более	3	15
208	всякого рода	2	15
209	казалось бы	5	15
210	в частности	6	15
211	у него	3	15
212	что не	10	15
213	с этим	6	15
214	в той	6	15
215	не что	2	14
216	не так	2	14
217	что все	6	14
218	уже и	3	14
219	иное как	3	14
220	все равно	4	14
221	что иное	2	14
222	сих пор	5	14
223	этом случае	4	14
224	в котором	4	14
225	а это	5	14
226	этого термина	4	14
227	то ни	2	14
228	только о	3	14
229	до сих	5	14
230	дело в	2	13
231	иной раз	2	13
232	в целях	2	13
233	здесь только	2	13
234	или даже	2	13
235	те или	2	13
236	в их	3	13
237	бы и	6	13
238	тому что	3	13
239	мы имеем	11	13
240	в области	15	13
241	или иного	5	13
242	мы в	3	13
243	же и	4	13
244	сами по	2	13
245	из них	4	13
246	учение о	4	13
247	нисколько не	6	12
248	так или	3	12
249	что этот	2	12
250	не говоря	3	12
251	в которой	7	12
252	в другом	2	12
253	с одной	3	12
254	в самой	6	12
255	в целом	5	12
256	для них	2	12
257	что это	11	12
258	в смысле	2	12
259	или иначе	4	12
260	нашем смысле	2	12
261	и следовательно	2	11
262	могли бы	4	11
263	как именно	2	11
264	в нашей	4	11
265	в истории	3	11
266	вообще не	2	11
267	мы говорим	4	11
268	тот же	7	11
269	в таких	7	11
270	о которых	2	11
271	не могут	5	11
272	одной стороны	2	11
273	и у	3	11
274	и тогда	4	11
275	по поводу	2	11
276	и их	2	11
277	что его	2	11
278	заключается в	3	11
279	в искусстве	2	11
280	свидетельствует о	3	11
281	не имеют	3	10
282	один из	8	10
283	однако в	2	10
284	отличается от	2	10
285	быть только	3	10
286	слова и	8	10
287	очень много	3	10
288	что у	3	10
289	что для	3	10
290	в одном	4	10
291	или менее	3	10
292	то или	3	10
293	что оно	6	10
294	внимание на	5	10
295	представление о	3	10
296	относится к	3	10
297	только то	2	10
298	на том	4	10
299	более или	3	10
300	в году	3	10
301	из которых	3	10
302	но он	2	10
303	вопрос о	11	9
304	хотелось бы	2	9
305	тогда когда	7	9
306	здесь как	3	9
307	здесь мы	2	9
308	только тогда	4	9
309	которые в	2	9
310	между прочим	4	9
311	же касается	4	9
312	в буквальном	2	9
313	языка и	16	9
314	в тех	4	9
315	был бы	4	9
316	идет речь	3	9
317	только для	3	9
318	в своих	2	9
319	на себе	10	9
320	вообще и	2	9
321	не был	2	9
322	однако не	9	9
323	в которых	8	9
324	что даже	2	9
325	говоря уже	2	9
326	того как	6	9
327	что если	4	9
328	бы в	8	9
329	это было	2	9
330	о котором	4	9
331	сколько угодно	2	9
332	д и	3	9
333	обратить внимание	4	9
334	были бы	2	8
335	от этого	4	8
336	в г	3	8
337	а если	5	8
338	говорим о	3	8
339	этот термин	2	8
340	на его	3	8
341	и по	4	8
342	для него	2	8
343	если в	2	8
344	не все	4	8
345	только что	2	8
346	с этой	4	8
347	в силу	16	8
348	себе и	3	8
349	тем же	2	8
350	том как	3	8
351	а то	2	8
352	к сожалению	2	8
353	из этих	5	8
354	почти всегда	3	8
355	и он	4	8
356	только потому	13	8
357	как они	2	8
358	но ведь	3	8
359	и при	3	8
360	не значит	2	8
361	но для	4	8
362	конечно не	3	8
363	он есть	3	8
364	как только	2	8
365	что на	2	7
366	это только	5	7
367	и значение	2	7
368	а с	3	7
369	может иметь	3	7
370	на этой	4	7
371	она есть	2	7
372	а а	4	7
373	но вот	3	7
374	однако и	2	7
375	мы скажем	2	7
376	понимать как	2	7
377	в какой	7	7
378	в такой	2	7
379	оно не	5	7
380	или иное	2	7
381	в случае	2	7
382	даже в	4	7
383	что их	2	7
384	во все	2	7
385	не на	4	7
386	в науке	4	7
387	в это	3	7
388	не раз	3	7
389	и а	2	7
390	но что	3	7
391	была бы	5	7
392	мере в	7	7
393	себе в	3	7
394	с полным	2	7
395	уже о	2	7
396	же как	3	7
397	или иные	2	7
398	же это	2	7
399	по преимуществу	3	7
400	этой области	3	7
401	что касается	4	7
402	на этот	4	7
403	ее в	2	7
404	меньше всего	2	7
405	тому же	2	7
406	мы могли	2	7
407	не как	2	6
408	с той	2	6
409	то мы	4	6
410	в известном	2	6
411	ведь и	2	6
412	ли в	3	6
413	в зависимости	7	6
414	само по	6	6
415	только к	2	6
416	в статье	3	6
417	этого слова	8	6
418	когда он	4	6
419	этот вопрос	7	6
420	как таковой	2	6
421	том смысле	2	6
422	и того	2	6
423	что именно	2	6
424	не знает	4	6
425	но с	2	6
426	до конца	3	6
427	в действительности	2	6
428	не всегда	4	6
429	видно что	2	6
430	только как	3	6
431	по существу	9	6
432	который мы	2	6
433	в общем	4	6
434	могут быть	5	6
435	содержания и	2	6
436	и может	3	6
437	что слово	6	6
438	вся эта	2	6
439	с его	4	6
440	под этим	2	6
441	и уже	2	6
442	дело не	4	6
443	зависимости от	9	6
444	этом отношении	8	6
445	уже на	3	6
446	к своему	2	6
447	жизнь в	2	6
448	как на	4	6
449	не мог	2	6
450	отношения к	2	6
451	но оно	2	6
452	в слове	3	6
453	в область	2	5
454	в первую	5	5
455	слова но	3	5
456	отношение к	2	5
457	он должен	2	5
458	с первого	2	5
459	указания на	3	5
460	другое дело	2	5
461	с большим	4	5
462	своей собственной	3	5
463	до того	2	5
464	но зато	2	5
465	как такового	2	5
466	лишь в	6	5
467	часто и	2	5
468	том чтобы	9	5
469	литературе и	2	5
470	для обозначения	2	5
471	если его	2	5
472	как то	2	5
473	я не	5	5
474	сводится к	3	5
475	но еще	4	5
476	в каких	2	5
477	и прочие	2	5
478	в собственном	2	5
479	между тем	11	5
480	от того	5	5
481	во многих	3	5
482	мы видели	3	5
483	о нем	2	5
484	утверждать что	2	5
485	тех пор	2	5
486	на себя	3	5
487	у достоевского	2	5
488	там где	7	5
489	когда в	4	5
490	и когда	2	5
491	что с	2	5
492	первую очередь	3	5
493	к этому	4	5
494	и еще	4	5
495	должно быть	6	5
496	обстоятельство что	15	5
497	смысле что	2	5
498	слова как	5	5
499	одним из	2	5
500	в пределах	8	5
501	они не	4	5
502	не для	2	5
503	в каждом	3	5
504	этих случаях	2	5
505	на эту	2	4
506	предполагает что	2	4
507	именно так	2	4
508	в духе	3	4
509	наряду с	2	4
510	должен быть	8	4
511	не хочет	2	4
512	следовательно и	2	4
513	эти категории	2	4
514	отличие от	3	4
515	одно из	3	4
516	так например	3	4
517	во втором	2	4
518	переходит в	2	4
519	которое в	2	4
520	то не	2	4
521	под влиянием	3	4
522	смысла и	2	4
523	вопроса о	7	4
524	таких случаях	3	4
525	конечно и	3	4
526	вместе со	2	4
527	бы вполне	2	4
528	можно говорить	4	4
529	мы получаем	2	4
530	то обстоятельство	15	4
531	которых мы	2	4
532	я в	2	4
533	той же	5	4
534	он тоже	2	4
535	на который	2	4
536	не потому	6	4
537	нет в	2	4
538	или о	2	4
539	это все	2	4
540	xix века	5	4
541	бы на	4	4
542	в контексте	2	4
543	дело с	2	4
544	к этой	3	4
545	этой точки	4	4
546	в разных	2	4
547	в сущности	11	4
548	например в	5	4
549	что эти	4	4
550	и свое	3	4
551	нельзя было	2	4
552	очень часто	2	4
553	с их	3	4
554	любви к	2	4
555	к ним	2	4
556	то для	2	4
557	что только	2	4
558	на это	3	4
559	а главное	3	4
560	себя самого	2	4
561	мы увидим	3	4
562	это просто	3	4
563	смысл и	5	4
564	и пр	23	4
565	в свою	4	4
566	о значении	2	4
567	смысле и	2	4
568	сама эта	2	4
569	значение слова	3	4
570	все дело	3	3
571	в силах	2	3
572	например что	2	3
573	еще раз	2	3
574	одного и	2	3
575	и далее	3	3
576	том же	3	3
577	может и	2	3
578	языка как	7	3
579	на месте	2	3
580	для этой	2	3
581	но так	2	3
582	в более	2	3
583	тех случаях	2	3
584	а потому	6	3
585	в отличие	3	3
586	нуждается в	5	3
587	к действию	2	3
588	что вся	2	3
589	рабочих и	2	3
590	в первом	3	3
591	должна быть	6	3
592	то только	3	3
593	выходит за	2	3
594	что значит	2	3
595	именно с	3	3
596	чтобы в	2	3
597	по сравнению	3	3
598	ли это	4	3
599	на такие	2	3
600	указать на	5	3
601	что нет	2	3
602	борьбы с	2	3
603	превращается в	4	3
604	после того	3	3
605	случаях когда	2	3
606	и прочих	2	3
607	столь же	2	3
608	был в	2	3
609	связанные с	3	3
610	это так	2	3
611	однако он	2	3
612	совершенно ясно	2	3
613	свое место	2	3
614	находится в	2	3
615	как об	2	3
616	для которых	2	3
617	и должно	2	3
618	каждом из	2	3
619	с помощью	12	3
620	чем в	3	3
621	в москве	2	3
622	например не	2	3
623	но можно	2	3
624	его к	5	3
625	в европе	2	3
626	же есть	2	3
627	а во-вторых	2	3
628	но есть	2	3
629	что между	2	3
630	со стороны	8	3
631	так называемая	2	3
632	здесь совершенно	2	3
633	в атмосфере	2	3
634	и где	2	3
635	образом в	3	3
636	а все	2	3
637	время в	2	3
638	язык как	9	3
639	быть в	2	3
640	не столько	2	3
641	науки о	3	3
642	с ними	6	3
643	себе представить	2	3
644	всего что	2	3
645	и мы	2	3
646	нам пришлось	2	3
647	т е	54	3
648	с такими	2	3
649	о языке	8	3
650	больше всего	3	3
651	это конечно	2	3
652	связан с	2	3
653	с историей	2	3
654	речь идет	4	3
655	знаем что	3	3
656	это слово	7	3
657	на этом	4	3
658	и именно	3	3
659	которое было	2	3
660	языка в	14	3
661	что было	2	3
662	а следовательно	2	3
663	в совершенно	2	3
664	и сами	2	3
665	в системе	3	3
666	все более	2	2
667	поэтому необходимо	2	2
668	тому чтобы	2	2
669	действия и	2	2
670	за этим	2	2
671	все те	3	2
672	в состоянии	2	2
673	к такому	2	2
674	в следующем	2	2
675	доказать что	3	2
676	ни были	3	2
677	слов в	5	2
678	и эти	3	2
679	тех кто	2	2
680	доказывает что	2	2
681	что за	3	2
682	язык не	2	2
683	от себя	3	2
684	зрения в	2	2
685	которые можно	3	2
686	то она	2	2
687	то оно	2	2
688	ознакомиться с	3	2
689	и говорит	2	2
690	мы наблюдаем	2	2
691	большую роль	2	2
692	ту же	6	2
693	содержание и	5	2
694	в узком	3	2
695	своего рода	4	2
696	и под	3	2
697	ни одного	2	2
698	несколько слов	3	2
699	поставить вопрос	2	2
700	для всякой	2	2
701	для самого	3	2
702	виду не	2	2
703	в которые	2	2
704	вопрос этот	3	2
705	и вот	4	2
706	как у	2	2
707	обе эти	4	2
708	свидетельствуют о	2	2
709	которого не	2	2
710	самый факт	2	2
711	том и	3	2
712	в некоторой	2	2
713	раз на	2	2
714	формы в	2	2
715	бы например	2	2
716	это определение	2	2
717	за собой	2	2
718	на почве	2	2
719	где нет	2	2
720	роль в	6	2
721	в стороне	2	2
722	из предыдущего	2	2
723	на фоне	3	2
724	целом и	2	2
725	о разных	2	2
726	является ее	2	2
727	этого вопроса	3	2
728	это действительно	2	2
729	которыми пользуется	2	2
730	по отношению	9	2
731	свою очередь	4	2
732	ли не	4	2
733	или же	3	2
734	за счет	2	2
735	слово в	2	2
736	а на	3	2
737	на все	3	2
738	в свое	4	2
739	т п	39	2
740	здесь можно	2	2
741	во многом	2	2
742	нужно было	3	2
743	как например	3	2
744	узком смысле	2	2
745	большинстве случаев	3	2
746	в прямом	2	2
747	такие же	2	2
748	вообще а	2	2
749	на более	3	2
750	всегда в	2	2
751	в значении	2	2
752	пришлось бы	2	2
753	для данного	2	2
754	на язык	4	2
755	в обычном	3	2
756	русском языке	14	2
757	так называемых	3	2
758	что само	2	2
759	с основной	2	2
760	по пути	2	2
761	том случае	3	2
762	и там	2	2
763	случае если	3	2
764	образом если	2	2
765	но также	6	2
766	лишь с	3	2
767	речи в	7	2
768	не приходится	2	2
769	отношению к	9	2
770	лишь как	3	2
771	не с	4	2
772	не случайно	7	2
773	не должно	2	2
774	и сейчас	3	2
775	с большой	2	2
776	чтобы быть	2	2
777	мне не	2	2
778	слова в	7	2
779	что я	4	2
780	как с	2	2
781	должны быть	4	2
782	в большей	2	2
783	смысл этого	2	2
784	этого не	5	2
785	революции и	2	2
786	нашего анализа	2	2
787	в живом	2	2
788	нам не	5	2
789	широком смысле	5	2
790	во избежание	2	2
791	последнее время	3	2
792	на основе	2	2
