N	2gram	Losev_Dial	Istorich
267	то не	4	10
268	в которой	3	10
269	не должен	2	10
270	ни в	20	10
271	о чем	4	10
272	не было	7	10
273	а она	3	10
274	себя в	2	10
275	друг с	2	10
276	и к	8	10
277	в различных	2	10
278	бы мы	2	9
279	в основе	4	9
280	если это	3	9
281	из этого	2	9
282	не могут	4	9
283	это и	6	9
284	тогда когда	6	9
285	зависимости от	2	9
286	более или	5	9
287	по воздуху	2	9
288	но для	2	9
289	жизни и	9	9
290	в первую	2	9
291	с другом	2	9
292	что на	2	9
293	не будет	2	9
294	на первый	2	9
295	или менее	5	9
296	же не	4	9
297	только на	3	9
298	в чем	9	9
299	стороны и	4	9
300	и вместе	2	9
301	также не	2	9
302	и так	2	9
303	должен быть	2	8
304	у них	3	8
305	только тогда	9	8
306	одно из	2	8
307	здесь в	3	8
308	для этого	2	8
309	только что	5	8
310	вообще не	2	8
311	именно в	4	8
312	что такое	13	8
313	во всяком	5	8
314	мы будем	2	8
315	образом и	3	8
316	можно указать	2	8
317	есть ли	3	8
318	в современной	2	8
319	в отдельности	3	8
320	это значит	18	8
321	говорят что	4	8
322	в жизни	3	8
323	может оказаться	2	8
324	же самое	3	8
325	но она	4	8
326	и потому	6	8
327	и другое	3	8
328	а он	4	8
329	также что	2	8
330	в зависимости	2	8
331	тут же	2	8
332	та же	6	8
333	и из	6	8
334	с целью	3	8
335	он на	2	8
336	но с	4	8
337	от того	2	8
338	или по	2	8
339	его с	6	8
340	и эта	3	8
341	можно сказать	10	8
342	независимо от	2	8
343	с другими	2	8
344	значит что	25	8
345	она и	2	8
346	не с	5	8
347	на нем	2	8
348	конечно не	9	8
349	на самом	5	7
350	в конце	5	7
351	состоит из	3	7
352	и о	4	7
353	с самого	2	7
354	а только	5	7
355	не то	9	7
356	если в	5	7
357	и часто	3	7
358	как у	3	7
359	себе и	5	7
360	еще в	2	7
361	о которых	2	7
362	вплоть до	3	7
363	эти два	4	7
364	есть не	8	7
365	но эта	4	7
366	когда мы	3	7
367	тому что	4	7
368	как она	7	7
369	что ни	3	7
370	и когда	5	7
371	в какой	3	7
372	что я	5	7
373	если мы	3	7
374	будто бы	3	7
375	всяком случае	3	7
376	это мы	6	7
377	между тем	3	7
378	первый взгляд	2	7
379	совершенно не	13	7
380	и при	3	7
381	ко мне	2	7
382	уже и	5	7
383	ли это	4	7
384	можно только	4	7
385	этой стороны	2	7
386	то он	2	7
387	думать что	3	7
388	не есть	67	7
389	в области	2	7
390	самом деле	6	7
391	по которому	2	7
392	что оно	9	7
393	небо и	2	7
394	только через	2	7
395	уже давно	2	7
396	не по	2	7
397	об этой	2	7
398	для него	2	7
399	со своими	2	7
400	в каких	2	7
401	с той	2	6
402	для того	2	6
403	можно ли	3	6
404	почти не	3	6
405	на ту	2	6
406	говорит что	3	6
407	как можно	2	6
408	себе не	7	6
409	были бы	3	6
410	не потому	5	6
411	ничем не	4	6
412	в другое	2	6
413	этой точки	2	6
414	же он	2	6
415	это еще	2	6
416	что все	2	6
417	д но	2	6
418	и уже	4	6
419	самого начала	2	6
420	заметить что	2	6
421	к сожалению	2	6
422	быть и	7	6
423	то в	8	6
424	д все	2	6
425	даже не	4	6
426	это за	5	6
427	а я	3	6
428	что как	2	6
429	говорят о	2	6
430	или как	2	6
431	в воде	2	6
432	также и	7	6
433	но что	10	6
434	и становится	2	6
435	в одну	8	6
436	из всего	2	6
437	и оно	2	6
438	это может	4	6
439	мог бы	3	6
440	меня и	2	6
441	только о	3	6
442	и тогда	4	6
443	тому же	3	6
444	это конечно	5	6
445	что по	3	6
446	все его	3	6
447	же и	11	6
448	отношения к	3	6
449	в каком	10	5
450	он также	2	5
451	уже с	2	5
452	это только	3	5
453	это уже	2	5
454	тоже не	2	5
455	тут и	2	5
456	как нечто	5	5
457	только как	3	5
458	никак не	6	5
459	или не	5	5
460	это было	4	5
461	другой пример	2	5
462	как таковой	6	5
463	это можно	2	5
464	или иное	5	5
465	друг другу	4	5
466	это время	3	5
467	по своей	5	5
468	в одно	5	5
469	по своему	4	5
470	мира и	2	5
471	для чего	2	5
472	что если	4	5
473	хотя в	3	5
474	бы в	3	5
475	думают что	8	5
476	на тот	2	5
477	или наоборот	2	5
478	о котором	2	5
479	несмотря на	12	5
480	мы в	2	5
481	она или	2	5
482	очень мало	2	5
483	в виду	9	5
484	в один	3	5
485	может иметь	6	5
486	они были	2	5
487	отличается от	3	5
488	д и	3	5
489	самый факт	2	5
490	еще более	3	5
491	оно не	2	5
492	заметил что	2	5
493	или иначе	3	5
494	мы и	3	5
495	без всякого	3	5
496	много но	2	5
497	что под	3	5
498	на все	2	5
499	нас не	2	5
500	и очень	2	5
501	нем и	2	5
502	дальше и	2	5
503	и может	7	5
504	да и	11	5
505	и мы	8	5
506	могла бы	2	5
507	которые не	2	5
508	как о	2	5
509	в таком	4	5
510	не видел	2	5
511	не говорит	4	5
512	здесь как	2	4
513	что одна	4	4
514	нисколько не	7	4
515	и вообще	10	4
516	есть более	4	4
517	все время	4	4
518	тем более	2	4
519	все они	2	4
520	быть только	3	4
521	ни с	8	4
522	он находит	2	4
523	живая и	2	4
524	нами выше	2	4
525	еще на	3	4
526	в разных	6	4
527	тела и	3	4
528	как один	2	4
529	или вообще	3	4
530	и больше	2	4
531	должны считать	2	4
532	что миф	15	4
533	идти дальше	2	4
534	в результате	2	4
535	что касается	3	4
536	что есть	2	4
537	сами по	4	4
538	следует за	2	4
539	если же	2	4
540	не существует	8	4
541	как раз	7	4
542	он сам	6	4
543	для нее	2	4
544	что уже	3	4
545	человека и	2	4
546	или нет	6	4
547	без всяких	2	4
548	он мог	2	4
549	вывод что	2	4
550	так или	3	4
551	или его	2	4
552	и начинает	2	4
553	из видов	2	4
554	почему это	2	4
555	но вот	5	4
556	содержит в	6	4
557	и должно	3	4
558	по сравнению	2	4
559	мысль о	2	4
560	как не	4	4
561	иметь в	4	4
562	живут в	2	4
563	на почве	2	4
564	и сейчас	3	4
565	отнюдь не	13	4
566	с точки	18	4
567	все в	2	4
568	что их	2	4
569	не раз	2	4
570	а это	2	4
571	еще и	4	4
572	мне не	2	4
573	по линии	2	4
574	но конечно	2	4
575	миф и	6	4
576	только то	7	4
577	новые и	2	4
578	с мифом	2	4
579	ни к	2	4
580	есть в	2	4
581	ее к	2	4
582	в самом	6	4
583	того кто	2	4
584	не могу	9	4
585	так чтобы	2	4
586	что именно	3	4
587	как же	8	3
588	не хотят	3	3
589	как из	3	3
590	обратим внимание	2	3
591	это как	3	3
592	точку зрения	3	3
593	просто как	2	3
594	чтобы все	3	3
595	точка зрения	3	3
596	представить себе	2	3
597	речь идет	2	3
598	нельзя сказать	4	3
599	сейчас же	3	3
600	со всем	2	3
601	а есть	4	3
602	только один	2	3
603	них и	2	3
604	на всю	6	3
605	и мифа	2	3
606	наоборот в	2	3
607	сказал что	3	3
608	и та	8	3
609	так то	2	3
610	нет ни	4	3
611	и быть	2	3
612	понимать как	2	3
613	когда они	3	3
614	или другой	7	3
615	обоих случаях	2	3
616	чтобы понять	3	3
617	идет речь	2	3
618	стороны не	4	3
619	стороны в	2	3
620	по смыслу	2	3
621	сравнению с	2	3
622	и также	2	3
623	чтобы не	6	3
624	она должна	2	3
625	с тех	2	3
626	я могу	2	3
627	предметы в	2	3
628	не дают	2	3
629	он всегда	3	3
630	том смысле	4	3
631	была бы	4	3
632	одна и	5	3
633	именно как	2	3
634	мы находим	7	3
635	всегда есть	4	3
636	с теми	2	3
637	она сама	2	3
638	что даже	2	3
639	и я	3	3
640	в противоположность	6	3
641	должно быть	7	3
642	есть миф	6	3
643	из нее	2	3
644	как они	2	3
645	ни было	2	3
646	к мифу	3	3
647	к самому	3	3
648	тем же	3	3
649	в системе	2	3
650	из того	2	3
651	об одном	3	3
652	мире и	3	3
653	также имеет	3	3
654	и нет	2	3
655	все равно	7	3
656	на природу	2	3
657	только не	2	3
658	раз и	2	3
659	этого нет	3	3
660	является не	3	3
661	к его	2	3
662	оно есть	5	3
663	в науке	3	3
664	можно узнать	3	3
665	это все	2	3
666	в эпоху	2	3
667	и смысл	3	3
668	почему же	2	3
669	даже и	3	3
670	бы она	2	3
671	он с	2	3
672	но тут	3	3
673	тогда и	2	3
674	и до	2	3
675	как таковая	2	3
676	не обязательно	5	3
677	даже если	4	3
678	на очень	2	3
679	есть та	2	3
680	само по	7	3
681	и подобных	2	3
682	явление и	3	3
683	бывает что	2	3
684	о своих	2	3
685	тех пор	2	3
686	с которым	2	3
687	нет еще	3	3
688	солнце и	3	3
689	момент в	2	3
690	которые были	2	3
691	не о	5	2
692	по направлению	3	2
693	относиться к	3	2
694	в каждом	4	2
695	действительно есть	3	2
696	один день	2	2
697	вообще на	2	2
698	не мешает	8	2
699	живое существо	2	2
700	вот и	2	2
701	в полной	2	2
702	с живыми	2	2
703	все вещи	2	2
704	не стоит	2	2
705	почти все	2	2
706	вопрос об	5	2
707	миф не	24	2
708	из мифа	4	2
709	самом же	2	2
710	качестве примера	2	2
711	все на	3	2
712	долго не	2	2
713	мы всегда	2	2
714	есть выражение	4	2
715	можно говорить	2	2
716	есть уже	2	2
717	холод и	2	2
718	от которой	2	2
719	эти вопросы	3	2
720	был в	2	2
721	и всякий	3	2
722	и остается	2	2
723	его самого	3	2
724	к богу	3	2
725	что кто-то	2	2
726	но я	4	2
727	не зная	2	2
728	т п	3	2
729	в сон	2	2
730	помнить что	2	2
731	жизнь в	2	2
732	на себе	3	2
733	быть в	5	2
734	это будет	2	2
735	вещи и	5	2
736	в сущности	2	2
737	то оно	4	2
738	от земли	2	2
739	нечего и	2	2
740	как например	2	2
741	необходима для	2	2
742	же это	6	2
743	зрения так	2	2
744	и еще	4	2
745	если она	4	2
746	обе стороны	3	2
747	что человек	2	2
748	в меня	2	2
749	сама по	12	2
750	к другу	2	2
751	то или	5	2
752	именно и	2	2
753	со всей	2	2
754	содержат в	2	2
755	жизнь и	5	2
756	в мире	3	2
757	как с	2	2
758	данного мифа	2	2
759	есть так	2	2
760	так вот	2	2
761	и можно	3	2
762	он есть	6	2
763	по небу	2	2
764	не к	2	2
765	с какой	5	2
766	взгляд на	3	2
767	мифа в	4	2
768	только гипотеза	3	2
769	и следовательно	7	2
770	и этого	2	2
771	таком случае	2	2
772	как здесь	2	2
773	им самим	2	2
774	может и	5	2
775	что тело	2	2
776	общего с	6	2
777	по одному	4	2
778	всю жизнь	2	2
779	одно и	8	2
780	я был	3	2
781	себе а	2	2
782	но нельзя	2	2
783	виду что	2	2
784	и потом	2	2
785	или точнее	2	2
786	форма есть	2	2
787	свой смысл	2	2
788	себе но	2	2
789	мы получаем	4	2
790	не лучше	2	2
791	выйти из	3	2
792	и ему	2	2
793	сам по	8	2
794	и жизни	4	2
795	зная что	2	2
796	есть что-то	2	2
797	у вас	2	2
798	и об	4	2
799	и земли	2	2
800	что для	3	2
801	есть нечто	16	2
802	не остается	2	2
803	и где	5	2
804	только потому	4	2
805	что с	2	2
806	человек и	2	2
807	случае не	4	2
808	есть просто	6	2
809	в сознании	3	2
810	это или	2	2
811	на свете	5	2
812	не нужно	2	2
813	а о	2	2
814	где и	2	2
815	как я	3	2
816	остается только	2	2
817	ничего общего	4	2
818	следовательно не	2	2
819	нет и	2	2
820	одно время	3	2
821	свою собственную	2	2
822	вы не	3	2
823	во всю	2	2
824	же деле	2	2
825	говорить о	9	2
826	бы ни	3	2
827	природы и	2	2
828	образа и	2	2
829	не значит	6	2
830	важно что	3	2
831	учение о	11	2
832	же эти	2	2
