N	2gram	Vinokur_St	Dialekti
468	е как	2	3
469	является не	4	3
470	хотя это	2	3
471	тем же	3	3
472	в очень	4	3
473	о которых	3	3
474	для себя	3	3
475	в свое	3	3
476	нас не	3	3
477	только с	4	3
478	она была	2	3
479	а то	3	3
480	в голову	2	3
481	в основу	5	3
482	действительно не	3	3
483	совсем не	3	3
484	во время	5	3
485	не приходится	5	3
486	или иного	4	3
487	в сознании	2	3
488	больше чем	3	3
489	бы не	2	3
490	о мире	2	3
491	в какой	4	3
492	не к	2	3
493	но на	2	3
494	них нет	2	3
495	не дает	2	3
496	в некоторых	3	3
497	и именно	2	3
498	что было	3	3
499	по его	5	3
500	не мог	3	3
501	в слове	5	3
502	можно найти	3	3
503	между тем	7	3
504	имеем дело	2	3
505	конечно это	2	2
506	не знали	2	2
507	что ему	2	2
508	как можно	2	2
509	ни была	2	2
510	не имеют	2	2
511	в тех	5	2
512	вне всякого	2	2
513	должно было	5	2
514	как к	3	2
515	в новом	4	2
516	факт что	6	2
517	ни одной	2	2
518	к сожалению	4	2
519	сомневаться в	3	2
520	на его	2	2
521	во втором	5	2
522	не могла	2	2
523	в образе	3	2
524	в процессе	3	2
525	о реальном	2	2
526	разница между	3	2
527	ни одного	4	2
528	нужно сказать	6	2
529	что значит	2	2
530	в эпоху	3	2
531	не пошел	2	2
532	в духе	2	2
533	в чисто	2	2
534	как более	2	2
535	дело в	9	2
536	и до	2	2
537	очевидно не	2	2
538	мысль о	2	2
539	на меня	2	2
540	таком виде	2	2
541	он был	5	2
542	самого же	2	2
543	наконец в	2	2
544	не должен	2	2
545	что только	2	2
546	хочу сказать	2	2
547	его жизни	3	2
548	в такой	2	2
549	этот вопрос	6	2
550	о них	3	2
551	где нет	2	2
552	вопрос в	4	2
553	еще в	3	2
554	в сторону	2	2
555	внимание на	5	2
556	и ему	2	2
557	и теперь	2	2
558	в других	2	2
559	столько же	3	2
560	меня в	2	2
561	чем в	3	2
562	что там	2	2
563	ему не	3	2
564	этого вопроса	3	2
565	которые в	2	2
566	на который	2	2
567	случае в	4	2
568	или с	2	2
569	им самим	2	2
570	вот что	3	2
571	вопроса о	3	2
572	в обоих	2	2
573	то есть	2	2
574	а во-вторых	2	2
575	к которому	4	2
576	не очень	2	2
577	и вся	2	2
578	убедиться в	2	2
579	во многих	3	2
580	об истории	2	2
581	себе в	2	2
582	для понимания	2	2
583	никаких сомнений	3	2
584	научного значения	2	2
585	причем все	2	2
586	зависеть от	2	2
587	разного рода	2	2
588	говорит об	4	2
589	мне кажется	7	2
590	не были	2	2
591	там где	6	2
592	выше я	2	2
593	и самый	2	2
594	было в	2	2
595	принципов и	2	2
596	всего что	2	2
597	в целом	5	2
598	на это	2	2
599	на нее	3	2
600	которые не	3	2
601	к истории	2	2
602	нет это	2	2
603	что то	2	2
604	больше всего	2	2
605	на этот	5	2
606	конечно и	5	2
607	раз в	4	2
608	указано что	2	2
609	а между	2	2
610	в наших	2	2
611	к его	2	2
612	во многом	3	2
613	или иным	3	2
614	основана на	2	2
615	их и	2	2
616	совпадает с	3	2
617	но также	13	2
618	не для	3	2
619	времени но	2	2
620	эпохи и	3	2
621	и сам	4	2
622	бы что	3	2
623	в пользу	5	2
624	находим например	2	2
625	этих двух	4	2
626	чем он	3	2
