N	2gram	Medvedev_V	Komedia
294	они должны	2	2
295	с половиной	2	2
296	это видно	2	2
297	что даже	2	2
298	того что	3	2
299	что все	4	2
300	в общем	2	2
301	зависимости от	5	2
302	ту же	2	2
303	этой точки	2	2
304	и мир	3	2
305	в зависимости	6	2
306	все эти	8	2
307	и дальше	2	2
308	этому вопросу	2	2
309	этого рода	2	2
310	и может	2	2
311	свидетельствуют о	2	2
312	должна быть	2	2
313	который по	2	2
314	бы и	6	2
315	художественный образ	5	2
316	по одному	2	2
317	как например	2	2
318	с другими	2	2
319	три года	2	2
320	в противоположность	3	2
321	только с	2	2
322	а о	2	2
323	между прочим	2	2
324	реакции на	2	2
325	в порядке	6	2
326	это делает	3	2
327	в философии	4	2
328	понимать как	2	2
329	а для	2	2
330	начнем с	2	2
331	формы и	2	2
332	на эти	2	2
333	для него	9	2
334	в жизни	2	2
335	в самых	2	2
336	этот вопрос	3	2
337	подобно тому	3	2
338	ее в	4	2
339	частности в	2	2
340	не вполне	2	2
341	не обходится	4	2
342	тому как	3	2
343	как об	2	2
344	сводится к	3	2
345	говорит о	7	2
346	из многочисленных	2	2
347	в форме	3	2
348	же и	3	2
349	них не	4	2
350	рассказывает о	4	2
351	как от	2	2
