N	2gram	Bakhtin_Pr	RusskieA
258	только как	2	3
259	и его	21	3
260	же и	5	3
261	как на	4	3
262	тому же	2	3
263	в большинстве	11	3
264	быть и	2	3
265	до сих	9	3
266	во все	2	2
267	следовательно и	3	2
268	к этим	2	2
269	и следовательно	7	2
270	только у	3	2
271	в себе	11	2
272	в приведенном	2	2
273	перед нами	12	2
274	в духе	4	2
275	не как	20	2
276	в конце	8	2
277	отношение к	4	2
278	и наконец	7	2
279	одним из	7	2
280	а как	11	2
281	он должен	2	2
282	и всегда	2	2
283	между ними	6	2
284	самом деле	10	2
285	т п	10	2
286	тем как	5	2
287	в один	2	2
288	к различным	2	2
289	в него	6	2
290	при всех	2	2
291	но так	2	2
292	всем этим	2	2
293	входила в	2	2
294	они не	5	2
295	с другом	3	2
296	он пишет	2	2
297	точка зрения	13	2
298	его жизнь	3	2
299	ту же	2	2
300	на свой	6	2
301	не дает	3	2
302	с нею	2	2
303	здесь в	2	2
304	мы видим	3	2
305	иметь в	2	2
306	себя и	5	2
307	можно сказать	2	2
308	значение в	2	2
309	для него	23	2
310	с его	11	2
311	сказать что	4	2
312	все то	5	2
313	он не	14	2
314	что если	3	2
315	на ней	2	2
316	другой стороны	6	2
317	и он	5	2
318	дело в	2	2
319	в каждом	15	2
320	должно быть	8	2
321	его как	5	2
322	особенно в	2	2
323	время не	3	2
324	и даже	5	2
325	друг с	4	2
326	целый ряд	2	2
327	как не	9	2
328	чтобы сделать	2	2
329	этом отношении	3	2
330	он есть	6	2
331	ее с	2	2
332	с этой	2	2
333	совершенно не	5	2
334	от одного	2	2
335	в пределах	24	2
336	не могло	2	2
337	на западе	2	2
338	в жизни	5	2
339	и так	2	2
340	и является	2	2
341	дело здесь	2	2
342	за пределами	2	2
343	что такое	2	2
344	во что	2	2
345	не значит	4	2
346	и если	2	2
347	оно не	3	2
348	в другой	4	2
349	но на	3	2
350	по себе	16	2
351	раз и	6	2
352	ту сторону	2	2
353	также не	2	2
354	к другому	6	2
355	от нее	2	2
356	для наших	2	2
357	и особенно	2	2
358	у него	11	2
359	друг другу	3	2
360	как его	4	2
361	в нашем	2	2
362	но эта	5	2
363	ему но	3	2
364	все в	3	2
365	однако не	3	2
366	и сами	3	2
367	из одного	8	2
