N	2gram	Vygotskiy_	Formalny
276	значительной степени	2	5
277	не столько	4	5
278	как например	2	5
279	то и	4	5
280	проблема и	2	5
281	мы можем	11	5
282	в эту	4	5
283	значение в	4	5
284	как они	2	5
285	с этой	7	5
286	для нас	4	5
287	звуком и	2	5
288	то он	3	5
289	целом и	6	5
290	не имеет	5	5
291	в самой	4	5
292	учения о	8	5
293	в котором	6	5
294	слова в	2	5
295	в отношении	14	5
296	приводит к	8	5
297	этом смысле	3	5
298	тому как	3	5
299	и со	2	5
300	и что	11	5
301	таким же	4	5
302	как на	5	5
303	друг другу	4	5
304	в нашем	3	5
305	вопрос о	11	5
306	или даже	2	4
307	очевидно что	4	4
308	и следовательно	3	4
309	для всего	3	4
310	но даже	2	4
311	увидим что	2	4
312	должны были	6	4
313	наконец в	2	4
314	он должен	4	4
315	как он	7	4
316	тогда когда	8	4
317	должна была	2	4
318	в учении	7	4
319	в основу	3	4
320	он в	6	4
321	идет о	5	4
322	между двумя	2	4
323	к этой	4	4
324	от действительности	6	4
325	понятий и	4	4
326	или в	2	4
327	самого начала	9	4
328	в науку	2	4
329	со всем	2	4
330	был бы	2	4
331	всех своих	2	4
332	во всей	8	4
333	с самого	9	4
334	он является	3	4
335	могла бы	2	4
336	тех же	3	4
337	более и	3	4
338	только то	2	4
339	а к	2	4
340	для данного	2	4
341	бы к	3	4
342	в теории	10	4
343	на него	3	4
344	едва ли	5	4
345	сама по	3	4
346	целый ряд	6	4
347	превращается в	3	4
348	нигде не	3	4
349	со всей	7	4
350	под влиянием	3	4
351	это положение	5	4
352	но если	3	4
353	в ином	2	4
354	на протяжении	3	4
355	не к	3	4
356	подобно тому	2	4
357	что для	8	4
358	слова как	3	4
359	один и	2	4
360	зависит от	2	4
361	этом пункте	3	4
362	этот вопрос	6	4
363	значения и	2	4
364	мы говорим	2	4
365	же что	2	4
366	чтобы показать	3	4
367	между этими	7	4
368	является не	2	4
369	но эта	3	4
370	вместо того	3	4
371	чем он	3	4
372	мы и	3	4
373	нового и	2	4
374	и если	4	3
375	перед нами	7	3
376	во все	3	3
377	или иной	3	3
378	к этим	3	3
379	для всех	8	3
380	в каком	3	3
381	одну из	4	3
382	внутренней речи	14	3
383	это понятие	2	3
384	и при	2	3
385	в современной	3	3
386	так что	2	3
387	действительность не	3	3
388	связано с	3	3
389	что является	3	3
390	в развитии	31	3
391	убедиться в	5	3
392	к сожалению	2	3
393	проблемы и	4	3
394	со всеми	2	3
395	вопроса о	3	3
396	от них	2	3
397	речи и	41	3
398	с другом	6	3
399	состоит в	4	3
400	точка зрения	3	3
401	что на	2	3
402	предисловии к	4	3
403	смысле слова	6	3
404	нуждается в	2	3
405	с такой	4	3
406	и заключается	2	3
407	мы видим	7	3
408	числе и	3	3
409	на развитие	2	3
410	к своему	2	3
411	к проблеме	2	3
412	в качестве	12	3
413	тот же	7	3
414	все остальные	5	3
415	нашей работы	8	3
416	является конечно	2	3
417	в сознании	2	3
418	лежит в	3	3
419	тем более	7	3
420	в словах	3	3
421	дело в	3	3
422	этими двумя	2	3
423	всех тех	6	3
424	друг с	6	3
425	во всем	4	3
426	следующим образом	2	3
427	каждого из	2	3
428	том числе	3	3
429	на первый	3	3
430	что как	4	3
431	фактов и	5	3
432	исследования и	7	3
433	сам становится	2	3
434	сознания в	3	3
435	действительности а	2	3
436	все те	2	3
437	в чем	5	3
438	в известной	2	3
439	и из	2	3
440	или другой	2	3
441	не с	2	3
442	на нее	2	3
443	вытекает из	3	3
444	действительности но	2	3
445	том чтобы	6	3
446	поэтому в	3	3
447	на то	11	3
448	он может	2	3
449	если это	2	3
450	и значением	4	3
451	когда он	5	3
452	сознания и	4	3
453	в предисловии	5	3
454	и функции	4	3
455	в которых	6	3
456	значение для	3	3
457	с таким	8	3
458	целое и	2	3
459	в одном	5	3
460	а именно	2	3
461	но что	3	3
462	можно назвать	2	3
463	ту же	3	3
464	с их	2	3
465	что эта	7	3
466	не то	3	3
467	же самое	4	3
468	первый план	3	3
469	чтобы убедиться	2	3
470	тем и	3	3
471	что при	3	3
472	лишь постольку	2	3
473	за ней	2	3
474	на их	2	3
475	возникает вопрос	2	2
476	социальной среды	6	2
477	и второй	2	2
478	только тогда	4	2
479	от всего	2	2
480	как чисто	3	2
481	из того	7	2
482	о чем	2	2
483	проблем в	2	2
484	в тех	2	2
485	человека и	6	2
486	работа в	2	2
487	мысли в	6	2
488	направлено на	2	2
489	в другом	7	2
490	есть не	3	2
491	того в	2	2
492	не потому	2	2
493	от действия	2	2
494	когда говорят	2	2
495	не могли	2	2
496	были бы	2	2
497	звук и	2	2
498	что если	3	2
499	что говорит	2	2
500	и вся	2	2
501	в виде	3	2
502	ко всем	3	2
503	друг от	4	2
504	что перед	3	2
505	при помощи	2	2
506	на место	2	2
507	этого факта	3	2
508	одной и	2	2
509	а с	8	2
510	этом процессе	2	2
511	эта теория	2	2
512	к ним	2	2
513	на первом	2	2
514	и эти	2	2
515	к вопросу	4	2
516	только с	2	2
517	о мире	3	2
518	быть с	3	2
519	полагает что	7	2
520	в более	3	2
521	что этот	2	2
522	связь с	2	2
523	и само	2	2
524	мира и	2	2
525	или к	3	2
526	это целое	2	2
527	мы имеем	2	2
528	на отдельные	3	2
529	что отдельные	2	2
530	своих работах	2	2
531	этой точки	2	2
532	речи именно	2	2
533	естественно что	2	2
534	и всю	2	2
535	по этому	4	2
536	может привести	2	2
537	его на	3	2
538	в силу	8	2
539	находится в	2	2
540	и судьба	2	2
541	заключается в	12	2
542	в природе	4	2
543	эту последнюю	2	2
544	в двух	3	2
545	значения слова	3	2
546	вне поля	2	2
547	который в	7	2
548	привести к	2	2
549	в первой	3	2
550	не объясняет	2	2
551	вопрос об	8	2
552	также не	2	2
553	представление о	7	2
554	отношения между	3	2
555	от социальной	4	2
556	мышления и	50	2
557	из важнейших	2	2
558	мы склонны	3	2
559	одно и	2	2
560	к изучению	3	2
561	же это	2	2
562	из этой	2	2
563	к единству	4	2
564	ту или	2	2
565	подход к	2	2
566	в собственном	8	2
567	можно было	6	2
568	к теории	3	2
569	качественное своеобразие	3	2
570	связаны с	2	2
571	в последнее	3	2
572	что она	6	2
573	в наши	2	2
574	мы только	2	2
575	речи но	5	2
576	внутренняя речь	7	2
577	той или	3	2
578	переход от	5	2
579	и развития	2	2
580	постольку поскольку	2	2
581	как если	3	2
582	между отдельными	3	2
583	и вот	3	2
584	в речи	3	2
585	эту проблему	3	2
586	нами в	3	2
587	изменения и	2	2
588	что его	6	2
589	а для	2	2
590	действительностью и	4	2
591	последнее время	3	2
592	к пониманию	3	2
593	с неизбежностью	2	2
594	как известно	8	2
595	именно потому	2	2
596	связан с	5	2
597	на этот	7	2
598	всей его	5	2
599	видели что	6	2
600	целом ряде	2	2
601	исследования в	5	2
602	и интересов	2	2
603	он говорит	2	2
604	как увидим	2	2
605	строго говоря	2	2
606	какой мере	2	2
607	от друга	4	2
608	своей книге	3	2
609	и развитии	2	2
610	собственном смысле	8	2
611	процесса развития	3	2
612	в другой	2	2
613	что между	4	2
614	этих двух	4	2
615	не понимают	2	2
616	что мы	9	2
617	несмотря на	6	2
618	все что	4	2
619	чем это	3	2
620	являются в	2	2
621	плоскости в	2	2
622	и есть	2	2
623	эта проблема	5	2
624	но с	3	2
625	значение слова	5	2
626	отрыве от	2	2
