N	2gram	Vygotskiy_	Freidism
150	в своих	6	5
151	только то	3	5
152	это не	7	5
153	той же	6	5
154	отнюдь не	2	5
155	того чтобы	21	5
156	не было	4	5
157	в ее	9	5
158	и до	4	5
159	говорить о	3	5
160	заключается в	13	5
161	вместе с	10	5
162	данном случае	5	4
163	одна из	6	4
164	с которыми	2	4
165	все время	36	4
166	характер и	2	4
167	его к	2	4
168	так же	12	4
169	нисколько не	3	4
170	но это	6	4
171	мысли и	2	4
172	с ее	5	4
173	в другом	6	4
174	на него	3	4
175	если бы	22	4
176	и может	5	4
177	мы увидим	14	4
178	в первый	2	4
179	в виду	6	4
180	это только	4	4
181	ничего общего	3	4
182	свою очередь	3	4
183	только на	3	4
184	у него	6	4
185	как в	8	4
186	к ней	3	4
187	между собой	2	4
188	в своем	8	4
189	по своему	6	4
190	едва ли	4	4
191	в котором	7	4
192	потому что	26	4
193	именно в	3	4
194	уже знаем	2	4
195	как с	2	4
196	этот вопрос	5	4
197	что оно	5	4
198	главным образом	6	4
199	по себе	5	4
200	в целом	8	4
201	только как	2	4
202	сам по	2	4
203	это и	4	4
204	в истории	3	4
205	в данном	5	4
206	слова и	3	4
207	я не	9	4
208	конечно в	3	3
209	и то	10	3
210	с этими	2	3
211	все то	15	3
212	а вовсе	2	3
213	тому чтобы	4	3
214	независимо от	2	3
215	в результате	3	3
216	к себе	2	3
217	и даже	4	3
218	и как	10	3
219	видели что	2	3
220	как не	3	3
221	на все	2	3
222	он был	3	3
223	одним из	2	3
224	у нас	4	3
225	такой же	2	3
226	на две	3	3
227	одной и	4	3
228	или как	2	3
229	как на	9	3
230	утверждает что	3	3
231	же мы	2	3
232	и той	4	3
233	сих пор	6	3
234	в какой	8	3
235	и очень	3	3
236	в искусстве	2	3
237	и следовательно	2	3
238	нет никакого	2	3
239	согласиться с	4	3
240	мы в	4	3
241	на этот	2	3
242	не так	4	3
243	нам в	3	3
244	о том	17	3
245	и она	4	3
246	они не	2	3
247	при анализе	2	3
248	в совершенно	3	3
249	того же	4	3
250	в конечном	2	3
251	к его	2	3
252	имеет дело	2	3
253	их в	4	3
254	для всех	2	3
255	в одном	9	3
256	в основу	2	3
257	что мы	6	3
258	в них	4	3
259	только не	3	3
260	на это	6	3
261	сейчас же	9	3
262	между двумя	3	3
263	говорит о	6	3
264	мы видим	15	3
265	из него	4	3
266	когда он	8	3
267	и есть	3	3
268	есть только	3	3
269	во всей	3	3
270	до сих	7	3
271	между тем	10	3
272	в одну	2	2
273	на всю	2	2
274	чтобы не	2	2
275	к этой	3	2
276	вот как	2	2
277	благодаря тому	2	2
278	о которых	10	2
279	когда мы	5	2
280	можем мы	2	2
281	и между	4	2
282	всего этого	3	2
283	к этим	2	2
284	дело и	3	2
285	ли это	3	2
286	что как	4	2
287	в круг	2	2
288	вывести из	2	2
289	время в	5	2
290	из этой	2	2
291	в одной	2	2
292	для нее	2	2
293	одним словом	2	2
294	по преимуществу	2	2
295	же с	2	2
296	бы и	2	2
297	от начала	2	2
298	и поэтому	3	2
299	бы в	3	2
300	все другие	2	2
301	свой смысл	2	2
302	дело не	3	2
303	это было	4	2
304	нам о	3	2
305	в глаза	3	2
306	отличается от	2	2
307	в конце	5	2
308	и смерти	3	2
309	как к	6	2
310	и часто	2	2
311	то мы	2	2
312	или же	2	2
313	должен быть	4	2
314	из всего	3	2
315	и которая	4	2
316	однако и	3	2
317	а на	2	2
318	но так	2	2
319	таком виде	2	2
320	что такой	2	2
321	при помощи	7	2
322	и тем	4	2
323	все они	3	2
324	или во	2	2
325	он должен	2	2
326	находятся в	2	2
327	в некоторых	2	2
328	в их	3	2
329	только для	3	2
330	ни одно	2	2
331	к своему	2	2
332	и другие	3	2
333	в несколько	2	2
334	и та	3	2
335	ничем не	3	2
336	для нас	14	2
337	противоречие с	4	2
338	в течение	5	2
339	конечно только	2	2
340	обратимся к	3	2
341	доказать что	2	2
342	мы говорили	3	2
343	в такой	5	2
344	которые мы	2	2
345	с одной	7	2
346	должна быть	5	2
347	а с	4	2
348	о нем	2	2
349	в мире	3	2
350	больше и	3	2
351	эти три	2	2
352	и этот	6	2
353	от этого	4	2
354	думать что	3	2
355	и так	4	2
356	в эту	2	2
357	не имеет	8	2
358	относится к	2	2
359	с другой	8	2
360	он в	3	2
361	к психологии	2	2
362	заметить что	2	2
363	зависит от	2	2
364	и было	2	2
365	еще более	2	2
366	отказаться от	2	2
367	но все	2	2
368	одной стороны	6	2
369	с таким	4	2
370	от других	2	2
371	тогда когда	2	2
372	из которых	6	2
373	представляет собой	3	2
374	такое же	3	2
375	и их	2	2
376	но как	3	2
377	не то	7	2
378	которых мы	6	2
379	чувства и	3	2
380	смысл и	8	2
381	и значение	4	2
382	но если	6	2
383	вместо этого	2	2
384	вступить в	2	2
385	ли он	4	2
386	но когда	2	2
387	там где	7	2
388	же как	3	2
389	из этого	10	2
390	и уже	5	2
391	что с	4	2
392	и во	3	2
393	воли и	2	2
394	в нас	7	2
395	могли бы	6	2
396	в качестве	2	2
397	не следует	3	2
398	это есть	3	2
399	в первом	3	2
400	же самое	14	2
401	отношения к	3	2
402	если же	3	2
403	не к	5	2
404	что при	5	2
405	все тот	2	2
406	в нашей	2	2
407	будто бы	3	2
408	мы могли	5	2
409	ясно что	11	2
