N	2gram	Propp_Isto	Komedia
180	и хотя	4	7
181	после смерти	3	7
182	даже в	4	6
183	в силу	7	6
184	и тем	7	6
185	на вопрос	3	6
186	том числе	3	6
187	так в	5	6
188	о которых	4	6
189	могут быть	9	6
190	что не	3	6
191	никто не	4	6
192	в дальнейшем	6	6
193	в древней	2	6
194	тому назад	2	6
195	и он	9	6
196	это было	2	6
197	тем не	6	6
198	и как	5	6
199	как правило	2	6
200	человека в	5	6
201	лет тому	2	6
202	как будто	2	6
203	после того	4	6
204	на то	3	6
205	в своих	4	6
206	с собой	6	6
207	в греции	6	6
208	когда он	7	6
209	в другой	5	6
210	а по	3	6
211	там же	2	6
212	на этом	5	6
213	представляет собой	8	6
214	главным образом	2	6
215	или в	7	6
216	а не	5	6
217	не дает	2	6
218	не мог	3	6
219	никогда не	5	5
220	это не	8	5
221	его на	5	5
222	том как	5	5
223	одним из	4	5
224	роль в	3	5
225	и мы	3	5
226	после этого	3	5
227	в развитии	2	5
228	брак с	2	5
229	по существу	2	5
230	от них	2	5
231	к ним	2	5
232	мы имеем	22	5
233	из своего	4	5
234	в ее	4	5
235	только один	3	5
236	обращается к	2	5
237	сказать что	2	5
238	представление о	22	5
239	для этого	3	5
240	что это	8	5
241	себя в	6	5
242	также в	2	5
243	за ним	4	5
244	т д	36	5
245	даже если	2	5
246	известно что	3	5
247	из двух	2	5
248	чаще всего	3	5
249	к своему	2	5
250	приводит к	2	5
251	здесь нет	3	5
252	в это	3	5
253	жизни и	4	5
254	здесь и	2	5
255	а на	2	5
256	той же	2	5
257	но он	2	5
258	к этим	3	4
259	в плен	2	4
260	не всегда	9	4
261	всякого рода	3	4
262	образом в	3	4
263	а сам	2	4
264	и этим	6	4
265	подземного царства	2	4
266	в более	6	4
267	все его	2	4
268	и там	3	4
269	его не	3	4
270	между ними	2	4
271	один раз	2	4
272	же как	12	4
273	что с	2	4
274	здесь мы	7	4
275	е в	6	4
276	например в	11	4
277	в основе	3	4
278	одна из	6	4
279	из этого	3	4
280	одно из	3	4
281	него в	2	4
282	и другие	5	4
283	такой же	3	4
284	одновременно с	2	4
285	в пределах	5	4
286	том чтобы	3	4
287	их в	7	4
288	в городе	2	4
289	из себя	4	4
290	с которым	3	4
291	что мы	4	4
292	мог бы	2	4
293	что эта	2	4
294	большей частью	3	4
295	по его	2	4
296	в себя	3	4
297	из других	2	4
298	в античной	3	3
299	и потому	2	3
300	не могут	2	3
301	брата и	2	3
302	от него	2	3
303	в одной	5	3
304	приходит к	3	3
305	должно было	3	3
306	с той	2	3
307	затем в	3	3
308	и таким	2	3
309	за собой	5	3
310	должен быть	2	3
311	на пути	2	3
312	на все	2	3
313	а как	3	3
314	же можно	4	3
315	только на	2	3
316	такое же	3	3
317	представления о	7	3
318	в руки	3	3
319	а с	2	3
320	от этого	6	3
321	она не	7	3
322	к этой	3	3
323	они не	5	3
324	с другом	2	3
325	он в	3	3
326	его и	2	3
327	людей и	2	3
328	таким же	5	3
329	на них	2	3
330	в виде	13	3
331	с ними	4	3
332	одну из	5	3
333	представляют собой	6	3
334	ссылаясь на	2	3
335	все еще	6	3
336	по свидетельству	2	3
337	также что	3	3
338	между двумя	7	3
339	мы видели	9	3
340	они были	2	3
341	числе и	2	3
342	право на	2	3
343	но при	2	3
344	ли это	2	3
345	его с	3	3
346	ее на	2	3
347	в лице	2	3
348	не совсем	6	3
349	до этого	3	3
350	и уже	2	3
351	его за	2	3
352	друг с	2	3
353	же она	2	3
354	совершенно не	2	3
355	и из	3	3
356	за ней	2	3
357	и более	3	3
358	можно найти	4	3
359	или на	3	3
360	предположение что	3	3
361	связанные с	5	3
362	будто бы	2	3
363	если он	2	3
364	такую же	2	3
365	по себе	2	3
366	находится в	2	3
367	относится к	3	3
368	только после	3	3
369	ему в	3	3
370	в таком	2	3
371	и есть	3	3
372	как на	3	3
373	во всем	4	3
374	выходит из	2	3
375	еще и	2	2
376	в свой	3	2
377	перед нами	2	2
378	тем самым	2	2
379	очевидно что	3	2
380	как можно	2	2
381	показывают что	8	2
382	пока он	2	2
383	означает что	3	2
384	на три	2	2
385	с целью	2	2
386	человека и	2	2
387	а потом	3	2
388	не как	5	2
389	что здесь	9	2
390	с кем	2	2
391	строится на	2	2
392	не ясно	3	2
393	в свое	2	2
394	это только	2	2
395	от себя	2	2
396	у них	2	2
397	и при	3	2
398	этого не	2	2
399	в основном	5	2
400	дает нам	2	2
401	это видно	2	2
402	что даже	2	2
403	того что	3	2
404	не считать	2	2
405	о нем	3	2
406	что все	4	2
407	иногда даже	4	2
408	можно привести	2	2
409	бросается в	2	2
410	случаях когда	2	2
411	мы узнаем	2	2
412	здесь же	2	2
413	предположить что	3	2
414	указывают на	2	2
415	ли он	2	2
416	ту же	2	2
417	этой точки	2	2
418	полагают что	2	2
419	же что	2	2
420	точно так	3	2
421	живет в	6	2
422	здесь не	3	2
423	по лестнице	3	2
424	мы видим	12	2
425	все эти	11	2
426	чтобы они	2	2
427	и может	2	2
428	под влиянием	2	2
429	ее не	3	2
430	должна быть	3	2
431	этом случае	13	2
432	в которую	2	2
433	ей в	3	2
434	еще один	3	2
435	особенно в	2	2
436	это еще	3	2
437	нет в	2	2
438	то в	2	2
439	с другими	4	2
440	но это	10	2
441	много лет	2	2
442	с ней	2	2
443	от которого	2	2
444	в этот	2	2
445	между прочим	2	2
446	за которым	2	2
447	превращается в	10	2
448	встречается в	3	2
449	как только	2	2
450	она и	2	2
451	формы и	3	2
452	со своими	3	2
453	с человеком	2	2
454	для него	2	2
455	это уже	2	2
456	человека с	2	2
457	этот вопрос	2	2
458	его к	3	2
459	подобно тому	2	2
460	то мы	3	2
461	ее в	8	2
462	другой пример	2	2
463	на нем	3	2
464	нет необходимости	5	2
465	на девушку	2	2
466	имеем в	2	2
467	найти в	2	2
468	за нее	2	2
469	и она	3	2
470	тому как	2	2
471	не знаем	3	2
472	которой он	2	2
473	три раза	2	2
474	к каким	2	2
475	говорит о	4	2
476	известных нам	2	2
477	связь с	20	2
478	мы уже	6	2
479	после чего	3	2
480	в форме	5	2
481	именно на	2	2
482	них не	2	2
483	меня в	4	2
