N	2gram	Potebnia_M	Dialekti
170	та же	3	11
171	мы должны	6	11
172	должны быть	3	11
173	можно только	3	11
174	себе не	6	11
175	мы говорим	2	11
176	оно есть	4	11
177	от всего	4	11
178	от того	10	11
179	и тем	8	11
180	только на	4	11
181	его не	2	11
182	в них	9	11
183	что если	5	11
184	в данном	3	11
185	есть в	6	11
186	что я	5	11
187	из них	11	11
188	или в	4	11
189	а потом	2	10
190	идеи и	2	10
191	одно из	6	10
192	в душе	17	10
193	от этого	2	10
194	к тому	9	10
195	в ее	3	10
196	как мы	8	10
197	в его	6	10
198	за пределы	2	10
199	это было	3	10
200	нет ни	2	10
201	для того	8	10
202	с этой	2	10
203	что для	5	10
204	оно не	7	10
205	в их	2	10
206	только потому	8	10
207	на себе	3	10
208	мы видим	3	10
209	во всяком	4	10
210	то и	10	10
211	то или	2	10
212	времени и	2	10
213	во всем	2	10
214	если мы	2	10
215	возможно только	6	10
216	только как	9	10
217	только о	2	10
218	и по	5	9
219	в истории	2	9
220	иметь в	2	9
221	превращается в	3	9
222	не как	3	9
223	подобно тому	3	9
224	в этих	2	9
225	между собою	13	9
226	и более	4	9
227	в котором	7	9
228	тому как	6	9
229	той же	6	9
230	в одном	4	9
231	и от	5	9
232	была бы	5	9
233	тому что	6	9
234	или по	2	9
235	быть может	7	9
236	с ними	6	9
237	при этом	6	9
238	то время	7	9
239	бы в	3	9
240	мы можем	13	9
241	как о	3	9
242	и на	5	9
243	на самом	4	8
244	от него	2	8
245	и без	9	8
246	не будет	4	8
247	как нечто	3	8
248	в этой	3	8
249	у нас	2	8
250	и из	2	8
251	с одной	8	8
252	но все	2	8
253	что эта	3	8
254	у меня	2	8
255	даже в	3	8
256	вопрос об	2	8
257	и говорить	2	8
258	при помощи	2	8
259	одна и	2	8
260	один из	7	8
261	в поэзии	4	8
262	когда мы	4	8
263	ничего общего	2	8
264	бы и	4	8
265	что есть	3	8
266	нет и	2	8
267	этом смысле	2	8
268	в разных	4	8
269	тем самым	11	7
270	и сама	2	7
271	что уже	2	7
272	из этих	10	7
273	об отношении	5	7
274	он должен	2	7
275	и при	5	7
276	а только	7	7
277	что этот	2	7
278	не говоря	3	7
279	связи с	6	7
280	будет ли	3	7
281	его с	3	7
282	его как	3	7
283	в сравнении	4	7
284	тем что	13	7
285	думать что	6	7
286	все что	4	7
287	как она	2	7
288	без всякого	2	7
289	для меня	5	7
290	не потому	2	7
291	сами по	3	7
292	со стороны	4	7
293	не всегда	5	7
294	не знает	4	7
295	точно так	15	7
296	и я	3	7
297	есть именно	2	7
298	и их	4	7
299	как в	17	7
300	заключается в	2	7
301	так или	2	7
302	в мире	3	7
303	он сам	2	7
304	как на	6	7
305	отношения к	2	7
306	но он	3	7
307	отношение к	2	6
308	в один	4	6
309	с тем	9	6
310	более или	6	6
311	того чтобы	5	6
312	себя и	4	6
313	того и	2	6
314	никто не	5	6
315	тут же	2	6
316	в природе	3	6
317	то не	3	6
318	в которой	9	6
319	быть только	5	6
320	друг другу	2	6
321	вместе с	22	6
322	его в	6	6
323	или менее	6	6
324	в науке	3	6
325	по своему	2	6
326	одной стороны	4	6
327	тела и	2	6
328	образ и	6	6
329	того как	10	6
330	показывает что	2	6
331	о котором	2	6
332	я и	3	6
333	для него	14	6
334	не с	4	6
335	ее в	2	6
336	того кто	2	6
337	уже в	10	6
338	всяком случае	3	6
339	бы ни	6	6
340	природы и	2	6
341	во времени	2	5
342	из того	2	5
343	но мы	3	5
344	и поэзии	4	5
345	уже по	3	5
346	действительности и	3	5
347	то оно	4	5
348	но так	3	5
349	что одна	2	5
350	что на	3	5
351	нельзя сказать	5	5
352	только один	3	5
353	если в	2	5
354	что поэзия	2	5
355	но даже	3	5
356	которая не	2	5
357	и наконец	3	5
358	сих пор	4	5
359	или на	2	5
360	например в	9	5
361	что у	4	5
362	он может	2	5
363	их в	3	5
364	в своих	2	5
365	есть уже	13	5
366	же что	8	5
367	или только	2	5
368	от нее	2	5
369	невозможна без	2	5
370	все в	3	5
371	в это	2	5
372	виду что	2	5
373	а это	2	5
374	говоря о	5	5
375	в области	3	5
376	в одно	8	5
377	одной и	6	5
378	по которому	7	5
379	том смысле	6	5
380	тех пор	5	5
381	все его	2	5
382	сознание и	5	5
383	есть еще	4	5
384	и другого	2	5
385	души и	2	5
386	что с	2	5
387	и той	4	5
388	независимо от	10	5
389	к этому	3	5
390	большею частью	2	5
391	к ней	7	5
392	мы только	2	5
393	и другое	3	5
394	одного и	2	5
395	что его	3	5
396	в течение	2	5
397	отношении к	3	5
398	что по	4	5
399	зависит от	7	5
400	в понятии	2	5
401	есть прежде	2	5
402	я думаю	2	5
403	в той	2	5
404	известно что	4	5
405	явления и	2	5
406	до сих	4	5
407	данном случае	3	4
408	его на	3	4
409	и слова	4	4
410	человека и	8	4
411	относиться к	2	4
412	бы мы	2	4
413	в каждом	6	4
414	а как	2	4
415	это только	2	4
416	и науки	2	4
417	что ни	3	4
418	что даже	5	4
419	на них	2	4
420	заметить что	7	4
421	а потому	8	4
422	представить себе	5	4
423	поэзии и	8	4
424	в нас	2	4
425	был бы	2	4
426	в состоянии	5	4
427	себе а	4	4
428	в собственном	3	4
429	и эта	2	4
430	требует чтобы	2	4
431	только для	3	4
432	себе что	2	4
433	нас в	3	4
434	то он	2	4
435	с другим	2	4
436	из себя	3	4
437	если не	6	4
438	или что	4	4
439	равно как	2	4
440	есть выражение	3	4
441	том как	3	4
442	или же	8	4
443	но эта	3	4
444	на все	3	4
445	т п	7	4
446	есть наука	2	4
447	образ не	2	4
448	людей и	2	4
449	и вместе	6	4
450	с нею	5	4
451	тогда и	3	4
452	человек и	2	4
453	что эти	3	4
454	но уже	2	4
455	бы то	2	4
456	как например	2	4
457	к ним	3	4
458	в словах	3	4
459	хотя в	3	4
460	что человек	4	4
461	из нее	2	4
462	смысле что	2	4
463	этом отношении	2	4
464	из двух	4	4
465	у него	3	4
466	явлений и	3	4
467	и здесь	3	4
468	время и	2	4
469	к чувственному	2	4
470	к чему	2	4
471	слово есть	12	4
472	видно что	4	4
473	не можем	8	4
474	можно назвать	2	4
475	друг друга	6	4
476	образа в	4	4
477	же в	3	4
478	есть для	7	4
479	же самое	3	4
480	эти последние	3	4
481	быть не	4	4
482	очевидно что	9	3
483	есть такая	3	3
484	для нас	40	3
485	от его	2	3
486	с чем	3	3
487	этой стороны	2	3
488	то уже	2	3
489	но без	2	3
490	следовательно и	2	3
491	от своего	2	3
492	света и	2	3
493	сказать о	2	3
494	к своему	3	3
495	и чем	3	3
496	отличие от	2	3
497	в искусстве	6	3
498	а с	4	3
499	одной из	3	3
500	зрения и	2	3
501	иначе и	3	3
502	к поэзии	2	3
503	место в	4	3
504	такое же	5	3
505	вообще как	2	3
506	когда оно	3	3
507	в первом	5	3
508	не имеем	3	3
509	тот же	2	3
510	об одном	2	3
511	это можно	4	3
512	судить о	2	3
513	мысли и	8	3
514	по мере	12	3
515	на него	3	3
516	целый ряд	2	3
517	что как	4	3
518	лишь в	2	3
519	как у	2	3
520	чем больше	3	3
521	природы в	3	3
522	далеко не	5	3
523	или наоборот	2	3
524	то тем	3	3
525	образом и	3	3
526	в свою	6	3
527	в которых	5	3
528	указание на	2	3
529	тем же	6	3
530	чувства и	5	3
531	указывает на	8	3
532	только от	7	3
533	такая же	2	3
534	вслед за	6	3
535	здесь как	3	3
536	для себя	3	3
537	но есть	3	3
538	понятия и	3	3
539	в свое	2	3
540	этого не	3	3
541	стремится к	3	3
542	происходит в	2	3
543	и оно	3	3
544	а то	2	3
545	в голову	3	3
546	с которой	2	3
547	так в	4	3
548	одно время	3	3
549	которые бы	2	3
550	совсем не	2	3
551	к другому	3	3
552	во время	4	3
553	от земли	2	3
554	не от	3	3
555	в сознании	36	3
556	с другими	9	3
557	меня то	2	3
558	от другого	3	3
559	в разной	2	3
560	бы не	6	3
561	если и	2	3
562	ни было	2	3
563	ее с	2	3
564	от одного	5	3
565	в какой	3	3
566	остается только	2	3
567	не к	4	3
568	этот предмет	2	3
569	этого последнего	4	3
570	но на	2	3
571	смотря по	2	3
572	на мир	2	3
573	к самому	2	3
574	не дает	2	3
575	мы в	3	3
576	в слове	41	3
577	не знаем	5	3
578	между тем	19	3
579	сказать и	2	3
580	себе это	2	2
581	сколько и	2	2
582	с первого	2	2
583	есть одно	2	2
584	еще раз	2	2
585	при всей	2	2
586	скажем что	2	2
587	должно было	2	2
588	связанное с	3	2
589	на свою	2	2
590	в новом	2	2
591	и других	3	2
592	и поэзия	2	2
593	свою очередь	6	2
594	друг от	2	2
595	почему не	2	2
596	образ есть	2	2
597	на которую	2	2
598	на его	4	2
599	те же	6	2
600	только при	2	2
601	есть известное	3	2
602	восприятия но	2	2
603	не могла	2	2
604	без нее	2	2
605	идеи в	2	2
606	в образе	4	2
607	в процессе	2	2
608	разница между	3	2
609	мы ее	2	2
610	от своих	4	2
611	в субъекте	2	2
612	именно то	2	2
613	его только	2	2
614	вместе и	7	2
615	ее не	4	2
616	или есть	2	2
617	несколько слов	2	2
618	относится к	6	2
619	слово и	4	2
620	дает нам	3	2
621	в систему	2	2
622	бы быть	3	2
623	и до	2	2
624	наоборот в	2	2
625	и слово	6	2
626	собственном смысле	2	2
627	ли она	4	2
628	мысль о	12	2
629	на деле	8	2
630	ее от	2	2
631	пор не	2	2
632	в некотором	2	2
633	слова и	8	2
634	находятся в	3	2
635	к науке	2	2
636	и быть	3	2
637	форма есть	2	2
638	уже на	2	2
639	что только	7	2
640	его жизни	2	2
641	но тем	4	2
642	искусства и	3	2
643	прежде чем	2	2
644	от друга	2	2
645	но никак	2	2
646	лишь тогда	5	2
647	в такой	2	2
648	уже есть	2	2
649	это так	2	2
650	которое в	2	2
651	внимание на	2	2
652	эта связь	2	2
653	находится в	5	2
654	и теперь	6	2
655	в других	3	2
656	действительность и	2	2
657	не об	2	2
658	из него	4	2
659	столько же	2	2
660	на нас	4	2
661	из предыдущего	2	2
662	жизни не	3	2
663	и состоит	2	2
664	чем в	2	2
665	ему не	2	2
666	как чувство	2	2
667	в различных	2	2
668	в каждой	4	2
669	на предмет	2	2
670	на который	2	2
671	без слова	4	2
672	понятие о	3	2
673	в человеке	4	2
674	или с	2	2
675	в глаза	2	2
676	то есть	53	2
677	все то	3	2
678	которые мы	3	2
679	мысли если	2	2
680	слово в	6	2
681	проявляется в	2	2
682	отличное от	4	2
683	мы могли	2	2
684	то для	2	2
685	во многих	3	2
686	бы было	3	2
687	связано с	2	2
688	и проч	25	2
689	есть понятие	3	2
690	на котором	4	2
691	себе в	2	2
692	образом в	4	2
693	для понимания	5	2
694	от них	4	2
695	самый предмет	2	2
696	стороны но	2	2
697	пока не	2	2
698	человеческой жизни	3	2
699	самое это	3	2
700	бы она	2	2
701	между ними	4	2
702	разве только	2	2
703	эта последняя	4	2
704	не были	4	2
705	там где	6	2
706	них в	2	2
707	что будет	3	2
708	когда в	2	2
709	было в	6	2
710	имеет значение	6	2
711	сознание есть	2	2
712	ему только	2	2
713	только по	5	2
714	он как	2	2
715	самое слово	4	2
716	могла бы	2	2
717	образ как	4	2
718	и между	4	2
719	как оно	2	2
720	на словах	2	2
721	в целом	5	2
722	на одном	2	2
723	на это	4	2
724	на нее	2	2
725	что должно	2	2
726	себе этот	2	2
727	котором мы	2	2
728	научного анализа	2	2
729	перестает быть	5	2
730	себе все	2	2
731	ко второму	2	2
732	человека в	2	2
733	художественное произведение	6	2
734	природе как	2	2
735	мысли в	2	2
736	которое не	2	2
737	в мысли	3	2
738	а между	6	2
739	в наших	2	2
740	к его	2	2
741	во многом	3	2
742	в другой	3	2
743	могла быть	2	2
744	с которым	3	2
745	что например	5	2
746	прибавить что	5	2
747	ко всем	5	2
748	именно на	2	2
749	образа и	6	2
750	самосознания и	2	2
751	но оно	6	2
752	и сами	2	2
753	в системе	2	2
