N	2gram	Vinokur_Vv	Komedia
207	а не	5	6
208	не мог	2	6
209	никогда не	3	5
210	этом отношении	4	5
211	это не	8	5
212	из того	2	5
213	в до	2	5
214	в каждом	4	5
215	в обоих	2	5
216	одним из	5	5
217	в следующем	2	5
218	после этого	2	5
219	все время	2	5
220	по существу	2	5
221	представить себе	7	5
222	и без	2	5
223	мы имеем	4	5
224	в ее	11	5
225	в первом	5	5
226	этому времени	2	5
227	сказать что	6	5
228	для этого	3	5
229	что это	3	5
230	себя в	2	5
231	любовь к	4	5
232	т д	39	5
233	из двух	4	5
234	чаще всего	2	5
235	к своему	2	5
236	от того	3	5
237	именно в	8	5
238	здесь нет	4	5
239	он и	2	5
240	жизни и	2	5
241	же самое	3	5
242	той же	4	5
243	с помощью	2	5
244	чем в	3	5
245	все более	4	4
246	нуждается в	3	4
247	не столько	2	4
248	в принципе	3	4
249	до н	6	4
250	по сравнению	4	4
251	материал для	3	4
252	может служить	3	4
253	в более	4	4
254	времени в	3	4
255	между ними	3	4
256	сравнению с	4	4
257	что же	3	4
258	же как	3	4
259	что с	3	4
260	к числу	2	4
261	е в	4	4
262	например в	2	4
263	так называемых	4	4
264	в число	2	4
265	одна из	3	4
266	хотя в	2	4
267	одно из	5	4
268	каждый из	2	4
269	с их	5	4
270	стороны и	3	4
271	второй половине	2	4
272	него в	2	4
273	у нас	2	4
274	времени и	4	4
275	и другие	2	4
276	следует что	2	4
277	ко времени	2	4
278	том чтобы	6	4
279	должна была	2	4
280	каждой из	6	4
281	в достаточной	2	4
282	выражение в	2	4
283	что мы	2	4
284	мог бы	2	4
285	ближе к	2	4
286	в той	10	4
287	по его	2	4
288	этой области	3	4
289	все равно	2	4
290	не следует	3	4
291	из которой	2	4
292	чем же	3	4
293	в соответствии	2	3
294	и потому	2	3
295	в каждой	2	3
296	не могут	6	3
297	нисколько не	3	3
298	при всей	2	3
299	за собой	3	3
300	должен быть	4	3
301	что именно	2	3
302	в отношениях	2	3
303	а как	5	3
304	казалось бы	2	3
305	том же	2	3
306	только на	3	3
307	как две	3	3
308	в руки	6	3
309	а с	2	3
310	от этого	5	3
311	состоит в	2	3
312	в известной	3	3
313	идет речь	3	3
314	по этому	3	3
315	для них	2	3
316	в виде	4	3
317	представляют собой	9	3
318	только как	7	3
319	мы видели	3	3
320	это в	2	3
321	собой в	2	3
322	и уже	3	3
323	сам же	2	3
324	взять в	4	3
325	в разной	2	3
326	так называемой	3	3
327	как о	4	3
328	меньшей мере	2	3
329	и из	2	3
330	не с	3	3
331	из наиболее	4	3
332	ответа на	3	3
333	если это	2	3
334	будто бы	2	3
335	соответствии с	2	3
336	по меньшей	2	3
337	по себе	11	3
338	греции и	3	3
339	только после	2	3
340	на рубеже	2	3
341	и есть	3	3
342	как на	12	3
343	чем они	2	3
344	нельзя не	6	3
345	во всем	2	3
346	не к	2	3
347	о которой	2	3
348	этих двух	2	3
349	однако не	4	3
350	еще и	4	2
351	в каком	3	2
352	каким образом	2	2
353	таким путем	2	2
354	которых не	3	2
355	государства и	2	2
356	ни одна	2	2
357	еще раз	2	2
358	не как	3	2
359	в конечном	3	2
360	что здесь	2	2
361	об отношении	3	2
362	не могли	2	2
363	в свое	3	2
364	к выводу	7	2
365	это только	4	2
366	от себя	3	2
367	гораздо ближе	2	2
368	у них	2	2
369	и при	2	2
370	этого не	2	2
371	и был	2	2
372	мере в	6	2
373	что даже	3	2
374	того что	12	2
375	философии и	2	2
376	со всей	3	2
377	как уже	5	2
378	она была	2	2
379	в общем	14	2
380	гораздо более	3	2
381	зависимости от	3	2
382	во втором	2	2
383	которые были	2	2
384	нам не	2	2
385	пока не	2	2
386	этой точки	2	2
387	котором он	2	2
388	и те	2	2
389	же касается	2	2
390	в известном	3	2
391	и сама	2	2
392	в основу	2	2
393	точно так	2	2
394	совсем не	3	2
395	здесь не	3	2
396	по тем	2	2
397	в зависимости	3	2
398	и до	2	2
399	все эти	3	2
400	этого рода	9	2
401	не иначе	2	2
402	в центре	4	2
403	должна быть	2	2
404	который по	2	2
405	этом случае	6	2
406	рядом с	2	2
407	бы и	3	2
408	это еще	2	2
409	с которыми	2	2
410	нашего времени	2	2
411	первом случае	2	2
412	в с	3	2
413	как например	6	2
414	работы в	3	2
415	но это	2	2
416	в собственном	3	2
417	и так	2	2
418	только с	4	2
419	с ней	2	2
420	о котором	8	2
421	дело не	5	2
422	не последнее	2	2
423	в этот	2	2
424	находящегося в	2	2
425	это делает	2	2
426	и со	2	2
427	второй половины	3	2
428	речь в	4	2
429	отношении к	2	2
430	как только	2	2
431	относящихся к	4	2
432	это однако	2	2
433	это уже	2	2
434	чтобы понять	4	2
435	чем больше	2	2
436	понять что	3	2
437	можно считать	2	2
438	этот вопрос	7	2
439	его к	2	2
440	подобно тому	2	2
441	отсюда и	2	2
442	не вполне	4	2
443	при жизни	2	2
444	этом смысле	11	2
445	как она	4	2
446	тому как	2	2
447	как об	9	2
448	говорит о	3	2
449	прошлом и	3	2
450	мы уже	2	2
451	в форме	2	2
452	именно на	2	2
453	если же	2	2
454	них не	2	2
455	со словом	2	2
