N	2gram	Voloshinov	Problema
195	независимо от	2	6
196	перестает быть	2	6
197	зависимости от	4	6
198	можно найти	2	6
199	не к	3	6
200	как на	2	6
201	находит в	2	5
202	слова но	2	5
203	отношение к	4	5
204	он должен	3	5
205	но зато	2	5
206	одно и	2	5
207	между тем	3	5
208	от того	4	5
209	там где	2	5
210	к этому	2	5
211	в пределах	3	5
212	бы оно	2	4
213	себя и	2	4
214	художественном произведении	3	4
215	вместе со	2	4
216	в корне	2	4
217	тем как	2	4
218	дело с	2	4
219	но мы	2	4
220	этой точки	3	4
221	и те	2	4
222	и др	5	4
223	из него	2	4
224	к ним	2	4
225	на это	2	4
226	нашего сознания	2	4
227	и самое	2	4
228	смысл и	2	4
229	и пр	3	4
230	ее и	3	3
231	еще раз	2	3
232	в душе	2	3
233	и та	2	3
234	нуждается в	3	3
235	должна быть	5	3
236	или события	2	3
237	не сможем	2	3
238	делает его	2	3
239	но тем	2	3
240	мы никогда	2	3
241	с помощью	6	3
242	его к	2	3
243	в атмосфере	2	3
244	конечно в	2	3
245	к предмету	5	3
246	что поэт	2	3
247	а к	2	3
248	но этот	2	3
249	формы и	3	3
250	в процессе	6	3
251	место в	2	3
252	этих двух	2	3
253	эти и	2	2
254	действия и	2	2
255	ясность и	2	2
256	в момент	2	2
257	такой же	2	2
258	точка зрения	3	2
259	человеческого общества	2	2
260	за его	2	2
261	эти моменты	2	2
262	от всех	2	2
263	по отношению	11	2
264	на один	2	2
265	контекст и	2	2
266	слово в	3	2
267	на все	2	2
268	и дает	2	2
269	может стать	2	2
270	сливается с	2	2
271	и совершенно	2	2
272	известной степени	2	2
273	имеет в	3	2
274	словом и	2	2
275	почти исключительно	2	2
276	речи в	2	2
277	всех актов	2	2
278	героев и	2	2
279	отношению к	11	2
280	сколько бы	3	2
281	зависит от	2	2
282	возможна только	2	2
283	и содержания	2	2
284	содержанию и	2	2
285	произведения и	3	2
286	допустим что	2	2
287	совпадает с	2	2
288	форму и	2	2
289	подчеркнуть что	2	2
