N	2gram	Propp_Isto	Mirosoze
117	что она	3	7
118	на этом	5	7
119	также и	2	7
120	если он	2	7
121	во всем	4	7
122	его в	17	6
123	когда человек	2	6
124	не как	5	6
125	вера в	2	6
126	на пути	2	6
127	на все	2	6
128	у них	2	6
129	людей и	2	6
130	увидим что	3	6
131	этом он	2	6
132	и она	3	6
133	в ее	4	6
134	его на	5	6
135	его не	3	6
136	в образе	16	6
137	того как	8	6
138	что это	8	6
139	тех которые	2	6
140	к ней	2	6
141	если бы	5	6
142	с этой	4	6
143	прийти к	2	6
144	и более	3	6
145	что у	6	6
146	на то	3	6
147	и здесь	12	6
148	в которых	4	6
149	есть что-то	2	6
150	означает что	3	5
151	с собой	6	5
152	в то	5	5
153	так и	9	5
154	от этого	6	5
155	тот кто	7	5
156	связано с	7	5
157	в более	6	5
158	как у	2	5
159	и вместе	3	5
160	для чего	2	5
161	должны быть	2	5
162	сказать что	2	5
163	в основе	3	5
164	одно из	3	5
165	и мы	3	5
166	с этим	7	5
167	него и	6	5
168	которые не	2	5
169	и как	5	5
170	мы увидим	6	5
171	для этого	3	5
172	еще не	16	5
173	его и	2	5
174	как будто	2	5
175	сих пор	7	5
176	после того	4	5
177	то он	2	5
178	думать что	2	5
179	он же	2	5
180	когда он	7	5
181	в самую	2	5
182	до сих	7	5
183	той же	2	5
184	в царстве	2	5
185	ее и	3	4
186	как человек	3	4
187	по отношению	2	4
188	к себе	3	4
189	он должен	2	4
190	не всегда	9	4
191	так что	2	4
192	есть в	2	4
193	а с	2	4
194	они были	2	4
195	в него	5	4
196	одна и	2	4
197	к этой	3	4
198	и этим	6	4
199	себе и	2	4
200	он живет	3	4
201	могут быть	9	4
202	иной мир	11	4
203	тогда когда	3	4
204	живет в	6	4
205	мы видим	12	4
206	все эти	11	4
207	и тогда	2	4
208	что они	3	4
209	в истории	7	4
210	себе в	3	4
211	никто не	4	4
212	свою противоположность	2	4
213	уже нет	3	4
214	его с	3	4
215	значит что	2	4
216	с ней	2	4
217	землю и	2	4
218	и даже	4	4
219	и по	3	4
220	в свете	5	4
221	ни в	2	4
222	особенно в	2	4
223	мы не	6	4
224	отношению к	2	4
225	человек может	2	4
226	время как	3	4
227	мы еще	2	4
228	в своих	4	4
229	и что	13	4
230	то время	3	4
231	будто бы	2	4
232	в свой	3	3
233	к его	2	3
234	к этим	3	3
235	есть одно	2	3
236	в европе	3	3
237	о чем	6	3
238	приходит к	3	3
239	должны были	3	3
240	на смену	4	3
241	одним из	4	3
242	с которым	3	3
243	и тем	7	3
244	и быть	2	3
245	раньше чем	7	3
246	все же	17	3
247	мы должны	7	3
248	это уже	2	3
249	на том	5	3
250	все его	2	3
251	даже и	2	3
252	ту же	2	3
253	что оно	4	3
254	же он	2	3
255	же как	12	3
256	ли он	2	3
257	это значит	2	3
258	стоит на	3	3
259	и то	5	3
260	в наше	2	3
261	то это	8	3
262	к этому	5	3
263	они стали	3	3
264	об этом	6	3
265	в этот	2	3
266	в иной	12	3
267	всегда остается	2	3
268	находится в	2	3
269	превращается в	10	3
270	него в	2	3
271	для нас	6	3
272	из него	3	3
273	в пределах	5	3
274	во всех	3	3
275	не видел	2	3
276	в ином	3	3
277	на этот	2	3
278	он может	4	3
279	только один	3	3
280	входит в	5	3
281	но для	4	3
282	приводит к	2	3
283	в одном	2	3
284	тому как	2	3
285	уходит в	2	3
286	роль в	3	3
287	но когда	3	3
288	в землю	2	3
289	это означает	2	2
290	как можно	2	2
291	в жертву	8	2
292	его к	3	2
293	если в	4	2
294	не имеют	2	2
295	не потому	5	2
296	оказывается что	2	2
297	ином мире	2	2
298	за собой	5	2
299	всего мира	2	2
300	со своим	2	2
301	этого не	2	2
302	а как	3	2
303	и других	5	2
304	же можно	4	2
305	человека за	2	2
306	есть ли	2	2
307	такого рода	2	2
308	к своему	2	2
309	после этого	3	2
310	у народов	11	2
311	самом деле	2	2
312	камни и	2	2
313	в иное	9	2
314	к царству	2	2
315	о нем	3	2
316	им и	2	2
317	от них	2	2
318	не менее	6	2
319	бросается в	2	2
320	дальше и	2	2
321	того же	3	2
322	тем самым	2	2
323	этот случай	7	2
324	это он	2	2
325	ему в	3	2
326	и сам	2	2
327	на той	2	2
328	богом и	2	2
329	этот мотив	10	2
330	между ними	2	2
331	эта вера	2	2
332	есть царство	2	2
333	когда она	2	2
334	вот почему	2	2
335	связи с	10	2
336	или от	2	2
337	связаны с	3	2
338	не знающие	2	2
339	е в	6	2
340	во время	12	2
341	и они	5	2
342	их в	7	2
343	между двумя	7	2
344	в который	2	2
345	относится к	3	2
346	то в	2	2
347	потому ли	2	2
348	это было	2	2
349	также в	2	2
350	переход от	2	2
351	целый ряд	4	2
352	находятся в	2	2
353	подобно тому	2	2
354	за которым	2	2
355	ее в	8	2
356	и о	2	2
357	не по	3	2
358	с человеком	2	2
359	можно найти	4	2
360	человека с	2	2
361	с другой	11	2
362	их не	3	2
363	мир он	2	2
364	которой он	2	2
365	из себя	4	2
366	основана на	2	2
367	если не	4	2
368	том смысле	2	2
369	что за	2	2
370	что мы	4	2
371	по себе	2	2
372	и действительно	6	2
373	же что	2	2
374	он на	2	2
375	и уже	2	2
376	что эта	2	2
377	что во	2	2
378	понял что	2	2
379	она в	2	2
380	но эта	2	2
381	у которых	2	2
382	на свою	2	2
383	власти над	3	2
