N	2gram	Voloshinov	Komedia
374	в основном	10	2
375	нас не	3	2
376	того что	5	2
377	в душе	3	2
378	что все	3	2
379	общего с	3	2
380	здесь же	2	2
381	жизненных ситуаций	2	2
382	зависимости от	4	2
383	ту же	2	2
384	во втором	2	2
385	войти в	3	2
386	пока не	2	2
387	лучше всего	2	2
388	внутренний мир	5	2
389	и те	7	2
390	и та	2	2
391	большинстве случаев	7	2
392	же касается	2	2
393	и сама	2	2
394	совсем не	2	2
395	здесь не	2	2
396	себя от	2	2
397	мы видим	2	2
398	и мир	2	2
399	в зависимости	2	2
400	и до	4	2
401	все эти	8	2
402	себя и	2	2
403	должна быть	6	2
404	известной степени	2	2
405	этом случае	3	2
406	рядом с	7	2
407	раз эта	2	2
408	бы и	2	2
409	художественный образ	2	2
410	нет в	2	2
411	первом случае	3	2
412	то в	3	2
413	быть не	2	2
414	с другими	6	2
415	в литературе	2	2
416	в собственном	2	2
417	не все	3	2
418	и так	2	2
419	только с	3	2
420	с ее	2	2
421	слова и	8	2
422	превращается в	2	2
423	это делает	2	2
424	жизни в	5	2
425	от их	2	2
426	в философии	2	2
427	которой мы	2	2
428	но они	2	2
429	в тот	2	2
430	отношении к	8	2
431	формы и	4	2
432	для него	18	2
433	почти все	2	2
434	эта ситуация	2	2
435	в жизни	2	2
436	чтобы понять	3	2
437	его жизни	2	2
438	и является	4	2
439	для каждого	3	2
440	этот вопрос	5	2
441	его к	4	2
442	то мы	4	2
443	него не	2	2
444	ее в	2	2
445	не будет	7	2
446	в смысле	11	2
447	поскольку он	2	2
448	этом смысле	2	2
449	слова о	4	2
450	места в	4	2
451	к самому	2	2
452	как она	2	2
453	в объяснении	2	2
454	к жизни	2	2
455	к каким	2	2
456	сводится к	5	2
457	к другому	7	2
458	связь с	4	2
459	мы уже	7	2
460	на первый	2	2
461	по всем	2	2
462	и только	2	2
463	в форме	3	2
464	себе отчет	2	2
465	именно на	3	2
466	же и	3	2
467	эта мысль	2	2
468	первый план	2	2
469	если же	2	2
470	их точки	2	2
471	как от	3	2
