N	2gram	Vygotskiy_	Psycholo
137	тот же	7	20
138	это не	5	20
139	несмотря на	6	20
140	там где	8	20
141	мы имеем	2	20
142	другой стороны	10	20
143	на этом	3	20
144	мы должны	11	19
145	в ее	3	19
146	он говорит	2	19
147	в какой	5	19
148	у него	2	19
149	социальной психологии	2	19
150	в одном	5	19
151	что при	3	19
152	мы уже	7	19
153	в каком	3	18
154	на самом	4	18
155	перед нами	7	18
156	но в	9	18
157	был бы	2	18
158	что с	6	18
159	но не	6	18
160	в которой	6	18
161	с этой	7	18
162	вслед за	3	18
163	есть не	3	18
164	можно было	6	18
165	зависимости от	8	18
166	и есть	2	18
167	в виду	5	17
168	иначе говоря	4	17
169	что для	8	17
170	только не	2	17
171	во всяком	6	17
172	полагает что	7	17
173	из этих	6	17
174	время как	4	17
175	так и	12	16
176	самого начала	9	16
177	не имеет	5	16
178	тому как	3	16
179	в психологии	11	16
180	и к	9	16
181	от того	7	16
182	и тем	8	16
183	из которых	6	16
184	обратиться к	4	16
185	же как	8	16
186	то это	2	16
187	к этому	7	16
188	с самого	9	16
189	и потому	3	15
190	мы знаем	3	15
191	могли бы	10	15
192	в зависимости	8	15
193	как говорит	2	15
194	на примере	3	15
195	о которых	4	15
196	которых мы	2	15
197	что именно	3	15
198	в частности	8	15
199	утверждает что	3	15
200	в них	5	15
201	во всех	4	15
202	в результате	7	15
203	для него	5	15
204	не можем	3	15
205	о котором	3	15
206	что на	2	14
207	с той	3	14
208	стоит только	5	14
209	очевидно что	4	14
210	факт что	3	14
211	не то	3	14
212	хотя бы	7	14
213	столь же	8	14
214	главным образом	2	14
215	по существу	8	14
216	с ним	3	14
217	само по	3	14
218	прежде всего	12	14
219	эта теория	2	14
220	одной и	2	14
221	это есть	2	14
222	в области	4	14
223	того как	6	14
224	показывает что	4	14
225	и той	2	14
226	бы в	5	14
227	этом отношении	6	14
228	такой же	3	14
229	к которым	3	14
230	в жизни	2	14
231	те же	2	14
232	всяком случае	5	14
233	то время	5	14
234	или в	2	14
235	в совершенно	5	14
236	этих двух	4	14
237	как он	7	13
238	а с	8	13
239	могло бы	2	13
240	точка зрения	3	13
241	речь идет	4	13
242	с такой	4	13
243	не могли	2	13
244	именно в	8	13
245	этот вопрос	6	13
246	отнюдь не	2	13
247	едва ли	5	13
248	со стороны	4	13
249	когда она	2	13
250	могла бы	2	13
251	говорит он	27	13
252	но если	3	12
253	по самому	2	12
254	что самое	2	12
255	идет о	5	12
256	состоит в	4	12
257	действия и	4	12
258	что этот	2	12
259	в этих	3	12
260	в самой	4	12
261	их в	6	12
262	сам по	3	12
263	в свою	4	12
264	ничего не	6	12
265	этой точки	2	12
266	тогда когда	8	12
267	в основу	3	12
268	что не	2	12
269	и до	5	12
270	что эти	3	12
271	я не	4	12
272	об этом	6	12
273	что его	6	12
274	в конечном	4	12
275	и с	10	12
276	как только	3	12
277	образом и	4	11
278	и поэтому	2	11
279	бы мы	3	11
280	он должен	4	11
281	были бы	2	11
282	оба эти	3	11
283	отличие от	3	11
284	и из	2	11
285	подобно тому	2	11
286	и заключается	2	11
287	этого слова	7	11
288	по сравнению	10	11
289	понятно что	2	11
290	сравнению с	9	11
291	мы могли	11	11
292	и других	4	11
293	по поводу	5	11
294	этой теории	4	11
295	на все	5	11
296	мы видели	8	11
297	но мы	4	11
298	бы сказать	3	11
299	с его	7	11
300	конечном счете	4	11
301	на этот	7	11
302	раз в	3	11
303	уже в	8	11
304	с но	9	11
305	данном случае	5	10
306	в тех	2	10
307	все те	2	10
308	в состоянии	2	10
309	в другом	7	10
310	только тогда	4	10
311	тому чтобы	2	10
312	представить себе	5	10
313	не является	16	10
314	только из	2	10
315	и их	5	10
316	во всем	4	10
317	в одной	3	10
318	в их	5	10
319	в данном	5	10
320	должно быть	4	10
321	по мнению	2	10
322	ее в	3	10
323	и от	4	10
324	вопрос о	11	9
325	тем самым	8	9
326	и следовательно	3	9
327	и ее	9	9
328	в силу	8	9
329	которое мы	6	9
330	на основании	6	9
331	который не	2	9
332	и говорит	2	9
333	ту же	3	9
334	мы хотим	2	9
335	и по	3	9
336	под влиянием	3	9
337	на него	3	9
338	думается что	7	9
339	каждого из	2	9
340	и наконец	3	9
341	но все	3	9
342	мысль что	6	9
343	должен быть	6	9
344	мы говорили	4	9
345	мы будем	2	9
346	оно есть	2	9
347	о чем	2	9
348	в виде	3	9
349	но что	3	9
350	в чем	5	9
351	с в	4	9
352	ответ на	4	9
353	по этому	4	9
354	точно так	2	9
355	что даже	2	9
356	можно сказать	6	9
357	образом что	3	9
358	которые не	4	9
359	с ее	3	9
360	в отличие	3	9
361	в самых	4	9
362	по его	2	9
363	не к	3	9
364	в процессе	19	8
365	и таким	2	8
366	всех остальных	3	8
367	точно и	2	8
368	и составляет	3	8
369	смысле этого	6	8
370	из всех	3	8
371	из того	7	8
372	именно потому	2	8
373	из которого	2	8
374	что же	3	8
375	которой мы	3	8
376	одно и	2	8
377	в такой	4	8
378	стороны и	3	8
379	наряду с	3	8
380	себе и	3	8
381	и более	6	8
382	которую мы	6	8
383	в сознании	2	8
384	в собственном	8	8
385	представление о	7	8
386	он может	2	8
387	образом мы	2	8
388	бы и	4	8
389	в общем	5	8
390	с другом	6	8
391	он в	6	8
392	чтобы показать	3	8
393	только то	2	8
394	исследования и	7	8
395	из двух	3	8
396	со всей	7	8
397	из области	2	8
398	друг с	6	8
399	и значение	2	8
400	целым рядом	2	8
401	и вообще	2	8
402	этом смысле	3	8
403	в полном	3	7
404	приходит к	4	7
405	что здесь	2	7
406	и эти	2	7
407	свою очередь	3	7
408	видит в	2	7
409	одно из	3	7
410	от этого	4	7
411	для всех	8	7
412	если это	2	7
413	должны быть	2	7
414	связи с	7	7
415	чем это	3	7
416	лежит в	3	7
417	дело в	3	7
418	мы вправе	3	7
419	нас в	2	7
420	которые мы	2	7
421	нашего исследования	8	7
422	что только	2	7
423	с психологической	2	7
424	все что	4	7
425	представляет собой	13	7
426	какой мере	2	7
427	в нашем	3	7
428	согласии с	2	7
429	во все	3	7
430	и при	2	7
431	есть нечто	2	7
432	оказывается совершенно	2	7
433	и те	2	7
434	когда в	2	7
435	в качестве	12	7
436	признать что	3	7
437	к ним	2	7
438	психологической теории	3	7
439	мысли и	7	7
440	и которая	2	7
441	как они	2	7
442	со всеми	2	7
443	в течение	4	7
444	к этой	4	7
445	на которых	4	7
446	на том	2	7
447	слова в	2	7
448	не существует	4	7
449	в отношении	14	6
450	показывают что	3	6
451	к этим	3	6
452	нисколько не	2	6
453	каким образом	3	6
454	за пределы	4	6
455	на две	3	6
456	слова и	5	6
457	вот что	2	6
458	его с	2	6
459	что как	4	6
460	в себя	2	6
461	на нее	2	6
462	от всех	3	6
463	мысль и	5	6
464	должны будем	2	6
465	друг к	2	6
466	один и	2	6
467	без всякого	2	6
468	даже в	4	6
469	она должна	4	6
470	которые в	2	6
471	нуждается в	2	6
472	с однако	2	6
473	не потому	2	6
474	и вся	2	6
475	ничем не	3	6
476	эти три	2	6
477	только с	2	6
478	больше того	5	6
479	от действительности	6	6
480	смысле слова	6	6
481	почти всегда	2	6
482	своей задачей	2	6
483	показал что	4	6
484	то и	4	6
485	независимо от	10	6
486	всех этих	2	6
487	сама по	3	6
488	к другу	3	6
489	как если	3	6
490	нами в	3	6
491	бы что	4	6
492	ее на	4	6
493	уже не	2	6
494	к его	3	6
495	приводит к	8	6
496	заметить что	3	6
497	говорить о	4	6
498	так точно	2	6
499	одного из	4	5
500	все более	4	5
501	на эту	2	5
502	человека и	6	5
503	мысли в	6	5
504	нас к	10	5
505	между ними	2	5
506	том же	4	5
507	точку зрения	8	5
508	в один	4	5
509	на вопрос	6	5
510	в других	2	5
511	связь с	2	5
512	что тот	2	5
513	между собой	5	5
514	в известном	4	5
515	а затем	5	5
516	как совершенно	3	5
517	принадлежит к	2	5
518	же самые	2	5
519	стороны мы	2	5
520	и теперь	2	5
521	и самый	2	5
522	и является	2	5
523	те два	2	5
524	только для	6	5
525	но даже	2	5
526	и самым	2	5
527	видели что	6	5
528	учения о	8	5
529	для объяснения	2	5
530	сам автор	2	5
531	в другой	2	5
532	которые он	2	5
533	всей этой	2	5
534	действительность и	2	5
535	мы пытаемся	2	5
536	тем и	3	5
537	его к	3	5
538	с двумя	2	5
539	к которому	4	5
540	вместо того	3	5
541	он хочет	2	5
542	его не	3	5
543	который мы	3	5
544	допустить что	2	5
545	к действительности	13	5
546	целом ряде	2	5
547	относительно того	4	5
548	мы находим	7	5
549	зависит от	2	5
550	и отношений	2	5
551	факта что	4	5
552	подход к	2	5
553	по выражению	2	5
554	представляют собой	2	5
555	во всей	8	5
556	и еще	2	5
557	хотя и	2	5
558	он как	4	5
559	из этой	2	5
560	в словах	3	5
561	на одном	3	5
562	в последнее	3	5
563	благодаря тому	3	5
564	все другие	2	5
565	прямо говорит	4	5
566	и сам	2	5
567	за ней	2	5
568	он является	3	5
569	есть все	2	5
570	в смысле	2	5
571	в эту	4	5
572	которых он	3	5
573	с мы	5	5
574	отношения к	3	5
575	собственном смысле	8	5
576	высшей степени	7	4
577	нигде не	3	4
578	остается еще	2	4
579	шаг за	3	4
580	должны были	6	4
581	к выводу	10	4
582	также и	2	4
583	одном из	3	4
584	к своему	2	4
585	на место	2	4
586	должна была	2	4
587	всего того	2	4
588	в ту	2	4
589	предположить что	2	4
590	к сожалению	2	4
591	понятий и	4	4
592	обстоятельство что	2	4
593	для ребенка	10	4
594	в истории	7	4
595	в первом	2	4
596	в применении	2	4
597	который в	7	4
598	не с	2	4
599	за шагом	3	4
600	к анализу	3	4
601	в приложении	2	4
602	значение в	4	4
603	в речи	3	4
604	обе эти	4	4
605	с с	2	4
606	исследования мы	2	4
607	рассматриваться как	3	4
608	что речь	2	4
609	строго говоря	2	4
610	более и	3	4
611	с собой	5	4
612	и другим	2	4
613	что между	4	4
614	мы говорим	2	4
615	если не	3	4
616	находится в	2	4
617	уже говорили	3	4
618	за то	2	4
619	с помощью	16	4
620	и фрейд	2	4
621	раньше всего	5	4
622	но для	2	4
623	по отношению	12	4
624	что ребенок	11	4
625	но эта	3	4
626	не остается	3	4
627	мы попытаемся	3	4
628	этого факта	3	4
629	в детской	3	4
630	что может	5	4
631	в свете	5	4
632	приложении к	2	4
633	говорили выше	4	4
634	по самой	2	4
635	с которой	2	4
636	мне кажется	2	4
637	может не	4	4
638	вот почему	5	4
639	и нам	2	4
640	в связи	3	4
641	в стороне	2	4
642	в первой	3	4
643	возникает из	4	4
644	от той	2	4
645	все остальные	5	4
646	с которыми	2	4
647	психологии в	4	4
648	одной из	4	4
649	как например	2	4
650	что та	2	4
651	прибегать к	2	4
652	в противоположность	3	4
653	с ней	3	4
654	мы только	2	4
655	нашего сознания	3	4
656	показывает как	2	4
657	вытекает из	3	4
658	работы и	2	4
659	стало быть	2	4
660	что нам	3	4
661	не могу	3	4
662	можно назвать	2	4
663	пути и	2	4
664	же время	2	4
665	из которой	3	4
666	в слове	2	4
667	показали что	5	4
668	все прочие	2	3
669	его на	3	3
670	с чем	2	3
671	но ведь	2	3
672	учении о	6	3
673	для себя	7	3
674	вообще и	2	3
675	из тех	3	3
676	это понятие	2	3
677	друг от	4	3
678	в учении	7	3
679	психологического исследования	3	3
680	значение для	3	3
681	следующим образом	2	3
682	этой проблемы	10	3
683	в более	3	3
684	что можно	4	3
685	нам думается	9	3
686	как именно	2	3
687	мы называем	3	3
688	естественно что	2	3
689	всеми остальными	2	3
690	между двумя	2	3
691	со всем	2	3
692	как нечто	2	3
693	связаны с	2	3
694	очень хорошо	2	3
695	из виду	2	3
696	за этой	2	3
697	на их	2	3
698	мы начинаем	2	3
699	потребность в	5	3
700	из важнейших	2	3
701	в наши	2	3
702	в теории	10	3
703	к себе	2	3
704	на первый	3	3
705	превращается в	3	3
706	в заключение	4	3
707	это составляет	2	3
708	его значение	2	3
709	речь в	4	3
710	что сама	2	3
711	моментов в	2	3
712	в детском	11	3
713	то он	3	3
714	при рассмотрении	2	3
715	от друга	4	3
716	отношения между	3	3
717	с как	2	3
718	в море	2	3
719	увидим ниже	2	3
720	ближе к	2	3
721	которой он	2	3
722	животных и	2	3
723	теории и	4	3
724	о которой	2	3
725	но с	3	3
726	и всю	2	3
727	мы и	3	3
728	бы с	3	3
729	связь и	2	3
730	или во	2	3
731	то обстоятельство	2	3
732	с это	3	3
733	же мере	3	3
734	понятие о	2	3
735	вопроса о	3	3
736	является то	4	3
737	выводу что	5	3
738	существу дела	4	3
739	как таковой	2	3
740	мы старались	5	3
741	как известно	8	3
742	психологической природы	4	3
743	останавливаться на	3	3
744	что говорит	2	3
745	убедиться в	5	3
746	связано с	3	3
747	переходе от	2	3
748	полном согласии	2	3
749	ко всем	3	3
750	психологическое исследование	2	3
751	вплотную к	2	3
752	речи и	41	3
753	всех прочих	2	3
754	на ее	2	3
755	действительно не	4	3
756	мы хотели	5	3
757	и др	5	3
758	тем более	7	3
759	две части	2	3
760	связь между	10	3
761	и я	2	3
762	может показаться	2	3
763	случае не	2	3
764	свою особую	2	3
765	на язык	2	3
766	привести к	2	3
767	мы сумеем	4	3
768	под этим	2	3
769	он сам	3	3
770	свести к	5	3
771	исключительно с	3	3
772	мышления и	50	3
773	с другими	5	3
774	ребенка и	8	3
775	а к	2	3
776	думаем что	3	3
777	этой основной	5	3
778	это обстоятельство	2	3
779	связана с	4	3
780	других авторов	2	3
781	слова как	3	3
782	не столько	4	3
783	под именем	2	3
784	отношению к	11	3
785	не могло	5	3
786	у ребенка	17	3
787	тенденцию к	3	3
788	первый план	3	3
789	нами как	2	3
790	пониманию и	2	3
791	которое не	2	3
792	зрения социальной	2	3
793	повод для	2	3
794	образом как	3	3
795	чем к	2	3
796	нас с	2	3
797	как таковая	2	3
798	и который	4	3
799	в объяснении	3	3
800	в одинаковой	2	3
801	показать ниже	2	3
802	сказал бы	2	3
803	сознательно и	2	3
804	в исследовании	6	3
805	и остается	3	3
806	в высшей	7	3
807	последнее время	3	3
808	что сам	2	3
809	в игре	2	3
810	бы назвать	2	3
811	чем он	3	3
812	на основе	7	3
813	своего исследования	3	3
814	в книге	3	2
815	от его	5	2
816	и мысли	2	2
817	не станем	7	2
818	или к	3	2
819	для которого	3	2
820	другого как	2	2
821	который может	2	2
822	совершенно новую	2	2
823	того факта	3	2
824	которые она	2	2
825	на других	2	2
826	в следующем	4	2
827	не хочет	2	2
828	к ее	2	2
829	на эти	3	2
830	на всем	3	2
831	общественной жизни	3	2
832	не надо	2	2
833	это как	2	2
834	настоящей работы	3	2
835	относятся к	2	2
836	о двух	2	2
837	свою мысль	2	2
838	всего в	3	2
839	к теории	3	2
840	как уже	9	2
841	имеет свою	2	2
842	вопросу о	2	2
843	на этой	2	2
844	этот метод	2	2
845	это положение	5	2
846	он представляет	2	2
847	в мышлении	3	2
848	легко убедиться	2	2
849	которая в	2	2
850	между этим	2	2
851	тех случаях	2	2
852	фактов которые	2	2
853	является для	6	2
854	исследования в	5	2
855	в борьбе	2	2
856	но вместе	5	2
857	своей природе	3	2
858	каждом шагу	2	2
859	развития и	3	2
860	как такового	2	2
861	мы склонны	3	2
862	бы он	3	2
863	тех же	3	2
864	ту или	2	2
865	действительности но	2	2
866	мечты и	3	2
867	мысль с	4	2
868	фактов и	5	2
869	в значительной	2	2
870	на каждом	2	2
871	чрезвычайно важно	2	2
872	которых говорит	2	2
873	как при	2	2
874	и со	2	2
875	при объяснении	3	2
876	почти на	2	2
877	этот анализ	2	2
878	который является	2	2
879	этой формы	2	2
880	на одной	2	2
881	за собой	4	2
882	потребности в	2	2
883	на которой	4	2
884	собой все	3	2
885	это целое	2	2
886	звук и	2	2
887	который возникает	2	2
888	и должны	2	2
889	спросить себя	2	2
890	же что	2	2
891	в предисловии	5	2
892	мы думаем	4	2
893	он на	3	2
894	и делает	2	2
895	друг другу	4	2
896	не хотим	2	2
897	эти исследования	3	2
898	остается ничего	3	2
899	области психологии	2	2
900	у самого	2	2
901	указание на	4	2
902	самому себе	2	2
903	когда ее	2	2
904	в изучении	2	2
905	или иной	3	2
906	которой она	2	2
907	ничего другого	2	2
908	мысли но	3	2
909	этого положения	3	2
910	наталкивается на	2	2
911	по своей	9	2
912	понять это	2	2
913	и т.д	15	2
914	всем остальным	2	2
915	что кроме	2	2
916	мы постараемся	2	2
917	и представить	2	2
918	не останавливаться	2	2
919	на действительность	5	2
920	но сам	2	2
921	непосредственно не	2	2
922	этом процессе	2	2
923	философии и	3	2
924	в пользу	6	2
925	которым мы	3	2
926	остановились на	2	2
927	современной психологии	7	2
928	только от	2	2
929	для иллюстрации	2	2
930	речь и	7	2
931	все основания	2	2
932	видим таким	4	2
933	между этими	7	2
934	всегда и	3	2
935	живет в	3	2
936	перейти от	2	2
937	всем протяжении	3	2
938	наконец в	2	2
939	ней в	2	2
940	и постоянно	2	2
941	мы встречаемся	2	2
942	старались показать	2	2
943	чем мы	3	2
944	той или	3	2
945	дальше мы	2	2
946	и основной	3	2
947	еще один	2	2
948	самой психологической	2	2
949	от них	2	2
950	в начале	2	2
951	в психологическом	4	2
952	бы к	3	2
953	этом вопросе	4	2
954	является прямым	2	2
955	к вопросу	4	2
956	от анализа	2	2
957	чтобы с	2	2
958	виде в	3	2
959	ничего кроме	3	2
960	как о	2	2
961	как по	2	2
962	его мысль	3	2
963	а для	2	2
964	о мире	3	2
965	нас сейчас	2	2
966	на протяжении	3	2
967	этими двумя	2	2
968	своих исследованиях	2	2
969	про себя	2	2
970	он показал	2	2
971	мысли которая	3	2
972	без этого	2	2
973	в сфере	4	2
974	взрослого человека	9	2
975	постараемся показать	2	2
976	того кто	2	2
977	а другая	2	2
978	исследований и	3	2
979	почти исключительно	2	2
980	влечет за	2	2
981	речи с	5	2
982	от жизни	2	2
983	друг друга	5	2
984	с наконец	2	2
985	действием и	2	2
986	говорит сам	2	2
987	таким же	4	2
988	к решению	2	2
989	чтобы убедиться	2	2
990	предисловии к	4	2
991	из основных	3	2
992	чем же	2	2
993	с эта	3	2
994	учение о	4	2
995	а следовательно	2	2
