N	2gram	Ircho_Kome	Vladivir
157	это время	2	9
158	но он	3	9
159	отношение к	7	8
160	не столько	3	8
161	в чем	7	8
162	себя в	3	8
163	как бы	7	8
164	тот же	11	8
165	из этих	2	8
166	и он	5	8
167	тем что	12	8
168	и я	3	8
169	с этой	5	8
170	в этих	2	8
171	как в	4	8
172	и для	7	8
173	можно считать	2	8
174	когда он	5	8
175	со стороны	16	8
176	в это	2	8
177	конечно не	4	8
178	в смысле	2	8
179	и особенно	2	8
180	к его	4	7
181	в доме	17	7
182	не без	2	7
183	в свое	2	7
184	как он	5	7
185	не имеет	6	7
186	к этой	2	7
187	по этому	3	7
188	на его	5	7
189	нисколько не	3	7
190	того чтобы	9	7
191	о его	4	7
192	же в	3	7
193	е в	2	7
194	из его	3	7
195	и мы	5	7
196	за пределы	3	7
197	даже не	5	7
198	к концу	3	7
199	если бы	18	7
200	и вот	3	7
201	к ней	9	7
202	но если	3	7
203	но все	5	7
204	в одном	3	7
205	в таком	2	7
206	и есть	3	7
207	себе отчет	2	7
208	в них	6	7
209	его в	9	6
210	на себя	10	6
211	в отличие	3	6
212	само собой	5	6
213	что здесь	2	6
214	от того	2	6
215	том же	2	6
216	к своему	4	6
217	на основании	3	6
218	в виду	3	6
219	отличие от	5	6
220	тому что	5	6
221	так или	3	6
222	не говоря	2	6
223	его на	5	6
224	здесь в	2	6
225	под влиянием	2	6
226	по своему	3	6
227	время как	3	6
228	другой стороны	2	6
229	тем более	9	6
230	что она	10	6
231	по мнению	2	6
232	на него	6	6
233	должен был	6	6
234	для того	9	6
235	же и	2	6
236	такой же	2	6
237	мы не	6	6
238	не с	2	6
239	она была	2	6
240	или иначе	3	6
241	если мы	2	6
242	той же	2	6
243	видно что	2	6
244	главным образом	2	6
245	по своей	2	6
246	и теперь	2	6
247	по его	2	6
248	и речи	4	6
249	чем в	5	6
250	бог и	3	5
251	собой разумеется	3	5
252	вопрос о	2	5
253	друг друга	7	5
254	и тем	4	5
255	в их	5	5
256	в частности	4	5
257	он называет	4	5
258	она не	3	5
259	с самого	5	5
260	он в	2	5
261	и без	2	5
262	один из	6	5
263	что с	4	5
264	и до	2	5
265	то ни	4	5
266	говоря уже	2	5
267	что они	3	5
268	во время	8	5
269	в области	3	5
270	бы то	3	5
271	мы имеем	4	5
272	нет ничего	4	5
273	и еще	4	5
274	во всех	4	5
275	впрочем не	2	5
276	что я	5	5
277	которой мы	2	5
278	далеко не	3	5
279	что у	2	5
280	еще более	4	5
281	в свою	12	5
282	с которым	3	5
283	из них	11	5
284	со своей	2	5
285	говорит о	2	5
286	но его	2	5
287	без всякого	2	5
288	не о	3	4
289	в свой	2	4
290	не могут	2	4
291	он понимает	2	4
292	в тех	4	4
293	вплоть до	2	4
294	человека и	2	4
295	котором он	2	4
296	ясно что	12	4
297	наряду с	4	4
298	как к	3	4
299	то мы	2	4
300	того в	3	4
301	совершенно не	2	4
302	после этого	2	4
303	одной из	4	4
304	любви к	5	4
305	бы на	2	4
306	и т	5	4
307	он говорит	3	4
308	с большим	4	4
309	уже о	2	4
310	одной стороны	4	4
311	с которой	2	4
312	и во	3	4
313	себя и	2	4
314	в сущности	3	4
315	больше чем	4	4
316	этому времени	2	4
317	представление о	2	4
318	тех же	3	4
319	как например	2	4
320	и эта	2	4
321	независимо от	4	4
322	не так	4	4
323	мы можем	7	4
324	в глаза	3	4
325	во второй	2	4
326	себе в	6	4
327	только что	11	4
328	отца и	4	4
329	этом отношении	2	4
330	не на	3	4
331	за свое	2	4
332	больше всего	4	4
333	с одной	5	4
334	том чтобы	4	4
335	нет и	4	4
336	их в	3	4
337	в последние	2	4
338	на этом	3	4
339	же самое	3	4
340	о которой	2	4
341	знаю что	2	4
342	в первую	2	3
343	что их	4	3
344	не стал	2	3
345	как можно	2	3
346	возможно что	4	3
347	от него	2	3
348	ему не	4	3
349	и ее	3	3
350	не как	2	3
351	больше того	2	3
352	в другом	2	3
353	свою очередь	10	3
354	в силу	2	3
355	не меньше	2	3
356	себя внимание	3	3
357	отношениях с	2	3
358	который в	3	3
359	не хочет	6	3
360	роль в	3	3
361	между ними	4	3
362	от своего	2	3
363	нет никаких	2	3
364	самом деле	13	3
365	теперь же	3	3
366	на вопрос	5	3
367	здесь нет	4	3
368	его не	3	3
369	его от	5	3
370	для понимания	3	3
371	общего с	2	3
372	это обстоятельство	3	3
373	тех пор	5	3
374	пока не	2	3
375	что не	5	3
376	не могла	3	3
377	в семье	2	3
378	из своего	5	3
379	самого начала	5	3
380	при всем	5	3
381	первую очередь	2	3
382	до того	4	3
383	был бы	4	3
384	нет ни	2	3
385	сам он	3	3
386	все еще	2	3
387	том числе	2	3
388	того как	5	3
389	молодой человек	9	3
390	бы он	3	3
391	ее на	2	3
392	только как	2	3
393	не знаю	2	3
394	это в	2	3
395	дело не	2	3
396	бы в	5	3
397	сам же	2	3
398	я и	2	3
399	это делает	2	3
400	на земле	2	3
401	как о	3	3
402	в изображении	3	3
403	одним из	2	3
404	себе не	2	3
405	и хотя	3	3
406	что по	2	3
407	в мире	2	3
408	все что	6	3
409	ним в	2	3
410	в какой	4	3
411	найти в	2	3
412	в которых	7	3
413	ни у	2	3
414	а по	5	3
415	у меня	5	3
416	на что	2	3
417	меня и	2	3
418	не испытывал	2	3
419	с известной	2	3
420	разумеется что	3	3
421	от нее	5	3
422	что к	4	3
423	как будто	3	3
424	согласии с	2	3
425	была бы	2	3
426	г в	2	3
427	один и	3	3
428	в согласии	2	3
429	человека в	4	2
430	она должна	2	2
431	понимает что	2	2
432	том как	5	2
433	совсем в	2	2
434	не является	5	2
435	приходит к	2	2
436	в ответ	4	2
437	только для	2	2
438	что вы	2	2
439	к себе	9	2
440	ни было	3	2
441	что из	2	2
442	коль скоро	4	2
443	не по	7	2
444	на пути	2	2
445	которой не	2	2
446	не всегда	2	2
447	оказался в	2	2
448	обращаются к	2	2
449	которым он	2	2
450	в эпоху	2	2
451	знает что	2	2
452	что ни	7	2
453	если он	3	2
454	т и	2	2
455	со всеми	2	2
456	отрицать что	2	2
457	образом в	2	2
458	для всей	2	2
459	в детстве	2	2
460	хочет быть	2	2
461	не находит	2	2
462	на месте	3	2
463	стороны и	4	2
464	не приходится	5	2
465	могло быть	2	2
466	не мешает	3	2
467	они не	2	2
468	на себе	2	2
469	времени в	2	2
470	одного из	4	2
471	как впрочем	2	2
472	ответ на	7	2
473	он так	4	2
474	однако что	2	2
475	обращает на	3	2
476	однако в	5	2
477	же не	3	2
478	из этой	2	2
479	обстоятельство что	3	2
480	незадолго до	2	2
481	в ее	3	2
482	он меня	2	2
483	о ней	2	2
484	ни малейшего	3	2
485	этому вопросу	2	2
486	в поисках	3	2
487	было в	2	2
488	и может	2	2
489	не иначе	2	2
490	все равно	3	2
491	должна быть	2	2
492	известной степени	2	2
493	например в	3	2
494	в двух	7	2
495	этом случае	2	2
496	и отец	2	2
497	к отцу	2	2
498	в основе	3	2
499	еще один	2	2
500	если в	4	2
501	можно предполагать	2	2
502	они были	2	2
503	чтобы в	3	2
504	любовь к	4	2
505	с другими	2	2
506	меньше всего	5	2
507	хотя в	3	2
508	в первой	3	2
509	на это	3	2
510	если она	2	2
511	а о	2	2
512	и тот	6	2
513	до тех	5	2
514	дело с	4	2
515	за ним	3	2
516	пор не	3	2
517	как не	2	2
518	но еще	2	2
519	судя по	3	2
520	отрывок из	2	2
521	его и	3	2
522	чем не	2	2
523	сих пор	12	2
524	шла о	2	2
525	в рукописи	2	2
526	в глазах	10	2
527	после того	3	2
528	в г	3	2
529	я говорю	2	2
530	за то	2	2
531	человека с	2	2
532	своего отца	2	2
533	ему все	2	2
534	из которых	7	2
535	отрывки из	2	2
536	кто из	4	2
537	то обстоятельство	3	2
538	в другой	5	2
539	вещей и	2	2
540	выражение в	3	2
541	речь шла	2	2
542	этих двух	2	2
543	сам а	2	2
544	и поэтому	5	2
545	в той	2	2
546	к числу	2	2
547	здесь и	3	2
548	свои чувства	2	2
549	что эта	2	2
550	только после	3	2
551	говорить о	6	2
552	на рубеже	2	2
553	целого ряда	2	2
554	есть для	2	2
555	в высшей	2	2
556	и после	2	2
557	меня в	2	2
558	любовь и	2	2
559	до сих	12	2
