N	2gram	Vygotskiy_	Dialekti
242	что этот	2	7
243	связи с	7	7
244	его с	2	7
245	на первый	3	7
246	тем что	7	7
247	в связи	3	7
248	все что	4	7
249	мы и	3	7
250	без всякого	2	7
251	она должна	4	7
252	нуждается в	2	7
253	не потому	2	7
254	со стороны	4	7
255	мира и	2	7
256	точно так	2	7
257	и я	2	7
258	с его	7	7
259	зависимости от	8	7
260	и их	5	7
261	как в	7	7
262	заключается в	12	7
263	но для	2	7
264	из которых	6	7
265	он сам	3	7
266	как на	5	7
267	отношения к	3	7
268	в другом	7	6
269	это как	2	6
270	на основании	6	6
271	в один	4	6
272	с тем	8	6
273	того чтобы	23	6
274	в зависимости	8	6
275	для этого	7	6
276	в природе	4	6
277	в которой	6	6
278	по своей	9	6
279	друг другу	4	6
280	в себя	2	6
281	но с	3	6
282	вместе с	14	6
283	о чем	2	6
284	по существу	8	6
285	больше того	5	6
286	одной стороны	15	6
287	этой точки	2	6
288	когда она	2	6
289	можно было	6	6
290	того как	6	6
291	показывает что	4	6
292	с их	2	6
293	во всех	4	6
294	о котором	3	6
295	стороны и	3	6
296	для него	5	6
297	не с	2	6
298	ее в	3	6
299	чтобы быть	2	6
300	того кто	2	6
301	уже в	8	6
302	всяком случае	5	6
303	может не	4	6
304	из того	7	5
305	но мы	4	5
306	с той	3	5
307	я должен	2	5
308	были бы	2	5
309	точку зрения	8	5
310	действительности и	4	5
311	что на	2	5
312	и идеи	2	5
313	речь идет	4	5
314	по сравнению	10	5
315	но даже	2	5
316	не является	16	5
317	и наконец	3	5
318	сих пор	4	5
319	едва ли	5	5
320	что у	3	5
321	он может	2	5
322	учения о	8	5
323	их в	6	5
324	в своих	6	5
325	если это	2	5
326	когда он	5	5
327	же что	2	5
328	из этого	6	5
329	без этого	2	5
330	сравнению с	9	5
331	первый план	3	5
332	это понятие	2	5
333	в области	4	5
334	одной и	2	5
335	что с	6	5
336	в качестве	12	5
337	и еще	2	5
338	также не	2	5
339	и той	2	5
340	независимо от	10	5
341	к этому	7	5
342	мы только	2	5
343	в свете	5	5
344	со всей	7	5
345	что его	6	5
346	в течение	4	5
347	есть все	2	5
348	зависит от	2	5
349	есть прежде	2	5
350	и нигде	2	5
351	до сих	4	5
352	данном случае	5	4
353	его на	3	4
354	человека и	6	4
355	бы мы	3	4
356	и эти	2	4
357	мы знаем	3	4
358	что даже	2	4
359	заметить что	3	4
360	и само	2	4
361	представить себе	5	4
362	об этой	3	4
363	был бы	2	4
364	в состоянии	2	4
365	в собственном	8	4
366	только для	6	4
367	нас в	2	4
368	то он	3	4
369	связанные с	2	4
370	свою собственную	4	4
371	если не	3	4
372	главным образом	2	4
373	ни чисто	2	4
374	мы будем	2	4
375	мы начинаем	2	4
376	как чистое	2	4
377	но эта	3	4
378	на все	5	4
379	в общем	5	4
380	почти всегда	2	4
381	мир в	2	4
382	что эти	3	4
383	как например	2	4
384	к ним	2	4
385	в словах	3	4
386	который не	2	4
387	и отношение	3	4
388	потому и	2	4
389	как они	2	4
390	этом отношении	6	4
391	из двух	3	4
392	но ведь	2	4
393	у него	2	4
394	такой же	3	4
395	со всеми	2	4
396	и является	2	4
397	факты и	2	4
398	не можем	3	4
399	можно назвать	2	4
400	друг друга	5	4
401	в одинаковой	2	4
402	же самое	4	4
403	чем же	2	4
404	представление о	7	4
405	и понимания	2	3
406	в первую	3	3
407	очевидно что	4	3
408	как чисто	3	3
409	тому чтобы	2	3
410	для нас	4	3
411	сознания в	3	3
412	от его	5	3
413	с чем	2	3
414	должен быть	6	3
415	к ее	2	3
416	нас к	10	3
417	нами выше	2	3
418	не надо	2	3
419	к своему	2	3
420	отличие от	3	3
421	всего в	3	3
422	самого начала	9	3
423	а с	8	3
424	одной из	4	3
425	но разве	2	3
426	идет о	5	3
427	с самого	9	3
428	понятий и	4	3
429	что можно	4	3
430	и во-вторых	3	3
431	мы хотим	2	3
432	как именно	2	3
433	со всем	2	3
434	в первом	2	3
435	тот же	7	3
436	не могли	2	3
437	тех же	3	3
438	ту или	2	3
439	говорит что	9	3
440	мысли и	7	3
441	фактов и	5	3
442	по мере	5	3
443	на него	3	3
444	целый ряд	6	3
445	что как	4	3
446	лишь в	9	3
447	понятно что	2	3
448	изменения и	2	3
449	в ущерб	2	3
450	как известно	8	3
451	гласит что	2	3
452	образом и	4	3
453	в свою	4	3
454	в которых	6	3
455	на точку	2	3
456	является не	2	3
457	и делает	2	3
458	которой не	2	3
459	сущности это	2	3
460	указание на	4	3
461	о которых	4	3
462	указывает на	4	3
463	для всех	8	3
464	только от	2	3
465	вслед за	3	3
466	еще на	4	3
467	для себя	7	3
468	что кроме	2	3
469	в современной	3	3
470	чем она	2	3
471	только с	2	3
472	к этой	4	3
473	утверждает что	3	3
474	с которой	2	3
475	в основу	3	3
476	действительно не	4	3
477	лежит в	3	3
478	а скорее	2	3
479	содержится в	2	3
480	во всей	8	3
481	в сознании	2	3
482	с другими	5	3
483	ее на	4	3
484	силу этого	4	3
485	и которая	2	3
486	о мире	3	3
487	в какой	5	3
488	только его	3	3
489	нами как	2	3
490	не к	3	3
491	но на	4	3
492	не понимают	2	3
493	по его	2	3
494	чтобы убедиться	2	3
495	в слове	2	3
496	между тем	10	3
497	природе и	3	2
498	или к	3	2
499	это вопрос	2	2
500	в тех	2	2
501	все те	2	2
502	и поэтому	2	2
503	этого мы	2	2
504	наряду с	3	2
505	возникает вопрос	2	2
506	из тех	3	2
507	в новом	3	2
508	факт что	3	2
509	и других	4	2
510	к выводу	10	2
511	свою очередь	3	2
512	как такового	2	2
513	друг от	4	2
514	к сожалению	2	2
515	и др	5	2
516	опыта но	2	2
517	существенно не	2	2
518	те же	2	2
519	все прочие	2	2
520	и начинает	2	2
521	и заключается	2	2
522	в процессе	19	2
523	когда их	2	2
524	она становится	2	2
525	с такой	4	2
526	эту идею	2	2
527	в полном	3	2
528	своей природе	3	2
529	всех своих	2	2
530	развития и	3	2
531	следует за	2	2
532	является как	2	2
533	на их	2	2
534	выводу что	5	2
535	дело в	3	2
536	общий принцип	2	2
537	и до	5	2
538	и слово	2	2
539	собственном смысле	8	2
540	бы даже	2	2
541	на деле	5	2
542	слова и	5	2
543	с логической	2	2
544	наконец в	2	2
545	нашего исследования	8	2
546	что только	2	2
547	но тем	3	2
548	всей его	5	2
549	на одной	2	2
550	строго говоря	2	2
551	от друга	4	2
552	в такой	4	2
553	этот вопрос	6	2
554	вопрос в	2	2
555	находится в	2	2
556	друг к	2	2
557	и теперь	2	2
558	в других	2	2
559	действительность и	2	2
560	он на	3	2
561	всем ее	2	2
562	в нашем	3	2
563	целом и	6	2
564	и остается	3	2
565	по самому	2	2
566	не вижу	2	2
567	которые в	2	2
568	понятие о	2	2
569	вот что	2	2
570	вопроса о	3	2
571	является то	4	2
572	деле же	2	2
573	которые мы	2	2
574	ибо все	2	2
575	к которому	4	2
576	и основной	3	2
577	не остается	3	2
578	мы могли	11	2
579	и вся	2	2
580	убедиться в	5	2
581	связано с	3	2
582	показать что	7	2
583	во все	3	2
584	речь как	3	2
585	а эти	2	2
586	от них	2	2
587	который мы	3	2
588	эти три	2	2
589	и логической	2	2
590	на том	2	2
591	с другом	6	2
592	по самой	2	2
593	одного из	4	2
594	но до	2	2
595	ближе к	2	2
596	между ними	2	2
597	мне кажется	2	2
598	по линии	2	2
599	смысле слова	6	2
600	и говорит	2	2
601	там где	8	2
602	когда в	2	2
603	и судьба	2	2
604	говорим об	2	2
605	и самый	2	2
606	не объясняет	2	2
607	он как	4	2
608	могла бы	2	2
609	которую можно	3	2
610	более и	3	2
611	в целом	29	2
612	на одном	3	2
613	в последнее	3	2
614	на нее	2	2
615	с ней	3	2
616	бы к	3	2
617	которые не	4	2
618	его внутренней	3	2
619	к признанию	2	2
620	к другу	3	2
621	постольку поскольку	2	2
622	мы увидим	3	2
623	структуру и	2	2
624	связана с	4	2
625	социальная среда	4	2
626	или они	2	2
627	быть выражена	2	2
628	психической жизни	3	2
629	а для	2	2
630	мысли в	6	2
631	этом вопросе	4	2
632	друг с	6	2
633	нечто в	2	2
634	о своих	2	2
635	он является	3	2
636	на этот	7	2
637	всей своей	2	2
638	раз в	3	2
639	выше и	2	2
640	которое не	2	2
641	чем мы	3	2
642	в наших	4	2
643	к его	3	2
644	как видим	3	2
645	в другой	2	2
646	сказать так	2	2
647	целое и	2	2
648	показали что	5	2
649	ибо по	2	2
650	ко всем	3	2
651	и сам	2	2
652	бы что	4	2
653	которая в	2	2
654	как его	2	2
655	в пользу	6	2
656	этих двух	4	2
657	чем он	3	2
658	последнее время	3	2
