N	2gram	Tiupa_Disk	Psycholo
182	в тех	2	10
183	в другом	5	10
184	что ни	3	10
185	это было	2	10
186	отличается от	3	10
187	не является	5	10
188	во всем	2	10
189	но как	2	10
190	в одной	4	10
191	в их	5	10
192	в данном	9	10
193	должно быть	2	10
194	сами по	2	10
195	и от	2	10
196	тому же	5	10
197	вопрос о	2	9
198	тем самым	6	9
199	и ее	5	9
200	в силу	5	9
201	который не	2	9
202	на его	4	9
203	и по	2	9
204	внимание на	5	9
205	на него	2	9
206	мысль о	3	9
207	и наконец	2	9
208	но все	2	9
209	и другой	2	9
210	не есть	3	9
211	роль в	10	9
212	в действительности	3	9
213	о чем	4	9
214	к чему	2	9
215	в чем	2	9
216	по своему	3	9
217	так сказать	3	9
218	что даже	2	9
219	можно сказать	7	9
220	с ее	3	9
221	героя и	2	9
222	в отличие	13	9
223	не к	3	9
224	в процессе	6	8
225	и составляет	3	8
226	что же	4	8
227	и во	2	8
228	одно и	2	8
229	стороны и	3	8
230	о нем	3	8
231	в произведении	3	8
232	на сцене	2	8
233	место в	2	8
234	только то	2	8
235	по преимуществу	2	8
236	то чтобы	2	8
237	из двух	5	8
238	и вообще	2	8
239	будто бы	3	8
240	о ней	2	7
241	различие между	3	7
242	в полном	2	7
243	не как	5	7
244	себе не	4	7
245	свою очередь	3	7
246	одно из	4	7
247	они не	2	7
248	для всех	2	7
249	здесь в	4	7
250	должны быть	3	7
251	связи с	4	7
252	того или	3	7
253	дело в	3	7
254	себя и	2	7
255	принадлежат к	3	7
256	нас в	2	7
257	представляет собой	24	7
258	в нашем	2	7
259	в качестве	45	7
260	имеет место	4	7
261	но при	3	7
262	к ним	3	7
263	мысли и	2	7
264	в особенности	5	7
265	времени и	5	7
266	на том	2	7
267	слова в	2	7
268	совпадает с	4	7
269	в каждом	2	7
270	отношение к	6	6
271	для художественного	2	6
272	события в	3	6
273	и без	2	6
274	за пределы	2	6
275	того и	2	6
276	слова и	2	6
277	его с	2	6
278	как не	3	6
279	в себя	7	6
280	оно не	2	6
281	или менее	2	6
282	в сторону	4	6
283	совпадают с	2	6
284	каждый из	2	6
285	для понимания	2	6
286	в русской	4	6
287	и другого	2	6
288	да и	2	6
289	или иного	2	6
290	х годов	2	6
291	одного и	5	6
292	что касается	2	6
293	более или	2	6
294	уже не	7	6
295	к его	5	6
296	приводит к	4	6
297	заметить что	2	6
298	говорить о	3	6
299	жизни но	2	6
300	одного из	5	5
301	к одному	2	5
302	не имеют	2	5
303	в каждой	3	5
304	к такому	2	5
305	между собой	2	5
306	одновременно и	3	5
307	принадлежит к	3	5
308	если в	2	5
309	бы это	2	5
310	но они	3	5
311	не следует	4	5
312	не знает	4	5
313	к которому	2	5
314	или не	2	5
315	действующее лицо	3	5
316	и было	3	5
317	зависит от	2	5
318	подход к	4	5
319	по выражению	3	5
320	представляют собой	2	5
321	указать на	3	5
322	хотя и	3	5
323	но она	3	5
324	себя в	8	5
325	дело не	3	5
326	человека в	6	5
327	только о	2	5
328	и сам	2	5
329	в творчестве	4	5
330	отношения к	2	5
331	вплоть до	2	4
332	к другим	3	4
333	также и	6	4
334	одном из	2	4
335	к своему	2	4
336	может и	4	4
337	к другому	3	4
338	для своего	3	4
339	однако в	3	4
340	и вне	2	4
341	аналогии с	2	4
342	в истории	5	4
343	в первом	4	4
344	не с	4	4
345	характер и	3	4
346	в языке	2	4
347	не на	3	4
348	строго говоря	3	4
349	к числу	2	4
350	и того	6	4
351	рассказа в	2	4
352	но для	2	4
353	по отношению	13	4
354	он мог	3	4
355	ли не	3	4
356	смысл в	2	4
357	не имея	2	4
358	к области	2	4
359	рассказ в	2	4
360	содержание рассказа	2	4
361	несет в	3	4
362	рассказа как	4	4
363	это еще	2	4
364	произведения как	2	4
365	одной из	4	4
366	в противоположность	6	4
367	с ней	3	4
368	в пределах	4	4
369	в мире	9	4
370	можно назвать	2	4
371	перед ним	2	4
372	же время	9	4
373	основе своей	4	4
374	не о	2	3
375	ни о	2	3
376	одним из	2	3
377	для себя	6	3
378	по словам	4	3
379	это понятие	3	3
380	ни одно	2	3
381	они были	2	3
382	не заключает	2	3
383	рассказ не	2	3
384	однако уже	2	3
385	как нечто	2	3
386	из виду	4	3
387	жизни а	2	3
388	и состоит	2	3
389	уже как	2	3
390	и должно	2	3
391	а также	15	3
392	по аналогии	2	3
393	однако и	2	3
394	бы быть	3	3
395	его как	3	3
396	из важнейших	2	3
397	к себе	2	3
398	по своим	4	3
399	обнаруживается в	2	3
400	ни к	11	3
401	к той	4	3
402	или на	3	3
403	литературной традиции	3	3
404	на почве	3	3
405	в прозе	2	3
406	о них	2	3
407	еще в	6	3
408	со своей	2	3
409	ближе к	2	3
410	пока еще	7	3
411	не более	3	3
412	к работе	2	3
413	которое может	2	3
414	зрения на	3	3
415	и прежде	2	3
416	понятие о	3	3
417	такого рода	11	3
418	обратить внимание	2	3
419	героя в	6	3
420	в наше	4	3
421	переходе от	2	3
422	чем у	2	3
423	речи и	2	3
424	чего не	3	3
425	на ее	2	3
426	и др	3	3
427	привело к	4	3
428	было в	4	3
429	этом случае	3	3
430	он сам	2	3
431	для рассказа	2	3
432	а к	3	3
433	хотя в	3	3
434	не столько	3	3
435	отношению к	13	3
436	не могло	2	3
437	наше время	4	3
438	рассматривать как	2	3
439	но уже	3	3
440	быть и	2	3
441	там же	3	3
442	которое было	2	3
443	имеем дело	3	3
444	нельзя не	2	3
445	в форме	2	3
446	чем он	2	3
447	точкой зрения	2	2
448	жанра и	2	2
449	в книге	2	2
450	в построении	2	2
451	жизни в	4	2
452	рассказа является	2	2
453	а потом	2	2
454	должно было	2	2
455	кто из	2	2
456	представления о	2	2
457	всего в	2	2
458	лицо и	2	2
459	в лирическом	2	2
460	рассказ о	3	2
461	как уже	5	2
462	имеет свою	3	2
463	требует от	2	2
464	мысли о	2	2
465	времени в	3	2
466	которая в	3	2
467	во втором	5	2
468	к своим	3	2
469	повести белкина	2	2
470	произведение в	2	2
471	своей природе	3	2
472	то с	2	2
473	сказать и	2	2
474	интерес к	2	2
475	литературного произведения	3	2
476	характера героя	2	2
477	события а	2	2
478	в значительной	3	2
479	себя с	2	2
480	автора в	2	2
481	чем не	3	2
482	по крайней	3	2
483	в сферу	3	2
484	точке зрения	2	2
485	с понятием	2	2
486	жизни как	2	2
487	к содержанию	3	2
488	романа и	2	2
489	можно определить	2	2
490	самому себе	3	2
491	чтобы не	2	2
492	или иной	8	2
493	личного авторства	5	2
494	крайней мере	3	2
495	по своей	15	2
496	оба они	2	2
497	и т.д	5	2
498	и предполагает	2	2
499	как показывает	2	2
500	в лирике	7	2
501	не от	2	2
502	тут же	3	2
503	не всегда	2	2
504	в науке	2	2
505	в свое	3	2
506	из жизни	3	2
507	они и	3	2
508	своей основе	2	2
509	живет в	3	2
510	и герой	3	2
511	различия между	3	2
512	той или	6	2
513	не приходится	2	2
514	его характер	2	2
515	в начале	2	2
516	необходимо чтобы	2	2
517	и представляет	2	2
518	а о	2	2
519	и одновременно	3	2
520	природе своей	6	2
521	не обладает	2	2
522	и всякое	2	2
523	вследствие этого	4	2
524	быть определена	3	2
525	ведет к	6	2
526	о мире	2	2
527	русской литературе	2	2
528	на протяжении	2	2
529	в литературе	2	2
530	говорили о	2	2
531	ни для	4	2
532	стороны это	2	2
533	жизни не	2	2
534	время и	2	2
535	с миром	2	2
536	более чем	3	2
537	друг друга	2	2
538	в разные	2	2
539	человек не	2	2
