N	2gram	Propp_Morf	Istorich
189	увидим что	2	15
190	что при	3	15
191	от него	2	14
192	у нас	3	14
193	но мы	3	14
194	с того	3	14
195	должна быть	2	14
196	а также	7	14
197	с этой	3	14
198	на вопрос	2	14
199	право на	2	14
200	можно было	4	14
201	отношению к	7	14
202	со змеем	5	14
203	уже видели	2	14
204	из которых	5	14
205	и есть	3	14
206	и ее	5	14
207	одной из	2	14
208	по отношению	7	14
209	но они	2	14
210	увидим ниже	6	14
211	образом мы	7	14
212	в нее	2	13
213	в животных	3	13
214	что иное	2	13
215	и для	4	13
216	в таких	3	13
217	в руки	4	13
218	на котором	4	13
219	из дома	9	13
220	тогда как	2	13
221	волшебное средство	15	13
222	в сказку	5	13
223	на этом	4	13
224	трудных задач	4	13
225	же можно	3	13
226	время как	3	13
227	или на	3	13
228	и у	3	13
229	не имеет	2	13
230	сказки и	6	13
231	сказки в	3	13
232	в форме	6	13
233	то время	3	13
234	а потом	2	12
235	у нее	2	12
236	кроме того	3	12
237	ответ на	2	12
238	и их	3	12
239	одним из	2	12
240	случай мы	3	12
241	утверждать что	3	12
242	хотя бы	5	12
243	чаще всего	11	12
244	случаях когда	2	12
245	к себе	2	12
246	не знает	2	12
247	к ней	3	12
248	никто не	4	11
249	у яги	3	11
250	и более	2	11
251	если он	2	11
252	главным образом	5	11
253	точки зрения	7	11
254	хотя и	5	11
255	иное как	2	11
256	тех случаях	2	11
257	имеется в	3	11
258	лес и	2	11
259	женится на	3	11
260	далеко не	5	11
261	же в	3	11
262	ясно что	5	11
263	в очень	2	11
264	этого не	2	11
265	герой получает	5	11
266	из дому	3	11
267	не что	2	11
268	сказка знает	3	11
269	но оно	2	11
270	должны быть	2	11
271	сказки с	6	10
272	что же	2	10
273	и тот	2	10
274	таких случаев	2	10
275	но если	10	10
276	эта форма	14	10
277	он может	2	10
278	что эта	2	10
279	но как	3	10
280	вслед за	5	10
281	что эти	3	10
282	три года	4	10
283	начинается с	5	10
284	можно установить	2	10
285	а с	2	10
286	но так	2	10
287	а если	4	10
288	в точности	5	10
289	в которой	3	10
290	ни в	3	10
291	а на	3	10
292	себя в	2	10
293	и к	4	10
294	в различных	2	10
295	он должен	3	9
296	сюда же	5	9
297	в основе	2	9
298	если это	3	9
299	это так	2	9
300	со сказкой	2	9
301	она в	2	9
302	и сказка	2	9
303	не могут	7	9
304	означает что	3	9
305	а по	3	9
306	это и	3	9
307	змей и	2	9
308	но эти	3	9
309	волшебного средства	23	9
310	царских детей	2	9
311	следующим образом	4	9
312	на этот	2	9
313	более или	2	9
314	по воздуху	3	9
315	но для	3	9
316	героя и	3	9
317	таких случаях	2	9
318	превращаться в	2	9
319	из другой	3	9
320	на первый	3	9
321	или же	7	9
322	или менее	2	9
323	дома в	2	9
324	герой не	2	9
325	в чем	2	9
326	но здесь	2	9
327	с его	3	9
328	целый ряд	3	9
329	приводит к	3	9
330	можно наблюдать	8	8
331	роль в	2	8
332	только что	3	8
333	вообще не	2	8
334	что такое	3	8
335	входит в	4	8
336	ином царстве	2	8
337	тому как	5	8
338	во всяком	2	8
339	мы будем	3	8
340	можно указать	3	8
341	здесь же	3	8
342	из его	2	8
343	это положение	2	8
344	подобно тому	6	8
345	большинстве случаев	3	8
346	большей частью	6	8
347	это явление	5	8
348	отсюда видно	2	8
349	ни одной	2	8
350	что его	4	8
351	не так	2	8
352	ту же	2	8
353	приводят к	3	8
354	чем это	2	8
355	та же	3	8
356	встречается в	4	8
357	но с	2	8
358	от того	4	8
359	или по	2	8
360	этим же	2	8
361	эти задачи	2	8
362	и наоборот	4	8
363	можно сказать	2	8
364	независимо от	4	8
365	с другими	2	8
366	значит что	4	8
367	можно бы	2	8
368	это делается	2	8
369	не с	2	8
370	во сне	2	8
371	на нем	3	8
372	на самом	4	7
373	и конь	2	7
374	состоит из	3	7
375	иногда и	2	7
376	такой случай	2	7
377	состоит в	3	7
378	однако в	2	7
379	того чтобы	4	7
380	поставить вопрос	2	7
381	этот момент	5	7
382	если в	7	7
383	тех же	4	7
384	убивает его	2	7
385	время боя	2	7
386	тому что	5	7
387	а то	3	7
388	что ни	2	7
389	составные части	10	7
390	и когда	2	7
391	в начале	3	7
392	также в	2	7
393	по всему	3	7
394	в какой	3	7
395	если мы	6	7
396	всяком случае	2	7
397	это мы	2	7
398	между тем	5	7
399	первый взгляд	3	7
400	и при	3	7
401	между собой	5	7
402	эти формы	2	7
403	мы пока	2	7
404	самом деле	4	7
405	то здесь	3	7
406	не по	2	7
407	для него	2	7
408	в большинстве	3	7
409	в каких	2	7
410	она его	2	7
411	для того	3	6
412	из приведенных	3	6
413	сына в	2	6
414	вступают в	3	6
415	сказки не	4	6
416	героя а	4	6
417	от отца	2	6
418	в море	5	6
419	отправляется в	3	6
420	ничем не	2	6
421	и за	2	6
422	курьих ножках	2	6
423	это еще	2	6
424	дочь и	2	6
425	в середине	2	6
426	д но	4	6
427	же происходит	2	6
428	волшебная сказка	3	6
429	вопрос не	2	6
430	заметить что	11	6
431	с героем	2	6
432	сказки о	6	6
433	задачи в	4	6
434	сам он	3	6
435	быть и	2	6
436	то в	3	6
437	д все	2	6
438	даже не	3	6
439	не на	2	6
440	также и	6	6
441	что там	2	6
442	на курьих	2	6
443	должны будем	2	6
444	волшебного помощника	2	6
445	в одну	2	6
446	они и	5	6
447	на той	2	6
448	и тогда	3	6
449	такие случаи	3	6
450	изучения сказки	5	6
451	оно может	4	6
452	не происходит	3	6
453	к чему	3	6
454	в каком	2	5
455	бы составить	2	5
456	это уже	3	5
457	сказка в	4	5
458	или не	3	5
459	если они	2	5
460	это было	3	5
461	царь не	2	5
462	только для	2	5
463	далее мы	2	5
464	другой пример	2	5
465	в своих	2	5
466	как таковой	2	5
467	это можно	2	5
468	и затем	5	5
469	животных и	3	5
470	вот как	2	5
471	иногда в	8	5
472	в свое	2	5
473	по своему	2	5
474	если герой	4	5
475	за ночь	2	5
476	с золотыми	2	5
477	из таких	2	5
478	несколько случаев	2	5
479	всмотреться в	2	5
480	показать что	4	5
481	бы в	2	5
482	для наших	3	5
483	очень многих	3	5
484	с изучением	2	5
485	наших целей	2	5
486	не означает	2	5
487	наших дней	2	5
488	в самых	2	5
489	или наоборот	2	5
490	несмотря на	4	5
491	другие формы	3	5
492	от погони	3	5
493	в совершенно	2	5
494	или с	3	5
495	в один	3	5
496	как уже	3	5
497	можно показать	2	5
498	благодарные животные	2	5
499	три ночи	2	5
500	до наших	2	5
501	за ней	2	5
502	мы получим	2	5
503	их на	2	5
504	героя из	2	5
505	д и	2	5
506	д в	2	5
507	оно не	2	5
508	без всякого	2	5
509	волшебных сказок	8	5
510	бегство и	2	5
511	наблюдать что	6	5
512	в пропасть	4	5
513	получает от	2	5
514	других случаях	2	5
515	момент когда	3	5
516	могла бы	4	5
517	к другой	2	5
518	нами в	4	5
519	можно назвать	3	5
520	брак и	2	4
521	действия и	2	4
522	на пути	4	4
523	он получает	2	4
524	на берег	2	4
525	и вызывает	3	4
526	см ниже	2	4
527	на птице	2	4
528	руки героя	3	4
529	нарушение запрета	2	4
530	что одна	2	4
531	ответить на	2	4
532	себя за	2	4
533	можно сделать	2	4
534	или просто	2	4
535	о происхождении	2	4
536	этой формы	3	4
537	не знаешь	2	4
538	такую же	2	4
539	себя и	2	4
540	царевны и	2	4
541	сказки это	2	4
542	входить в	2	4
543	чем в	2	4
544	рассказы о	2	4
545	во второй	2	4
546	царя и	2	4
547	происходит с	2	4
548	и дает	2	4
549	или вообще	2	4
550	и больше	2	4
551	чтобы герой	3	4
552	не от	2	4
553	в результате	8	4
554	выдает себя	2	4
555	нельзя было	2	4
556	для этой	3	4
557	в сад	2	4
558	перед боем	2	4
559	следует за	3	4
560	если же	5	4
561	не существует	3	4
562	типична для	2	4
563	сказки а	2	4
564	по ночам	2	4
565	или нет	2	4
566	б в	2	4
567	герой и	4	4
568	для героя	3	4
569	на друга	2	4
570	вывод что	2	4
571	ниже в	2	4
572	и этот	2	4
573	быть разрешен	3	4
574	встречается и	3	4
575	не хватает	4	4
576	следует брак	2	4
577	но вот	2	4
578	который в	2	4
579	идет по	2	4
580	по отдельным	2	4
581	и змей	3	4
582	в глаза	2	4
583	так если	3	4
584	вытекает из	2	4
585	мужа в	2	4
586	здесь только	2	4
587	путь к	2	4
588	с точки	6	4
589	многих других	2	4
590	сказку как	3	4
591	ход действия	8	4
592	дает сказка	2	4
593	помощи которой	2	4
594	на спине	2	4
595	то можно	5	4
596	один раз	2	4
597	когда в	2	4
598	о его	4	4
599	в числе	2	4
600	с этого	2	4
601	лесной избушки	2	4
602	затем уже	2	4
603	некоторые сказки	2	4
604	ни к	2	4
605	друг на	2	4
606	на съедение	2	4
607	с большой	2	4
608	перейти к	2	4
609	трудная задача	7	4
610	элементы сказки	3	4
611	здесь имеется	2	4
612	что именно	2	4
613	как же	3	3
614	мотив не	2	3
615	в печь	3	3
616	ложный герой	5	3
617	относятся к	2	3
618	где оно	2	3
619	же она	3	3
620	ложного героя	5	3
621	или другой	2	3
622	обоих случаях	2	3
623	сюда относятся	2	3
624	к королю	2	3
625	дочь царя	2	3
626	вряд ли	2	3
627	второй раз	2	3
628	герой подвергается	2	3
629	и заставляет	2	3
630	одна форма	2	3
631	как таковое	3	3
632	можно будет	3	3
633	является в	2	3
634	сказка о	4	3
635	колодец и	2	3
636	все случаи	2	3
637	формы эти	2	3
638	то они	2	3
639	в другую	2	3
640	два раза	5	3
641	как эти	2	3
642	совсем не	3	3
643	с дарителем	3	3
644	с теми	4	3
645	всех других	2	3
646	о пощаде	4	3
647	героя герой	2	3
648	так называемых	2	3
649	бы то	3	3
650	собой в	2	3
651	ряд других	2	3
652	подобных случаях	4	3
653	как они	2	3
654	ни было	2	3
655	можно заметить	2	3
656	а другой	2	3
657	из ряда	3	3
658	этим она	2	3
659	обращаются с	3	3
660	к другому	2	3
661	другой вопрос	2	3
662	нет но	2	3
663	тем же	2	3
664	ниже мы	2	3
665	переходит на	2	3
666	из двух	3	3
667	можно вызвать	2	3
668	сказка может	5	3
669	в иных	4	3
670	играют в	2	3
671	точности соответствует	2	3
672	герой бежит	2	3
673	и вне	3	3
674	пока же	4	3
675	сказки как	3	3
676	без всякой	2	3
677	могли бы	2	3
678	с сватовством	4	3
679	то ни	3	3
680	что некоторые	2	3
681	явление это	2	3
682	например на	2	3
683	д если	2	3
684	отдельных сюжетов	2	3
685	не упоминается	3	3
686	в наши	2	3
687	в обоих	2	3
688	требует чтобы	3	3
689	он убивается	3	3
690	герой или	2	3
691	совершенно одинаково	2	3
692	на дороге	2	3
693	в яму	2	3
694	морской царь	4	3
695	сказки то	2	3
696	этого нет	2	3
697	а впоследствии	2	3
698	может считаться	6	3
699	мы постараемся	2	3
700	яга или	2	3
701	сказки так	2	3
702	спасается от	3	3
703	с двумя	2	3
704	вопрос как	3	3
705	на новые	2	3
706	все задачи	3	3
707	хода действия	9	3
708	нам еще	2	3
709	сделать из	2	3
710	нашего материала	4	3
711	и убивает	3	3
712	иных случаях	2	3
713	как таковая	2	3
714	раз он	3	3
715	ее отца	2	3
716	обычно в	2	3
717	как их	2	3
718	о герое	3	3
719	заметим что	3	3
720	исходит от	2	3
721	самых разнообразных	2	3
722	на другие	2	3
723	момент в	2	3
724	герою в	2	3
725	случае герой	2	2
726	вне связи	3	2
727	а и	3	2
728	по очереди	2	2
729	в ходе	5	2
730	а во	3	2
731	к царевне	6	2
732	сына и	2	2
733	совершается в	2	2
734	сказка с	3	2
735	три брата	2	2
736	к вопросу	2	2
737	изгнание и	2	2
738	живое существо	2	2
739	к месту	3	2
740	особое место	2	2
741	элемент в	2	2
742	однако все	2	2
743	сказку в	2	2
744	этот же	2	2
745	значение и	3	2
746	в бою	3	2
747	для хода	3	2
748	отсюда вывод	2	2
749	связывается с	3	2
750	царевна и	2	2
751	отправку героя	2	2
752	ходе действия	5	2
753	одному из	3	2
754	путь на	2	2
755	вопрос в	2	2
756	задачи на	3	2
757	пр а	3	2
758	в нашем	6	2
759	тем и	2	2
760	его самого	4	2
761	больте и	3	2
762	что изучение	3	2
763	старшие братья	3	2
764	ведьма и	2	2
765	трудной задачи	3	2
766	трудную задачу	3	2
767	или при	2	2
768	сказке №	14	2
769	прибывает домой	3	2
770	стороны их	2	2
771	и становятся	2	2
772	же способом	2	2
773	к отдельным	2	2
774	пути героя	2	2
775	в основу	2	2
776	в сущности	3	2
777	о животных	9	2
778	как то	2	2
779	орел и	2	2
780	три сына	2	2
781	самого себя	2	2
782	героя т	2	2
783	как например	2	2
784	или другими	2	2
785	героя попадает	4	2
786	рассматриваются как	2	2
787	если она	2	2
788	бой с	2	2
789	к другу	2	2
790	формах в	2	2
791	за которым	2	2
792	все функции	3	2
793	следующую картину	2	2
794	чтобы овладеть	2	2
795	о сказке	5	2
796	для каждой	3	2
797	показать как	2	2
798	чтобы его	2	2
799	получение волшебного	6	2
800	формы которые	3	2
801	или ее	2	2
802	и представляют	2	2
803	к целому	2	2
804	на поиски	2	2
805	в поиски	6	2
806	он действует	2	2
807	испытание героя	2	2
808	со смертью	2	2
809	который может	3	2
810	и таким	2	2
811	сказочного материала	2	2
812	вопросу о	2	2
813	обращается в	4	2
814	он похищает	4	2
815	быть названо	4	2
816	то с	3	2
817	во избежание	2	2
818	иные формы	2	2
819	в круг	2	2
820	волшебной сказке	2	2
821	другого и	2	2
822	в данной	2	2
823	сказок и	2	2
824	видно будет	2	2
825	же роль	2	2
826	также может	3	2
827	в распоряжение	5	2
828	носит характер	2	2
829	о похищении	2	2
830	а царевна	2	2
831	сказать о	2	2
832	рассматриваться как	3	2
833	герой ее	2	2
834	мы получаем	2	2
835	требует в	3	2
836	от других	2	2
837	и функции	3	2
838	и другим	3	2
839	в поле	5	2
840	конь который	2	2
841	на взморье	2	2
842	сказки по	4	2
843	в последнем	3	2
844	средство а	3	2
845	есть нечто	3	2
846	в жены	2	2
847	изучение сказки	4	2
848	на героя	2	2
849	можно ограничиться	4	2
850	задавание трудных	2	2
851	материала к	2	2
852	не входит	2	2
853	как таковые	4	2
854	случае не	4	2
855	этого момента	3	2
856	девушка и	3	2
857	середине сказки	2	2
858	в количестве	2	2
859	случае если	2	2
860	от другого	3	2
861	волшебные сказки	4	2
862	должен знать	3	2
863	по сюжетам	3	2
864	летучий корабль	4	2
865	вопрос что	3	2
866	может дать	2	2
867	незадолго до	2	2
868	говорить о	4	2
869	пр то	2	2
870	исходят из	2	2
871	и царевны	2	2
872	не значит	3	2
873	учение о	5	2
