N	2gram	Losev_Dial	EvropaiC
251	в виду	9	2
252	не было	7	2
253	в частности	4	2
254	что они	8	2
255	точку зрения	3	2
256	такой же	2	2
257	это может	4	2
258	и где	5	2
259	в один	3	2
260	никто не	2	2
261	не знает	2	2
262	и из	6	2
263	в одно	5	2
264	эти последние	3	2
265	не стоит	2	2
266	это конечно	5	2
267	для него	2	2
268	только тогда	9	2
269	на нее	2	2
270	есть в	2	2
271	и так	2	2
272	не имеет	15	2
273	общего с	6	2
274	но так	2	2
275	также и	7	2
276	что у	3	2
277	тому что	4	2
278	к нему	12	2
279	она не	10	2
280	со своими	2	2
281	следует что	2	2
282	они не	3	2
283	гораздо более	3	2
284	в котором	5	2
285	тех пор	2	2
286	если это	3	2
287	их в	2	2
288	на себе	3	2
289	все его	3	2
290	я в	3	2
291	к другу	2	2
292	что на	2	2
293	в которых	2	2
294	одной стороны	3	2
295	но для	2	2
296	на этом	4	2
297	отнюдь не	13	2
298	не понимают	2	2
299	в них	4	2
300	только не	2	2
301	представить себе	2	2
302	можно ли	3	2
303	ко всему	3	2
304	что же	5	2
305	так чтобы	2	2
306	всяком случае	3	2
307	жизни и	9	2
308	друг к	2	2
309	с ними	4	2
310	во всяком	5	2
311	и уже	4	2
312	во внимание	2	2
313	говорить о	9	2
314	и его	6	2
315	сходство с	2	2
316	в сущности	2	2
317	же время	9	2
318	и только	5	2
319	и более	7	2
320	что эти	3	2
321	но с	4	2
322	только один	2	2
323	широком смысле	2	2
324	все в	2	2
325	принять во	2	2
326	я не	9	2
327	для всякого	2	2
328	вовсе не	19	2
329	мы и	3	2
330	в основе	4	2
331	почти все	2	2
332	тем же	3	2
333	при условии	3	2
334	и состоит	2	2
