N	2gram	Losev_Prob	Literetu
102	говоря уже	2	8
103	и как	10	8
104	мира в	3	8
105	а именно	12	8
106	тем что	2	8
107	в своих	3	8
108	с точки	13	8
109	о себе	3	8
110	как раз	7	8
111	художественного творчества	10	8
112	до конца	4	7
113	для всех	2	7
114	в их	4	7
115	не как	3	7
116	по своей	3	7
117	и тем	4	7
118	в художественном	2	7
119	русской литературе	3	7
120	для этого	2	7
121	другой стороны	8	7
122	в противоположность	3	7
123	и для	11	7
124	по преимуществу	2	7
125	человека в	3	7
126	у нас	17	7
127	именно в	11	7
128	в самом	7	7
129	и с	10	7
130	в одном	6	7
131	он и	5	7
132	в нем	8	7
133	и жизни	2	7
134	он не	4	7
135	тому же	5	7
136	на фоне	2	7
137	еще и	6	6
138	его в	9	6
139	в виду	3	6
140	самом деле	3	6
141	уже о	2	6
142	и он	5	6
143	при всем	3	6
144	было бы	12	6
145	не было	4	6
146	и то	6	6
147	то в	4	6
148	то и	7	6
149	во всех	2	6
150	в каждом	2	6
151	и наконец	4	6
152	как о	6	6
153	далеко не	6	6
154	в ней	4	6
155	том числе	2	6
156	и только	4	6
157	у него	13	6
158	как будто	9	6
159	тем же	4	6
160	или иной	4	5
161	вслед за	2	5
162	в литературе	5	5
163	так как	10	5
164	как он	2	5
165	так что	18	5
166	и за	2	5
167	он сам	3	5
168	в романе	2	5
169	во втором	2	5
170	между тем	2	5
171	несмотря на	7	5
172	этой точки	2	5
173	что и	8	5
174	в поэме	3	5
175	в связи	11	5
176	все еще	4	5
177	хотя бы	11	5
178	в россии	2	5
179	мы не	7	5
180	тем не	8	5
181	ни было	2	5
182	в силу	6	5
183	человеческого духа	4	5
184	том чтобы	3	5
185	но уже	3	5
186	в нашем	5	5
187	свое собственное	2	5
188	и если	2	5
189	и к	9	5
190	не к	3	5
191	однако не	2	5
192	я с	2	4
193	в свою	4	4
194	в каждой	2	4
195	для нас	14	4
196	нуждается в	2	4
197	не является	2	4
198	только для	5	4
199	и прежде	2	4
200	все время	5	4
201	не всегда	5	4
202	здесь как	5	4
203	третьем лице	2	4
204	к своему	3	4
205	только на	2	4
206	знает что	3	4
207	с тем	7	4
208	общего с	2	4
209	со всей	2	4
210	и все	12	4
211	на его	4	4
212	могли бы	2	4
213	могут быть	2	4
214	в них	5	4
215	художественное творчество	5	4
216	хотя и	10	4
217	как мы	5	4
218	во всяком	7	4
219	бы то	4	4
220	одной из	5	4
221	нет ничего	3	4
222	но это	7	4
223	к этому	2	4
224	бы не	4	4
225	для того	4	4
226	со всеми	5	4
227	что его	4	4
228	ни к	2	4
229	то он	2	4
230	но тем	2	4
231	него не	2	4
232	можно сказать	10	4
233	на то	2	4
234	под названием	5	4
235	не вполне	2	4
236	свидетельствует о	4	4
237	от жизни	2	4
238	вовсе не	18	4
239	из этого	6	4
240	и что	9	4
241	то ни	4	4
242	таким образом	20	4
243	и есть	4	4
244	не мог	5	4
245	и нет	4	4
246	на самом	2	3
247	вопрос о	2	3
248	ничего не	3	3
249	и потому	4	3
250	так же	7	3
251	но как	3	3
252	о чем	2	3
253	по себе	5	3
254	крайней мере	8	3
255	в отношении	8	3
256	свободы и	4	3
257	не раз	4	3
258	отношение к	3	3
259	и а	4	3
260	из тех	3	3
261	том же	2	3
262	этого не	2	3
263	но по	3	3
264	а с	4	3
265	себе в	2	3
266	и о	9	3
267	такую же	2	3
268	в сознании	3	3
269	это уже	4	3
270	они не	3	3
271	но только	5	3
272	той или	5	3
273	того чтобы	3	3
274	и до	2	3
275	все эти	12	3
276	и тогда	4	3
277	он был	5	3
278	свою очередь	2	3
279	и т	2	3
280	который в	10	3
281	тот же	6	3
282	ее в	2	3
283	человеческого я	4	3
284	да и	5	3
285	если в	2	3
286	и от	7	3
287	можно было	4	3
288	вяч иванов	12	3
289	в первой	2	3
290	не так	4	3
291	дело в	4	3
292	с ней	3	3
293	о своем	2	3
294	в этот	4	3
295	если бы	2	3
296	и вполне	7	3
297	также и	21	3
298	был бы	2	3
299	в этих	3	3
300	за его	2	3
301	по крайней	8	3
302	она и	2	3
303	в какой	5	3
304	что для	2	3
305	ни с	4	3
306	не имеет	3	3
307	и является	6	3
308	всей своей	2	3
309	а то	2	3
310	он говорит	2	3
311	в роли	2	3
312	в чем	3	3
313	он в	5	3
314	искусства в	2	3
315	в советской	2	3
316	когда он	3	3
317	не есть	3	3
318	если не	6	3
319	из которых	2	3
320	всяком случае	6	3
321	все что	2	3
322	здесь не	12	3
323	и уже	2	3
324	трактуется как	3	3
325	не просто	12	3
326	ничего общего	6	3
327	же самое	2	3
328	же и	2	3
329	поскольку в	4	3
330	мира и	5	3
331	с ним	4	3
332	мы и	2	3
333	он все	3	2
334	перед нами	14	2
335	не для	2	2
336	у достоевского	4	2
337	эти и	2	2
338	и сама	4	2
339	приходит к	2	2
340	человека и	4	2
341	и притом	8	2
342	и у	8	2
343	и каждый	2	2
344	должен быть	2	2
345	по словам	2	2
346	и вместе	3	2
347	а он	2	2
348	всю свою	4	2
349	это и	4	2
350	подобного рода	9	2
351	а как	2	2
352	в тебе	4	2
353	и при	2	2
354	была бы	3	2
355	его не	3	2
356	в такой	3	2
357	к его	5	2
358	тем как	2	2
359	бы на	3	2
360	что касается	5	2
361	в сравнении	4	2
362	тому что	2	2
363	к нему	3	2
364	за то	4	2
365	на свое	2	2
366	гораздо более	5	2
367	а только	5	2
368	теперь уже	3	2
369	все прочие	2	2
370	а если	4	2
371	и об	2	2
372	ему в	3	2
373	даже и	11	2
374	и без	5	2
375	тогда когда	4	2
376	жизнь и	6	2
377	по этому	5	2
378	а скорее	2	2
379	и говорит	2	2
380	для них	3	2
381	людей в	6	2
382	и весьма	2	2
383	и самого	3	2
384	и по	2	2
385	что они	4	2
386	и ее	2	2
387	человек и	2	2
388	и более	3	2
389	уже и	4	2
390	удивительно что	2	2
391	не за	2	2
392	эту тему	2	2
393	здесь мы	2	2
394	сказать что	13	2
395	по поводу	2	2
396	никак не	10	2
397	только по	2	2
398	нет у	2	2
399	он как	2	2
400	бы в	2	2
401	человека а	2	2
402	в нашей	3	2
403	в результате	11	2
404	время в	2	2
405	из этих	2	2
406	тем более	2	2
407	по мнению	3	2
408	на это	2	2
409	в это	3	2
410	в значительной	3	2
411	сам же	4	2
412	себя самого	3	2
413	сравнении с	4	2
414	между собою	2	2
415	этот образ	3	2
416	но даже	6	2
417	быть только	6	2
418	есть в	6	2
419	нет и	3	2
420	не сам	2	2
421	что у	6	2
422	раз в	2	2
423	мир и	2	2
424	в котором	5	2
425	еще более	4	2
426	у кого	2	2
427	как с	2	2
428	или иных	2	2
429	на плечи	2	2
430	он пишет	2	2
431	на первом	3	2
432	и самой	2	2
433	мог бы	2	2
434	внимание на	4	2
435	раз и	2	2
436	в той	5	2
437	тех или	2	2
438	можно назвать	2	2
439	для искусства	3	2
440	в борьбе	2	2
441	и который	4	2
442	но еще	2	2
443	в таком	4	2
444	у людей	5	2
445	нового времени	4	2
446	является по	2	2
447	на эту	2	2
448	и хотя	2	2
449	во всем	5	2
450	что такой	2	2
451	сам в	2	2
452	мы имеем	3	2
453	но он	5	2
