N	2gram	Vinokur_St	Tvorches
122	в своем	8	5
123	а с	6	5
124	не так	2	5
125	в них	2	5
126	и это	4	5
127	что этот	3	5
128	у пушкина	17	5
129	значит что	3	5
130	что не	3	5
131	что и	8	5
132	отметить что	4	5
133	в ее	6	5
134	мы не	3	5
135	и по	6	5
136	что они	9	5
137	в истории	5	5
138	тот же	2	5
139	что это	5	5
140	в россии	7	5
141	с этим	6	5
142	из этой	2	5
143	в первой	12	5
144	дело не	4	5
145	на него	3	5
146	между тем	7	5
147	и другие	3	5
148	отношению к	3	5
149	что у	8	5
150	с другой	11	5
151	как правило	2	5
152	что я	3	5
153	если не	4	5
154	из них	11	5
155	я не	13	5
156	не было	7	5
157	в таком	4	5
158	но с	7	5
159	в пользу	5	5
160	при помощи	4	4
161	и потому	3	4
162	крайней мере	2	4
163	это и	5	4
164	в частности	6	4
165	как это	6	4
166	не знает	2	4
167	в такой	2	4
168	самого начала	3	4
169	того что	14	4
170	что все	3	4
171	к нему	2	4
172	но только	2	4
173	точки зрения	16	4
174	что на	3	4
175	могут быть	5	4
176	сих пор	12	4
177	же как	5	4
178	было в	2	4
179	и я	5	4
180	в основе	4	4
181	как известно	2	4
182	говорит о	5	4
183	но эти	2	4
184	дело в	9	4
185	в каждом	3	4
186	особенно в	2	4
187	говорит что	4	4
188	чуть ли	2	4
189	известно что	2	4
190	превращается в	2	4
191	тем что	6	4
192	с этой	5	4
193	времени и	4	4
194	такой же	6	4
195	отказаться от	2	4
196	по крайней	2	4
197	с самого	4	4
198	и более	4	4
199	не мог	3	4
200	связан с	3	4
201	письма к	2	4
202	этот вопрос	6	4
203	в которых	5	4
204	еще в	3	4
205	это прежде	2	4
206	с точки	10	4
207	это был	3	4
208	говорить о	3	4
209	той же	5	4
210	но он	5	4
211	до сих	13	4
212	этого вопроса	3	3
213	трагедии в	3	3
214	на самом	8	3
215	в процессе	3	3
216	я бы	2	3
217	вплоть до	6	3
218	даже не	5	3
219	в другом	5	3
220	евгения онегина	6	3
221	отношение к	3	3
222	как к	3	3
223	для себя	3	3
224	давно уже	3	3
225	к которому	4	3
226	критики и	2	3
227	в виду	6	3
228	за свою	3	3
229	на все	2	3
230	и тем	3	3
231	со стороны	7	3
232	в области	16	3
233	но что	2	3
234	мы находим	4	3
235	не по	5	3
236	так например	12	3
237	о котором	2	3
238	только с	4	3
239	к тому	9	3
240	гораздо более	5	3
241	свидетельствует о	2	3
242	в ней	9	3
243	на себя	3	3
244	другой стороны	9	3
245	что оно	4	3
246	всяком случае	8	3
247	по этому	5	3
248	точно так	2	3
249	совсем не	3	3
250	должны быть	4	3
251	что с	4	3
252	и до	2	3
253	писателя в	2	3
254	там где	6	3
255	никто не	4	3
256	в первом	2	3
257	можно сказать	2	3
258	заключается в	5	3
259	да и	4	3
260	сказать что	9	3
261	если в	2	3
262	в стихах	2	3
263	во многих	3	3
264	то в	3	3
265	сами по	2	3
266	из этих	7	3
267	в начале	5	3
268	это в	4	3
269	и тогда	2	3
270	больше чем	3	3
271	не все	3	3
272	отличается от	2	3
273	ни на	3	3
274	мысль о	2	3
275	во второй	10	3
276	кроме того	3	3
277	в статье	9	3
278	лишь в	3	3
279	не является	5	3
280	ее в	2	3
281	для того	15	3
282	и их	3	3
283	у нас	12	3
284	со всеми	2	3
285	на этот	5	3
286	что для	4	3
287	в письмах	2	3
288	и к	5	3
289	но на	2	3
290	не существует	4	3
291	по себе	3	3
292	несмотря на	4	3
293	может не	2	3
294	жизни и	6	3
295	вряд ли	8	3
296	и что	8	3
297	во всяком	8	3
298	нет ни	3	3
299	и только	3	3
300	нельзя не	3	3
301	тому же	2	3
302	в которую	2	3
303	в одном	7	3
304	данном случае	7	2
305	в свой	2	2
306	в отношении	11	2
307	в первую	2	2
308	что ему	2	2
309	не могут	2	2
310	представляет собою	3	2
311	о чем	4	2
312	это очень	5	2
313	в тех	5	2
314	не потому	3	2
315	каких бы	2	2
316	у шекспира	3	2
317	по своей	2	2
318	должен быть	3	2
319	а как	5	2
320	и всегда	2	2
321	на эти	7	2
322	одном из	4	2
323	не зная	2	2
324	точку зрения	3	2
325	нас не	3	2
326	а во	3	2
327	трагедии у	2	2
328	и очень	5	2
329	с тем	3	2
330	следовало бы	2	2
331	без всякой	3	2
332	тому что	8	2
333	она не	3	2
334	ли в	3	2
335	не могу	2	2
336	того же	4	2
337	была бы	10	2
338	стремление к	3	2
339	и без	4	2
340	говорит об	4	2
341	ответ на	4	2
342	между прочим	10	2
343	настоящее время	2	2
344	то это	3	2
345	биографии и	2	2
346	в известном	3	2
347	в прямом	2	2
348	что же	6	2
349	нуждается в	2	2
350	для них	2	2
351	меня не	2	2
352	у меня	3	2
353	в биографии	2	2
354	того чтобы	15	2
355	числе и	2	2
356	это время	3	2
357	пушкина и	20	2
358	было бы	21	2
359	связи с	3	2
360	первую очередь	2	2
361	в сущности	2	2
362	он был	5	2
363	в качестве	7	2
364	во время	5	2
365	в двух	4	2
366	эту тему	4	2
367	в литературном	3	2
368	и и	2	2
369	ли и	3	2
370	по поводу	13	2
371	кажется что	5	2
372	отношений между	3	2
373	и вообще	5	2
374	всех этих	2	2
375	его времени	2	2
376	зато в	2	2
377	в эпоху	3	2
378	в данном	16	2
379	вот что	3	2
380	же это	3	2
381	а к	2	2
382	во всех	8	2
383	при таком	2	2
384	и стиля	2	2
385	из нее	3	2
386	тем не	4	2
387	бориса годунова	70	2
388	борис годунов	26	2
389	что как	3	2
390	он писал	3	2
391	д и	2	2
392	должен был	5	2
393	и лишь	2	2
394	но ведь	8	2
395	как о	2	2
396	этой области	5	2
397	чем у	2	2
398	где он	2	2
399	в результате	5	2
400	и о	4	2
401	борисе годунове	21	2
402	в борисе	19	2
403	это объясняется	2	2
404	отношении к	3	2
405	причем в	2	2
406	наконец в	2	2
407	с одной	3	2
408	второй части	2	2
409	по словам	7	2
410	не имеет	5	2
411	за что	4	2
412	ни в	5	2
413	столь же	5	2
414	и здесь	2	2
415	их в	2	2
416	им в	2	2
417	а между	2	2
418	г в	10	2
419	справедливо указывает	2	2
420	к его	2	2
421	в эту	3	2
422	но для	3	2
423	где нет	2	2
424	всякий раз	2	2
425	произведения в	2	2
426	внимание на	5	2
427	и теперь	2	2
428	с их	2	2
429	и уже	3	2
430	конце концов	2	2
431	уже после	3	2
432	что во	3	2
433	бы ни	3	2
434	том числе	3	2
435	не просто	2	2
436	как на	10	2
437	же и	4	2
438	за то	5	2
439	не к	2	2
440	о которой	3	2
441	меня в	2	2
442	не значит	3	2
443	сам в	3	2
444	как раз	10	2
445	не дает	2	2
446	ясно что	10	2
