N	2gram	Propp_Isto	Narrotol
178	и по	4	4
179	не на	2	4
180	что они	13	4
181	который в	2	4
182	как мы	3	4
183	в основе	4	4
184	в поле	2	4
185	от этих	2	4
186	хотя бы	5	4
187	могла бы	3	4
188	к этому	2	4
189	это было	2	4
190	к ней	3	4
191	и как	3	4
192	ведет к	2	4
193	но они	6	4
194	не с	3	4
195	зависит от	3	4
196	не вполне	3	4
197	и с	5	4
198	не существует	2	4
199	для нас	17	4
200	по себе	4	4
201	мог бы	3	4
202	по своей	2	4
203	к жизни	2	4
204	или даже	3	4
205	в себя	2	4
206	вместе с	13	4
207	еще и	2	3
208	и потому	3	3
209	так же	18	3
210	но как	2	3
211	а потом	4	3
212	за собой	3	3
213	должен быть	3	3
214	подобного рода	2	3
215	а как	2	3
216	к чему	4	3
217	в виде	2	3
218	этого не	6	3
219	связано с	2	3
220	и вот	2	3
221	его не	3	3
222	не знает	7	3
223	а с	4	3
224	здесь мы	9	3
225	одно из	2	3
226	одной из	6	3
227	к ним	4	3
228	как уже	2	3
229	в него	2	3
230	и это	2	3
231	между ними	2	3
232	видит в	2	3
233	же не	3	3
234	точно так	8	3
235	что не	2	3
236	же как	7	3
237	иметь в	2	3
238	все эти	6	3
239	связи с	10	3
240	и тогда	3	3
241	в связи	7	3
242	во время	5	3
243	и т	39	3
244	в зависимости	3	3
245	но это	8	3
246	можно было	8	3
247	дело в	3	3
248	бы быть	4	3
249	что она	10	3
250	дело не	8	3
251	в которой	2	3
252	героя из	2	3
253	по мере	4	3
254	зависимости от	3	3
255	должен был	6	3
256	в этих	17	3
257	сих пор	12	3
258	по ходу	2	3
259	прошлого и	2	3
260	не должен	8	3
261	восходит к	6	3
262	на этот	2	3
263	ключ к	5	3
264	быть не	2	3
265	приводит к	3	3
266	могли бы	3	3
267	еще одна	3	3
268	всякий раз	2	3
269	он и	3	3
270	что мы	9	3
271	как она	3	3
272	говорит о	2	3
273	и что	14	3
274	не просто	5	3
275	по его	3	3
276	и только	4	3
277	же самое	3	3
278	при которой	2	3
279	наряду с	6	3
280	подчеркнуть что	2	3
281	но он	5	3
282	до сих	11	3
283	в нее	2	2
284	в каком	2	2
285	это означает	2	2
286	вот как	2	2
287	в действительности	2	2
288	в которых	2	2
289	именно так	2	2
290	идет по	2	2
291	в это	2	2
292	даже не	2	2
293	с той	2	2
294	или менее	5	2
295	также не	2	2
296	на столе	2	2
297	оно и	2	2
298	в их	6	2
299	так называемая	3	2
300	как можно	2	2
301	к своему	3	2
302	после этого	5	2
303	так что	9	2
304	представления о	8	2
305	указывает на	2	2
306	только с	4	2
307	более или	5	2
308	в более	2	2
309	в изложении	2	2
310	могут быть	5	2
311	что же	4	2
312	живет в	3	2
313	ли он	3	2
314	когда она	3	2
315	можно назвать	3	2
316	обстоит дело	4	2
317	в сущности	2	2
318	никто не	3	2
319	так у	2	2
320	вовсе не	3	2
321	у себя	2	2
322	в мир	2	2
323	только по	2	2
324	и мы	2	2
325	тут же	2	2
326	но все	9	2
327	время в	2	2
328	другой стороны	7	2
329	хотя в	3	2
330	нас в	2	2
331	должно быть	2	2
332	его как	2	2
333	на это	3	2
334	бы в	2	2
335	это за	5	2
336	в данной	2	2
337	также в	2	2
338	мы можем	7	2
339	которые могут	3	2
340	о смерти	7	2
341	мысль о	2	2
342	тот кто	3	2
343	в некотором	2	2
344	на первый	2	2
345	превращается в	4	2
346	все это	6	2
347	тем что	7	2
348	не есть	2	2
349	в особенности	3	2
350	и наконец	5	2
351	как о	2	2
352	и есть	5	2
353	одним из	2	2
354	себе не	2	2
355	что иное	3	2
356	его и	6	2
357	детей в	10	2
358	во всех	3	2
359	должна быть	5	2
360	и более	3	2
361	на нее	3	2
362	но уже	3	2
363	он может	2	2
364	первый взгляд	2	2
365	когда он	9	2
366	есть на	2	2
367	будто бы	4	2
368	вступает в	2	2
369	а по	3	2
370	у меня	4	2
371	к которому	5	2
372	из которых	3	2
373	видно что	9	2
374	большей или	2	2
375	иное как	3	2
376	раз и	3	2
377	в других	3	2
378	с собой	2	2
379	чем это	5	2
380	может оказаться	3	2
381	один и	2	2
382	но с	3	2
383	и вновь	2	2
384	это время	3	2
385	однако не	2	2
386	мы будем	5	2
387	не можем	4	2
388	в системе	2	2
389	ясно что	2	2
