N	2gram	Propp_Isto	slovoVRo
251	и они	5	3
252	и то	5	3
253	и вообще	3	3
254	к этому	5	3
255	ним и	2	3
256	из этих	5	3
257	от этого	6	3
258	это было	2	3
259	борьбы с	3	3
260	на него	10	3
261	но уже	5	3
262	тем что	12	3
263	в связи	6	3
264	и другие	5	3
265	такой же	3	3
266	силы и	2	3
267	не могло	2	3
268	за ней	2	3
269	или на	3	3
270	в этой	5	3
271	на нем	3	3
272	потому что	18	3
273	все что	5	3
274	целый ряд	4	3
275	и это	5	3
276	из себя	4	3
277	не знаем	3	3
278	здесь уже	2	3
279	входить в	2	3
280	в форме	5	3
281	и тем	7	3
282	в таких	3	2
283	о которых	4	2
284	но мы	5	2
285	чаще всего	3	2
286	без всяких	4	2
287	к себе	3	2
288	и у	3	2
289	и есть	3	2
290	есть не	2	2
291	на пути	2	2
292	это и	3	2
293	как он	6	2
294	у них	2	2
295	так что	2	2
296	в другую	2	2
297	есть в	2	2
298	а с	2	2
299	то что	16	2
300	явление в	2	2
301	что все	4	2
302	одного из	3	2
303	и оно	2	2
304	иногда даже	4	2
305	к ним	2	2
306	борьбу с	2	2
307	при анализе	2	2
308	этого не	2	2
309	связь с	20	2
310	в образе	16	2
311	этой точки	2	2
312	между ними	2	2
313	же он	2	2
314	на них	2	2
315	иногда в	3	2
316	что не	3	2
317	они уже	2	2
318	и герой	2	2
319	в ее	4	2
320	когда она	2	2
321	мы видим	12	2
322	что они	3	2
323	человеком и	2	2
324	исключают друг	2	2
325	это нужно	2	2
326	того как	8	2
327	очень часто	4	2
328	время как	3	2
329	то в	2	2
330	оно уже	2	2
331	утверждать что	2	2
332	и что	13	2
333	время в	2	2
334	что она	3	2
335	с ней	2	2
336	от которого	2	2
337	та же	2	2
338	наоборот в	2	2
339	же в	3	2
340	он был	2	2
341	при изучении	2	2
342	в последнем	2	2
343	то или	2	2
344	процесс этот	2	2
345	об этом	6	2
346	к образу	2	2
347	тем не	6	2
348	совершенно не	2	2
349	как у	2	2
350	а именно	8	2
351	в течение	2	2
352	в чужую	2	2
353	к ней	2	2
354	мы можем	6	2
355	с человеком	2	2
356	за ним	4	2
357	на то	3	2
358	мы увидим	6	2
359	в котором	2	2
360	из его	2	2
361	в своих	4	2
362	не исключают	2	2
363	есть на	2	2
364	героя но	2	2
365	приводит к	2	2
366	где нет	2	2
367	главным образом	2	2
368	во власти	2	2
369	и она	3	2
370	несмотря на	3	2
371	они же	2	2
372	или иное	2	2
373	и затем	2	2
374	то время	3	2
375	не обязательно	2	2
376	них не	2	2
377	сам в	2	2
378	этих случаях	10	2
379	мы и	3	2
