N	2gram	Trubetskoy	KulturaY
128	и потому	6	7
129	а с	7	7
130	одной стороны	7	7
131	как о	3	7
132	в самой	2	7
133	на этот	4	7
134	в котором	4	7
135	когда он	3	7
136	в одном	3	7
137	учение о	4	7
138	в себе	6	6
139	не всегда	2	6
140	которые в	2	6
141	этой точки	2	6
142	что оно	4	6
143	той или	2	6
144	что эти	3	6
145	отличается от	2	6
146	только для	2	6
147	же время	2	6
148	так называемые	3	6
149	не с	2	6
150	только что	2	6
151	приводит к	2	6
152	если не	2	6
153	главным образом	8	6
154	то или	2	6
155	или иное	2	6
156	что именно	2	6
157	никогда не	5	5
158	в отношении	6	5
159	к его	2	5
160	и к	5	5
161	мы должны	6	5
162	относится к	2	5
163	в конце	6	5
164	но если	2	5
165	и у	8	5
166	и при	3	5
167	или менее	5	5
168	так что	3	5
169	по своему	2	5
170	учиться у	2	5
171	более или	5	5
172	и тогда	4	5
173	и от	4	5
174	не как	2	5
175	и даже	3	5
176	превращается в	2	5
177	русской культуры	15	5
178	отношение к	5	5
179	очень много	2	5
180	и является	2	5
181	о котором	2	5
182	или иначе	3	5
183	только не	2	5
184	и только	4	5
185	но с	3	5
186	к которому	2	4
187	в виде	4	4
188	связано с	2	4
189	подойти к	3	4
190	одно из	2	4
191	что о	2	4
192	так например	2	4
193	и все	2	4
194	к нему	7	4
195	свидетельствует о	2	4
196	точно так	3	4
197	же как	3	4
198	на все	2	4
199	бы например	2	4
200	пор еще	2	4
201	представление о	6	4
202	по сравнению	2	4
203	утверждать что	2	4
204	ли это	2	4
205	поэтому что	2	4
206	и по	4	4
207	мы можем	2	4
208	и иной	2	4
209	не к	2	4
210	в смысле	4	4
211	связанные с	7	4
212	и это	2	4
213	из которых	4	4
214	из них	7	4
215	так или	3	4
216	в россии	2	3
217	и вместе	4	3
218	конце концов	3	3
219	и другие	3	3
220	в одно	2	3
221	образом в	5	3
222	от них	2	3
223	к ним	3	3
224	с того	2	3
225	в начале	2	3
226	тем чтобы	5	3
227	во время	4	3
228	признать что	2	3
229	если в	3	3
230	большею частью	2	3
231	из своих	2	3
232	образом если	2	3
233	по своим	2	3
234	так называемой	2	3
235	в других	3	3
236	одним из	2	3
237	так называемую	2	3
238	не могло	2	3
239	на западе	3	3
240	для него	3	3
241	духовной культуры	3	3
242	и сейчас	2	3
243	он в	2	3
244	за собой	3	3
245	все что	2	3
246	и действительно	2	3
247	так чтобы	2	3
248	к жизни	5	3
249	то ни	2	3
250	и сами	2	3
251	бы то	2	3
252	начиная с	2	2
253	из всех	3	2
254	путь к	3	2
255	с целью	2	2
256	связанных с	2	2
257	еще на	2	2
258	у них	3	2
259	быть и	2	2
260	на пути	2	2
261	ничем не	4	2
262	одной из	5	2
263	в разных	2	2
264	выход из	2	2
265	том числе	5	2
266	течением времени	3	2
267	не могла	2	2
268	и те	3	2
269	к сожалению	3	2
270	его от	2	2
271	по тому	2	2
272	жизни и	2	2
273	этой эпохи	4	2
274	вслед за	2	2
275	оказывается что	3	2
276	с другими	4	2
277	можно только	2	2
278	связывается с	3	2
279	общего с	2	2
280	иной раз	2	2
281	с течением	3	2
282	должен был	4	2
283	отличаются от	2	2
284	ничего общего	2	2
285	ни было	2	2
286	того момента	2	2
287	в глазах	2	2
288	связан с	2	2
289	ни один	2	2
290	большей частью	3	2
291	сравнению с	2	2
292	совершенно иной	2	2
293	и после	2	2
294	в пользу	2	2
295	связана с	2	2
296	а так	3	2
297	тем и	2	2
