N	2gram	Vygotskiy_	Narrotol
296	бы с	3	2
297	в каком	3	2
298	очевидно что	4	2
299	от всего	2	2
300	значении слова	2	2
301	в которых	6	2
302	только от	2	2
303	как именно	2	2
304	для которого	3	2
305	внутренняя сторона	2	2
306	с той	3	2
307	наконец в	2	2
308	также не	2	2
309	что с	6	2
310	в их	5	2
311	казалось бы	8	2
312	возникает в	2	2
313	к своему	2	2
314	так что	2	2
315	на две	3	2
316	в детской	3	2
317	утверждает что	3	2
318	на основании	6	2
319	что может	5	2
320	детская речь	3	2
321	указывает на	4	2
322	только с	2	2
323	в общем	5	2
324	он говорит	2	2
325	не могу	3	2
326	в более	3	2
327	те же	2	2
328	которая в	2	2
329	в изложении	2	2
330	не входит	2	2
331	могут быть	5	2
332	в процессе	19	2
333	думал он	2	2
334	которых в	2	2
335	другому человеку	2	2
336	что же	3	2
337	живет в	3	2
338	ней в	2	2
339	когда она	2	2
340	можно назвать	2	2
341	своей природе	3	2
342	по выражению	2	2
343	все те	2	2
344	в сущности	13	2
345	принадлежит к	2	2
346	в двух	3	2
347	признать что	3	2
348	и который	4	2
349	вовсе не	5	2
350	не объясняет	2	2
351	одно и	2	2
352	и вообще	2	2
353	и мы	3	2
354	но все	3	2
355	обратиться к	4	2
356	другой стороны	10	2
357	сознания и	4	2
358	и еще	2	2
359	нас в	2	2
360	должно быть	4	2
361	по мнению	2	2
362	бы в	5	2
363	который не	2	2
364	мы можем	11	2
365	переход от	5	2
366	целый ряд	6	2
367	на первый	3	2
368	как если	3	2
369	слова и	5	2
370	превращается в	3	2
371	все это	9	2
372	тем что	7	2
373	и наконец	3	2
374	действия но	2	2
375	как о	2	2
376	и есть	2	2
377	в течение	4	2
378	детей в	6	2
379	и наиболее	2	2
380	себе и	3	2
381	как говорит	2	2
382	во всех	4	2
383	и более	6	2
384	о своих	2	2
385	на нее	2	2
386	и является	2	2
387	всей его	5	2
388	которое не	2	2
389	он может	2	2
390	когда он	5	2
391	отношения между	3	2
392	того кто	2	2
393	к которому	4	2
394	из которых	6	2
395	в категориях	2	2
396	в других	2	2
397	свести к	5	2
398	отрыве от	2	2
399	значения и	2	2
400	с собой	5	2
401	чем это	3	2
402	и делает	2	2
403	таким же	4	2
404	как только	3	2
405	один и	2	2
406	но с	3	2
407	этих двух	4	2
408	мы будем	2	2
409	мы и	3	2
410	не можем	3	2
411	с помощью	16	2
412	ясно что	2	2
