N	2gram	Tiupa_Lite	Analitik
161	вместе с	5	9
162	внутреннего я	2	8
163	лирического героя	4	8
164	роль в	2	8
165	в ходе	2	8
166	что он	8	8
167	эстетический объект	3	8
168	одной из	2	8
169	коммуникативное событие	6	8
170	одного из	4	8
171	воспринимающего сознания	2	8
172	этом отношении	5	8
173	человеческого я	3	8
174	в основе	5	8
175	нашего времени	2	8
176	дело не	2	8
177	не является	3	8
178	он и	5	8
179	с точки	4	8
180	с ним	2	8
181	вплоть до	4	7
182	в литературе	2	7
183	в другом	3	7
184	в соответствии	2	7
185	и тем	4	7
186	от себя	2	7
187	в году	18	7
188	являет собой	2	7
189	который в	2	7
190	во всяком	3	7
191	одна из	8	7
192	как нам	2	7
193	в противоположность	2	7
194	по преимуществу	6	7
195	себя и	3	7
196	несмотря на	3	7
197	как будто	2	7
198	субъекта и	3	7
199	художественного мира	3	7
200	героя и	2	7
201	в глазах	4	7
202	у него	5	7
203	и является	2	7
204	или иначе	9	7
205	и т.д	8	7
206	приводит к	4	7
207	со своим	2	7
208	в одном	2	7
209	однако не	2	7
210	всяком случае	2	7
211	как мы	2	7
212	в финале	2	7
213	в нашем	2	7
214	не мог	3	7
215	его в	4	6
216	этого текста	3	6
217	из того	3	6
218	для всех	5	6
219	если в	2	6
220	что не	3	6
221	в силу	4	6
222	ли не	7	6
223	должен быть	2	6
224	казалось бы	6	6
225	от своего	3	6
226	объекта и	2	6
227	не знает	3	6
228	в нем	4	6
229	самим собой	2	6
230	тем более	2	6
231	при всей	5	6
232	и состоит	2	6
233	и то	3	6
234	хотя бы	3	6
235	то в	3	6
236	в сознании	3	6
237	из этих	2	6
238	читателя в	2	6
239	в равной	4	6
240	превращается в	2	6
241	же в	6	6
242	художественное произведение	2	6
243	эстетической деятельности	7	6
244	тем не	4	6
245	более чем	4	6
246	в текст	2	6
247	русской литературе	7	6
248	так или	8	6
249	восходит к	2	6
250	о себе	7	6
251	на этом	3	6
252	из которых	3	6
253	из них	5	6
254	уже в	7	6
255	соответствии с	3	6
256	не более	2	6
257	вовсе не	3	6
258	не как	4	5
259	но как	3	5
260	одну из	2	5
261	самсона вырина	2	5
262	жизни в	5	5
263	каждый из	4	5
264	для себя	6	5
265	на смену	6	5
266	так что	4	5
267	самом деле	2	5
268	в искусстве	4	5
269	а с	2	5
270	которая в	3	5
271	во втором	3	5
272	картина мира	2	5
273	ударение на	2	5
274	в художественном	6	5
275	речь идет	3	5
276	исходя из	3	5
277	а затем	3	5
278	все эти	2	5
279	мы не	5	5
280	этом случае	2	5
281	при рассмотрении	2	5
282	я не	8	5
283	да и	3	5
284	с их	3	5
285	одно из	3	5
286	к этому	2	5
287	по выражению	2	5
288	и он	3	5
289	текста как	2	5
290	я есть	2	5
291	с ее	3	5
292	и адресата	4	5
293	как сам	2	5
294	мысль о	2	5
295	мира в	4	5
296	в особенности	2	5
297	в культуре	5	5
298	для того	2	5
299	в этих	2	5
300	художественную реальность	3	5
301	такой же	3	5
302	ведет к	5	5
303	тем что	6	5
304	еще и	3	5
305	самим собою	2	5
306	в роли	3	5
307	в слове	3	5
308	все что	3	5
309	путь к	2	5
310	еще в	7	5
311	в итоге	2	5
312	самого пушкина	3	5
313	к жизни	2	5
314	в поле	2	5
315	нового времени	2	5
316	в противовес	2	5
317	все они	2	4
318	в отношении	2	4
319	однако с	2	4
320	а вот	2	4
321	в ситуации	2	4
322	в области	5	4
323	системе ценностей	2	4
324	в каждом	2	4
325	эстетического субъекта	12	4
326	все той	2	4
327	наконец в	2	4
328	как к	4	4
329	силу своей	3	4
330	одним из	8	4
331	в стихотворении	17	4
332	нам представляется	3	4
333	а как	2	4
334	как он	2	4
335	только на	3	4
336	в действительности	2	4
337	в любом	2	4
338	и что	2	4
339	потому что	5	4
340	свидетельствует о	3	4
341	ему в	2	4
342	так в	6	4
343	в чем	2	4
344	по воле	2	4
345	художественного дискурса	2	4
346	равной степени	2	4
347	по мысли	2	4
348	различного рода	2	4
349	и т	2	4
350	но при	2	4
351	но это	2	4
352	однако и	2	4
353	о своем	3	4
354	из своих	2	4
355	о литературе	2	4
356	как писал	3	4
357	не сводится	3	4
358	человека в	5	4
359	сознания в	14	4
360	произведения с	2	4
361	ни было	2	4
362	лирический герой	14	4
363	не должен	3	4
364	своем составе	2	4
365	говоря словами	3	4
366	или иных	2	4
367	искусства в	2	4
368	в своих	5	4
369	как эстетической	2	4
370	жизни как	3	4
371	произведения искусства	4	4
372	тех или	2	4
373	не было	5	4
374	эстетическое переживание	2	4
375	бы не	3	4
376	и есть	3	4
377	является по	2	4
378	на основе	2	4
379	этом как	3	3
380	от автора	2	3
381	очевидно что	2	3
382	идет о	4	3
383	личной ответственности	2	3
384	его я	2	3
385	от него	2	3
386	для нее	2	3
387	человека и	2	3
388	личностного я	3	3
389	здесь как	2	3
390	он же	2	3
391	в лирике	3	3
392	в виду	4	3
393	героя в	2	3
394	к своему	2	3
395	эстетического адресата	2	3
396	т п	2	3
397	и за	2	3
398	всего в	4	3
399	себе в	3	3
400	способ существования	2	3
401	с тем	2	3
402	другого сознания	4	3
403	на первом	2	3
404	для своего	2	3
405	в облике	2	3
406	к этой	2	3
407	для читателя	2	3
408	тех пор	2	3
409	в творческом	2	3
410	нас самих	2	3
411	своей собственной	2	3
412	том числе	2	3
413	в ней	4	3
414	уже о	2	3
415	по этой	2	3
416	не говоря	3	3
417	быть может	2	3
418	войне и	2	3
419	классического реализма	3	3
420	эстетической реальности	2	3
421	впервые в	2	3
422	художественного письма	11	3
423	связи с	7	3
424	и я	7	3
425	в связи	4	3
426	эстетический субъект	5	3
427	все еще	2	3
428	из его	2	3
429	с действительностью	2	3
430	для этого	5	3
431	никак не	2	3
432	например в	3	3
433	художественного видения	2	3
434	тех же	3	3
435	х годов	5	3
436	так как	2	3
437	этой причине	2	3
438	в словах	2	3
439	можно было	3	3
440	дело в	3	3
441	авторская позиция	2	3
442	лирическое я	5	3
443	оказывается не	2	3
444	в становлении	2	3
445	и наконец	2	3
446	в жизни	7	3
447	с этой	6	3
448	себе не	2	3
449	в какой	2	3
450	к объекту	2	3
451	в столь	3	3
452	то он	3	3
453	из наиболее	2	3
454	есть лишь	2	3
455	также и	3	3
456	а то	2	3
457	на свою	3	3
458	поскольку в	3	3
459	на то	2	3
460	от первого	2	3
461	человек в	2	3
462	поскольку он	2	3
463	и с	4	3
464	следует признать	2	3
465	на почве	2	3
466	другого в	4	3
467	ко всему	4	3
468	а для	3	3
469	раз и	2	3
470	жизни и	6	3
471	авторитарного сознания	16	3
472	он сам	2	3
473	из этого	2	3
474	слова в	2	3
475	после чего	2	3
476	на роль	2	3
477	как на	3	3
478	быть не	2	3
479	не к	3	3
480	принципе не	2	3
481	но с	3	3
482	писал в	2	3
483	с легкой	2	2
484	сознания к	3	2
485	я на	3	2
486	все более	3	2
487	коммуникативных стратегий	2	2
488	для нас	3	2
489	пушкина в	2	2
490	этого рода	2	2
491	своего героя	2	2
492	искусства как	2	2
493	к себе	3	2
494	общения людей	2	2
495	внутренней свободы	4	2
496	и прежде	4	2
497	мыслится как	5	2
498	объект и	2	2
499	бы я	2	2
500	том же	3	2
501	не остается	2	2
502	одном из	3	2
503	причастности к	5	2
504	сознания а	2	2
505	это как	3	2
506	субъекта поскольку	2	2
507	и иных	2	2
508	легкой руки	2	2
509	от других	2	2
510	отталкиваясь от	5	2
511	я был	2	2
512	не сам	2	2
513	как я	3	2
514	со всей	2	2
515	но одновременно	2	2
516	лев толстой	2	2
517	а только	2	2
518	культуры в	5	2
519	без остатка	3	2
520	своей внутренней	2	2
521	героя как	2	2
522	бытия однако	2	2
523	стороны эстетического	2	2
524	равной мере	2	2
525	этой точки	3	2
526	евгения онегина	2	2
527	произведение в	2	2
528	не бывает	2	2
529	по этому	2	2
530	а скорее	2	2
531	в поэзии	4	2
532	художественное творчество	2	2
533	и др	4	2
534	от текста	2	2
535	говоря уже	3	2
536	как совокупность	3	2
537	всех своих	3	2
538	как утверждает	2	2
539	в чужом	4	2
540	освобождения от	2	2
541	хх века	12	2
542	по существу	4	2
543	но зато	2	2
544	до последнего	2	2
545	при взгляде	2	2
546	своего другого	6	2
547	в стихах	8	2
548	во многих	3	2
549	то и	5	2
550	вследствие которого	2	2
551	в художественной	4	2
552	на два	2	2
553	нет ничего	2	2
554	не тот	2	2
555	ни был	2	2
556	на это	2	2
557	к сотворчеству	2	2
558	до тех	2	2
559	художественной культуры	12	2
560	но лишь	4	2
561	исходит из	3	2
562	в сравнении	2	2
563	автора в	2	2
564	обращаясь к	4	2
565	в статье	2	2
566	полагал что	2	2
567	та же	2	2
568	и вот	2	2
569	но без	2	2
570	у нас	5	2
571	со всеми	2	2
572	не по	2	2
573	коммуникативном событии	2	2
574	от всех	2	2
575	культуры и	2	2
576	творческий акт	2	2
577	не имеет	2	2
578	всей своей	2	2
579	текст как	2	2
580	утверждал что	2	2
581	которого является	2	2
582	же году	3	2
583	не исключают	2	2
584	жизни не	2	2
585	и.п смирнов	5	2
586	отношения между	3	2
587	художественном мире	3	2
588	совокупность факторов	2	2
589	и м	2	2
590	не можем	2	2
591	однако его	2	2
592	сравнении с	2	2
593	русской поэзии	5	2
594	не для	2	2
595	от жизни	2	2
596	перед ним	2	2
597	и п	2	2
598	не просто	2	2
599	и только	4	2
600	объективной данности	2	2
601	с позиции	3	2
602	о которой	2	2
603	лирического я	3	2
604	не оставляет	3	2
605	художественного творчества	3	2
606	тем же	5	2
