N	2gram	Vygotskiy_	Freidism
257	себе и	2	3
258	и той	5	3
259	сих пор	6	3
260	в какой	6	3
261	и следовательно	8	3
262	мы в	3	3
263	на этот	2	3
264	в самых	2	3
265	значение в	3	3
266	и является	5	3
267	нам в	2	3
268	на этой	7	3
269	о том	5	3
270	и она	2	3
271	они не	2	3
272	в совершенно	3	3
273	развития как	2	3
274	оно может	2	3
275	того же	7	3
276	мыслей и	2	3
277	собственном смысле	4	3
278	в конечном	2	3
279	оно не	3	3
280	к его	3	3
281	остается в	2	3
282	их в	2	3
283	но для	2	3
284	ответ на	3	3
285	мы называем	2	3
286	приводит к	10	3
287	для всех	2	3
288	в одном	4	3
289	ребенка в	6	3
290	что мы	14	3
291	в них	3	3
292	только не	14	3
293	можно ли	2	3
294	уже в	3	3
295	возможно только	4	3
296	которой он	2	3
297	находится в	3	3
298	между двумя	5	3
299	мы видим	10	3
300	этот период	2	3
301	во внутренней	4	3
302	когда он	2	3
303	и есть	4	3
304	есть только	3	3
305	во всей	3	3
306	случае не	2	3
307	из основных	3	3
308	в нашем	6	3
309	о которой	2	3
310	ребенка к	3	3
311	до сих	6	3
312	во втором	5	3
313	между тем	2	3
314	представляется нам	3	3
315	на основе	5	3
316	в одну	2	2
317	в отношении	9	2
318	вопрос о	9	2
319	выводу что	3	2
320	к этой	2	2
321	вспомнить о	2	2
322	благодаря тому	2	2
323	о которых	3	2
324	или иной	2	2
325	когда мы	2	2
326	с мыслью	2	2
327	нас к	10	2
328	то в	4	2
329	из того	7	2
330	но эти	2	2
331	его с	3	2
332	что как	2	2
333	время в	3	2
334	освобождение от	2	2
335	его отношение	2	2
336	в одной	6	2
337	для нее	3	2
338	одним словом	2	2
339	в состоянии	4	2
340	должно быть	3	2
341	к другим	11	2
342	из важнейших	4	2
343	бы в	7	2
344	это было	2	2
345	обе стороны	2	2
346	нам о	2	2
347	его и	2	2
348	отличается от	6	2
349	этом вопросе	2	2
350	в отличие	4	2
351	в конце	5	2
352	как к	4	2
353	для себя	24	2
354	как по	5	2
355	друг друга	9	2
356	ее от	2	2
357	возникает вопрос	2	2
358	и самое	2	2
359	но так	2	2
360	связей между	3	2
361	связана с	4	2
362	и тем	10	2
363	находятся в	2	2
364	в их	4	2
365	но именно	3	2
366	нами выше	2	2
367	становится совершенно	2	2
368	для нас	4	2
369	опирается на	2	2
370	в момент	4	2
371	этого процесса	3	2
372	меньшей мере	3	2
373	обратимся к	3	2
374	отличие от	4	2
375	мы говорили	3	2
376	опыта и	2	2
377	нас в	4	2
378	в такой	6	2
379	которые мы	4	2
380	с одной	7	2
381	для ребенка	5	2
382	к объекту	14	2
383	а с	3	2
384	образом в	5	2
385	больше и	2	2
386	эти три	2	2
387	от этого	3	2
388	не имеет	6	2
389	относится к	5	2
390	значение для	2	2
391	вообще не	6	2
392	также и	2	2
393	не есть	4	2
394	разрыв между	4	2
395	к которой	3	2
396	с другой	7	2
397	речи и	36	2
398	предмета и	3	2
399	они и	2	2
400	учения о	4	2
401	зависит от	3	2
402	с большим	2	2
403	даже если	2	2
404	на первых	4	2
405	у ребенка	18	2
406	входит в	3	2
407	но все	2	2
408	речь и	5	2
409	не чем	2	2
410	одной стороны	7	2
411	с таким	3	2
412	которые он	2	2
413	что между	2	2
414	этом смысле	2	2
415	свое выражение	8	2
416	тогда когда	12	2
417	из которых	3	2
418	представляет собой	23	2
419	и их	7	2
420	но как	3	2
421	вещи и	2	2
422	которых мы	5	2
423	мог бы	6	2
424	ко всему	2	2
425	и значение	5	2
426	но если	5	2
427	на другую	3	2
428	случае в	4	2
429	там где	7	2
430	же как	14	2
431	для развития	3	2
432	но вместе	2	2
433	из этого	4	2
434	что с	7	2
435	и во	5	2
436	и всей	3	2
437	для всего	2	2
438	обстоит дело	2	2
439	могли бы	10	2
440	в качестве	9	2
441	только о	3	2
442	это есть	6	2
443	в первом	6	2
444	же самое	12	2
445	отношения к	5	2
446	этого метода	2	2
447	если же	2	2
448	как для	2	2
449	рядом с	2	2
450	что при	4	2
451	оказывается не	3	2
452	в нашей	4	2
453	мы остановимся	4	2
454	чем иным	2	2
455	мы могли	15	2
456	одного только	2	2
457	мы показали	2	2
458	ясно что	4	2
