N	2gram	Vygotskiy_	EvropaiC
196	бы то	2	3
197	в нем	10	3
198	в ней	2	3
199	с более	3	3
200	что оно	9	3
201	тогда когда	10	3
202	не то	5	3
203	может не	3	3
204	должны быть	2	3
205	по одному	5	3
206	сейчас же	2	3
207	было бы	18	3
208	и по	5	3
209	и может	4	3
210	таким же	3	3
211	ничего общего	6	3
212	в истории	3	3
213	во всем	2	3
214	в нашем	5	3
215	в совершенно	2	3
216	же как	9	3
217	и того	8	3
218	заключается в	15	3
219	тот же	7	3
220	как мы	20	3
221	мы будем	4	3
222	чем в	6	3
223	все дело	2	2
224	с которыми	2	2
225	то в	7	2
226	то и	2	2
227	всех тех	2	2
228	независимо от	3	2
229	только то	4	2
230	в процессе	37	2
231	но как	6	2
232	между этими	3	2
233	к ним	2	2
234	и низших	2	2
235	и ее	2	2
236	этот процесс	5	2
237	на одном	2	2
238	то время	4	2
239	и поэтому	2	2
240	что она	3	2
241	этими двумя	3	2
242	высшей степени	3	2
243	в другом	7	2
244	из нее	5	2
245	а это	3	2
246	понять что	2	2
247	свою очередь	4	2
248	но если	7	2
249	потому и	4	2
250	на каждом	3	2
251	зависимости от	3	2
252	на первый	2	2
253	этих двух	4	2
254	в виду	4	2
255	он должен	9	2
256	между отдельными	2	2
257	из двух	2	2
258	в частности	9	2
259	что они	8	2
260	на друга	2	2
261	такой же	4	2
262	одной и	3	2
263	никто не	2	2
264	не знает	6	2
265	и из	2	2
266	в высшей	3	2
267	друг на	2	2
268	для него	9	2
269	только тогда	5	2
270	и развитие	20	2
271	мы видели	10	2
272	на нее	2	2
273	именно потому	3	2
274	есть в	2	2
275	надо различать	2	2
276	том чтобы	3	2
277	не имеет	7	2
278	общего с	3	2
279	также и	2	2
280	совершенно иной	3	2
281	что у	4	2
282	тому что	14	2
283	к нему	4	2
284	она не	2	2
285	выше что	2	2
286	на том	4	2
287	они не	7	2
288	в котором	2	2
289	их в	3	2
290	что развитие	14	2
291	те же	6	2
292	медленно и	2	2
293	ту же	5	2
294	во втором	2	2
295	в своих	5	2
296	в свою	5	2
297	этот вопрос	8	2
298	и тому	2	2
299	к другу	4	2
300	что на	2	2
301	в которых	2	2
302	одной стороны	10	2
303	но для	3	2
304	но на	2	2
305	на этом	8	2
306	и те	2	2
307	между ними	5	2
308	отнюдь не	2	2
309	нас что	6	2
310	если он	4	2
311	в них	3	2
312	только не	7	2
313	представить себе	2	2
314	что же	2	2
315	совершенно ясно	2	2
316	всяком случае	2	2
317	что оба	4	2
318	жизни и	2	2
319	друг к	3	2
320	в вопросе	4	2
321	с ними	4	2
322	но вместе	3	2
323	во всяком	4	2
324	во внимание	4	2
325	из него	3	2
326	говорить о	3	2
327	ответить на	4	2
328	себя и	2	2
329	и его	6	2
330	в сущности	17	2
331	иной чем	2	2
332	вопросе о	3	2
333	и только	4	2
334	во всей	3	2
335	и более	8	2
336	что эти	4	2
337	этого слова	3	2
338	в себя	4	2
339	но с	2	2
340	только один	4	2
341	той же	7	2
342	имеет место	4	2
343	принять во	3	2
344	я не	6	2
345	вовсе не	2	2
346	мы и	6	2
347	к таким	2	2
348	в основе	12	2
