N	2gram	Propp_Isto	Myslijsy
204	одно и	2	8
205	не как	5	8
206	что они	3	8
207	и более	3	8
208	но все	8	8
209	их в	7	8
210	в которых	4	8
211	во всем	4	8
212	от них	2	8
213	между ними	2	8
214	на все	2	8
215	с ними	4	8
216	этом случае	13	8
217	и тогда	2	8
218	которые не	2	8
219	по его	2	8
220	что есть	2	8
221	или в	7	8
222	но мы	5	7
223	не имеют	2	7
224	а как	3	7
225	она не	7	7
226	связь с	20	7
227	только один	3	7
228	дает нам	2	7
229	его с	3	7
230	все эти	11	7
231	за ним	4	7
232	превращается в	10	7
233	находятся в	2	7
234	с этой	4	7
235	что у	6	7
236	в своих	4	7
237	в другой	5	7
238	не знаем	3	7
239	из него	3	7
240	них не	2	7
241	в таких	3	7
242	его к	3	7
243	но как	2	7
244	образом мы	3	7
245	не всегда	9	7
246	на котором	3	7
247	даже и	2	7
248	в данном	3	7
249	к этому	5	7
250	в животном	2	7
251	прибавить что	2	7
252	несмотря на	3	7
253	его на	5	6
254	но если	2	6
255	как он	6	6
256	увидим что	3	6
257	предположить что	3	6
258	указывают на	2	6
259	в образе	16	6
260	в ее	4	6
261	в своей	3	6
262	должна быть	3	6
263	в этой	5	6
264	представления и	2	6
265	в последнем	2	6
266	после того	4	6
267	на нее	3	6
268	то он	2	6
269	главным образом	2	6
270	в лес	3	6
271	и к	3	6
272	но есть	4	6
273	в виде	13	6
274	его не	3	6
275	себе в	3	6
276	между двумя	7	6
277	что с	2	6
278	показывает что	7	6
279	выше мы	2	6
280	к ним	2	6
281	об этом	6	6
282	а именно	8	6
283	что его	4	6
284	не могло	2	6
285	язык и	2	6
286	мог бы	2	6
287	жизни и	4	6
288	и уже	2	6
289	у него	7	6
290	лишь в	2	6
291	мы уже	6	6
292	но он	2	6
293	когда человек	2	5
294	но даже	2	5
295	и таким	2	5
296	а с	2	5
297	они не	5	5
298	однако в	2	5
299	ее не	3	5
300	уже и	3	5
301	если в	4	5
302	одна из	6	5
303	на ней	2	5
304	переход от	2	5
305	в некотором	2	5
306	отношение к	3	5
307	том чтобы	3	5
308	входит в	5	5
309	на которой	4	5
310	этот вопрос	2	5
311	о которых	4	5
312	даже в	4	5
313	перед нами	2	5
314	и у	3	5
315	этого не	2	5
316	на том	5	5
317	не видно	2	5
318	но при	2	5
319	но эти	4	5
320	мы имеем	22	5
321	к другой	2	5
322	представления в	2	5
323	или от	2	5
324	человека в	5	5
325	одним из	4	5
326	не по	3	5
327	в течение	2	5
328	время как	3	5
329	на этот	2	5
330	но уже	5	5
331	и здесь	12	5
332	данном случае	2	4
333	бы мы	4	4
334	в другом	2	4
335	здесь как	3	4
336	к своему	2	4
337	от этого	6	4
338	но так	3	4
339	ту же	2	4
340	и они	5	4
341	не имели	3	4
342	та же	2	4
343	и быть	2	4
344	себе что	2	4
345	не мог	3	4
346	положение что	2	4
347	видели что	2	4
348	он может	4	4
349	ни в	2	4
350	это так	2	4
351	и затем	2	4
352	из этого	3	4
353	только после	3	4
354	и хотя	4	4
355	не дает	2	4
356	он должен	2	4
357	ничего не	4	4
358	не потому	5	4
359	есть и	3	4
360	но эта	2	4
361	в наше	2	4
362	одна и	2	4
363	и оно	2	4
364	говорит он	2	4
365	он в	3	4
366	все его	2	4
367	ему в	3	4
368	одного из	3	4
369	этой точки	2	4
370	тела и	2	4
371	на них	2	4
372	в связи	6	4
373	человеком и	2	4
374	с его	3	4
375	некоторое время	2	4
376	из нее	2	4
377	такой же	3	4
378	что касается	2	4
379	человек может	2	4
380	к которым	4	4
381	из двух	2	4
382	перейти к	2	4
383	на этом	5	4
384	со своим	2	4
385	известных нам	2	4
386	что во	2	4
387	не говорит	2	4
388	в некоторых	6	4
389	в свой	3	3
390	к этим	3	3
391	есть одно	2	3
392	как человек	3	3
393	он видит	4	3
394	а потом	3	3
395	что здесь	9	3
396	должно было	3	3
397	мы и	3	3
398	должен быть	2	3
399	случае мы	2	3
400	это только	2	3
401	от себя	2	3
402	в формах	2	3
403	в другую	2	3
404	и др	6	3
405	мы знаем	12	3
406	здесь мы	7	3
407	также что	3	3
408	может иметь	2	3
409	одной из	3	3
410	что этот	5	3
411	а если	2	3
412	она и	2	3
413	об одном	2	3
414	в связь	2	3
415	для этого	3	3
416	что от	3	3
417	в нашей	2	3
418	время в	2	3
419	в развитии	2	3
420	до этого	3	3
421	наоборот в	2	3
422	и наконец	2	3
423	или как	3	3
424	себе и	2	3
425	и из	3	3
426	их не	3	3
427	по которым	2	3
428	на свою	2	3
429	связанные с	5	3
430	до него	4	3
431	что за	2	3
432	этом мы	2	3
433	что эта	2	3
434	не совсем	6	3
435	как будто	2	3
436	именно на	2	3
437	в себя	3	3
438	ясно что	5	3
439	в различных	3	3
440	в одной	5	3
441	но для	4	3
442	даже не	2	3
443	когда уже	2	3
444	в свое	2	3
445	после этого	3	3
446	как это	5	3
447	частный случай	3	3
448	к этой	3	3
449	сливается с	2	3
450	значит что	2	3
451	здесь не	3	3
452	тех которые	2	3
453	что представление	2	3
454	это значит	2	3
455	у царя	2	3
456	на одном	2	3
457	такого же	2	3
458	мы увидим	6	3
459	человека с	2	3
460	ее в	8	3
461	это то	2	3
462	с которым	3	3
463	в человеческом	2	3
464	в форме	5	3
465	находит в	3	2
466	еще и	2	2
467	что душа	2	2
468	ее и	3	2
469	позднее явление	3	2
470	на той	2	2
471	не будем	6	2
472	без всяких	4	2
473	затем в	3	2
474	роль в	3	2
475	на пути	2	2
476	состоит из	4	2
477	на ступени	3	2
478	этих предметов	2	2
479	людей и	2	2
480	они были	2	2
481	с представлением	4	2
482	только тем	2	2
483	выражения как	2	2
484	формы и	3	2
485	по которой	2	2
486	то чего	2	2
487	власть над	6	2
488	такое количество	2	2
489	тех же	2	2
490	таких случаях	2	2
491	целый ряд	4	2
492	что когда	3	2
493	должны были	3	2
494	как у	2	2
495	или на	3	2
496	с человеком	2	2
497	мы еще	2	2
498	предположение что	3	2
499	им в	2	2
500	когда он	7	2
501	имеем в	2	2
502	где нет	2	2
503	так у	4	2
504	если он	2	2
505	а еще	3	2
506	такую же	2	2
507	эта связь	5	2
508	животных и	2	2
509	или другое	3	2
510	в это	3	2
511	находящихся в	2	2
512	более позднее	3	2
513	сам в	2	2
514	и заставляет	2	2
515	еще один	3	2
516	превращаются в	2	2
517	а на	2	2
518	это и	3	2
519	вопрос этот	3	2
520	здесь можно	5	2
521	о нем	3	2
522	входящий в	2	2
523	связано с	7	2
524	дальше и	2	2
525	и там	3	2
526	некоторых случаях	4	2
527	для чего	2	2
528	предмета который	2	2
529	не представляет	2	2
530	же как	12	2
531	на более	2	2
532	из его	2	2
533	обращается к	2	2
534	от земли	2	2
535	в первобытном	2	2
536	и видит	2	2
537	с этими	3	2
538	ее на	2	2
539	всех этих	2	2
540	себя в	6	2
541	от которого	2	2
542	его за	2	2
543	не сразу	2	2
544	то или	2	2
545	но дело	2	2
546	и сам	2	2
547	его и	2	2
548	во сне	5	2
549	приближается к	2	2
550	знаем что	10	2
551	мы легко	2	2
552	к его	2	2
553	из которых	7	2
554	то его	2	2
555	но когда	3	2
556	форму но	2	2
557	этих случаях	10	2
