N	2gram	Tiupa_Disk	TeoriaLi
201	между собой	2	3
202	с одной	12	3
203	текст и	2	3
204	и др	3	3
205	а с	8	3
206	не с	4	3
207	и составляет	3	3
208	есть в	3	3
209	в жизни	2	3
210	сказания или	5	3
211	в произведении	3	3
212	я героя	2	3
213	для себя	6	3
214	в контексте	3	3
215	столь же	6	3
216	в акте	3	3
217	их в	2	3
218	именно в	5	3
219	потому что	7	3
220	сути дела	3	3
221	художественной целостности	2	3
222	в сторону	4	3
223	тому как	5	3
224	том числе	3	3
225	во втором	5	3
226	являет собой	5	3
227	говорит и	2	3
228	прежде всего	17	3
229	к его	5	3
230	однако при	2	3
231	человеческой жизни	2	3
232	и к	4	3
233	на языке	3	3
234	к содержанию	3	3
235	отнюдь не	11	3
236	равной степени	2	3
237	с точки	3	3
238	своей природе	3	3
239	все эти	2	3
240	о ней	2	3
241	не обязательно	4	3
242	той или	6	3
243	и по	2	3
244	в равной	3	3
245	связи с	4	3
246	таким образом	4	3
247	в притче	6	3
248	нового времени	2	3
249	известной степени	3	3
250	принадлежит к	3	3
251	например в	4	3
252	оказывается в	2	3
253	в этой	5	3
254	в организации	2	3
255	имеет место	4	3
256	в одном	5	3
257	текста в	2	3
258	с читателем	3	3
259	анекдот не	2	2
260	одно и	2	2
261	может служить	2	2
262	чтобы не	2	2
263	жанровая форма	5	2
264	но она	3	2
265	к одному	2	2
266	в основании	3	2
267	не от	2	2
268	могла бы	2	2
269	не могут	2	2
270	значительной степени	3	2
271	идет о	2	2
272	для всех	2	2
273	слова не	3	2
274	жанровой традиции	2	2
275	восходит к	4	2
276	если в	2	2
277	сознания в	2	2
278	но как	2	2
279	одну из	2	2
280	дело не	3	2
281	текста не	2	2
282	не всегда	2	2
283	коммуникативной природе	2	2
284	дело в	3	2
285	при всей	9	2
286	с их	3	2
287	за пределы	2	2
288	эстетической деятельности	3	2
289	до известной	2	2
290	это было	2	2
291	эстетического субъекта	2	2
292	как уже	5	2
293	отличается от	3	2
294	об этом	3	2
295	форма авторства	5	2
296	художественное целое	2	2
297	писал бахтин	5	2
298	и даже	4	2
299	ситуации рассказывания	5	2
300	не ограничивается	2	2
301	и прежде	2	2
302	коммуникативным событием	4	2
303	индивидуального речевого	2	2
304	я и	3	2
305	это и	2	2
306	коммуникативные стратегии	2	2
307	быть субъектом	2	2
308	события в	3	2
309	адресата в	5	2
310	времени и	5	2
311	жизни в	4	2
312	в значительной	3	2
313	стороны адресата	2	2
314	по слову	4	2
315	к своему	2	2
316	только на	2	2
317	или напротив	3	2
318	мире и	2	2
319	вследствие этого	4	2
320	в формах	2	2
321	самом деле	2	2
322	этического выбора	3	2
323	в рассказе	6	2
324	и состоит	2	2
325	может и	4	2
326	к сообщаемому	2	2
327	коммуникативное событие	8	2
328	ведет к	6	2
329	этом мире	2	2
330	в чем	2	2
331	вместе с	3	2
332	м.м бахтин	2	2
333	хоровое слово	2	2
334	в одно	2	2
335	не могло	2	2
336	в какой	2	2
337	русской литературе	2	2
338	перед лицом	2	2
339	с человеком	3	2
340	в лирическом	2	2
341	одной из	4	2
342	рассказ о	3	2
343	для понимания	2	2
344	жизни но	2	2
345	биографического дискурса	5	2
346	с.с аверинцева	5	2
347	как способ	2	2
348	в сказании	6	2
349	ни для	4	2
350	чем и	2	2
351	ни столь	2	2
352	всей своей	2	2
353	числе и	3	2
354	всей его	2	2
355	субъекта жизни	2	2
356	и это	3	2
357	а.н веселовского	3	2
358	о том	12	2
359	речевой деятельности	2	2
360	или притчи	3	2
361	строго говоря	3	2
362	высказывания не	2	2
363	таковы например	2	2
364	в анекдоте	4	2
365	повесть о	2	2
366	всех подобных	2	2
367	литературных жанров	22	2
368	которая в	3	2
369	оно не	2	2
370	следует признать	3	2
371	в прозе	2	2
372	известного рода	5	2
373	и на	8	2
374	на себя	2	2
375	частной жизни	4	2
376	соответствии с	5	2
377	во мне	4	2
378	на этом	3	2
379	к чему	2	2
380	в году	3	2
381	и возможность	2	2
382	для обозначения	4	2
383	всякий раз	2	2
384	или субъектом	2	2
385	переживание переживания	2	2
386	один из	3	2
387	в них	6	2
388	по себе	3	2
389	мира с	2	2
390	лирических текстов	2	2
391	речь идет	2	2
392	или анекдота	3	2
393	такая возможность	2	2
394	жизни а	2	2
395	в той	2	2
396	по бахтину	4	2
397	речевого замысла	2	2
398	и весьма	2	2
399	что и	5	2
400	перед ним	2	2
401	к числу	2	2
402	в случае	2	2
403	к другому	3	2
404	высказывания и	3	2
405	себя и	2	2
406	заключается в	3	2
407	лично для	2	2
408	все это	2	2
409	и читателем	2	2
410	только о	2	2
411	времени в	3	2
412	как будто	3	2
413	в первом	4	2
414	в большинстве	3	2
415	сути своей	2	2
416	коммуникативную стратегию	3	2
417	из виду	4	2
418	при котором	2	2
419	в дискурсе	2	2
420	имеем дело	3	2
421	возможность иного	3	2
422	основе своей	4	2
423	быть и	2	2
